"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Violaceae"	"Vitaceae"
3450	4467	"Suho ezero II"	42.06517	23.56001	114	"AWI"	114	591	2129	1264	7	0	2	4	0	5	0	18	0	0	0	0	0	0	0	0	0	0	2	40	0	0	0	19	0	0	0	1	3	3	0	0	0	0	0	0	0	0	4	5	0	2	1	0	77	0	0	0	0	9	0	0	0	0	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	118	"AWI"	118	616	2203	1316	17	12	22	0	1	19	0	23	0	0	0	0	0	0	0	0	0	2	22	10	0	0	0	84	0	0	0	0	0	49	1	0	0	0	0	0	0	46	0	16	0	0	3	0	72	0	0	0	0	4	10	0	0	0	5	10	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	122	"AWI"	122	654	2268	1367	23	14	9	19	10	5	0	25	2	0	1	0	0	0	0	0	0	2	33	15	0	0	0	62	0	0	0	0	0	42	4	0	0	0	0	0	0	48	0	38	0	0	0	0	62	0	0	0	1	16	11	0	1	0	6	18	0	7	0
3450	4467	"Suho ezero II"	42.06517	23.56001	126	"AWI"	126	707	2306	1415	22	8	10	4	5	6	0	33	0	9	2	0	0	0	0	0	0	1	27	15	0	0	0	51	0	0	0	0	8	16	4	0	0	0	0	0	0	85	0	26	0	0	0	0	66	0	0	0	0	26	2	0	0	0	3	10	0	8	0
3450	4467	"Suho ezero II"	42.06517	23.56001	128	"AWI"	128	730	2331	1438	8	13	29	5	14	22	0	26	0	16	5	0	0	0	0	0	0	0	17	20	0	0	0	67	0	0	0	0	4	15	6	0	0	0	0	0	0	53	0	16	0	2	4	0	75	0	0	0	0	20	3	0	0	0	8	14	0	8	0
3450	4467	"Suho ezero II"	42.06517	23.56001	132	"AWI"	132	762	2380	1487	22	2	25	9	1	8	0	6	0	2	3	0	0	0	0	0	0	0	26	21	0	0	0	42	0	0	0	0	0	18	3	0	0	0	0	0	0	77	0	0	0	0	9	0	45	0	0	0	0	2	3	0	0	0	7	5	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	136	"AWI"	136	789	2437	1534	50	0	24	5	5	9	0	38	0	3	2	0	0	0	0	0	3	0	14	32	0	0	0	79	13	0	0	0	1	9	0	3	0	0	0	21	0	78	0	12	0	0	4	0	35	0	0	0	0	16	12	0	0	2	4	1	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	140	"AWI"	140	814	2504	1583	72	0	20	6	18	14	0	52	1	6	1	0	0	0	0	0	2	0	19	11	0	0	0	53	0	0	0	4	1	8	0	1	0	1	0	32	0	57	0	0	0	1	4	0	45	0	0	0	0	8	20	0	0	2	12	1	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	144	"AWI"	144	858	2548	1632	24	0	7	3	1	0	0	4	0	0	3	0	0	0	0	0	0	0	17	67	0	0	0	22	0	0	0	0	1	29	2	0	0	0	0	0	0	102	0	0	0	1	5	0	34	0	0	0	0	4	9	0	0	0	0	3	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	148	"AWI"	148	912	2601	1677	16	3	16	6	6	3	0	13	0	0	0	0	0	0	0	0	0	0	44	50	0	0	0	32	0	0	0	0	6	10	3	0	0	1	0	0	0	57	0	0	0	1	4	1	44	0	0	0	0	2	0	0	2	0	3	4	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	152	"AWI"	152	944	2662	1726	6	0	19	3	7	3	0	28	0	3	1	0	0	0	0	0	0	0	21	13	0	0	0	23	0	0	0	0	8	2	3	0	0	0	0	0	0	51	0	0	0	0	11	0	32	0	0	0	0	7	7	0	0	0	3	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	156	"AWI"	156	973	2719	1775	4	0	10	3	8	7	0	20	0	6	0	0	0	0	0	0	0	0	18	5	0	0	0	12	0	0	0	0	2	3	5	7	0	0	0	0	1	56	0	0	0	0	0	0	49	0	0	0	0	4	4	0	0	0	3	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	160	"AWI"	160	1003	2783	1823	88	0	18	0	8	4	0	13	2	4	2	0	0	0	0	0	2	0	32	21	0	0	0	36	0	0	0	0	0	10	3	0	0	0	0	0	0	103	0	0	0	0	4	1	28	0	0	0	0	8	0	0	0	1	1	5	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	164	"AWI"	164	1053	2814	1869	11	0	12	0	18	7	0	11	0	9	1	0	0	0	0	0	0	0	37	3	0	0	0	23	0	0	0	0	1	18	3	0	0	1	0	0	0	66	0	0	0	0	0	0	44	0	1	0	0	11	1	0	0	0	4	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	168	"AWI"	168	1108	2866	1920	39	0	8	2	12	1	0	10	0	4	1	0	0	0	0	0	0	0	25	0	0	0	0	13	0	0	0	0	2	5	6	0	0	2	0	0	1	92	0	0	0	0	0	1	28	0	2	0	0	2	4	0	0	0	5	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	172	"AWI"	172	1148	2918	1971	80	0	7	0	8	4	0	13	0	2	1	0	0	0	0	0	0	0	17	0	0	0	0	18	0	0	0	0	1	2	2	0	0	0	0	0	0	188	0	0	0	0	0	0	26	0	0	0	0	11	2	0	0	0	4	5	4	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	176	"AWI"	176	1182	2982	2021	80	0	6	0	6	6	0	10	0	2	0	0	0	0	0	0	0	0	19	4	0	0	0	10	0	0	0	4	0	0	1	0	0	0	0	0	0	95	0	0	0	0	1	0	25	0	0	0	0	0	2	0	0	0	1	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	180	"AWI"	180	1222	3042	2068	88	0	9	4	4	4	0	6	0	4	2	0	0	0	0	0	0	1	19	2	0	0	0	18	0	2	0	0	3	3	1	0	4	0	0	0	0	86	0	0	0	0	0	0	36	0	0	0	0	5	1	0	0	1	4	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	182	"AWI"	182	1242	3051	2089	63	0	5	2	5	10	0	5	0	2	0	0	0	0	0	0	0	0	6	1	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	28	0	0	0	0	6	1	0	0	0	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	184	"AWI"	184	1265	3080	2113	55	0	10	3	8	2	0	6	0	2	0	0	0	0	0	0	1	0	17	0	0	0	0	23	0	0	0	0	0	11	0	0	0	0	0	0	0	66	0	0	0	0	0	0	29	0	0	0	0	11	1	0	0	0	3	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	186	"AWI"	186	1288	3102	2138	49	0	4	1	2	0	0	5	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	17	0	1	0	1	0	0	2	0	0	0	0	0	0	44	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	188	"AWI"	188	1311	3131	2167	100	1	14	2	7	14	0	25	0	6	0	0	0	0	0	0	0	0	11	20	0	0	0	42	0	0	0	0	0	4	2	0	0	0	0	6	0	67	356	0	0	2	0	0	38	0	0	0	0	4	1	0	0	0	7	9	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	190	"AWI"	190	1325	3160	2194	59	0	3	2	3	2	0	5	0	1	1	0	0	0	0	0	0	1	12	6	0	0	0	20	0	0	0	2	0	4	0	0	0	0	0	0	0	76	0	2	0	2	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	194	"AWI"	194	1364	3208	2236	41	0	19	0	15	5	0	15	0	6	4	0	0	0	0	0	0	0	35	6	0	0	0	13	0	0	0	6	0	10	1	0	0	0	0	0	0	78	0	0	0	1	0	0	41	0	0	0	1	3	4	0	0	0	3	1	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	196	"AWI"	196	1381	3237	2258	40	1	10	2	21	12	0	20	0	3	0	0	0	0	0	0	0	0	19	11	0	0	0	20	0	0	0	1	0	10	1	0	2	0	0	5	0	44	177	0	0	0	0	0	34	0	0	0	0	9	13	0	0	0	9	6	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	200	"AWI"	200	1413	3294	2306	76	3	19	4	9	8	0	19	0	0	5	0	0	0	0	2	0	0	47	3	0	0	0	15	0	1	0	0	0	3	1	0	0	0	0	0	0	91	0	0	0	0	0	0	27	0	0	0	0	0	6	0	0	0	3	5	0	2	0
3450	4467	"Suho ezero II"	42.06517	23.56001	213	"AWI"	213	1560	3456	2459	53	9	55	2	26	5	0	67	0	3	2	0	0	0	0	0	0	0	67	4	0	0	0	64	0	0	0	0	0	7	2	0	0	0	0	15	0	94	349	0	0	0	0	0	67	0	0	0	0	6	10	0	0	0	16	33	0	2	0
3450	4467	"Suho ezero II"	42.06517	23.56001	216	"AWI"	216	1583	3493	2493	50	1	7	0	13	0	0	20	0	5	0	0	0	0	0	0	0	0	8	10	0	0	0	7	0	0	0	0	0	4	1	0	0	0	0	0	0	30	250	0	0	0	2	0	19	0	0	0	0	2	1	0	0	0	10	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	218	"AWI"	218	1604	3531	2516	113	6	31	0	11	4	0	30	0	8	5	0	0	0	0	1	0	0	30	4	0	0	0	27	0	0	0	0	0	3	1	0	0	0	0	14	0	107	441	0	0	0	3	0	50	0	0	0	0	0	2	0	0	0	15	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	222	"AWI"	222	1660	3585	2564	52	1	22	0	16	19	0	25	0	5	0	0	0	0	0	0	0	0	52	4	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	84	0	0	0	0	2	0	30	0	0	0	0	9	8	0	0	0	1	3	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	226	"AWI"	226	1707	3615	2614	42	2	23	2	16	10	0	28	0	8	2	0	0	0	0	1	1	0	45	7	0	0	0	17	0	1	0	1	0	3	0	0	0	0	0	0	0	64	0	0	0	0	0	0	35	0	0	0	1	8	4	0	0	1	5	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	228	"AWI"	228	1730	3640	2638	53	0	12	3	24	6	0	14	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	7	0	34	298	0	0	0	0	0	16	0	0	0	0	2	2	0	0	0	6	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	230	"AWI"	230	1748	3663	2665	68	0	20	2	20	12	0	24	0	3	6	0	0	0	0	0	0	0	24	3	0	0	0	15	0	0	0	5	0	3	0	0	0	0	0	0	0	96	0	0	0	0	0	0	24	0	0	0	0	7	5	0	0	2	8	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	234	"AWI"	234	1794	3724	2716	45	2	21	11	11	7	0	35	0	1	6	0	0	0	0	0	0	1	23	0	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	74	0	0	0	0	0	0	19	0	0	0	0	3	4	0	0	1	6	1	0	0	2
3450	4467	"Suho ezero II"	42.06517	23.56001	238	"AWI"	238	1829	3794	2767	160	4	26	7	21	22	0	44	1	2	0	0	0	0	0	2	0	0	30	0	0	0	0	26	2	0	0	6	1	7	0	0	0	0	0	18	0	174	0	0	0	0	0	0	28	0	0	0	2	10	1	0	0	0	15	6	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	242	"AWI"	242	1881	3841	2813	39	0	30	1	17	10	0	24	0	4	2	0	0	0	0	1	0	0	21	5	0	0	0	7	0	0	0	4	0	6	0	0	0	0	0	0	0	91	0	0	0	2	0	0	3	0	0	0	0	8	2	0	0	0	3	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	244	"AWI"	244	1899	3860	2836	98	4	21	0	27	22	0	34	0	2	6	8	0	0	0	0	0	0	23	28	0	0	0	14	0	0	0	3	0	4	0	0	0	0	0	14	0	62	364	0	0	1	0	0	15	0	0	0	0	5	10	0	0	0	13	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	246	"AWI"	246	1923	3876	2860	40	0	28	3	13	12	0	34	0	5	5	0	0	0	0	0	1	0	17	2	0	0	0	10	0	0	1	0	0	5	1	0	0	0	0	0	0	74	0	0	0	0	0	0	26	0	0	0	0	7	9	0	0	1	7	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	250	"AWI"	250	1970	3907	2907	92	0	28	3	18	15	0	26	0	4	4	0	0	0	0	0	0	0	32	3	0	0	0	22	0	0	0	3	0	3	0	1	0	0	0	18	0	64	280	0	0	5	0	0	18	0	0	0	2	11	2	0	0	0	8	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	254	"AWI"	254	2011	3962	2958	155	4	28	1	7	10	0	40	0	3	0	0	0	0	0	1	0	0	34	4	0	0	0	55	0	0	0	7	1	6	1	0	0	0	0	25	0	148	479	0	0	0	0	0	35	0	0	0	0	5	3	0	0	1	14	8	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	258	"AWI"	258	2044	4014	3007	59	0	18	1	7	12	0	25	0	2	2	0	0	0	0	0	0	0	26	0	0	0	0	24	0	0	0	4	0	1	2	2	0	0	0	0	0	77	0	0	0	4	0	0	21	0	0	0	0	7	0	0	0	1	4	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	262	"AWI"	262	2093	4056	3055	54	0	21	2	2	8	0	12	0	3	4	0	0	0	0	0	0	2	17	1	0	0	0	16	4	0	0	2	0	3	0	0	0	0	0	0	0	84	0	0	0	2	0	0	22	0	0	0	0	5	0	0	0	0	6	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	266	"AWI"	266	2145	4097	3101	75	0	30	2	5	5	0	14	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	21	0	0	0	4	0	1	0	2	0	0	0	0	0	86	0	0	0	0	0	0	19	0	0	0	1	6	1	0	0	0	3	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	270	"AWI"	270	2188	4140	3149	86	0	10	3	4	7	0	12	0	1	7	0	0	0	0	0	0	0	14	6	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	0	0	103	0	0	0	0	0	0	18	0	0	0	1	3	0	0	0	0	2	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	273	"AWI"	273	2222	4166	3184	56	0	17	7	6	16	0	12	1	3	3	0	0	0	0	0	0	0	17	0	0	0	0	23	0	0	0	3	0	4	1	1	0	0	0	0	0	111	0	0	0	0	4	0	27	0	0	0	1	4	0	0	0	0	1	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	276	"AWI"	276	2258	4207	3217	86	0	11	1	4	6	0	9	0	3	0	0	0	0	0	0	0	0	21	0	0	0	0	17	0	0	0	3	0	0	0	2	0	0	0	0	0	80	0	0	0	0	2	0	23	0	0	0	1	2	0	0	0	1	4	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	280	"AWI"	280	2292	4263	3267	129	0	15	2	6	7	0	16	0	3	2	0	0	0	0	0	0	0	15	0	0	0	0	14	0	0	0	1	0	7	0	0	0	0	0	0	0	222	0	0	0	3	2	0	30	0	0	0	1	5	3	0	0	0	1	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	286	"AWI"	286	2375	4310	3345	91	0	7	3	9	5	0	10	1	3	5	0	0	0	0	0	3	0	30	0	0	0	0	16	0	0	0	6	0	2	1	1	0	0	0	0	0	97	0	0	0	1	0	0	14	0	0	0	0	6	0	0	0	0	1	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	289	"AWI"	289	2419	4339	3379	54	0	28	1	11	12	0	28	0	6	1	0	0	0	0	0	0	0	17	0	0	0	0	23	0	0	1	4	1	3	0	2	0	0	0	0	0	76	0	0	0	0	2	0	24	0	0	0	0	1	2	0	0	0	2	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	294	"AWI"	294	2465	4408	3444	69	0	12	0	7	3	17	9	2	2	5	0	0	0	0	0	0	0	20	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	78	0	0	0	1	0	0	31	0	0	0	0	10	1	0	0	1	1	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	299	"AWI"	299	2510	4480	3505	102	0	15	0	3	8	0	13	0	1	2	0	0	0	0	0	0	0	20	0	0	0	0	15	0	0	0	0	0	2	0	1	0	0	0	0	0	81	0	0	0	0	0	0	14	0	0	0	0	2	1	0	0	0	1	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	302	"AWI"	302	2554	4506	3542	114	0	12	5	3	14	0	13	0	4	2	2	0	0	0	0	0	0	0	5	0	0	0	16	0	0	0	0	0	4	0	1	0	0	0	4	0	85	0	2	0	0	0	2	22	0	0	0	0	9	2	0	0	0	2	12	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	306	"AWI"	306	2599	4547	3593	123	1	13	1	6	3	0	8	0	0	1	1	0	0	0	0	0	0	16	10	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	13	0	80	229	2	0	0	2	0	10	0	0	0	0	2	1	0	0	0	3	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	310	"AWI"	310	2641	4589	3642	66	0	2	0	2	8	0	22	0	0	0	4	0	0	0	0	0	0	4	5	0	0	0	13	0	0	0	0	0	0	1	2	0	0	0	13	0	84	281	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	3	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	314	"AWI"	314	2676	4642	3688	59	0	12	3	6	2	15	22	0	1	0	0	0	0	0	0	0	0	7	3	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	16	0	73	313	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	2	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	318	"AWI"	318	2706	4694	3734	68	0	10	0	5	2	0	16	0	1	0	1	0	0	0	0	0	0	10	0	0	0	0	20	0	0	0	1	0	1	0	0	0	0	0	7	0	47	313	0	0	0	0	0	23	0	0	0	0	4	0	0	0	0	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	322	"AWI"	322	2762	4742	3779	83	0	5	0	3	2	0	20	0	1	1	0	0	0	0	0	0	0	11	2	0	0	0	11	0	0	0	2	0	1	0	0	0	0	0	9	0	48	317	0	0	0	0	0	12	0	0	0	0	2	2	0	0	0	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	326	"AWI"	326	2825	4769	3827	61	0	18	0	12	3	0	14	0	3	2	0	0	0	0	0	0	0	12	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	17	0	42	312	0	0	0	0	0	17	0	0	0	0	3	3	0	0	0	1	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	330	"AWI"	330	2870	4812	3874	41	0	27	0	5	4	0	19	0	1	2	0	0	0	0	0	0	0	9	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	7	347	0	0	0	0	0	35	0	0	0	0	1	0	0	0	0	8	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	334	"AWI"	334	2907	4863	3921	39	0	15	1	4	9	0	15	1	0	0	0	0	0	0	0	0	0	10	2	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	340	"AWI"	340	2976	4938	3994	37	0	18	3	4	1	0	21	1	1	0	0	0	0	0	0	0	0	12	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	33	0	0	0	0	4	0	0	0	0	5	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	350	"AWI"	350	3114	5028	4119	27	0	37	2	7	2	0	16	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	20	0	0	358	0	0	0	0	0	19	0	0	0	0	4	7	0	0	0	0	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	360	"AWI"	360	3220	5134	4243	62	0	7	0	4	1	0	24	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	24	0	0	0	1	0	0	0	1	0	0	0	12	0	0	243	0	0	1	0	0	12	0	0	0	0	8	2	0	0	0	6	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	370	"AWI"	370	3372	5225	4366	45	2	20	2	5	1	0	12	0	1	1	0	0	0	0	0	0	0	9	0	2	0	0	17	0	0	0	3	0	0	0	0	0	0	0	8	0	0	362	3	0	1	0	0	28	0	0	0	1	4	2	0	0	0	7	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	380	"AWI"	380	3495	5342	4490	52	0	8	0	6	6	0	20	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	19	0	0	350	0	0	0	0	0	15	0	0	0	0	3	2	0	0	0	4	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	390	"AWI"	390	3618	5428	4606	41	0	8	0	8	1	0	17	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	1	0	1	0	2	0	0	0	23	0	0	375	0	0	0	0	0	28	0	0	0	0	2	0	0	0	1	3	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	400	"AWI"	400	3731	5543	4727	39	0	13	3	7	2	0	19	0	2	1	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	279	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	4	4	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	410	"AWI"	410	3867	5628	4849	53	0	16	0	2	1	0	16	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	3	1	0	0	0
