"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
9819	14527	"Lough Corslieve"	54.049896	-9.63936	295	"AWI"	295	5837	6615	6231	29	0	2	0	0	0	12	0	0	0	0	83	9	0	0	0	0	20	0	0	103	0	0	62	62	1	0	0	1	4	0	0	0	0	19
9819	14527	"Lough Corslieve"	54.049896	-9.63936	315	"AWI"	315	6600	7368	6895	5	0	2	0	0	4	20	0	0	0	3	81	16	0	0	0	0	16	0	1	172	0	0	55	63	1	11	0	2	7	0	0	0	0	26
9819	14527	"Lough Corslieve"	54.049896	-9.63936	335	"AWI"	335	6991	8667	7679	1	0	3	0	0	0	18	2	0	0	1	79	23	0	0	0	0	13	0	0	109	0	2	94	41	0	0	0	14	22	0	0	0	0	26
9819	14527	"Lough Corslieve"	54.049896	-9.63936	345	"AWI"	345	7251	9121	8085	1	0	0	1	0	0	18	1	0	0	2	78	12	0	0	0	0	24	3	1	155	0	0	83	75	0	0	0	15	6	0	0	1	0	25
9819	14527	"Lough Corslieve"	54.049896	-9.63936	355	"AWI"	355	7540	9554	8495	0	0	0	0	0	0	17	0	0	0	0	71	4	0	0	0	0	18	8	1	117	0	0	76	38	0	0	0	6	4	0	0	0	0	13
9819	14527	"Lough Corslieve"	54.049896	-9.63936	365	"AWI"	365	7888	9919	8898	1	0	0	0	0	0	12	6	1	0	0	68	10	0	0	0	0	22	5	0	84	0	3	124	30	0	0	0	27	6	0	0	0	0	20
9819	14527	"Lough Corslieve"	54.049896	-9.63936	375	"AWI"	375	8244	10297	9309	0	0	0	0	0	0	21	10	0	0	1	135	8	0	0	2	0	22	2	0	102	0	1	147	20	3	0	0	46	9	0	0	0	0	12
9819	14527	"Lough Corslieve"	54.049896	-9.63936	385	"AWI"	385	8644	10634	9718	0	0	0	0	0	7	21	10	0	0	2	122	13	0	0	1	0	26	6	1	50	0	2	142	12	1	0	0	37	10	0	0	0	0	6
9819	14527	"Lough Corslieve"	54.049896	-9.63936	395	"AWI"	395	9082	10907	10125	0	0	0	0	1	0	44	3	0	0	0	115	7	0	1	0	1	16	18	1	21	0	1	140	5	2	0	0	40	27	1	0	0	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	403	"AWI"	403	9463	11138	10434	0	0	0	0	0	7	100	9	0	0	2	29	15	0	0	0	0	9	6	0	16	0	0	177	2	3	0	0	55	30	0	0	0	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	405	"AWI"	405	9548	11183	10520	0	1	0	0	0	0	117	7	0	0	0	19	10	0	1	0	0	18	10	1	17	0	0	169	2	1	0	0	31	31	0	0	0	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	415	"AWI"	415	10076	11424	10915	0	0	0	0	0	12	110	22	0	0	3	1	21	0	0	0	0	7	36	2	7	0	1	130	0	2	0	0	33	28	0	0	1	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	425	"AWI"	425	10819	11638	11269	0	1	1	0	3	11	97	22	0	0	0	0	36	0	0	0	0	1	48	0	8	0	3	83	0	5	16	0	37	23	0	0	0	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	430	"AWI"	430	11237	11760	11439	0	1	3	0	0	18	110	28	0	0	0	4	37	0	0	0	0	11	56	0	7	0	2	86	1	2	0	0	47	31	0	0	1	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	435	"AWI"	435	11301	12010	11573	0	0	0	0	2	5	25	19	0	0	0	0	31	0	0	0	0	2	137	0	10	0	0	75	1	3	0	0	46	9	1	0	1	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	440	"AWI"	440	11336	12402	11693	0	0	2	0	3	0	25	24	0	0	0	0	85	0	0	0	0	3	65	0	14	0	0	83	0	6	0	1	61	12	0	0	1	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	445	"AWI"	445	11419	12543	11832	0	1	0	0	7	9	20	35	0	0	2	0	49	0	0	0	0	11	7	0	9	0	0	75	2	11	0	0	108	7	0	0	3	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	450	"AWI"	450	11462	12834	11953	0	0	3	0	15	6	23	9	0	0	8	0	106	0	0	0	0	30	0	1	9	0	7	119	2	2	0	0	33	25	2	0	4	0	0
9819	14527	"Lough Corslieve"	54.049896	-9.63936	455	"AWI"	455	11555	12996	12093	0	1	3	0	4	8	9	23	0	0	0	0	100	0	0	0	0	16	8	1	3	0	5	60	3	0	0	1	58	15	2	0	3	0	0
