"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3226	4186	"Col des Lauzes"	44.76722	6.53694	412	"AWI"	412	12000	13569	12896	0	0	0	1	0	9	0	4	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	414	"AWI"	414	12253	13622	13000	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	415	"AWI"	415	12362	13650	13053	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	416	"AWI"	416	12454	13684	13109	0	0	0	1	0	6	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	417	"AWI"	417	12536	13727	13165	0	0	0	1	0	14	0	2	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	419	"AWI"	419	12670	13833	13274	0	0	0	1	0	23	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	420	"AWI"	420	12718	13919	13331	0	0	0	0	3	12	0	9	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	421	"AWI"	421	12760	14002	13385	0	0	0	0	0	29	0	11	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	422	"AWI"	422	12799	14098	13436	0	0	0	2	1	19	0	7	0	0	0	0	0	0	0	1	0	0	42	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	424	"AWI"	424	12862	14326	13539	0	0	0	1	0	10	0	15	0	0	0	0	0	0	0	1	0	1	150	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	2	2	0	0	0	2	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	425	"AWI"	425	12888	14455	13591	0	0	0	1	1	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	426	"AWI"	426	12920	14529	13631	0	0	0	1	1	24	0	7	0	1	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	5	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	427	"AWI"	427	12953	14556	13667	0	0	0	7	5	30	0	7	0	1	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	428	"AWI"	428	12986	14594	13701	0	0	0	16	1	66	0	2	0	2	0	0	0	0	0	1	0	0	86	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	5	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	429	"AWI"	429	13005	14643	13733	0	0	0	12	0	48	0	0	0	0	0	0	0	0	0	2	0	0	64	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	1
3226	4186	"Col des Lauzes"	44.76722	6.53694	430	"AWI"	430	13024	14694	13764	0	0	0	22	1	64	0	3	0	0	0	0	0	0	0	0	0	0	62	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	432	"AWI"	432	13059	14822	13827	0	0	0	24	1	60	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	435	"AWI"	435	13121	15035	13922	0	0	0	14	2	34	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
3226	4186	"Col des Lauzes"	44.76722	6.53694	440	"AWI"	440	13195	15459	14070	0	0	0	17	0	80	0	1	0	2	0	0	0	0	0	2	0	0	32	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	1	0	0	0
