"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13441	20156	"Krumpa"	51.3	11.85	210	"AWI"	210	12770	13017	12931	0	0	0	75	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	1	120	0	82	0	0	0	0	0	0	1	0	1	0	0	0	0
13441	20156	"Krumpa"	51.3	11.85	220	"AWI"	220	12824	13043	12966	6	2	0	55	0	0	0	0	0	0	0	3	25	0	0	0	0	0	0	0	225	1	900	0	0	0	0	0	0	0	0	2	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	225	"AWI"	225	12845	13057	12983	0	0	0	29	0	0	0	0	1	0	0	1	10	0	0	0	1	2	0	0	185	1	716	0	0	0	0	0	0	4	0	5	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	230	"AWI"	230	12874	13067	13001	0	0	0	6	0	0	1	0	0	1	0	0	22	0	0	0	0	0	0	0	275	0	565	0	0	0	0	0	0	0	0	1	2	4	0	0
13441	20156	"Krumpa"	51.3	11.85	235	"AWI"	235	12895	13079	13018	5	0	0	22	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	270	3	520	0	0	0	0	1	0	3	1	9	6	0	0	0
13441	20156	"Krumpa"	51.3	11.85	245	"AWI"	245	12951	13113	13058	0	3	0	24	0	149	0	0	0	0	0	0	24	0	0	0	0	0	0	0	300	3	300	0	0	0	0	0	0	0	1	1	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	250	"AWI"	250	12987	13157	13083	0	0	1	35	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	300	2	175	0	0	0	0	0	0	2	0	3	5	0	0	0
13441	20156	"Krumpa"	51.3	11.85	255	"AWI"	255	13016	13210	13108	0	0	1	16	0	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0	255	2	70	0	0	0	0	0	0	0	0	2	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	260	"AWI"	260	13047	13245	13140	0	1	0	7	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	275	0	95	0	0	0	0	1	0	0	0	1	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	265	"AWI"	265	13074	13292	13171	0	1	0	26	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	205	2	101	0	0	0	0	1	0	1	0	4	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	270	"AWI"	270	13102	13327	13204	0	1	0	17	0	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	200	5	75	0	0	0	0	0	0	1	0	1	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	275	"AWI"	275	13129	13369	13236	0	0	0	18	0	0	1	0	0	0	0	0	40	0	1	0	0	1	0	0	205	1	74	0	0	0	0	0	0	0	1	0	0	0	0	0
13441	20156	"Krumpa"	51.3	11.85	280	"AWI"	280	13155	13399	13273	0	0	1	9	0	246	0	0	0	0	0	0	20	0	0	0	0	0	0	0	146	3	73	0	0	0	0	0	0	0	1	3	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	285	"AWI"	285	13186	13430	13305	0	0	0	11	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	100	1	72	0	0	0	0	0	0	0	0	1	0	0	0	0
13441	20156	"Krumpa"	51.3	11.85	290	"AWI"	290	13215	13458	13340	0	2	0	13	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	100	0	55	0	0	0	0	0	0	0	0	3	2	0	0	0
13441	20156	"Krumpa"	51.3	11.85	295	"AWI"	295	13248	13489	13376	0	1	1	21	0	0	0	0	0	0	1	0	40	0	0	0	0	1	0	0	115	0	52	0	0	0	0	1	0	5	2	6	3	0	7	0
13441	20156	"Krumpa"	51.3	11.85	300	"AWI"	300	13277	13521	13417	0	1	1	14	0	344	0	0	0	0	0	2	37	0	1	0	0	1	1	0	80	1	25	0	0	0	0	1	0	1	1	11	4	0	0	0
13441	20156	"Krumpa"	51.3	11.85	305	"AWI"	305	13312	13555	13453	0	2	0	9	0	0	0	0	0	0	0	2	17	0	0	0	0	1	0	0	61	1	43	0	0	0	0	0	0	0	0	14	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	310	"AWI"	310	13346	13593	13490	1	1	0	13	0	331	0	0	0	0	0	0	14	0	1	0	0	2	0	0	85	0	50	0	0	0	1	0	0	2	0	7	1	1	0	0
13441	20156	"Krumpa"	51.3	11.85	315	"AWI"	315	13377	13620	13515	1	0	4	15	0	326	0	0	0	0	0	0	15	0	0	0	0	0	0	0	102	3	35	0	0	0	0	0	0	3	0	13	1	0	0	0
13441	20156	"Krumpa"	51.3	11.85	320	"AWI"	320	13399	13645	13535	1	0	0	8	0	303	0	0	0	0	0	0	1	0	0	0	0	0	0	0	125	2	24	0	0	0	0	0	0	0	0	18	4	0	0	0
13441	20156	"Krumpa"	51.3	11.85	325	"AWI"	325	13434	13664	13555	0	1	2	16	0	275	0	0	0	0	0	0	35	0	0	0	0	0	0	0	150	0	46	0	0	0	0	2	0	1	0	13	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	330	"AWI"	330	13462	13687	13577	0	0	2	20	0	0	0	0	0	0	0	0	50	1	0	0	0	0	0	0	85	3	24	0	0	0	0	0	0	1	0	13	3	0	1	0
13441	20156	"Krumpa"	51.3	11.85	335	"AWI"	335	13490	13704	13601	0	0	1	42	0	220	0	0	0	0	0	2	80	0	0	0	0	1	0	0	95	3	43	0	0	0	0	0	0	4	2	30	4	0	0	0
13441	20156	"Krumpa"	51.3	11.85	340	"AWI"	340	13511	13728	13625	0	1	2	43	0	147	0	0	0	0	0	6	90	0	0	0	0	0	0	0	95	1	36	0	0	0	0	1	0	0	0	27	4	0	0	0
13441	20156	"Krumpa"	51.3	11.85	345	"AWI"	345	13534	13742	13655	0	0	1	25	0	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	105	2	20	0	0	2	0	1	0	0	0	43	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	350	"AWI"	350	13555	13759	13681	0	0	4	18	0	0	0	0	0	0	1	2	25	0	0	0	0	0	0	0	27	2	50	0	0	1	0	1	0	1	0	300	3	0	0	0
13441	20156	"Krumpa"	51.3	11.85	355	"AWI"	355	13586	13794	13706	0	1	4	15	6	156	0	0	0	0	0	2	27	0	0	0	0	0	0	0	30	1	30	1	0	0	0	2	0	2	0	280	6	0	0	0
13441	20156	"Krumpa"	51.3	11.85	360	"AWI"	360	13608	13849	13731	0	0	1	13	0	215	0	0	0	0	0	2	36	0	0	0	0	0	0	0	28	0	17	0	0	0	0	1	0	0	0	213	8	0	0	0
