"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	53	"AWI"	53	2232	2791	2606	0	22	1	0	0	0	1	0	0	0	6	0	0	1	0	0	0	2	6	2	1	0	22	0	56	0	0	1	2	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	39	0	0	0	138	0	0	0	2	51	5	0	0	1	5	0	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	54	"AWI"	54	2326	2844	2721	0	49	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	5	3	2	0	34	0	62	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	114	0	0	0	1	58	8	0	0	2	2	0	1	0	0	4	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	55	"AWI"	55	2410	2923	2823	0	35	0	1	0	0	2	0	0	0	3	0	1	0	0	0	0	0	6	3	2	0	23	0	49	0	0	2	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	106	0	0	0	2	54	7	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	56	"AWI"	56	2489	3036	2907	0	83	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	1	0	22	0	56	0	0	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	100	0	0	0	0	55	5	0	0	1	4	1	0	0	0	4	1	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	59	"AWI"	59	2724	3508	3150	0	102	0	1	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	2	0	0	7	0	0	0	0	5	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	48	7	0	0	1	4	0	0	0	0	5	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	64	"AWI"	64	3005	3706	3296	0	129	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	2	1	0	14	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	50	8	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	68	"AWI"	68	3187	3768	3361	0	145	1	3	0	0	1	0	0	0	5	0	1	0	0	0	0	0	2	2	1	0	22	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	60	8	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	72	"AWI"	72	3449	3886	3580	0	136	0	1	0	0	0	0	0	0	8	0	1	1	0	0	0	0	3	2	0	0	13	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	61	12	0	0	3	5	1	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	74	"AWI"	74	3626	4018	3769	0	131	0	2	0	0	1	0	0	0	5	0	1	2	0	0	0	0	0	1	0	0	9	0	0	0	0	5	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	60	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	76	"AWI"	76	3761	4187	3964	1	133	0	2	0	0	2	0	0	0	9	0	0	1	0	0	0	0	0	2	3	0	13	0	0	0	0	6	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	71	9	0	0	1	4	1	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	78	"AWI"	78	3888	4386	4150	0	116	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	2	2	0	8	0	15	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	62	2	0	0	2	4	2	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	80	"AWI"	80	4008	4644	4331	0	140	0	1	0	0	0	0	0	0	6	0	2	1	0	0	0	0	2	2	0	0	11	0	0	0	0	9	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	79	3	0	0	1	6	1	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	82	"AWI"	82	4199	4676	4415	0	110	0	1	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	3	1	0	10	0	0	0	0	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	83	6	0	0	2	8	1	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	84	"AWI"	84	4378	4748	4509	0	147	1	1	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	3	0	0	23	0	0	0	0	8	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	109	5	0	0	1	5	1	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	88	"AWI"	88	4491	4940	4702	0	224	0	1	0	0	1	0	0	0	13	0	0	1	0	0	0	0	0	0	1	0	18	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	59	8	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	92	"AWI"	92	4611	5149	4862	0	205	0	2	0	1	3	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	73	0	0	0	0	57	4	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	96	"AWI"	96	4712	5251	5008	0	214	0	3	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	3	1	0	22	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	41	6	0	0	2	3	3	0	0	0	6	0	1	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	100	"AWI"	100	4785	5409	5140	0	163	0	2	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	9	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	42	6	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	104	"AWI"	104	5300	5594	5442	1	193	0	2	0	0	3	0	0	0	44	0	0	2	0	0	0	0	0	3	0	0	15	0	0	0	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	65	4	0	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	106	"AWI"	106	5360	5896	5582	0	136	0	1	0	0	1	0	0	0	28	0	1	3	1	0	0	0	0	0	0	0	10	0	0	0	0	8	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	49	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	108	"AWI"	108	5392	6250	5729	0	143	1	2	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	60	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	110	"AWI"	110	5419	6600	5879	0	136	0	1	0	1	1	0	0	0	42	0	0	2	0	0	0	0	0	2	0	0	21	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	41	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	112	"AWI"	112	5828	6694	6164	0	117	0	0	0	0	0	0	0	0	92	0	0	1	0	0	0	0	0	3	2	0	28	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	1	0	0	51	7	0	0	2	1	4	0	0	0	4	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	114	"AWI"	114	6207	6816	6448	0	127	1	0	0	1	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	59	9	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	116	"AWI"	116	6556	6990	6733	0	89	0	0	0	1	0	0	0	0	146	0	1	1	0	0	0	0	0	0	0	0	12	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	0	0	0	0	1	0	0	57	14	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	117	"AWI"	117	6687	7136	6871	0	86	0	4	0	0	1	0	0	0	97	0	0	1	0	0	0	0	0	0	2	0	13	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	55	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	119	"AWI"	119	6869	7530	7150	0	125	0	3	0	1	0	0	2	0	93	0	1	2	0	0	0	0	0	0	3	0	22	0	0	0	0	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	66	7	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	122	"AWI"	122	7148	7934	7508	0	88	0	0	0	2	0	0	0	0	136	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	44	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	124	"AWI"	124	7260	8184	7745	0	79	0	0	0	0	2	0	0	0	149	0	0	0	0	0	0	0	0	1	1	0	15	0	0	0	0	5	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0	0	0	0	0	56	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	126	"AWI"	126	7326	8539	7967	0	23	0	0	0	0	0	0	0	0	95	0	0	1	0	0	0	0	0	1	0	0	7	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	78	4	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	128	"AWI"	128	7382	8918	8189	0	36	0	1	0	0	1	1	0	0	86	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	1	0	0	80	1	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	130	"AWI"	130	7449	9332	8408	0	55	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	72	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	132	"AWI"	132	7980	9380	8702	0	5	0	1	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	97	1	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	134	"AWI"	134	8485	9462	8999	0	8	1	1	0	0	2	0	0	0	70	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	46	1	0	0	0	4	18	0	0	0	1	1	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	136	"AWI"	136	8939	9590	9301	0	3	0	0	0	0	1	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	1	0	0	51	3	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	138	"AWI"	138	9284	9833	9597	0	0	0	0	0	0	4	0	0	0	95	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	1	0	0	54	1	0	0	0	1	49	0	1	0	0	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	140	"AWI"	140	9524	10298	9882	0	0	1	0	0	0	8	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	1	0	0	39	0	0	0	1	1	16	0	0	0	2	0	0	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	142	"AWI"	142	10201	10851	10512	0	0	1	1	0	0	7	0	0	0	49	0	0	0	0	0	0	0	0	1	2	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	232	0	0	0	0	0	1	0	0	8	1	0	0	0	1	8	0	0	0	2	1	1	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	144	"AWI"	144	10872	11414	11144	0	1	1	3	0	0	8	0	0	0	46	0	10	0	0	0	0	0	0	0	1	0	44	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	5	0	0	0	1	0	17	0	0	0	2	0	1	0	0	0	0	0
26054	45192	"Ayoó de Vidriales"	42.12611	-6.07028	146	"AWI"	146	11490	11996	11783	0	0	2	4	0	0	7	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	8	0	0	0	2	2	6	0	0	0	0	2	0	0	0	0	0	0
