"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sequoia"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"	"Violaceae"	"Vitaceae"
16102	24865	"Marais de Lisle"	47.42972	-1.49444	80	"AWI"	80	396	697	581	2	0	74	3	6	0	0	0	0	4	0	0	0	0	5	0	0	1	0	0	0	0	7	0	33	0	0	0	0	5	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	0	7	0	0	0	0	5	0	32	0	0	1	0	0	4	40	0	0	0	0	1	0	0	1	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	85	"AWI"	85	484	712	620	1	0	136	3	4	1	1	0	0	7	0	0	0	2	5	0	0	1	0	0	0	2	5	0	13	4	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	2	0	1	3	0	0	0	0	2	1	7	0	0	4	6	0	0	56	0	0	0	0	2	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	90	"AWI"	90	539	747	661	0	0	124	3	4	2	2	0	0	5	0	1	0	2	3	0	0	0	0	0	0	0	5	1	11	6	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	1	0	1	5	0	0	0	0	0	1	14	0	0	5	0	0	0	92	0	0	0	2	0	0	0	0	0	1	1	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	95	"AWI"	95	578	778	694	1	0	66	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	40	0	0	0	0	0	3	138	0	0	0	0	0	0	0	0	0	3	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	100	"AWI"	100	595	848	723	0	0	88	2	0	2	3	0	0	4	0	1	0	1	2	0	0	1	0	0	0	0	13	0	2	6	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	61	0	0	2	0	0	0	43	0	0	0	0	2	0	0	0	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	105	"AWI"	105	626	884	756	1	0	70	2	4	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	5	0	3	0	0	0	0	4	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	15	0	0	1	0	0	0	170	0	0	0	0	3	0	0	0	0	1	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	110	"AWI"	110	648	942	785	0	1	28	2	0	0	1	0	0	7	0	1	0	0	2	0	0	1	0	0	0	0	11	0	9	5	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	26	0	0	1	0	0	8	65	0	0	0	0	5	0	0	0	0	2	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	115	"AWI"	115	681	975	820	0	0	67	2	5	0	3	0	0	9	0	1	0	0	4	0	1	2	0	0	0	0	4	0	13	5	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	66	0	0	1	0	1	0	48	0	0	0	0	11	0	0	0	0	3	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	120	"AWI"	120	705	1025	853	0	0	61	2	0	0	0	0	0	5	0	0	0	0	3	0	1	2	0	0	0	0	9	1	4	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	23	0	0	0	0	0	0	132	0	0	0	0	4	0	0	0	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	125	"AWI"	125	739	1053	886	0	0	28	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	8	0	20	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	18	0	0	0	0	8	0	0	0	0	3	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	130	"AWI"	130	764	1096	918	1	0	46	2	3	0	1	0	0	10	1	0	0	1	0	0	0	1	0	0	0	0	18	0	24	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	72	0	0	2	0	0	5	35	0	0	0	0	2	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	140	"AWI"	140	819	1159	984	0	0	90	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	26	0	0	2	0	0	4	72	1	0	0	0	4	0	0	0	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	145	"AWI"	145	855	1180	1018	0	0	94	2	0	0	0	0	0	5	0	3	0	3	3	0	1	0	0	0	0	0	4	0	21	5	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	1	5	0	0	0	0	0	0	12	0	0	3	0	0	6	72	0	0	0	0	10	0	0	0	0	0	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	150	"AWI"	150	882	1215	1053	0	0	89	1	0	0	1	0	0	7	0	0	0	1	4	0	0	0	0	0	0	0	8	0	12	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	23	0	0	3	0	0	0	71	0	0	2	0	5	1	0	1	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	155	"AWI"	155	925	1234	1085	0	0	78	0	6	0	0	0	0	5	0	2	0	1	3	0	0	0	0	0	0	1	7	0	14	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	22	0	0	3	0	0	0	90	0	0	0	0	3	0	0	0	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	160	"AWI"	160	952	1264	1119	0	0	136	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1	10	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	22	0	0	1	0	0	0	77	0	0	0	0	0	0	0	1	0	1	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	165	"AWI"	165	991	1280	1152	0	0	128	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	18	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	23	0	0	2	0	0	0	72	0	0	0	0	0	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	170	"AWI"	170	1017	1325	1187	1	0	51	2	6	2	0	0	0	17	0	2	0	1	3	0	0	0	0	0	0	2	28	0	2	0	0	0	0	10	0	0	0	0	0	0	2	0	2	0	0	2	0	1	0	2	0	1	4	0	0	0	0	0	0	79	0	0	2	0	0	0	45	0	0	6	0	0	0	1	2	0	2	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	175	"AWI"	175	1050	1388	1227	2	0	64	0	0	0	0	0	0	24	0	1	0	0	3	0	0	0	0	0	0	0	5	0	36	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	42	0	0	0	0	2	0	36	2	0	3	0	0	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	180	"AWI"	180	1072	1476	1265	2	0	24	3	0	0	1	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	2	44	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	185	"AWI"	185	1102	1536	1300	3	1	22	2	17	0	2	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	6	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	2	0	2	4	0	0	0	0	0	1	20	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	190	"AWI"	190	1123	1603	1334	0	1	47	2	12	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	13	0	14	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	11	0	0	0	0	0	0	17	0	2	0	0	2	0	9	0	0	0	0	0	0	0	2	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	195	"AWI"	195	1160	1655	1373	2	0	37	2	14	0	0	0	0	2	1	0	0	0	2	0	2	0	0	0	0	0	15	0	13	4	0	0	0	4	0	0	0	0	0	2	0	0	4	0	0	2	0	3	1	2	0	2	6	0	0	0	0	0	0	22	0	0	0	6	0	25	15	1	0	0	0	0	0	0	0	0	3	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	200	"AWI"	200	1178	1724	1409	1	0	60	2	18	2	2	0	0	3	1	0	0	7	1	0	1	2	0	0	0	0	30	0	13	6	0	0	0	4	0	0	0	0	0	2	1	0	3	0	0	9	0	3	0	2	0	2	9	0	0	8	0	0	2	32	0	0	0	5	1	31	19	0	0	0	0	1	0	0	1	0	2	1	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	205	"AWI"	205	1217	1775	1447	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	3	0	0	0	1	0	0	12	0	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	210	"AWI"	210	1240	1841	1483	2	0	43	2	14	0	2	0	0	3	0	3	0	2	0	0	3	0	0	0	0	0	8	0	1	0	0	0	0	5	0	0	0	0	1	1	0	3	2	0	0	2	0	3	0	1	0	2	6	0	0	0	0	0	0	11	0	0	3	0	2	33	18	0	0	0	0	0	0	0	2	0	2	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	215	"AWI"	215	1288	1925	1547	2	2	50	2	23	2	2	1	0	6	0	1	0	0	0	0	1	1	0	0	0	0	19	0	5	6	0	2	0	7	2	0	0	1	0	0	3	4	2	0	0	2	0	2	0	2	0	2	8	0	0	6	0	0	2	38	0	0	0	0	2	5	27	0	0	4	0	2	5	1	2	0	3	2	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	220	"AWI"	220	1317	2036	1610	3	2	55	2	5	2	2	1	0	3	0	2	0	2	0	0	2	0	0	0	0	1	14	0	11	4	0	0	0	11	3	0	0	0	0	0	3	0	2	1	0	3	0	2	0	2	0	2	6	0	0	7	0	4	3	37	0	0	1	0	2	7	37	0	0	3	0	1	0	0	2	0	2	2	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	230	"AWI"	230	1447	2255	1783	1	0	97	2	0	2	2	2	0	16	0	2	0	0	0	0	3	1	0	0	3	1	14	0	3	5	0	0	0	16	3	0	0	0	2	0	2	4	2	0	0	2	0	0	0	3	0	2	6	0	1	0	1	0	4	36	0	0	2	0	1	0	27	1	1	4	0	0	2	0	2	0	6	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	235	"AWI"	235	1540	2332	1872	2	1	102	2	5	2	2	0	0	8	0	1	1	1	2	0	2	0	0	0	0	0	21	0	12	0	0	0	0	10	16	0	0	0	2	0	1	6	2	0	0	2	1	0	0	2	0	1	2	0	0	0	0	3	2	29	0	0	2	4	1	5	52	0	0	3	0	3	0	0	2	0	5	2	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	240	"AWI"	240	1603	2446	1961	2	2	89	2	4	2	2	3	0	6	0	2	0	0	0	0	1	1	0	0	0	0	21	0	16	0	0	0	0	18	7	0	0	0	1	1	0	0	2	0	0	2	0	0	1	3	0	2	8	0	0	0	0	0	2	45	0	5	1	0	1	0	41	0	0	0	0	2	2	0	2	0	6	2	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	245	"AWI"	245	1703	2523	2056	2	2	66	2	11	2	2	1	0	13	3	0	0	2	1	0	2	2	0	0	0	0	20	0	10	0	0	0	0	10	19	0	0	2	2	0	2	0	3	0	0	3	0	0	0	1	0	2	8	0	0	0	0	0	2	38	0	0	2	0	2	4	20	1	0	0	0	0	0	0	3	0	3	2	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	250	"AWI"	250	1767	2651	2146	3	2	58	2	4	3	2	1	0	9	0	1	1	0	2	0	3	0	0	0	2	0	13	1	14	0	0	0	0	10	7	0	1	1	0	0	2	0	2	0	0	3	0	1	0	2	0	2	5	0	0	7	1	0	2	60	0	0	1	0	0	6	19	2	0	5	0	0	2	0	2	0	2	2	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	255	"AWI"	255	1891	2754	2230	2	1	46	2	5	2	2	1	0	12	0	0	0	0	0	0	3	0	0	0	0	0	17	0	13	4	0	0	0	5	3	0	0	0	1	0	2	0	3	0	0	2	0	0	0	2	0	2	7	0	0	0	0	0	0	59	0	0	2	0	2	5	5	0	0	0	0	0	0	0	2	0	2	2	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	260	"AWI"	260	1974	2875	2318	1	0	65	0	6	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	14	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	265	"AWI"	265	2171	3084	2548	2	2	88	2	7	2	2	1	0	9	0	0	0	1	0	0	3	0	0	0	0	2	12	0	12	0	0	0	0	4	2	0	1	0	2	0	1	0	0	0	0	0	0	1	0	1	1	2	12	0	0	0	0	0	0	32	0	4	0	0	0	0	13	0	0	0	1	0	0	0	9	1	2	2	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	270	"AWI"	270	2249	3507	2758	2	1	74	2	0	2	2	1	0	6	1	0	0	2	0	0	3	0	0	0	0	0	14	0	4	0	0	0	0	5	0	0	1	0	2	0	0	16	2	0	0	3	0	0	0	2	0	2	11	0	1	0	0	0	2	25	0	13	0	0	0	0	20	0	0	0	0	0	0	2	3	0	2	0	1	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	275	"AWI"	275	2589	3701	3147	0	2	82	2	0	2	1	1	0	5	0	0	0	0	0	0	3	0	0	0	0	0	11	0	4	0	0	0	0	4	0	0	0	0	1	0	1	0	2	0	0	4	0	0	0	1	0	2	8	0	0	0	0	0	1	24	0	6	0	0	0	0	5	0	0	0	0	0	0	0	8	0	1	0	0	1
16102	24865	"Marais de Lisle"	47.42972	-1.49444	280	"AWI"	280	2750	4049	3561	2	0	92	3	0	1	2	0	0	9	0	0	1	0	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	9	0	0	0	0	0	0	24	0	0	0	0	0	3	2	0	0	0	0	0	0	0	8	0	2	1	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	285	"AWI"	285	3611	4148	3900	2	0	38	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	12	0	2	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	1	10	0	0	0	0	0	0	8	0	20	0	0	0	0	2	0	0	0	0	0	0	0	6	0	2	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	290	"AWI"	290	4029	4607	4258	1	1	39	2	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	15	0	12	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	32	0	5	0	0	0	6	10	0	0	0	0	0	0	0	6	0	0	0	0	2
16102	24865	"Marais de Lisle"	47.42972	-1.49444	300	"AWI"	300	4347	5905	5126	0	1	118	0	0	2	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	28	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	2	13	0	0	0	0	0	0	3	0	9	0	0	0	0	2	0	0	0	0	0	0	0	20	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	305	"AWI"	305	5137	5985	5561	1	2	70	0	0	1	0	1	0	10	0	2	0	0	2	0	3	0	0	0	0	0	50	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	12	0	0	0	0	0	1	10	0	0	0	0	0	0	6	0	0	4	0	0	0	1	25	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	310	"AWI"	310	5751	6174	6000	1	0	120	2	0	1	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	40	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	20	0	6	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	315	"AWI"	315	5848	6226	6070	2	1	118	3	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	0	0	2	31	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	325	"AWI"	325	6015	6375	6195	1	0	104	2	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	40	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	330	"AWI"	330	6064	6443	6251	0	0	64	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	72	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	335	"AWI"	335	6159	6486	6301	0	0	72	0	0	1	0	0	0	10	0	0	0	2	1	0	1	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	24	0	3	0	0	0	0	6	0	0	0	0	0	0	0	109	0	1	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	345	"AWI"	345	6320	6674	6442	2	0	43	0	0	0	1	0	0	8	0	1	0	0	0	0	2	0	0	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	120	0	0	0	0	0
