"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16320	25320	"Le Grand Montarnu"	47.01194	4.05	36	"AWI"	36	2813	3162	3011	8	0	700	0	0	2	1	0	0	444	0	1	0	0	0	1	0	0	45	43	0	0	619	0	7	0	0	0	0	0	0	0	0	0	43	0	0	0	6	0	0	0	0	0	0	41	5	0	0	1	1	0	0	1	0	0	0	4	4	2	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	40	"AWI"	40	2903	3385	3116	1	0	388	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	77	106	0	0	343	0	6	0	0	0	0	0	1	0	0	0	5	0	0	1	4	0	0	0	0	0	0	80	7	0	1	0	0	1	0	1	0	0	0	6	1	0	0	1
16320	25320	"Le Grand Montarnu"	47.01194	4.05	41	"AWI"	41	2924	3409	3141	0	1	334	0	0	0	0	1	0	50	0	0	0	0	0	0	0	0	135	84	0	0	240	1	20	0	0	0	0	0	0	0	0	0	11	1	0	1	0	0	0	0	0	0	0	109	3	0	2	0	5	0	0	1	1	0	0	4	4	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	43	"AWI"	43	2965	3471	3190	0	0	260	0	0	0	1	0	0	35	0	1	0	0	0	0	0	0	108	66	0	0	435	1	13	0	0	1	3	0	6	0	1	0	8	0	0	0	2	0	0	0	0	0	0	111	0	0	0	0	1	1	0	0	1	0	0	5	3	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	44	"AWI"	44	2976	3521	3214	1	0	458	0	0	0	1	0	0	81	0	0	0	0	0	0	0	0	92	126	0	0	456	0	8	0	0	1	0	0	0	0	2	0	5	0	0	0	6	0	0	0	0	0	0	88	6	0	0	2	1	0	0	1	1	0	0	6	8	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	45	"AWI"	45	2989	3573	3237	2	1	381	1	0	0	0	0	0	68	0	0	0	0	0	1	0	0	147	103	0	0	645	1	13	0	0	2	8	0	3	0	2	0	6	0	0	0	2	0	0	0	1	0	0	118	6	0	0	2	0	0	0	0	0	0	0	7	4	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	47	"AWI"	47	3042	3646	3286	0	1	476	2	0	4	1	0	0	45	0	0	0	0	0	1	0	0	190	105	0	0	575	1	17	0	0	0	0	0	2	0	1	2	5	0	0	1	6	0	0	0	0	0	0	150	5	0	0	0	2	0	0	2	3	0	0	8	4	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	48	"AWI"	48	3063	3700	3312	2	1	280	0	0	0	0	0	0	41	0	1	0	0	0	0	0	0	67	66	0	0	271	0	5	0	0	0	0	0	0	0	3	0	2	0	0	0	5	0	0	0	2	0	0	48	8	0	1	0	1	0	1	1	1	0	0	6	2	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	52	"AWI"	52	3152	3893	3420	0	0	354	0	0	1	0	0	0	34	0	1	0	0	0	0	0	0	54	51	0	0	156	2	5	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	53	5	0	2	0	1	0	0	1	3	0	0	3	1	2	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	54	"AWI"	54	3206	3981	3480	0	0	279	0	0	3	0	1	0	54	0	1	0	0	0	0	0	0	123	51	0	0	279	0	13	0	0	0	4	0	0	0	1	0	9	0	0	2	2	0	0	0	0	0	0	97	2	0	0	0	2	0	0	1	2	0	0	3	2	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	55	"AWI"	55	3229	4022	3508	1	0	318	1	0	1	0	1	0	64	0	0	0	0	0	0	0	0	120	55	0	0	366	0	12	0	0	0	5	0	1	0	0	0	8	0	0	1	4	0	0	0	0	0	0	82	4	0	0	0	6	0	0	0	0	0	0	7	4	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	56	"AWI"	56	3429	4117	3621	2	1	487	1	0	1	0	1	0	129	0	0	0	0	0	0	0	1	104	57	0	0	218	0	9	0	0	0	0	0	0	0	1	0	18	1	0	1	1	0	0	0	0	0	0	62	1	0	1	0	3	0	0	0	3	0	0	5	4	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	59	"AWI"	59	3718	4512	3990	2	1	377	0	0	1	0	0	0	48	0	0	0	0	0	0	0	0	113	57	0	0	266	3	8	0	0	1	6	0	2	0	1	0	5	0	0	0	2	0	0	0	0	0	0	80	1	0	0	1	1	0	0	1	1	0	0	5	1	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	60	"AWI"	60	3772	4667	4113	1	0	510	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	87	22	0	0	92	4	9	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	47	3	0	0	0	2	0	1	1	13	0	0	20	1	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	63	"AWI"	63	4531	5280	5007	0	1	392	0	0	0	0	0	0	131	0	0	0	0	0	1	0	0	116	17	0	0	9	0	5	0	0	0	0	0	1	0	1	0	24	0	0	0	3	0	0	0	1	0	0	100	1	0	0	0	0	0	0	0	3	0	0	27	2	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	64	"AWI"	64	4670	5692	5301	2	1	1475	1	0	3	1	1	0	433	0	0	0	0	0	1	0	0	138	9	0	0	16	0	17	0	0	1	0	0	1	0	1	0	13	0	0	0	7	0	0	0	0	0	0	180	12	0	0	0	5	0	0	1	7	0	0	71	5	1	1	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	68	"AWI"	68	5041	6217	5794	0	1	41	1	0	1	0	0	0	224	0	1	1	1	0	0	0	0	235	53	0	0	0	3	16	0	0	1	0	0	2	0	1	0	10	0	0	0	10	0	0	0	0	0	0	129	4	0	1	0	2	1	0	0	1	0	0	40	18	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	70	"AWI"	70	5152	6358	5931	0	1	16	0	0	0	0	2	0	352	0	0	1	0	0	0	0	0	240	19	0	0	2	0	12	0	0	0	0	0	3	0	10	0	90	0	0	0	5	0	0	0	0	0	0	201	24	0	0	0	5	0	0	5	3	3	0	42	18	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	72	"AWI"	72	5425	6402	6050	1	3	12	1	0	0	1	1	0	226	1	1	0	0	0	1	0	0	121	13	0	0	0	0	15	0	0	0	0	0	0	0	5	0	6	0	0	0	9	0	0	0	0	0	0	144	3	0	0	0	8	0	0	1	0	0	0	43	15	0	1	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	74	"AWI"	74	5593	6475	6171	0	1	7	1	0	0	0	0	0	167	0	0	0	0	0	0	0	0	127	12	0	0	0	0	17	0	0	0	0	0	5	0	4	0	1	0	0	0	2	0	0	0	0	0	0	137	7	0	1	0	4	1	0	2	3	1	0	8	1	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	76	"AWI"	76	5812	6544	6291	0	0	22	1	0	3	1	0	0	300	0	1	1	0	0	0	0	0	198	7	0	0	0	1	13	0	0	0	0	0	1	0	12	0	37	0	0	0	8	0	0	0	0	0	0	209	5	0	0	2	7	0	0	1	1	0	0	38	12	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	78	"AWI"	78	6131	6584	6397	0	0	9	0	0	2	0	1	0	54	0	0	0	0	0	0	0	0	96	3	0	0	0	0	9	0	0	0	0	0	1	0	0	0	36	0	0	0	4	0	0	0	0	0	0	114	20	0	0	2	5	0	0	1	0	3	0	13	9	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	80	"AWI"	80	6349	6679	6512	0	1	10	0	5	4	0	0	0	168	0	1	0	0	0	1	0	0	236	42	0	0	0	2	20	0	0	0	0	0	0	0	3	0	20	0	0	0	14	0	0	0	0	0	0	209	9	0	0	0	40	0	0	5	2	0	0	29	6	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	84	"AWI"	84	6533	7471	6800	1	1	8	1	0	4	4	0	0	218	0	0	2	0	0	0	0	0	498	20	0	0	0	0	20	0	0	0	0	0	1	0	3	0	49	0	1	1	12	0	0	0	0	0	0	266	44	0	0	0	79	1	1	2	0	0	0	38	14	1	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	86	"AWI"	86	6597	7827	6952	0	1	1	1	4	4	1	1	0	55	0	1	2	0	0	0	0	0	513	19	0	0	0	0	9	0	1	0	0	0	3	0	2	0	20	0	0	0	19	0	0	0	0	0	0	309	26	0	0	0	193	1	0	0	0	0	0	17	7	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	88	"AWI"	88	6661	8077	7124	0	0	3	0	0	5	0	2	0	45	0	1	1	0	0	0	0	0	467	6	0	0	0	0	3	0	1	0	0	0	9	0	0	0	15	0	0	0	18	0	0	0	0	0	0	135	14	0	1	0	83	0	0	0	0	0	0	4	7	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	92	"AWI"	92	6828	8658	7459	0	0	0	0	0	4	0	1	0	59	0	0	0	0	0	0	0	0	376	10	0	0	0	0	0	0	0	0	0	0	6	0	2	0	15	0	0	0	16	0	0	0	0	0	0	105	5	0	0	1	48	0	1	0	0	0	1	4	8	0	0	0
16320	25320	"Le Grand Montarnu"	47.01194	4.05	96	"AWI"	96	7007	9298	7804	0	1	1	0	0	2	1	3	0	38	0	1	0	0	0	0	0	0	718	22	0	0	0	0	6	1	1	0	0	0	1	0	1	0	8	0	0	0	49	0	0	0	0	0	0	140	21	0	1	0	9	0	0	0	0	0	1	2	21	0	0	0
