"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3078	4012	"Dallican Water"	60.38736	-1.09648	454	"AWI"	454	1826	2829	2284	15	1	0	0	1	0	50	3	0	0	0	10	0	67	312	0	0	2	1	0	2	0	2	0	1	0	6	0	0	0	1	20	0	43	3	2	7	0	0	0	0	0	0	1	0
3078	4012	"Dallican Water"	60.38736	-1.09648	458	"AWI"	458	1972	2990	2479	10	0	1	0	0	0	58	1	0	0	0	12	0	43	302	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	3	7	0	0	1	0	0	0	2	0
3078	4012	"Dallican Water"	60.38736	-1.09648	462	"AWI"	462	2151	3158	2671	6	1	0	0	0	0	38	2	0	0	0	9	0	42	291	0	0	0	1	0	1	0	0	0	0	0	14	0	0	0	0	13	0	0	1	1	5	0	1	0	0	1	1	2	0
3078	4012	"Dallican Water"	60.38736	-1.09648	466	"AWI"	466	2330	3301	2861	12	0	0	0	0	0	49	1	0	0	0	7	0	54	316	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	3	8	0	0	0	0	0	0	2	0
3078	4012	"Dallican Water"	60.38736	-1.09648	470	"AWI"	470	2508	3436	3043	9	0	0	0	1	0	38	0	0	0	0	6	0	46	338	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	7	1	37	0	1	4	0	0	1	0	0	1	3	0
3078	4012	"Dallican Water"	60.38736	-1.09648	474	"AWI"	474	2758	3541	3230	7	0	1	0	0	0	30	0	0	0	0	7	0	49	390	0	0	2	2	0	1	0	0	0	0	0	11	0	0	0	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	478	"AWI"	478	3077	3643	3392	11	1	1	0	0	0	87	0	0	0	0	8	0	56	143	0	0	9	5	0	4	1	0	0	0	0	32	0	57	0	0	58	0	0	0	6	10	0	0	0	0	0	2	5	0
3078	4012	"Dallican Water"	60.38736	-1.09648	482	"AWI"	482	3282	3780	3541	20	1	0	1	3	0	136	1	0	0	0	8	0	44	110	0	0	10	1	0	1	0	0	0	0	0	32	0	0	0	0	38	1	0	0	1	9	0	0	0	0	0	0	1	0
3078	4012	"Dallican Water"	60.38736	-1.09648	486	"AWI"	486	3411	3959	3670	22	1	0	0	4	0	61	0	0	0	0	6	0	80	152	0	0	8	0	0	4	0	0	0	0	0	23	0	0	0	0	37	2	23	0	4	7	0	1	1	0	0	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	490	"AWI"	490	3483	4164	3777	18	0	1	0	0	0	75	0	1	0	0	10	0	67	171	0	0	3	1	0	0	0	1	0	1	0	30	0	0	0	0	29	2	0	0	1	4	0	0	0	0	0	0	1	0
3078	4012	"Dallican Water"	60.38736	-1.09648	494	"AWI"	494	3571	4296	3894	19	0	1	0	2	0	67	0	0	0	0	4	0	88	148	0	0	5	2	0	3	0	1	0	0	0	20	0	0	0	0	27	0	0	0	1	8	0	0	0	0	0	0	1	0
3078	4012	"Dallican Water"	60.38736	-1.09648	498	"AWI"	498	3662	4446	4016	10	0	1	0	1	0	74	0	0	0	0	5	0	51	181	0	0	10	1	0	6	0	1	0	1	0	25	5	0	0	0	36	0	0	0	2	7	0	0	0	0	0	0	2	0
3078	4012	"Dallican Water"	60.38736	-1.09648	502	"AWI"	502	3751	4598	4134	7	1	1	0	1	0	43	0	1	0	0	15	0	72	219	0	0	7	0	0	3	0	1	0	0	0	21	0	0	0	0	23	1	0	0	2	12	0	0	1	0	0	0	1	0
3078	4012	"Dallican Water"	60.38736	-1.09648	506	"AWI"	506	3843	4731	4261	9	1	0	0	0	0	38	1	0	0	0	7	0	69	267	0	0	0	0	0	2	0	1	0	0	0	10	0	0	0	0	15	0	0	0	1	10	0	0	0	0	0	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	510	"AWI"	510	3939	4869	4372	14	0	0	0	1	0	55	0	0	0	0	13	0	125	182	0	0	6	1	0	1	0	0	0	0	0	23	0	0	0	1	34	1	0	0	1	10	0	1	1	0	0	0	3	0
3078	4012	"Dallican Water"	60.38736	-1.09648	514	"AWI"	514	4059	4972	4494	18	1	0	0	2	0	50	1	0	0	0	6	0	143	119	0	0	7	1	0	5	0	4	0	1	0	16	0	0	0	1	40	1	0	1	3	16	0	0	1	0	0	0	3	0
3078	4012	"Dallican Water"	60.38736	-1.09648	518	"AWI"	518	4174	5079	4619	10	1	0	0	4	0	98	0	0	0	0	13	0	72	117	0	0	8	0	0	7	0	1	0	1	0	21	0	0	0	0	56	2	0	0	4	18	0	0	2	0	0	2	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	522	"AWI"	522	4286	5191	4743	24	0	0	0	0	0	79	0	0	0	0	10	0	52	117	0	0	11	1	0	1	0	0	0	0	0	24	0	0	0	0	52	0	0	0	1	34	0	0	1	0	0	0	7	0
3078	4012	"Dallican Water"	60.38736	-1.09648	526	"AWI"	526	4397	5308	4863	21	0	1	0	1	0	84	1	0	0	0	8	0	59	129	0	0	8	2	0	3	0	0	0	0	0	22	0	0	0	1	49	0	0	0	2	20	0	0	5	0	0	0	5	0
3078	4012	"Dallican Water"	60.38736	-1.09648	530	"AWI"	530	4519	5425	4987	26	1	0	0	0	0	86	0	1	0	0	8	0	37	156	0	0	4	3	0	3	0	1	0	0	0	23	0	0	0	0	42	2	0	0	0	8	0	0	0	1	0	0	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	534	"AWI"	534	4650	5522	5107	8	0	0	0	2	0	88	0	0	0	0	12	0	45	110	0	0	7	1	0	3	0	1	0	0	0	36	0	0	0	1	42	0	0	2	3	10	0	0	1	0	0	1	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	538	"AWI"	538	4790	5621	5227	8	1	3	0	4	0	97	0	0	0	0	7	0	75	94	0	0	8	1	0	1	0	0	0	1	1	25	0	0	0	0	43	0	0	0	1	10	0	0	2	0	0	1	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	542	"AWI"	542	4925	5714	5347	13	1	3	0	0	0	130	1	1	0	0	12	0	67	91	0	0	9	1	0	3	0	0	0	0	0	30	0	0	0	0	59	2	15	1	5	10	0	0	0	0	0	1	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	552	"AWI"	552	5326	5927	5634	3	0	1	0	0	0	94	0	0	0	0	17	0	26	55	0	0	1	3	0	6	0	0	0	0	0	35	0	0	0	0	24	0	0	0	0	6	0	0	3	0	0	0	16	0
3078	4012	"Dallican Water"	60.38736	-1.09648	556	"AWI"	556	5495	6026	5745	9	0	0	0	3	0	118	0	0	0	0	8	0	24	59	0	0	2	4	0	12	1	0	0	4	0	37	0	0	0	0	26	0	0	0	4	16	0	0	6	0	0	1	11	0
3078	4012	"Dallican Water"	60.38736	-1.09648	560	"AWI"	560	5623	6123	5857	6	0	2	0	1	0	113	0	4	0	0	17	0	30	122	0	0	6	1	0	11	0	1	0	1	0	41	0	0	0	0	32	0	0	1	4	12	0	0	0	0	0	0	20	0
3078	4012	"Dallican Water"	60.38736	-1.09648	564	"AWI"	564	5709	6238	5960	11	0	1	0	0	0	99	1	0	0	0	16	0	25	58	0	0	1	1	0	38	0	0	0	1	0	29	0	0	0	0	13	1	0	0	5	8	0	0	1	0	0	1	10	0
3078	4012	"Dallican Water"	60.38736	-1.09648	568	"AWI"	568	5802	6345	6064	1	0	0	0	2	0	75	1	0	0	0	17	0	26	61	0	0	2	0	0	66	0	0	0	0	0	33	0	0	0	0	20	0	0	0	9	3	0	0	1	0	0	0	8	0
3078	4012	"Dallican Water"	60.38736	-1.09648	572	"AWI"	572	5907	6445	6167	7	0	0	0	1	0	91	0	0	0	0	17	0	20	53	0	0	3	4	0	22	0	0	0	1	0	39	0	0	0	0	35	0	0	0	16	22	0	0	3	0	0	1	9	1
3078	4012	"Dallican Water"	60.38736	-1.09648	576	"AWI"	576	6012	6548	6270	14	0	1	0	1	0	84	0	2	0	0	28	0	34	61	0	0	1	1	0	6	0	0	0	2	0	32	0	0	0	1	48	0	0	0	15	8	0	0	0	0	0	0	11	0
3078	4012	"Dallican Water"	60.38736	-1.09648	580	"AWI"	580	6116	6645	6378	15	0	0	0	1	0	99	0	2	0	0	15	0	23	65	0	0	4	0	0	2	0	0	0	0	0	30	0	0	0	0	42	0	0	0	4	17	0	0	3	0	0	1	14	0
3078	4012	"Dallican Water"	60.38736	-1.09648	584	"AWI"	584	6286	6736	6479	27	0	1	0	1	0	92	1	0	0	0	28	0	18	0	0	0	3	0	0	0	0	0	0	0	0	33	0	0	0	0	57	0	0	0	2	9	0	0	3	0	1	0	18	0
3078	4012	"Dallican Water"	60.38736	-1.09648	588	"AWI"	588	6360	6889	6597	21	0	0	0	1	0	104	0	9	0	0	35	0	24	53	0	0	10	1	0	6	0	0	0	2	0	44	0	0	0	2	47	2	0	0	7	12	0	0	1	0	0	2	12	0
3078	4012	"Dallican Water"	60.38736	-1.09648	592	"AWI"	592	6433	7079	6711	25	1	0	0	2	0	111	0	11	0	0	50	0	32	97	0	0	6	4	0	4	0	0	0	0	2	65	0	0	0	0	69	0	0	0	7	23	0	1	0	0	0	0	10	0
3078	4012	"Dallican Water"	60.38736	-1.09648	596	"AWI"	596	6513	7248	6824	19	0	1	0	2	0	79	0	2	0	0	25	0	14	63	0	0	5	0	0	0	1	1	0	1	0	28	0	0	0	1	37	1	0	0	4	13	0	1	1	0	0	1	14	0
3078	4012	"Dallican Water"	60.38736	-1.09648	600	"AWI"	600	6589	7415	6944	23	1	2	0	0	0	108	0	0	0	0	26	0	23	65	0	0	4	0	0	2	0	1	0	0	0	34	0	0	0	0	51	1	0	0	1	14	0	0	2	0	0	3	16	0
3078	4012	"Dallican Water"	60.38736	-1.09648	604	"AWI"	604	6672	7542	7070	20	0	2	0	1	0	112	0	4	0	0	35	0	18	60	0	0	4	0	0	3	0	1	0	0	0	27	0	0	0	0	55	1	0	0	1	15	0	0	0	0	0	0	12	0
3078	4012	"Dallican Water"	60.38736	-1.09648	608	"AWI"	608	6772	7662	7190	38	0	1	0	0	0	116	0	1	0	0	25	0	28	88	0	0	5	0	0	3	0	0	0	0	0	22	0	0	0	0	64	0	11	0	3	9	0	0	0	0	0	3	23	0
3078	4012	"Dallican Water"	60.38736	-1.09648	612	"AWI"	612	6875	7797	7309	19	1	0	0	0	0	106	1	0	0	0	18	0	24	0	0	0	3	3	0	2	0	1	0	0	0	16	0	0	0	1	44	1	0	0	3	10	0	0	0	0	0	0	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	616	"AWI"	616	6977	7924	7429	18	0	2	0	0	0	115	0	0	0	0	26	0	18	90	0	0	1	0	0	1	0	0	0	0	0	18	0	0	0	0	46	1	0	0	2	13	0	1	0	0	0	2	15	0
3078	4012	"Dallican Water"	60.38736	-1.09648	620	"AWI"	620	7081	8053	7548	11	1	1	0	0	0	97	0	2	0	0	14	0	27	0	0	0	6	1	0	1	0	0	0	0	0	16	0	0	0	2	58	0	0	0	0	15	0	0	4	0	0	1	9	0
3078	4012	"Dallican Water"	60.38736	-1.09648	624	"AWI"	624	7191	8163	7671	20	1	1	0	3	0	200	0	0	0	1	27	0	13	0	0	0	3	1	0	6	0	1	0	0	0	24	0	0	0	0	97	0	0	0	3	18	0	0	2	0	0	1	11	0
3078	4012	"Dallican Water"	60.38736	-1.09648	628	"AWI"	628	7309	8271	7787	14	0	2	0	1	0	171	0	0	0	0	12	0	30	79	0	0	7	3	0	8	0	0	0	0	1	17	0	0	0	0	47	0	0	0	0	28	0	0	1	0	0	1	9	0
3078	4012	"Dallican Water"	60.38736	-1.09648	632	"AWI"	632	7429	8379	7906	17	0	7	0	0	0	98	0	0	0	0	16	0	17	140	0	0	2	1	0	12	0	0	0	1	0	22	0	0	0	2	57	0	0	0	1	15	0	0	5	0	0	7	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	636	"AWI"	636	7544	8482	8021	19	0	2	0	1	0	98	0	0	0	0	15	1	24	90	0	1	0	6	0	10	1	0	0	0	0	27	0	0	0	1	42	0	18	0	0	8	0	0	0	0	0	2	4	0
3078	4012	"Dallican Water"	60.38736	-1.09648	640	"AWI"	640	7664	8599	8144	16	0	0	0	0	0	112	0	1	0	0	20	0	41	97	0	0	8	1	0	2	0	0	0	0	0	24	0	0	0	0	48	2	0	0	2	13	0	0	2	0	0	0	7	0
3078	4012	"Dallican Water"	60.38736	-1.09648	644	"AWI"	644	7813	8695	8260	16	0	0	0	1	0	85	1	0	0	0	10	0	86	90	0	0	9	0	0	3	0	1	0	1	0	24	0	0	0	0	40	0	0	0	0	11	0	0	3	0	0	2	3	0
3078	4012	"Dallican Water"	60.38736	-1.09648	652	"AWI"	652	8138	8877	8480	8	0	0	0	3	0	91	1	0	0	0	16	0	28	0	0	0	1	1	0	9	0	0	0	0	0	32	0	0	0	0	15	0	16	0	1	11	0	0	2	0	0	0	10	0
3078	4012	"Dallican Water"	60.38736	-1.09648	656	"AWI"	656	8318	8962	8593	9	2	1	0	2	0	114	0	0	0	0	38	0	18	101	0	0	1	1	0	3	0	0	0	0	0	46	0	0	0	0	34	0	0	0	5	20	0	0	0	0	1	1	6	0
3078	4012	"Dallican Water"	60.38736	-1.09648	660	"AWI"	660	8455	9116	8724	7	0	1	0	0	0	81	0	0	0	0	32	0	38	54	0	0	0	0	0	5	0	0	0	0	0	29	0	0	0	0	15	1	0	0	0	20	0	0	1	0	0	0	7	0
3078	4012	"Dallican Water"	60.38736	-1.09648	664	"AWI"	664	8559	9340	8893	8	0	0	0	1	0	83	0	0	0	0	57	0	31	75	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	27	1	0	0	1	21	0	0	1	0	0	0	17	0
3078	4012	"Dallican Water"	60.38736	-1.09648	668	"AWI"	668	8668	9531	9059	7	1	0	0	0	0	117	1	0	0	0	33	0	24	56	0	0	0	1	0	12	0	0	0	0	0	23	0	0	0	0	18	0	0	0	0	11	0	1	1	0	0	0	18	0
3078	4012	"Dallican Water"	60.38736	-1.09648	672	"AWI"	672	8784	9724	9222	10	0	0	0	1	0	102	0	0	0	1	32	0	30	73	0	0	2	1	0	4	0	0	0	0	0	34	0	0	0	0	31	2	18	0	1	12	0	0	0	0	0	0	10	0
3078	4012	"Dallican Water"	60.38736	-1.09648	676	"AWI"	676	8915	9905	9387	9	0	0	0	0	0	148	0	0	0	0	56	0	33	68	0	0	0	1	0	1	0	0	0	0	0	36	0	0	0	0	23	0	0	0	3	20	0	0	1	0	0	0	12	0
3078	4012	"Dallican Water"	60.38736	-1.09648	680	"AWI"	680	9036	10074	9558	7	0	0	0	1	0	163	0	0	0	0	44	1	47	55	0	0	2	0	0	5	0	0	0	0	0	38	0	0	0	0	25	0	0	0	3	22	0	0	0	0	0	0	11	0
3078	4012	"Dallican Water"	60.38736	-1.09648	684	"AWI"	684	9205	10207	9723	1	0	0	0	3	0	112	0	0	0	0	39	0	60	70	0	0	0	0	0	1	0	0	0	0	0	40	0	0	0	0	22	0	0	0	2	12	0	0	0	0	0	1	14	0
3078	4012	"Dallican Water"	60.38736	-1.09648	688	"AWI"	688	9375	10343	9877	2	0	0	0	1	0	222	0	0	0	0	80	0	18	0	0	0	0	2	0	8	0	0	0	0	1	42	0	0	0	4	32	0	0	1	2	32	0	0	0	0	0	1	8	0
3078	4012	"Dallican Water"	60.38736	-1.09648	692	"AWI"	692	9565	10478	10035	0	0	1	0	0	0	134	0	0	0	0	81	0	38	0	0	0	0	1	0	2	0	0	0	0	0	45	0	0	0	0	16	2	0	0	5	10	0	0	0	0	2	0	16	0
3078	4012	"Dallican Water"	60.38736	-1.09648	696	"AWI"	696	9749	10608	10199	0	0	0	0	0	0	109	0	0	0	0	93	0	74	54	0	0	1	1	0	32	0	0	0	0	0	45	0	0	0	0	18	0	0	0	8	8	0	0	0	0	0	0	12	0
3078	4012	"Dallican Water"	60.38736	-1.09648	700	"AWI"	700	9949	10748	10354	0	0	1	0	0	0	89	0	0	0	0	63	0	88	0	0	0	0	1	0	40	0	0	0	0	0	47	0	0	0	0	5	0	15	0	3	10	0	0	0	0	0	0	6	0
3078	4012	"Dallican Water"	60.38736	-1.09648	704	"AWI"	704	10239	10900	10508	0	1	0	0	2	0	142	0	0	0	0	40	0	64	0	0	0	0	1	0	34	0	0	0	0	0	72	0	0	1	1	5	0	26	0	4	16	0	0	0	0	0	0	6	0
3078	4012	"Dallican Water"	60.38736	-1.09648	708	"AWI"	708	10321	11091	10639	0	0	0	0	0	0	208	0	0	0	1	1	2	69	0	0	0	0	1	0	4	0	0	0	0	0	61	0	0	0	0	0	0	0	1	41	23	0	0	0	0	0	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	712	"AWI"	712	10399	11302	10763	0	1	0	0	5	0	85	1	0	0	0	0	7	98	0	0	0	0	4	0	6	0	0	0	0	0	23	0	0	0	0	0	2	0	1	81	31	0	0	0	0	1	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	716	"AWI"	716	10481	11496	10894	0	3	0	0	12	0	35	19	0	0	0	0	0	27	0	0	0	0	3	0	1	0	0	1	0	0	41	0	0	1	2	0	1	0	1	211	51	0	2	0	0	0	0	0	0
3078	4012	"Dallican Water"	60.38736	-1.09648	720	"AWI"	720	10553	11725	11036	0	0	1	0	15	0	102	0	0	0	10	0	0	96	0	0	0	0	10	0	6	0	0	0	0	0	17	0	0	3	6	0	1	0	1	76	93	1	0	0	0	4	0	0	0
