"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tamaricaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23914	41489	"Emines"	46.32917	7.27588	54	"AWI"	54	3815	5241	4382	46	0	61	0	0	3	0	1	1	0	0	0	0	0	0	20	15	0	0	1	0	0	0	0	1	0	0	0	0	0	0	126	85	0	45	0	0	4	0	0	0	0	0	0	0	0	0	1	0
23914	41489	"Emines"	46.32917	7.27588	58	"AWI"	58	3960	5509	4616	32	0	61	1	0	4	0	0	0	0	0	0	0	0	0	36	32	0	0	1	0	1	1	0	0	0	0	0	0	0	0	92	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0
23914	41489	"Emines"	46.32917	7.27588	62	"AWI"	62	4125	5762	4844	36	0	79	0	0	3	0	1	0	0	0	1	0	0	0	33	11	0	0	7	0	0	0	0	4	0	0	0	0	0	0	50	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	2	0
23914	41489	"Emines"	46.32917	7.27588	66	"AWI"	66	4287	6054	5075	45	1	60	0	0	7	0	0	0	0	0	0	0	0	1	29	17	0	0	4	0	0	0	0	6	0	0	0	0	0	0	74	137	0	0	0	0	14	0	0	0	0	2	0	0	1	1	5	0
23914	41489	"Emines"	46.32917	7.27588	70	"AWI"	70	4452	6316	5311	78	1	28	0	0	5	0	1	0	0	0	0	0	0	0	19	18	0	0	5	0	0	0	0	3	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
23914	41489	"Emines"	46.32917	7.27588	74	"AWI"	74	4653	6553	5550	75	0	40	1	0	4	0	2	0	0	0	0	0	0	0	21	15	0	0	10	0	0	0	0	3	0	0	0	0	0	0	39	149	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0
23914	41489	"Emines"	46.32917	7.27588	78	"AWI"	78	4859	6804	5788	97	1	36	0	0	5	0	2	0	1	0	2	0	0	0	25	43	0	0	2	0	0	0	0	8	0	0	0	0	1	0	62	100	0	0	0	2	7	0	0	0	0	0	0	0	0	2	9	4
23914	41489	"Emines"	46.32917	7.27588	82	"AWI"	82	5064	7042	6023	120	1	0	0	0	5	0	2	0	0	0	0	0	0	1	18	38	0	0	0	0	0	0	0	5	0	0	0	0	0	0	76	120	0	0	0	0	2	0	0	0	0	0	0	0	0	1	7	1
23914	41489	"Emines"	46.32917	7.27588	86	"AWI"	86	5253	7264	6256	96	2	0	0	0	6	0	4	2	2	0	0	0	0	1	30	28	0	0	1	0	0	0	1	5	0	0	0	0	0	1	35	151	0	0	0	0	6	0	0	0	0	0	0	0	0	1	13	0
23914	41489	"Emines"	46.32917	7.27588	90	"AWI"	90	5470	7479	6487	134	2	0	0	0	5	0	5	0	0	0	0	0	0	1	19	42	0	0	2	0	0	0	3	0	0	1	0	0	0	0	13	133	0	33	0	0	9	0	0	2	0	1	0	0	2	1	9	0
23914	41489	"Emines"	46.32917	7.27588	94	"AWI"	94	5682	7658	6717	111	1	30	0	0	3	0	2	0	0	0	0	0	0	2	54	42	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	159	0	0	1	0	2	0	0	0	0	0	0	0	0	1	11	0
23914	41489	"Emines"	46.32917	7.27588	98	"AWI"	98	5918	7847	6960	85	0	0	0	0	2	0	0	2	3	0	2	0	0	4	42	33	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	159	0	0	0	0	6	0	0	1	0	0	0	3	0	5	9	0
23914	41489	"Emines"	46.32917	7.27588	102	"AWI"	102	6188	8050	7196	87	5	12	1	0	6	0	4	0	0	0	0	0	0	1	50	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	30	0	0	6	0	0	0	0	1	0	0	0	3	11	0
23914	41489	"Emines"	46.32917	7.27588	106	"AWI"	106	6457	8255	7421	119	1	0	0	0	8	0	3	1	0	0	0	0	0	0	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	3	0	4	0	0	0	0	0	0	0	0	5	15	0
23914	41489	"Emines"	46.32917	7.27588	110	"AWI"	110	6673	8446	7663	104	9	0	0	0	4	0	5	0	2	0	0	0	0	3	50	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	106	0	0	0	0	2	0	0	0	0	0	0	0	1	10	23	1
23914	41489	"Emines"	46.32917	7.27588	114	"AWI"	114	6983	8609	7905	115	0	0	0	0	4	0	2	3	0	0	0	0	0	2	68	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	0
23914	41489	"Emines"	46.32917	7.27588	118	"AWI"	118	7282	8762	8136	84	10	11	1	0	5	0	12	0	1	0	0	0	0	0	27	40	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	120	0	0	0	0	6	0	0	0	0	0	0	0	1	9	51	0
23914	41489	"Emines"	46.32917	7.27588	122	"AWI"	122	7573	8914	8359	67	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	2	0	0	0	19	35	0
23914	41489	"Emines"	46.32917	7.27588	126	"AWI"	126	7858	9056	8587	101	7	11	0	0	4	0	2	0	1	0	0	0	0	4	44	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	14	19	0
23914	41489	"Emines"	46.32917	7.27588	130	"AWI"	130	8141	9203	8823	3	0	6	1	0	3	0	1	1	0	0	0	0	0	0	178	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	12	23	0
23914	41489	"Emines"	46.32917	7.27588	134	"AWI"	134	8729	9300	9022	2	0	0	0	0	5	0	2	0	2	0	0	0	0	1	142	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	2	1	0	0	0	0	0	0	0	0	6	50	0
23914	41489	"Emines"	46.32917	7.27588	138	"AWI"	138	9075	9783	9362	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	211	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	0
23914	41489	"Emines"	46.32917	7.27588	142	"AWI"	142	9257	10434	9819	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	53	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	2
23914	41489	"Emines"	46.32917	7.27588	146	"AWI"	146	9379	10752	10306	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
23914	41489	"Emines"	46.32917	7.27588	150	"AWI"	150	9504	10960	10427	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
23914	41489	"Emines"	46.32917	7.27588	154	"AWI"	154	9611	11093	10530	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	158	"AWI"	158	9710	11228	10631	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	162	"AWI"	162	9814	11373	10730	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	388	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	166	"AWI"	166	9913	11521	10830	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	409	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
23914	41489	"Emines"	46.32917	7.27588	170	"AWI"	170	10024	11660	10931	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
23914	41489	"Emines"	46.32917	7.27588	174	"AWI"	174	10143	11770	11035	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	213	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	178	"AWI"	178	10233	11905	11138	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3
23914	41489	"Emines"	46.32917	7.27588	182	"AWI"	182	10336	12034	11245	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	109	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
23914	41489	"Emines"	46.32917	7.27588	186	"AWI"	186	10434	12167	11359	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
23914	41489	"Emines"	46.32917	7.27588	190	"AWI"	190	10542	12288	11465	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	104	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	194	"AWI"	194	10649	12396	11576	0	0	0	1	0	14	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
23914	41489	"Emines"	46.32917	7.27588	198	"AWI"	198	10761	12515	11681	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	202	"AWI"	202	10871	12634	11790	0	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23914	41489	"Emines"	46.32917	7.27588	206	"AWI"	206	10991	12758	11900	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23914	41489	"Emines"	46.32917	7.27588	210	"AWI"	210	11099	12877	12003	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23914	41489	"Emines"	46.32917	7.27588	214	"AWI"	214	11210	12983	12117	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23914	41489	"Emines"	46.32917	7.27588	218	"AWI"	218	11326	13116	12230	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
