"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juniperus"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	130	"AWI"	130	860	1448	1141	0	78	2	3	2	0	331	0	0	0	0	0	2	3	23	0	0	0	1	0	0	0	52	0	0	0	2	189	368	0	0	0	2	2	20	2	0	0	4	35	3	0	0	3	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	135	"AWI"	135	897	1472	1175	0	110	1	2	0	0	375	0	0	0	0	0	1	11	37	0	0	0	0	0	0	0	80	0	0	0	0	174	293	0	0	0	3	1	28	0	0	0	3	52	0	0	0	3	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	140	"AWI"	140	931	1501	1209	0	77	1	2	5	0	261	0	0	2	0	0	3	14	47	0	0	0	0	3	0	0	238	0	0	0	2	281	329	0	0	1	4	0	26	0	0	0	3	54	1	0	1	3	3
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	145	"AWI"	145	956	1537	1243	0	119	1	1	1	0	291	0	0	6	0	0	6	16	63	0	0	0	0	5	0	0	394	0	0	0	2	133	354	0	117	0	2	0	24	0	0	0	0	22	3	1	1	6	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	150	"AWI"	150	978	1580	1276	1	135	3	0	4	0	267	0	0	2	0	0	8	18	52	0	0	0	1	4	0	0	470	1	0	0	2	92	428	0	145	0	0	0	45	0	0	0	2	23	3	0	0	10	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	155	"AWI"	155	1018	1603	1308	0	109	2	1	2	0	262	0	0	1	0	0	6	12	68	0	0	0	0	8	0	0	674	1	0	0	4	131	439	0	0	0	0	0	31	2	0	0	2	10	2	0	2	3	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	160	"AWI"	160	1052	1626	1342	0	140	1	4	4	0	264	0	0	4	0	0	6	10	73	0	0	0	1	4	0	0	852	0	0	0	3	176	356	0	128	0	1	0	36	2	0	0	3	13	2	0	1	7	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	165	"AWI"	165	1082	1662	1375	0	183	1	2	1	0	251	0	0	2	0	2	6	17	46	0	0	0	0	6	0	0	621	0	0	0	4	121	370	0	0	0	0	0	25	0	0	0	1	10	3	0	0	6	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	170	"AWI"	170	1116	1696	1408	0	169	0	2	1	0	264	0	0	4	0	0	4	14	40	0	0	0	0	3	0	0	458	0	0	0	3	188	317	0	0	0	1	0	27	0	0	0	0	12	5	0	0	10	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	175	"AWI"	175	1162	1719	1441	0	180	2	1	2	0	240	0	0	2	0	0	4	13	39	2	0	0	1	4	1	0	228	0	0	0	7	194	328	0	0	0	0	0	21	0	0	0	1	9	5	0	1	8	2
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	180	"AWI"	180	1198	1748	1474	0	202	1	0	2	0	308	0	0	2	0	0	8	12	26	0	0	0	0	4	0	0	80	0	0	0	5	149	317	0	0	0	0	0	18	0	0	0	2	19	2	0	0	8	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	185	"AWI"	185	1226	1787	1508	0	176	1	4	6	0	254	0	0	1	1	0	2	6	20	0	0	0	2	6	0	0	34	0	1	0	4	191	310	0	0	0	5	0	27	0	0	0	1	5	5	1	1	7	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	190	"AWI"	190	1280	1816	1538	0	167	1	0	7	0	266	0	0	1	0	0	4	12	4	0	0	0	0	4	0	0	10	0	0	0	1	213	308	0	0	0	0	0	20	0	0	0	0	6	3	0	0	6	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	195	"AWI"	195	1337	1835	1568	0	232	0	2	3	0	229	0	0	0	0	0	2	7	9	0	0	0	0	13	0	0	7	0	0	0	1	240	248	0	47	0	1	0	26	0	0	0	0	5	9	0	1	1	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	200	"AWI"	200	1377	1860	1602	0	304	1	3	6	0	303	0	0	0	0	0	5	15	11	0	0	0	0	12	0	0	4	0	0	0	2	155	209	0	0	0	0	0	31	0	0	0	1	7	13	0	0	8	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	205	"AWI"	205	1407	1896	1636	1	340	1	1	3	0	260	0	0	1	1	0	8	19	6	0	0	0	1	24	0	0	5	0	0	0	2	119	172	0	0	0	3	0	40	0	0	0	0	11	17	0	0	12	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	210	"AWI"	210	1459	1929	1681	0	333	1	2	1	0	212	0	0	2	0	0	0	12	15	0	0	0	1	29	0	0	8	0	0	0	0	186	184	0	0	0	3	0	34	0	0	0	0	13	26	0	2	17	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	215	"AWI"	215	1492	1980	1723	2	305	0	0	0	0	204	0	0	2	0	0	8	14	6	0	0	0	1	43	0	0	6	0	0	0	1	211	193	0	0	0	2	0	73	0	0	0	0	6	55	0	2	23	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	220	"AWI"	220	1520	2045	1765	1	263	1	1	1	0	141	0	0	0	0	0	0	15	7	0	0	0	0	39	0	0	9	0	0	0	1	223	169	0	0	0	3	0	42	0	0	0	1	18	86	0	0	23	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	225	"AWI"	225	1552	2118	1807	0	238	1	1	1	0	132	0	0	1	0	1	0	29	5	0	0	0	0	22	0	0	6	0	0	0	0	211	158	0	0	0	5	0	40	0	0	0	0	2	144	0	0	40	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	230	"AWI"	230	1610	2142	1854	4	244	0	0	1	0	149	0	0	3	0	0	1	34	4	0	0	0	0	29	0	0	4	0	0	0	0	150	173	0	0	0	1	0	54	0	0	0	1	4	159	0	0	43	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	235	"AWI"	235	1651	2178	1902	2	260	0	0	4	0	142	0	0	0	0	1	1	52	3	0	0	0	1	36	0	0	9	0	0	0	1	58	179	0	0	0	6	0	61	0	0	0	0	3	193	0	0	42	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	240	"AWI"	240	1679	2229	1949	1	363	0	1	0	0	142	0	0	1	0	0	0	56	8	0	0	0	2	38	0	0	9	0	0	0	0	14	140	0	0	0	5	1	87	0	1	0	0	4	134	0	0	46	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	245	"AWI"	245	1716	2275	1993	1	328	0	0	2	0	175	0	0	2	0	0	0	61	2	0	0	0	0	35	0	0	8	0	0	0	1	28	195	0	0	0	3	0	77	0	0	0	0	12	96	0	0	53	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	250	"AWI"	250	1755	2313	2033	3	334	0	0	0	0	167	0	0	2	0	0	2	62	2	0	0	0	0	46	0	0	7	0	0	0	1	20	250	0	0	0	12	0	67	0	0	0	0	6	26	0	0	52	0
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	255	"AWI"	255	1781	2375	2073	2	418	0	0	0	0	189	0	0	3	0	0	0	74	1	0	0	0	0	38	0	0	4	0	0	0	2	7	150	0	0	0	1	0	62	0	0	0	0	3	16	0	0	50	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	260	"AWI"	260	1805	2463	2110	2	381	0	2	1	0	248	0	0	2	0	1	2	48	3	0	0	0	0	42	0	0	8	0	0	0	1	6	153	0	0	0	6	0	79	0	0	0	0	7	4	0	0	34	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	265	"AWI"	265	1834	2525	2150	0	323	0	1	1	0	247	0	0	2	0	0	1	29	2	0	0	0	0	16	0	0	4	0	0	0	4	18	270	0	0	0	1	0	58	0	0	0	2	8	1	0	0	33	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	270	"AWI"	270	1866	2580	2189	2	301	0	0	0	0	312	0	0	5	0	0	0	26	0	0	0	0	0	14	0	0	7	0	0	0	1	7	233	0	0	0	3	0	65	0	0	0	0	14	1	0	4	31	2
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	275	"AWI"	275	1890	2645	2226	2	283	0	3	0	0	339	0	0	3	0	0	3	33	6	0	0	0	0	27	0	0	9	0	0	0	0	8	235	0	0	0	1	0	62	0	0	0	1	15	1	0	2	30	1
3200	4156	"Lake Kolmilaträsk"	60.29171	20.14137	280	"AWI"	280	1905	2736	2261	0	185	0	4	0	0	307	0	0	3	0	0	1	40	11	0	0	0	0	25	0	0	6	0	1	0	1	13	313	0	0	0	0	0	90	0	0	0	0	17	3	0	0	29	7
