"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Viburnum"
15903	24479	"Ile d'Errand"	47.3725	-2.15917	72.5	"AWI"	72.5	3673	4299	4008	0	257	1	0	1	0	0	3	0	1	0	0	0	4	20	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	53	0	1	0	0	0	1	0	0	2	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	73	"AWI"	73	3683	4306	4015	0	215	0	0	0	0	0	5	0	1	0	0	0	7	15	0	2	0	4	0	0	0	0	1	0	1	0	8	0	0	46	0	1	2	0	0	4	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	75	"AWI"	75	3710	4329	4044	0	168	0	1	0	0	0	3	0	1	0	0	0	4	17	0	3	0	0	0	0	0	0	1	0	2	0	6	0	0	55	1	0	0	0	0	1	0	1	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	77.5	"AWI"	77.5	3746	4371.5	4079.5	0	191	0	0	1	0	0	2	0	0	0	0	0	7	17	0	2	0	0	0	0	0	0	0	0	1	1	6	0	0	56	0	0	0	0	0	2	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	80	"AWI"	80	3769	4421	4113	0	150	2	0	1	0	0	1	0	0	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	34	0	0	0	0	0	2	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	82.5	"AWI"	82.5	3818.5	4446.5	4149	0	150	1	0	0	0	0	7	0	0	0	0	0	4	18	0	1	0	0	0	0	0	0	1	0	1	0	7	0	0	25	2	1	0	0	0	0	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	85	"AWI"	85	3860	4473	4182	0	134	0	0	0	0	0	9	0	0	0	0	0	6	30	0	1	0	1	0	0	0	0	0	0	3	0	10	0	0	54	0	0	0	0	0	8	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	87.5	"AWI"	87.5	3888	4511.5	4217	0	152	2	0	1	0	0	4	0	0	0	0	0	7	23	0	3	0	1	0	0	0	0	1	0	4	0	4	0	0	47	0	0	0	0	0	4	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	90	"AWI"	90	3910	4562	4251	0	133	2	0	0	0	0	2	0	0	0	0	0	5	21	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	47	0	0	0	0	0	10	0	0	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	92.5	"AWI"	92.5	3964	4580.5	4284.5	0	195	0	0	0	1	0	2	0	0	0	0	0	7	27	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	41	0	1	0	0	0	9	0	0	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	95	"AWI"	95	4001	4606	4321	0	158	3	0	1	0	0	4	0	1	0	0	0	3	17	0	1	0	0	0	0	0	0	0	0	3	0	8	0	0	58	0	1	0	0	0	3	0	2	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	97.5	"AWI"	97.5	4036	4633	4356	0	171	1	0	1	0	0	3	0	0	0	0	0	2	20	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	45	0	2	0	0	0	9	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	100	"AWI"	100	4059	4675	4391	0	146	0	0	1	0	0	5	0	0	0	0	0	4	23	0	3	0	1	0	0	0	1	1	0	3	0	2	0	0	53	0	2	0	0	0	5	0	1	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	102.5	"AWI"	102.5	4116	4693	4425	0	145	1	0	0	0	0	14	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	1	0	7	0	7	0	0	55	1	0	0	0	0	11	0	1	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	107.5	"AWI"	107.5	4195	4742.5	4498	0	165	1	0	0	0	0	7	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	27	0	1	0	0	0	14	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	112.5	"AWI"	112.5	4294	4797	4562.5	0	71	0	0	0	0	0	1	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	13	0	0	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	115	"AWI"	115	4356	4814	4594	0	157	0	0	2	0	0	3	0	1	0	0	0	6	19	0	0	0	2	1	0	0	0	1	0	1	0	8	0	0	22	0	1	0	0	0	9	0	0	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	119	"AWI"	119	4428	4851	4648	0	147	0	0	1	1	0	2	0	0	0	0	0	4	9	0	2	1	3	0	0	0	0	0	0	2	1	6	0	0	45	0	1	0	0	0	34	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	120	"AWI"	120	4440	4866	4661	0	121	1	0	0	0	0	2	0	1	0	0	0	4	15	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	27	1	0	0	0	0	24	0	2	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	122.5	"AWI"	122.5	4468	4895.5	4688.5	0	646	0	0	0	0	0	3	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	125	"AWI"	125	4492	4937	4715	1	172	1	0	3	0	0	2	0	0	0	0	0	5	10	0	0	0	1	0	0	0	0	1	0	1	2	2	0	0	27	0	0	0	1	0	14	0	0	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	130	"AWI"	130	4532	5039	4768	0	214	0	0	1	0	0	3	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	15	1	1	0	0	0	11	0	1	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	135	"AWI"	135	4596	5086	4825	0	111	0	0	0	0	0	2	0	0	0	0	0	12	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	0	0	15	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	137.5	"AWI"	137.5	4618.5	5115.5	4853	0	116	0	0	0	0	0	7	0	0	0	0	0	9	19	0	1	0	1	0	0	0	0	0	0	2	0	8	0	0	38	0	0	0	0	1	10	0	0	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	140	"AWI"	140	4637	5155	4880	0	110	1	0	0	0	0	2	1	0	0	0	0	2	25	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	30	3	0	0	0	0	5	0	1	0	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	145	"AWI"	145	4708	5186	4936	0	207	0	1	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	26	0	0	0	0	0	4	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	150	"AWI"	150	4754	5242	4989	0	184	1	2	0	1	0	3	0	1	0	0	0	5	22	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	37	0	0	0	0	0	4	0	0	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	152.5	"AWI"	152.5	4809.5	5259.5	5017.5	0	168	0	5	0	0	0	8	0	0	0	0	0	5	28	0	1	0	0	0	0	0	0	2	0	3	0	12	0	0	47	0	0	0	0	0	5	0	3	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	155	"AWI"	155	4850	5286	5048	0	154	2	4	0	0	0	7	0	0	0	0	0	9	39	0	3	0	1	0	0	0	0	0	0	1	0	18	0	0	65	0	7	0	0	0	27	0	1	1	1
15903	24479	"Ile d'Errand"	47.3725	-2.15917	157.5	"AWI"	157.5	4876	5332.5	5088.5	0	65	1	0	0	0	0	9	0	0	0	0	0	7	84	0	2	0	1	0	0	0	1	0	0	6	0	28	0	0	112	0	3	0	1	0	26	0	3	2	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	160	"AWI"	160	4896	5397	5130	0	23	0	0	0	0	0	18	0	0	0	0	0	10	224	0	0	0	0	0	0	0	0	1	0	5	1	67	0	0	68	0	2	0	4	0	14	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	162.5	"AWI"	162.5	4940.5	5424	5173.5	0	15	13	1	0	1	0	2	0	0	0	0	0	11	46	0	1	0	0	0	0	0	0	1	0	3	0	125	0	0	94	0	1	0	11	0	2	0	2	1	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	165	"AWI"	165	4973	5462	5223	0	5	80	1	1	0	0	5	0	0	0	0	0	4	12	0	1	0	0	0	0	0	0	1	0	3	0	110	0	0	94	0	0	0	0	0	1	0	1	3	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	167	"AWI"	167	4994	5499	5262	0	4	128	0	0	1	0	0	0	0	0	0	0	6	34	0	1	0	1	0	0	0	0	0	0	4	0	84	0	0	78	0	0	0	0	0	0	0	3	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	169	"AWI"	169	5010	5543	5294	0	8	138	0	0	0	0	1	0	0	0	0	0	10	48	0	2	0	0	0	0	0	0	0	0	5	0	126	0	0	69	0	0	0	0	0	0	0	1	0	0
15903	24479	"Ile d'Errand"	47.3725	-2.15917	170	"AWI"	170	5017	5570	5310	0	7	85	0	0	0	4	0	0	0	0	0	0	8	32	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	33	0	0	0	0	0	0	0	1	0	0
