"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15783	40439	"Creux de Croue"	46.49687	6.12357	60	"AWI"	60	1478	2059	1775	142	0	35	0	1	0	5	0	19	0	0	0	0	0	0	0	0	50	0	34	0	0	0	147	0	1	0	1	0	0	0	1	0	0	0	0	0	275	26	13	73	1	1	0	0	87	0	0	0	1	6	1	0	0	0	0	0	0	4	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	65	"AWI"	65	1575	2268	1901	147	0	16	3	2	0	1	0	6	0	0	0	0	0	0	0	0	25	0	32	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	225	7	0	45	1	0	0	0	46	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	70	"AWI"	70	1675	2456	2029	101	0	8	0	0	0	5	0	6	1	0	0	0	0	0	0	0	27	0	26	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	169	8	0	0	0	0	0	1	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	75	"AWI"	75	1773	2632	2162	133	0	23	0	1	0	2	0	2	1	0	0	0	0	0	0	0	32	0	13	0	0	0	102	0	1	0	0	0	0	0	0	0	0	0	0	0	166	22	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	80	"AWI"	80	1875	2793	2294	112	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	10	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	131	8	0	0	0	0	0	0	17	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	85	"AWI"	85	1984	2953	2426	92	0	30	0	0	0	1	0	15	0	0	0	0	0	0	0	0	23	0	21	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	130	4	0	0	0	0	0	0	14	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	90	"AWI"	90	2096	3102	2559	10	2	36	0	0	0	2	0	5	1	1	0	0	0	0	0	0	30	0	33	0	0	0	67	0	3	0	0	0	0	0	0	0	0	0	0	0	46	11	0	0	0	0	0	0	26	0	0	0	2	3	1	0	0	0	1	0	0	2	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	95	"AWI"	95	2198	3251	2693	100	0	14	1	0	0	1	0	3	0	0	0	0	0	0	0	0	10	0	46	0	0	0	88	0	3	0	0	0	0	0	0	0	0	0	1	0	128	5	0	21	0	0	0	1	14	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1
15783	40439	"Creux de Croue"	46.49687	6.12357	100	"AWI"	100	2312	3394	2821	38	0	57	1	0	0	0	0	16	1	1	0	0	0	0	0	0	35	0	20	0	0	0	124	0	3	0	0	0	0	0	0	0	0	0	1	0	74	6	2	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	105	"AWI"	105	2429	3528	2955	68	0	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	28	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	1	0	119	4	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	110	"AWI"	110	2539	3662	3090	90	0	14	0	0	0	1	0	6	0	0	0	0	0	0	0	0	21	0	17	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	2	0	155	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	115	"AWI"	115	2671	3793	3224	142	0	32	0	0	0	1	0	7	0	0	0	0	0	0	0	0	39	0	10	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	1	0	20	4	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	120	"AWI"	120	2799	3916	3361	51	0	39	0	0	0	0	0	8	0	0	0	0	0	0	0	0	20	0	20	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	110	7	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	125	"AWI"	125	2933	4055	3492	69	0	57	2	0	0	0	0	15	0	0	0	0	0	0	0	0	44	0	12	0	0	0	71	0	2	0	0	0	0	0	0	0	0	0	0	0	140	6	4	19	0	0	0	0	27	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	130	"AWI"	130	3061	4170	3627	63	0	38	0	0	0	0	0	7	1	0	0	0	0	0	0	0	30	0	15	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	124	3	0	0	0	0	0	0	16	1	0	0	0	1	0	0	0	0	0	2	1	3	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	135	"AWI"	135	3194	4292	3762	57	0	45	0	0	0	1	0	6	0	0	0	0	0	0	0	0	30	0	8	0	0	0	51	0	0	0	0	0	0	0	0	0	0	1	0	0	151	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	140	"AWI"	140	3336	4413	3890	85	0	70	1	0	0	2	0	32	0	0	0	0	0	0	0	0	71	0	31	0	0	0	60	0	3	0	0	0	0	0	0	0	0	0	0	0	165	21	0	10	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	1	3	2	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	145	"AWI"	145	3470	4536	4025	90	1	41	0	0	0	1	0	8	1	0	0	0	0	0	0	0	34	0	55	0	0	0	43	0	3	0	0	0	0	0	0	0	0	0	0	0	153	18	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	150	"AWI"	150	3615	4641	4161	66	0	42	2	0	0	0	0	17	0	0	0	0	0	0	0	0	57	0	26	0	0	0	44	0	2	0	0	0	0	0	0	0	0	0	0	0	152	21	0	0	0	0	1	0	16	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	155	"AWI"	155	3766	4742	4295	125	0	43	1	0	1	0	0	13	1	0	0	0	0	0	0	0	47	0	23	0	0	0	47	0	4	0	0	0	0	1	0	0	0	0	0	0	174	22	0	0	0	3	0	0	31	1	0	0	0	1	0	0	0	0	0	1	1	5	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	160	"AWI"	160	3914	4849	4429	142	0	38	0	0	0	0	0	3	0	0	0	0	0	0	0	0	42	0	13	0	0	0	75	0	2	0	0	0	0	0	0	0	0	0	0	0	203	14	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	165	"AWI"	165	4078	4955	4567	147	0	34	1	0	0	0	0	48	0	0	0	0	0	0	0	0	33	0	32	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	287	15	0	0	0	0	0	0	32	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	170	"AWI"	170	4249	5079	4702	123	0	33	1	0	0	1	0	6	1	0	0	0	0	0	0	0	30	0	27	0	0	0	53	0	2	0	0	0	0	0	0	0	0	0	0	0	165	11	0	0	0	0	0	0	22	0	1	0	1	0	0	0	0	0	0	0	1	5	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	175	"AWI"	175	4430	5186	4840	118	0	53	1	0	0	0	0	11	0	0	0	0	0	0	0	0	63	0	28	0	0	0	38	0	2	0	0	0	0	0	0	0	0	0	2	0	165	12	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	180	"AWI"	180	4530	5292	4942	150	1	47	0	0	0	0	0	10	0	0	0	0	0	0	0	0	61	0	18	0	0	0	48	0	5	0	0	0	0	0	0	0	0	0	0	0	199	16	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	185	"AWI"	185	4622	5423	5038	113	0	26	0	1	0	1	0	10	0	0	0	0	0	0	0	0	55	0	29	0	0	0	32	0	3	0	0	0	0	0	0	0	0	0	0	0	212	11	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	190	"AWI"	190	4712	5548	5138	145	1	46	0	0	0	0	0	15	0	0	0	0	0	0	0	0	46	0	17	0	0	0	62	0	5	0	0	0	0	0	0	0	0	0	0	0	201	17	0	0	0	1	0	0	27	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	195	"AWI"	195	4810	5665	5246	175	0	33	0	0	0	0	0	28	0	0	0	0	0	0	0	0	57	0	45	0	0	0	61	0	2	0	0	0	0	0	0	0	0	0	0	0	263	14	0	0	0	0	0	1	38	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	200	"AWI"	200	4913	5788	5349	135	0	18	0	0	1	2	0	10	0	0	1	0	0	0	0	0	37	0	61	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	166	11	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	1	0	0	1	5	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	205	"AWI"	205	5007	5903	5456	90	0	43	0	0	0	0	0	5	0	0	0	0	0	0	0	0	62	0	131	0	0	0	42	0	1	1	0	0	0	0	0	0	0	0	0	0	106	7	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	1	9	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	210	"AWI"	210	5112	6019	5558	116	1	36	0	1	0	0	0	5	1	0	0	0	0	0	0	0	40	0	32	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	160	3	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	2	13	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	215	"AWI"	215	5210	6130	5667	75	1	33	1	0	0	0	0	11	0	0	0	0	1	0	0	0	48	0	20	0	0	0	54	0	1	0	0	0	0	0	0	0	0	0	0	0	159	7	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	2	3	2	0
15783	40439	"Creux de Croue"	46.49687	6.12357	220	"AWI"	220	5305	6235	5771	82	0	25	1	0	0	1	0	3	0	0	0	0	0	0	1	0	22	0	46	0	0	0	38	0	5	0	0	0	0	1	1	0	0	0	3	0	108	5	0	0	0	0	0	0	13	5	0	0	0	0	0	0	1	0	0	0	0	12	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	225	"AWI"	225	5410	6343	5876	146	0	35	2	0	0	0	0	17	0	0	0	0	0	0	0	0	53	0	15	0	0	0	49	0	5	0	0	0	0	0	0	0	0	0	4	0	113	26	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	230	"AWI"	230	5519	6448	5987	230	0	37	0	0	0	0	0	4	0	0	0	0	0	0	0	0	62	0	15	0	0	0	42	0	4	0	0	0	0	0	1	0	0	0	1	0	191	20	0	0	0	0	0	0	15	1	0	0	0	0	0	0	2	0	0	0	4	11	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	235	"AWI"	235	5634	6553	6091	105	0	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	56	0	17	0	0	0	35	0	4	0	0	0	0	0	0	0	0	0	1	0	90	18	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	240	"AWI"	240	5744	6649	6196	124	1	44	0	1	0	1	0	18	1	0	0	0	0	0	0	0	79	0	19	0	0	0	41	0	7	0	0	0	0	0	0	0	0	0	1	0	52	39	0	0	0	0	0	0	29	0	0	0	2	1	0	0	0	0	0	0	3	13	0	1
15783	40439	"Creux de Croue"	46.49687	6.12357	245	"AWI"	245	5861	6748	6300	193	1	45	0	0	0	0	0	9	1	0	0	0	0	0	0	0	66	0	8	0	0	0	50	0	3	0	0	0	0	0	0	0	0	0	0	0	70	38	0	8	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	250	"AWI"	250	5972	6853	6403	155	1	17	0	0	0	0	0	3	3	0	0	0	1	0	0	0	39	0	5	0	0	0	23	0	2	0	0	0	0	0	0	0	0	0	1	0	19	21	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	5	9	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	255	"AWI"	255	6088	6965	6506	176	2	23	0	0	0	0	0	7	1	0	0	0	0	0	0	0	34	0	9	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	3	0	13	19	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	10	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	260	"AWI"	260	6219	7072	6606	238	1	26	0	0	0	0	0	9	0	0	0	0	1	0	0	0	37	0	18	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	1	0	20	22	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	265	"AWI"	265	6308	7186	6714	178	1	21	0	0	0	1	0	14	0	0	0	0	0	0	0	0	33	0	51	0	0	0	22	0	3	1	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	270	"AWI"	270	6400	7319	6826	209	0	29	1	0	0	0	0	9	0	0	0	0	0	0	0	0	57	0	43	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	0	0	2	25	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	275	"AWI"	275	6495	7442	6934	180	0	19	0	1	0	0	0	8	0	0	0	0	0	0	0	0	42	0	44	0	0	0	14	0	2	0	0	0	0	0	0	0	0	1	0	0	2	15	0	0	0	0	0	0	17	2	0	0	1	0	0	0	0	0	0	0	2	9	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	280	"AWI"	280	6583	7550	7043	115	1	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	48	0	21	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	15	2	0	0	0	1	0	0	0	0	0	0	0	16	1	0
15783	40439	"Creux de Croue"	46.49687	6.12357	285	"AWI"	285	6683	7668	7152	134	2	23	1	0	0	0	0	6	1	0	0	0	0	0	0	0	46	0	28	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	22	0	0	0	0	1	0	1	0	0	0	0	3	21	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	290	"AWI"	290	6782	7785	7261	234	1	18	0	0	0	0	0	7	0	0	0	0	0	0	0	0	50	0	51	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	1	0	2	13	0	0	0	0	0	0	20	0	0	0	0	1	0	1	0	0	0	0	2	21	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	295	"AWI"	295	6881	7901	7373	152	0	24	0	1	0	1	0	13	0	0	0	0	0	0	1	0	47	0	81	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	26	0	0	0	0	1	0	1	0	0	0	0	3	14	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	300	"AWI"	300	6986	8007	7486	137	2	33	2	2	0	1	0	15	1	1	0	0	0	0	0	0	117	0	74	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	27	1	0	0	0	2	0	0	0	2	0	0	6	49	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	305	"AWI"	305	7081	8148	7597	96	1	20	2	0	0	1	0	11	0	0	0	0	0	0	0	0	46	0	19	0	0	0	9	0	5	0	0	0	0	0	1	0	0	0	0	0	4	13	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	5	28	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	310	"AWI"	310	7177	8256	7711	104	2	16	1	0	0	1	0	7	0	0	0	0	0	0	0	0	68	0	59	0	0	0	10	0	9	0	0	0	0	0	1	0	0	0	0	0	2	18	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	6	34	3	0
15783	40439	"Creux de Croue"	46.49687	6.12357	315	"AWI"	315	7283	8365	7825	107	1	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	88	0	46	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0	0	0	0	0	25	1	0	0	0	0	1	0	0	0	0	0	6	26	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	320	"AWI"	320	7392	8477	7936	109	0	34	0	1	1	3	0	7	0	0	0	0	0	0	0	0	145	0	162	0	0	0	26	0	10	0	0	0	0	0	0	0	0	0	1	0	1	25	0	0	0	0	0	0	46	1	0	0	0	1	1	0	0	0	0	0	4	56	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	325	"AWI"	325	7498	8591	8046	42	5	21	0	1	0	0	0	6	0	0	0	0	0	0	0	0	111	0	148	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	8	54	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	330	"AWI"	330	7612	8691	8155	58	5	32	0	0	2	2	0	7	0	0	0	0	0	0	0	0	131	0	132	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	40	3	0	0	0	1	0	1	0	0	0	0	15	72	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	335	"AWI"	335	7733	8792	8264	27	3	34	0	0	1	2	0	14	0	0	0	0	0	0	0	0	114	0	258	0	4	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	2	57	1	0	0	2	2	0	0	0	0	0	0	12	93	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	340	"AWI"	340	7850	8904	8376	40	3	16	0	0	0	2	0	4	0	0	0	0	0	0	0	0	107	0	335	0	0	0	13	0	7	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	6	89	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	345	"AWI"	345	7954	9015	8489	44	3	18	0	1	0	2	0	12	0	0	0	0	0	0	0	0	137	0	183	0	0	0	3	0	7	3	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	30	0	0	0	1	1	0	0	0	0	0	0	12	73	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	350	"AWI"	350	8076	9117	8597	20	8	21	0	1	0	1	0	4	0	0	0	0	0	0	1	0	130	0	177	0	0	0	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	10	67	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	355	"AWI"	355	8195	9212	8709	13	1	14	1	0	0	1	0	6	0	0	0	0	0	0	0	0	131	0	171	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	55	2	0	0	0	0	0	0	0	1	0	0	15	83	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	360	"AWI"	360	8315	9321	8820	3	0	16	0	0	0	3	0	4	0	1	0	0	0	0	0	0	96	0	261	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	41	2	0	0	0	0	3	0	0	0	0	0	9	78	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	365	"AWI"	365	8445	9416	8933	10	1	8	1	0	0	1	0	5	0	0	0	0	0	0	0	0	79	0	311	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	6	83	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	370	"AWI"	370	8569	9521	9046	8	2	24	0	0	0	1	0	11	0	0	0	0	1	0	0	0	122	0	297	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	12	80	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	375	"AWI"	375	8704	9616	9156	2	3	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	111	0	266	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	35	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	7	64	0	0
15783	40439	"Creux de Croue"	46.49687	6.12357	380	"AWI"	380	8859	9718	9267	4	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	164	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	17	0	7	0	0	0	0	30	1	0	0	0	0	0	1	0	0	0	0	5	42	0	0
