"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15947	24578	"Bois-Jésus"	47.41333	0.63806	100	"AWI"	100	1385	1744	1565	0	45	3	1	0	1	24	0	0	2	0	0	0	0	0	3	0	246	0	0	0	1	0	0	0	0	5	0	0	0	0	2	3	0	1	0	3	3	0	0	0	1	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	105	"AWI"	105	1528	1881	1710	0	77	1	0	0	0	13	0	0	0	0	0	0	0	0	7	0	39	0	0	0	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	110	"AWI"	110	1681	1931	1811	0	78	0	2	0	0	96	1	0	0	0	0	0	0	0	3	0	146	0	0	0	0	0	0	0	0	1	0	0	0	0	4	4	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	255	"AWI"	255	4472	6347	5787	0	192	0	0	0	1	3	0	0	1	0	0	0	0	0	22	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	25	0	0	0	1	0	0	1	4	1	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	265	"AWI"	265	5664	7604	7031	0	106	0	0	2	0	0	0	0	0	0	1	0	0	0	27	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	24	1	0	0	0	0	0	0	1	1	1	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	270	"AWI"	270	6324	7686	7310	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	275	"AWI"	275	6751	7981	7593	0	63	0	3	1	1	4	0	0	0	0	0	0	1	0	113	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	0	2	48	0	0	0	2	3	0	0	1	9	7	2
15947	24578	"Bois-Jésus"	47.41333	0.63806	280	"AWI"	280	6976	8359	7762	0	60	1	3	1	1	0	1	0	0	0	0	0	0	0	101	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	7	31	0	0	0	3	14	1	0	0	10	14	1
15947	24578	"Bois-Jésus"	47.41333	0.63806	285	"AWI"	285	7112	8453	7861	0	151	0	0	0	1	0	0	0	0	0	0	0	1	0	102	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	10	1	0	0	3	22	0	0	0	1	3	0	0	2	4	6	1
15947	24578	"Bois-Jésus"	47.41333	0.63806	290	"AWI"	290	7217	8573	7953	0	12	1	1	0	4	8	2	0	0	0	0	0	0	0	134	0	40	0	0	0	0	0	0	0	0	2	0	0	0	0	54	0	0	0	0	27	0	0	0	6	1	0	0	0	6	9	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	295	"AWI"	295	7313	8712	8044	0	57	1	1	0	2	4	0	1	1	0	0	0	1	0	93	0	33	0	0	0	0	1	0	0	0	1	0	0	0	0	65	0	0	0	0	19	1	0	0	4	1	0	0	0	3	3	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	300	"AWI"	300	7447	8770	8132	0	36	1	0	0	1	15	0	0	0	0	0	0	0	0	70	0	48	0	0	0	0	0	0	0	0	3	0	0	0	0	109	0	0	0	0	8	0	0	0	1	1	0	0	0	1	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	325	"AWI"	325	8043	9226	8590	0	20	0	2	0	2	12	0	0	0	0	0	0	0	0	138	0	45	0	0	0	1	0	0	0	0	1	0	0	0	0	57	0	0	0	1	14	0	0	0	7	5	0	0	1	4	1	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	330	"AWI"	330	8135	9334	8683	0	0	0	1	0	1	16	2	0	0	0	0	0	1	0	82	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	1	13	0	0	1	0	2	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	335	"AWI"	335	8333	9415	8802	0	44	0	3	0	0	0	9	0	0	0	0	0	0	0	112	0	17	0	0	0	5	0	2	0	0	1	0	0	0	0	57	1	0	0	0	19	0	0	0	1	3	0	0	0	1	2	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	340	"AWI"	340	8439	9544	8928	0	6	1	8	0	19	6	2	0	0	0	0	0	0	0	27	0	60	0	0	1	0	0	0	0	0	13	0	0	0	0	113	0	0	0	0	6	1	0	0	4	0	0	0	0	0	2	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	345	"AWI"	345	8500	9785	9039	0	3	1	6	0	57	0	4	0	0	1	0	0	3	0	3	0	53	0	0	0	0	0	0	0	0	4	0	0	0	0	108	1	0	0	0	0	2	0	3	5	1	0	2	1	1	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	350	"AWI"	350	8595	10026	9169	0	0	0	6	0	30	9	2	1	0	0	0	0	0	0	3	0	69	0	0	0	0	0	0	0	0	13	0	0	0	0	104	1	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	355	"AWI"	355	8691	10287	9316	0	1	1	4	0	26	13	6	3	0	0	0	0	0	0	3	0	60	0	0	0	0	0	0	0	0	7	0	0	0	0	111	1	0	0	0	0	1	0	1	4	0	0	2	1	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	357.5	"AWI"	357.5	8727.5	10446	9384	0	1	6	6	0	45	9	10	1	0	1	0	0	2	0	4	0	67	0	0	0	0	0	0	0	0	9	0	0	0	0	72	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	360	"AWI"	360	8754	10617	9445	0	0	1	14	0	43	3	4	2	0	2	0	0	1	0	0	0	66	0	0	1	0	0	0	0	0	12	0	0	0	0	49	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	363	"AWI"	363	8781	10824	9522	0	3	0	4	0	44	10	6	1	2	0	0	0	2	0	0	0	81	0	0	0	0	0	0	0	0	21	0	0	0	0	94	3	0	0	0	2	1	0	0	6	0	0	2	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	365	"AWI"	365	8796	10985	9571	0	0	2	1	0	31	6	6	0	0	0	0	0	3	0	1	0	66	0	0	0	1	0	0	0	0	24	0	0	0	0	85	0	0	4	0	1	1	0	0	10	1	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	370	"AWI"	370	8914	11175	9721	0	4	1	0	0	12	0	0	0	0	0	0	0	0	0	3	0	48	0	0	1	0	0	0	0	0	2	0	0	0	0	73	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	375	"AWI"	375	9002	11397	9871	0	4	0	0	0	13	4	2	0	0	0	0	0	0	0	3	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	77	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	385	"AWI"	385	9160	11954	10154	0	3	0	2	0	36	10	4	0	0	0	1	0	1	0	2	0	106	0	0	0	0	0	0	0	0	3	0	0	0	0	98	1	0	0	0	0	2	0	1	1	0	0	3	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	390	"AWI"	390	9262	12119	10309	0	0	0	7	0	36	13	3	0	1	0	0	0	1	0	7	0	67	1	0	0	0	0	0	0	0	16	0	0	0	0	89	3	0	0	0	0	2	0	1	1	6	0	0	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	395	"AWI"	395	9344	12313	10460	0	3	0	5	0	38	13	0	0	0	0	0	0	1	0	3	0	88	0	0	2	0	0	0	0	0	11	1	0	0	0	91	4	0	0	0	2	1	0	0	4	1	0	1	0	0	0	0
15947	24578	"Bois-Jésus"	47.41333	0.63806	400	"AWI"	400	9406	12572	10612	0	4	0	5	0	28	17	1	0	1	0	0	0	0	3	3	1	94	0	0	0	0	0	0	0	0	14	2	0	0	0	48	0	0	0	0	2	0	0	0	3	0	1	3	0	0	0	0
