"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	255	"AWI"	255	1216	2229	1627	7	1	77	1	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	30	0	11	0	0	0	0	0	44	0	0	0	0	15	0	0	2	0	0	0	0	0	7	9	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	0	1
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	265	"AWI"	265	1257	2320	1696	15	2	58	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	28	0	15	0	0	0	0	0	46	0	0	0	0	13	0	0	0	0	0	0	1	0	8	8	0	0	0	0	0	17	0	0	0	0	2	1	2	0	0	0	4	0	1	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	285	"AWI"	285	1333	2551	1831	20	0	197	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	60	0	20	0	0	0	0	0	199	4	0	0	0	10	0	0	1	0	0	0	1	0	45	22	0	0	0	0	0	25	0	0	0	0	0	1	0	0	1	0	1	0	1	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	305	"AWI"	305	1497	2663	1978	36	1	227	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	93	0	16	1	0	0	0	0	237	0	0	0	0	7	0	0	0	0	0	0	5	0	66	15	0	0	0	0	0	35	0	0	0	2	2	0	0	0	0	0	3	0	0	1
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	315	"AWI"	315	1543	2738	2054	21	0	101	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	1	75	0	15	0	0	0	0	0	111	0	0	0	0	11	0	0	1	0	1	0	0	0	28	11	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	1	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	325	"AWI"	325	1581	2821	2128	28	1	221	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	109	0	17	0	0	0	0	0	312	2	1	0	0	4	0	0	2	0	0	0	4	0	45	34	0	0	0	0	0	26	0	0	0	1	1	0	0	0	0	0	4	1	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	335	"AWI"	335	1659	2901	2194	4	0	76	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	2	44	0	18	0	0	0	0	0	90	0	0	0	0	6	1	0	0	0	0	0	0	0	16	13	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	1	0	1	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	345	"AWI"	345	1775	2953	2256	1	0	75	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	1	83	0	18	0	0	0	0	0	97	2	0	0	0	0	1	0	0	0	0	0	2	0	35	8	0	0	0	0	0	54	0	0	0	1	1	2	0	0	0	0	1	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	355	"AWI"	355	1860	3021	2323	6	0	126	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	83	0	1	0	0	0	0	0	146	0	0	0	0	1	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	62	0	0	0	0	2	0	0	0	0	0	4	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	365	"AWI"	365	1925	3095	2393	0	0	86	1	0	0	1	0	2	25	0	0	0	0	0	0	0	0	0	0	98	0	14	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	1	0	0	0	56	9	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	3	2	3	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	375	"AWI"	375	1966	3192	2464	12	2	210	0	0	0	1	0	0	59	0	0	0	0	0	0	0	0	0	0	105	0	5	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	36	0	0	0	0	1	1	0	1	0	0	4	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	385	"AWI"	385	2393	3389	2762	14	1	129	0	0	0	1	0	0	113	0	0	0	0	0	1	0	0	0	0	180	0	1	0	0	0	0	0	223	4	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	0	0	0	0	35	0	0	0	0	3	0	0	0	1	0	1	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	395	"AWI"	395	2763	3744	3181	18	0	0	0	0	1	3	0	0	25	0	0	1	0	0	0	0	0	0	0	65	0	9	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	113	0	0	0	0	3	0	6	0	0	0	2	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	405	"AWI"	405	2925	4208	3610	11	0	0	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	85	0	3	0	0	0	0	0	106	0	0	0	0	1	0	0	1	0	0	0	0	0	23	22	0	0	0	0	0	41	0	0	0	0	1	2	0	0	0	0	3	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	415	"AWI"	415	3064	4797	4028	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	79	0	2	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	41	0	0	0	0	0	0	4	0	0	0	7	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	425	"AWI"	425	3180	5412	4435	8	3	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	150	0	3	0	0	0	0	0	527	0	0	0	0	1	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	52	0	0	0	0	1	0	14	0	1	0	10	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	435	"AWI"	435	3940	5503	4819	32	0	0	0	0	2	1	0	0	22	0	0	0	0	0	0	0	0	0	0	56	0	4	0	0	0	0	0	258	1	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	47	0	0	0	0	0	0	13	0	0	0	31	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	445	"AWI"	445	4446	5657	5225	37	0	0	0	0	4	1	0	0	24	1	0	0	0	0	0	0	0	0	0	83	0	6	0	0	0	0	0	195	0	1	0	0	0	0	0	0	0	0	0	0	0	13	27	0	0	0	0	0	55	0	0	0	0	1	0	0	0	1	0	12	0	1	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	455	"AWI"	455	4785	6145	5609	98	1	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	9	1	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	460	"AWI"	460	4898	6558	5777	162	1	0	2	0	7	2	0	0	20	0	0	0	0	0	1	0	0	0	0	74	0	0	2	0	0	0	0	93	9	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	38	0	0	0	0	3	0	0	0	0	0	13	0	0	0
18834	32260	"Etang de Luissel Bex"	46.23378	7.01911	472	"AWI"	472	5096	7622	6186	67	4	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	55	0	2	0	0	0	0	0	23	1	0	0	0	2	0	0	0	0	0	0	2	0	6	62	0	0	0	0	0	19	0	0	0	1	0	1	0	0	0	0	3	0	0	0
