"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Salix"	"Tilia"	"Ulmus"
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	540	"AWI"	540	4004	4638	4343	30	0	0	0	0	74	5	4	2	45	48	5	7	0	0	4	8
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	550	"AWI"	550	4243	4751	4510	18	2	0	2	0	66	7	2	0	46	41	6	6	0	0	4	6
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	560	"AWI"	560	4463	4906	4663	26	0	0	0	0	42	9	4	0	67	30	3	4	0	0	2	9
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	570	"AWI"	570	4617	5200	4858	25	0	0	0	0	61	8	6	1	31	28	3	7	0	0	3	4
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	580	"AWI"	580	4778	5621	5137	31	0	0	2	0	66	15	4	1	17	34	2	7	0	1	5	7
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	590	"AWI"	590	4996	5906	5438	29	0	0	1	0	46	16	3	0	31	22	2	6	2	0	9	11
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	600	"AWI"	600	5317	6119	5715	37	0	2	0	0	63	19	6	0	30	38	5	5	0	0	8	16
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	605	"AWI"	605	5577	6248	5876	42	1	0	1	0	52	22	5	0	39	23	3	10	0	0	18	24
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	610	"AWI"	610	5668	6542	6039	57	0	0	0	0	52	28	3	0	26	22	3	19	0	0	21	18
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	615	"AWI"	615	5806	6814	6240	40	0	4	2	0	65	27	4	0	26	19	3	11	0	0	20	20
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	620	"AWI"	620	5888	7259	6421	35	0	5	0	2	36	26	4	0	44	33	4	7	0	0	24	35
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	625	"AWI"	625	6036	7451	6625	37	0	4	0	4	44	33	4	1	34	25	3	12	1	0	27	39
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	630	"AWI"	630	6127	7745	6820	41	0	4	1	0	43	26	6	2	18	28	5	11	2	0	28	43
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	635	"AWI"	635	6317	7894	7016	36	0	5	0	2	44	26	7	0	19	39	6	10	0	0	29	35
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	640	"AWI"	640	6417	8146	7211	51	1	5	1	2	63	38	5	0	7	36	5	8	0	0	22	39
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	645	"AWI"	645	6608	8284	7412	41	0	2	0	1	51	38	4	0	12	20	3	12	0	0	26	42
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	650	"AWI"	650	6737	8497	7617	47	0	3	1	0	54	36	5	1	10	28	4	7	1	0	24	36
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	655	"AWI"	655	6974	8621	7817	52	0	3	0	0	69	27	3	0	0	21	4	6	0	0	29	31
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	660	"AWI"	660	7130	8826	8016	56	0	2	0	0	61	47	7	1	1	31	12	7	1	0	26	42
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	665	"AWI"	665	7376	8915	8209	42	0	3	0	0	53	35	4	0	0	51	4	3	0	0	22	36
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	670	"AWI"	670	7529	9097	8408	32	0	2	0	0	62	26	4	1	0	42	3	3	1	0	7	19
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	675	"AWI"	675	7869	9186	8601	25	0	3	2	0	56	20	3	0	1	54	2	2	0	0	3	8
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	680	"AWI"	680	8086	9335	8803	35	0	2	2	0	63	23	6	0	1	47	3	5	0	0	5	25
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	685	"AWI"	685	8726	9481	9123	44	0	1	0	0	85	20	4	0	0	56	5	0	0	0	2	18
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	690	"AWI"	690	8979	9944	9481	28	1	2	1	0	60	13	2	0	0	43	2	1	0	0	2	13
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	695	"AWI"	695	9554	10203	9871	21	0	3	0	0	50	19	3	0	0	56	2	0	0	0	0	12
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	700	"AWI"	700	9700	10972	10246	37	0	3	0	0	88	25	11	0	0	64	5	0	0	0	1	25
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	705	"AWI"	705	9852	11214	10480	5	0	2	0	0	56	7	3	0	0	61	2	0	0	0	0	4
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	710	"AWI"	710	9946	11641	10686	0	0	3	0	0	42	2	3	0	0	36	2	0	0	0	0	3
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	715	"AWI"	715	10152	11800	10916	0	0	1	2	1	92	7	2	1	0	69	2	1	0	0	0	11
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	720	"AWI"	720	10261	12089	11140	0	0	2	0	0	71	6	3	0	0	55	1	0	1	0	0	10
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	725	"AWI"	725	10505	12237	11385	0	0	3	0	0	126	2	2	0	1	68	1	0	0	2	0	9
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	730	"AWI"	730	10627	12486	11635	0	0	3	0	0	124	0	3	0	2	73	2	0	0	1	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	735	"AWI"	735	10921	12598	11871	0	0	3	0	0	117	2	3	0	0	88	5	0	0	1	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	740	"AWI"	740	11085	12802	12116	0	0	0	3	0	157	0	3	1	0	75	2	0	0	0	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	745	"AWI"	745	11394	12909	12334	0	0	0	3	0	115	1	4	1	0	47	5	0	0	0	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	750	"AWI"	750	11561	13086	12577	0	0	0	3	1	152	0	7	0	1	41	9	0	0	8	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	755	"AWI"	755	11819	13257	12786	0	8	0	15	5	102	0	5	0	6	92	7	0	0	0	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	760	"AWI"	760	11931	13624	12960	0	27	0	79	0	98	0	14	0	7	102	23	0	0	0	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	765	"AWI"	765	12095	13868	13122	0	50	0	105	3	113	2	28	0	9	80	30	0	0	5	0	0
2979	3882	"Åntu Sinijarv"	59.0608	26.24178	770	"AWI"	770	12201	14272	13265	0	56	0	91	0	80	0	21	0	3	120	35	0	0	7	0	0
