"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23443	40448	"Motta Naluns"	46.81088	10.26429	73	"AWI"	73	2224	2900	2551	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	817	0	0	0	0	4	0	0	0	0	5	0	9	0	0	28	27	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0
23443	40448	"Motta Naluns"	46.81088	10.26429	79	"AWI"	79	2389	3027	2700	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	374	0	0	0	0	2	0	0	0	0	6	0	5	0	0	17	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	85	"AWI"	85	2544	3249	2886	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	522	0	0	0	1	1	0	0	1	0	2	0	12	0	0	43	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	91	"AWI"	91	2665	3620	3076	4	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	297	0	0	0	0	5	0	0	0	0	12	0	7	0	0	61	0	0	0	0	0	1	2	21	2	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	97	"AWI"	97	2834	3819	3318	2	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	4	231	0	0	0	0	1	0	0	0	0	2	0	2	0	0	50	0	0	0	0	0	1	4	10	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	103	"AWI"	103	3055	4032	3552	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	255	0	0	0	0	4	0	0	0	0	0	0	9	0	0	55	0	0	0	0	0	0	2	14	0	0	3	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	109	"AWI"	109	3253	4197	3813	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	2	0	0	0	0	0	0	4	0	0	77	0	0	0	0	0	2	2	1	0	0	2	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	115	"AWI"	115	3656	4308	4017	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	119	0	0	0	0	1	0	0	0	0	1	0	6	0	0	24	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	123	"AWI"	123	4005	4457	4245	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	86	0	0	0	0	4	0	0	0	0	5	0	10	0	0	38	0	0	0	0	0	0	0	1	0	1	5	0	0	2	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	128	"AWI"	128	4111	4547	4331	4	0	0	0	5	0	1	0	0	2	0	1	0	0	0	0	0	2	88	0	0	0	0	2	1	0	0	0	4	0	33	0	0	76	0	0	0	0	0	0	2	9	0	0	1	0	0	0	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	134	"AWI"	134	4254	4650	4453	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	141	0	0	0	0	1	0	0	0	0	0	0	33	0	0	84	104	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	140	"AWI"	140	4354	4811	4583	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	25	0	0	64	0	0	0	0	0	2	1	4	0	1	1	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	146	"AWI"	146	4485	4941	4719	5	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	3	276	0	0	0	0	3	0	0	0	0	1	0	16	0	1	43	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	152	"AWI"	152	4599	5124	4840	4	0	0	1	0	5	0	0	0	1	1	0	0	0	0	0	0	1	301	0	0	0	0	3	0	0	0	0	2	0	15	0	2	33	0	0	0	0	0	1	1	4	0	2	3	0	0	0	0	0	0	1
23443	40448	"Motta Naluns"	46.81088	10.26429	158	"AWI"	158	4734	5220	4957	5	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3	141	0	0	0	0	2	0	1	0	0	0	0	9	0	0	56	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	164	"AWI"	164	4849	5337	5082	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	6	17	0	0	0	0	1	0	0	0	0	0	0	9	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	170	"AWI"	170	4916	5519	5209	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	35	0	0	0	0	2	0	0	0	0	0	0	15	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
23443	40448	"Motta Naluns"	46.81088	10.26429	176	"AWI"	176	5050	5603	5343	10	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	147	0	0	0	0	7	0	0	0	0	0	0	19	0	0	62	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	182	"AWI"	182	5171	5765	5467	5	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	106	0	0	0	0	2	0	0	0	0	0	0	18	0	0	67	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	2	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	188	"AWI"	188	5313	5855	5585	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	53	0	0	0	0	1	0	0	0	0	0	0	18	0	1	59	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	194	"AWI"	194	5447	5996	5727	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	24	0	0	0	0	2	0	0	0	0	0	0	21	0	0	30	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0
23443	40448	"Motta Naluns"	46.81088	10.26429	200	"AWI"	200	5529	6265	5873	5	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	5	82	0	0	0	0	0	0	0	0	0	2	0	34	0	0	92	0	0	0	0	0	7	1	19	0	0	3	0	0	0	0	2	1	0
23443	40448	"Motta Naluns"	46.81088	10.26429	206	"AWI"	206	5672	6397	6028	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	164	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	0	0	0	0	0	14	0	0	2	0	0	2	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	212	"AWI"	212	5804	6580	6181	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	47	0	0	0	0	0	0	0	1	0	0	0	11	0	0	63	0	0	0	0	0	1	1	15	0	0	0	0	0	1	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	218	"AWI"	218	5954	6701	6342	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	5	107	0	0	0	1	2	0	0	1	0	3	0	19	0	0	122	145	0	0	0	1	2	1	20	0	0	0	0	0	1	0	7	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	224	"AWI"	224	6186	6809	6488	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	53	0	0	0	0	0	0	1	0	0	1	0	14	0	0	76	92	0	0	0	0	1	0	9	0	0	1	0	0	0	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	230	"AWI"	230	6356	6933	6641	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	4	96	0	0	0	1	0	0	0	1	0	1	0	22	0	0	147	0	0	0	0	0	1	0	11	0	0	1	0	0	0	0	4	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	236	"AWI"	236	6512	7092	6801	4	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	251	0	0	0	0	2	0	0	0	0	1	0	16	0	0	87	101	0	0	0	0	0	0	3	0	0	2	0	0	2	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	242	"AWI"	242	6660	7301	6965	5	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	8	131	0	0	0	0	0	0	0	0	0	3	0	21	0	0	128	0	0	0	0	0	0	3	10	0	0	1	0	0	2	0	6	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	248	"AWI"	248	6855	7467	7147	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	11	259	0	0	0	0	1	0	0	0	0	1	0	10	0	0	109	0	0	0	0	0	1	1	10	0	0	8	0	0	2	0	5	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	254	"AWI"	254	7161	7768	7474	15	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	112	0	0	0	0	0	0	0	1	0	0	0	20	0	0	96	67	0	0	0	0	1	0	7	0	0	1	0	0	1	0	7	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	260	"AWI"	260	7336	8288	7871	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	22	195	0	0	0	2	0	0	0	1	0	5	0	11	0	0	90	0	0	0	0	0	5	1	5	0	0	3	0	0	0	0	9	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	266	"AWI"	266	7970	8521	8257	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	28	167	0	0	0	0	0	0	0	1	0	2	0	17	0	0	12	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	8	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	272	"AWI"	272	8324	9083	8650	0	0	8	0	0	0	0	1	0	9	0	2	0	0	0	0	0	23	261	0	0	0	1	0	0	0	0	0	13	0	10	0	0	2	287	0	0	0	3	0	2	0	0	0	5	0	0	3	0	8	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	277	"AWI"	277	8619	9496	9005	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	9	377	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	193	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	280	"AWI"	280	8701	9905	9208	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	15	556	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	260	0	0	0	0	0	1	1	1	0	0	0	0	0	0	6	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	282	"AWI"	282	8903	10080	9439	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	2	239	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	311	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	285	"AWI"	285	9068	10466	9783	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	231	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	287	"AWI"	287	9143	10788	10002	0	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	3	342	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	3	0	2	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	290	"AWI"	290	9246	11356	10325	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	4	241	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	292	"AWI"	292	9556	11413	10523	0	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	2	185	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	1	0	0	1	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	295	"AWI"	295	9909	11547	10831	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	297	"AWI"	297	10052	11672	11049	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
23443	40448	"Motta Naluns"	46.81088	10.26429	300	"AWI"	300	10206	12036	11362	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
