"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3381	40574	"Rotsee"	47.07556	8.32556	796	"AWI"	796	8653	10241	9423	1	3	18	0	1	7	2	0	31	2	0	0	0	385	7	0	0	0	0	0	0	0	0	2	0	0	0	0	70	0	14	1	0	100	2	0	1	2	2	1	0	0	4	43	0	0
3381	40574	"Rotsee"	47.07556	8.32556	812	"AWI"	812	8781	10425	9612	0	7	23	0	3	4	1	0	40	2	0	0	0	332	9	2	0	0	0	0	0	0	0	2	0	0	0	0	80	0	36	1	0	109	5	0	1	0	1	1	0	0	12	43	0	0
3381	40574	"Rotsee"	47.07556	8.32556	828	"AWI"	828	8936	10650	9804	0	2	24	0	4	1	3	0	34	6	0	0	0	288	10	0	0	0	0	0	0	0	0	2	0	0	1	0	127	0	11	0	0	97	2	0	0	1	4	0	0	0	8	47	0	0
3381	40574	"Rotsee"	47.07556	8.32556	844	"AWI"	844	9175	10734	10054	0	0	17	0	1	3	3	0	43	0	0	0	0	346	14	0	0	0	0	0	1	0	0	1	2	0	0	0	112	0	21	0	0	67	1	0	0	2	4	1	0	0	5	72	2	0
3381	40574	"Rotsee"	47.07556	8.32556	860	"AWI"	860	9337	10850	10317	0	1	14	0	1	0	1	0	60	2	0	0	0	335	10	0	0	0	0	0	0	0	0	1	0	0	0	0	219	0	21	0	0	46	1	0	0	0	7	0	0	0	15	65	0	0
3381	40574	"Rotsee"	47.07556	8.32556	876	"AWI"	876	9621	11021	10531	0	1	19	0	2	0	1	0	66	2	0	0	0	313	13	0	0	0	0	0	1	0	0	1	0	0	0	0	166	0	16	0	0	45	0	0	0	3	4	0	0	1	9	85	0	0
3381	40574	"Rotsee"	47.07556	8.32556	883	"AWI"	883	9869	11042	10630	0	2	26	0	2	0	3	0	80	1	0	0	0	312	21	0	0	0	0	0	0	0	0	3	0	0	0	0	210	0	32	0	0	67	1	0	0	3	7	0	0	0	10	86	0	2
3381	40574	"Rotsee"	47.07556	8.32556	892	"AWI"	892	10184	11074	10754	0	0	7	0	1	0	4	0	70	2	0	0	0	133	11	0	0	0	0	0	0	0	0	1	0	0	0	0	223	0	14	0	0	29	2	0	1	4	6	0	0	0	7	60	2	0
3381	40574	"Rotsee"	47.07556	8.32556	900	"AWI"	900	10470	11101	10865	0	0	14	0	0	0	7	0	73	0	0	0	0	149	17	0	0	0	0	0	0	0	0	3	0	0	0	0	290	0	15	0	0	21	1	0	0	0	4	0	0	1	6	79	0	0
3381	40574	"Rotsee"	47.07556	8.32556	904	"AWI"	904	10601	11120	10920	0	3	7	0	2	0	8	0	99	0	0	0	0	64	15	0	0	0	0	0	0	0	0	2	0	0	0	0	465	0	27	0	0	6	2	0	1	1	9	0	0	0	18	37	0	0
3381	40574	"Rotsee"	47.07556	8.32556	908	"AWI"	908	10703	11142	10975	0	2	8	0	3	0	5	0	95	1	0	0	0	29	8	0	0	0	0	0	0	0	0	1	0	0	0	0	500	0	20	0	0	4	1	0	1	2	15	0	0	0	12	31	0	1
3381	40574	"Rotsee"	47.07556	8.32556	912	"AWI"	912	10792	11174	11034	0	3	6	0	2	0	7	0	136	1	0	0	0	14	18	0	0	0	0	0	0	0	0	6	0	0	0	0	522	0	31	1	0	5	0	0	3	3	17	0	0	0	22	13	0	0
3381	40574	"Rotsee"	47.07556	8.32556	916	"AWI"	916	10867	11228	11092	0	0	1	0	4	0	3	0	125	1	0	0	0	21	17	1	0	0	0	0	2	0	0	3	0	0	0	0	622	0	39	0	0	4	2	0	0	3	12	0	0	0	16	6	0	2
3381	40574	"Rotsee"	47.07556	8.32556	920	"AWI"	920	10994	11329	11200	0	0	1	0	8	0	8	0	233	0	1	0	0	6	13	0	0	0	0	0	0	0	0	3	0	0	0	0	537	0	37	0	1	6	0	0	0	5	12	0	1	0	9	2	1	1
3381	40574	"Rotsee"	47.07556	8.32556	924	"AWI"	924	11136	11438	11318	0	0	2	1	6	0	6	0	350	0	0	0	1	5	10	0	0	0	0	0	0	0	0	2	0	0	0	0	519	0	12	0	0	1	1	0	2	2	13	0	0	0	4	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	928	"AWI"	928	11272	11550	11435	0	0	2	0	2	0	10	0	307	2	1	0	0	3	16	2	0	0	0	0	0	0	0	6	0	0	0	0	414	0	41	0	0	0	1	0	3	6	8	0	0	0	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	932	"AWI"	932	11404	11661	11551	0	0	0	0	4	0	14	0	253	1	1	0	0	0	20	3	0	0	0	0	0	0	0	11	0	0	0	0	543	0	68	1	0	0	1	0	2	5	11	0	0	0	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	936	"AWI"	936	11533	11776	11666	0	0	3	2	8	0	27	0	234	0	0	0	1	0	13	2	0	0	0	0	0	0	0	12	0	0	0	0	366	0	39	0	0	0	1	0	1	4	7	0	0	7	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	940	"AWI"	940	11663	11896	11784	0	0	2	0	10	0	16	0	167	0	0	0	1	0	15	0	0	0	0	0	0	0	0	9	0	0	0	0	460	0	64	0	1	0	3	0	3	5	5	0	0	2	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	944	"AWI"	944	11785	12021	11902	0	0	1	1	1	0	12	0	138	1	0	0	4	0	17	1	0	0	0	0	0	0	0	16	0	0	0	0	422	0	36	0	0	0	4	0	2	4	1	0	0	1	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	948	"AWI"	948	11899	12149	12022	0	0	0	2	11	0	30	0	121	1	0	0	0	0	31	1	0	0	0	0	0	0	0	22	0	0	0	0	657	0	68	0	3	0	7	0	7	3	7	0	0	3	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	952	"AWI"	952	12009	12282	12140	0	0	0	2	5	0	28	0	194	0	1	0	1	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	405	0	77	0	0	0	2	0	3	5	4	0	0	3	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	956	"AWI"	956	12114	12417	12259	0	0	0	1	2	0	19	0	76	0	0	0	2	1	8	0	0	0	0	0	1	0	0	11	0	0	0	0	505	0	42	0	0	0	5	0	0	4	1	0	1	3	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	960	"AWI"	960	12219	12554	12379	0	0	0	1	4	0	26	0	68	0	0	0	2	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	464	0	77	0	0	0	3	0	1	2	1	0	1	3	0	0	1	0
3381	40574	"Rotsee"	47.07556	8.32556	964	"AWI"	964	12374	12707	12533	0	0	0	2	8	0	13	0	41	0	0	0	0	0	14	1	0	0	0	0	0	0	0	2	0	0	0	0	634	0	41	0	0	0	2	0	1	5	2	0	0	4	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	968	"AWI"	968	12604	12890	12735	0	0	1	0	4	0	8	0	295	0	0	0	0	0	13	2	0	0	0	0	0	0	0	7	0	0	0	0	407	0	35	0	0	0	0	0	2	1	8	0	0	0	0	1	0	0
3381	40574	"Rotsee"	47.07556	8.32556	972	"AWI"	972	12830	13081	12939	0	0	0	0	2	0	4	0	293	1	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	312	0	18	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	976	"AWI"	976	13043	13275	13149	0	0	0	1	0	0	5	0	232	1	0	0	0	0	14	1	0	0	0	0	0	0	0	6	0	0	0	0	408	0	35	0	0	0	1	0	0	2	3	0	0	1	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	980	"AWI"	980	13239	13474	13360	0	0	0	0	5	0	14	0	427	0	0	0	1	0	13	2	0	0	0	0	0	0	0	11	0	0	0	0	384	0	33	0	0	0	1	0	0	2	15	0	0	0	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	984	"AWI"	984	13422	13693	13568	0	0	0	0	0	0	9	0	296	0	0	0	0	0	12	4	0	0	0	0	0	0	0	7	0	0	0	0	214	0	34	0	0	0	3	0	0	5	4	0	0	0	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	988	"AWI"	988	13602	13916	13775	0	0	0	0	0	0	15	0	432	1	1	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	193	0	29	0	0	0	3	0	1	3	11	0	1	1	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	992	"AWI"	992	13770	14148	13981	0	0	0	0	1	0	10	0	480	0	0	0	0	0	27	1	0	0	0	0	0	0	0	21	0	0	0	0	97	0	50	0	0	0	0	0	3	3	15	0	1	4	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	996	"AWI"	996	13938	14386	14184	0	0	0	0	7	0	25	0	498	0	0	0	4	0	30	2	0	0	0	0	0	0	0	19	0	0	0	0	35	0	100	0	0	0	1	0	3	14	17	0	0	4	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1000	"AWI"	1000	14110	14627	14388	0	0	0	1	6	0	10	0	408	0	0	0	2	0	11	8	2	0	0	0	0	0	0	77	0	0	0	0	11	0	67	0	0	0	3	0	4	1	18	0	2	2	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1004	"AWI"	1004	14279	14867	14595	0	0	0	2	2	0	19	0	71	1	1	0	8	0	32	12	0	0	0	0	0	0	0	437	0	0	0	0	5	0	173	0	0	0	5	0	0	5	29	0	0	12	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1008	"AWI"	1008	14446	15107	14801	0	0	0	3	5	0	26	0	92	0	2	0	21	0	72	6	0	0	0	0	0	0	0	60	0	0	0	0	6	0	196	0	0	0	4	0	1	2	30	0	1	12	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1012	"AWI"	1012	14662	15259	14984	0	0	0	7	7	0	63	0	103	0	1	0	21	0	68	1	0	0	0	0	0	0	0	18	0	0	0	0	9	0	242	0	0	0	10	0	3	14	15	0	2	15	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1020	"AWI"	1020	15092	15561	15353	0	0	0	4	5	0	69	0	122	2	1	0	13	0	70	1	0	0	0	0	0	0	0	8	0	1	0	0	13	0	167	0	0	0	8	0	2	6	14	0	2	11	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1028	"AWI"	1028	15502	15900	15718	0	0	0	5	6	0	60	0	96	6	0	0	17	0	55	3	0	0	0	0	0	0	0	13	0	0	0	0	7	0	154	0	0	0	4	0	2	4	16	0	2	6	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1036	"AWI"	1036	15862	16267	16083	0	0	0	8	1	0	73	0	90	1	1	2	36	0	91	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	210	0	0	0	10	0	4	3	12	0	1	11	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1052	"AWI"	1052	16472	17084	16826	0	0	0	7	3	0	85	0	22	1	0	0	49	0	60	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	216	0	0	1	1	0	2	7	2	0	3	12	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1068	"AWI"	1068	16772	17382	17105	0	0	0	14	0	0	82	0	2	2	0	6	16	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	122	0	0	0	9	0	3	4	9	0	0	10	0	0	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1084	"AWI"	1084	16898	17750	17303	0	0	0	5	0	0	9	0	14	1	0	3	3	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	37	0	0	0	7	0	1	1	1	0	1	2	0	1	0	0
3381	40574	"Rotsee"	47.07556	8.32556	1100	"AWI"	1100	17007	18202	17503	0	0	0	14	0	0	13	0	3	0	0	0	5	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	38	0	0	0	6	0	1	0	0	0	0	2	0	0	0	0
