"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Juniperus"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	42	"AWI"	42	200	855	490	2	1	0	2	0	257	0	1	3	28	0	20	0	27	0	11	127	0	0	1	4	0	0	0	0	0	0	3	0	1	0	1	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	45	"AWI"	45	233	883	532	8	0	0	1	0	274	0	1	1	32	0	19	0	17	0	7	185	0	0	1	0	0	0	1	0	0	0	3	0	3	0	1	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	48	"AWI"	48	258	926	575	12	1	0	3	0	246	0	0	3	23	0	17	0	7	0	14	166	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	54	"AWI"	54	332	1006	653	4	0	0	1	0	208	0	0	2	26	0	15	0	21	1	9	115	1	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	60	"AWI"	60	398	1094	733	4	0	0	1	0	255	0	0	8	23	0	0	0	22	0	6	166	0	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	66	"AWI"	66	483	1156	812	7	1	0	2	0	290	0	0	1	23	0	9	0	14	0	4	130	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	72	"AWI"	72	552	1234	892	5	0	0	0	0	291	0	0	6	28	0	10	0	5	0	7	133	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	78	"AWI"	78	638	1304	972	9	1	0	5	0	243	0	0	8	27	0	11	0	7	0	6	165	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	84	"AWI"	84	735	1372	1052	7	0	0	3	0	270	0	0	0	23	0	16	0	15	0	11	150	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	90	"AWI"	90	813	1448	1131	6	0	0	4	0	279	0	0	2	16	0	17	0	14	0	6	133	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	96	"AWI"	96	935	1501	1206	5	1	0	2	0	250	0	0	2	20	0	0	0	3	0	5	176	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	99	"AWI"	99	975	1542	1245	5	0	0	0	0	199	0	1	0	26	0	12	0	5	0	16	123	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	102	"AWI"	102	1038	1581	1285	1	0	0	2	0	244	0	0	1	27	0	20	1	12	0	14	155	0	0	4	2	0	0	0	0	0	0	3	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	108	"AWI"	108	1121	1674	1374	9	1	0	1	0	275	0	0	1	22	0	20	1	6	1	11	139	0	0	0	2	0	0	0	0	0	0	5	0	2	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	114	"AWI"	114	1210	1783	1475	4	0	0	1	0	285	0	0	0	28	0	0	0	3	0	2	123	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	120	"AWI"	120	1270	1943	1574	9	2	0	1	0	281	0	0	0	29	0	18	0	17	0	12	118	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	123	"AWI"	123	1324	1980	1625	5	0	0	5	0	266	0	0	3	32	0	13	0	13	0	3	140	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	126	"AWI"	126	1362	2027	1679	5	0	0	3	0	259	0	0	1	27	0	18	0	18	0	11	134	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	132	"AWI"	132	1440	2152	1782	9	0	0	2	0	284	0	0	2	27	0	15	0	4	0	6	148	0	0	2	1	0	0	1	0	0	0	2	0	1	0	1	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	138	"AWI"	138	1538	2252	1888	8	1	0	1	0	290	0	0	0	21	0	14	0	9	0	6	141	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	144	"AWI"	144	1662	2348	1988	8	0	0	5	0	235	0	0	0	22	0	16	1	5	0	2	125	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	147	"AWI"	147	1712	2397	2041	3	1	0	0	0	228	0	0	3	16	0	17	0	5	0	3	198	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	150	"AWI"	150	1748	2465	2095	13	1	0	0	0	216	0	0	1	31	0	14	0	3	0	14	192	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	153	"AWI"	153	1838	2507	2142	6	1	0	1	0	233	0	1	2	25	0	7	0	11	0	8	176	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	156	"AWI"	156	1912	2563	2195	4	0	0	1	0	290	0	0	1	28	0	9	0	7	0	2	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	159	"AWI"	159	1954	2636	2249	5	0	0	2	0	252	0	1	1	20	0	5	1	10	0	6	147	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	4
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	162	"AWI"	162	2005	2690	2304	4	0	0	1	0	299	0	0	1	22	0	19	0	12	0	5	149	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	165	"AWI"	165	2042	2747	2359	6	0	0	2	0	319	0	0	0	14	0	0	0	0	0	6	150	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	168	"AWI"	168	2078	2836	2412	10	0	0	0	0	300	0	0	0	8	1	0	0	12	0	4	169	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	172	"AWI"	172	2137	2943	2484	4	0	0	2	0	265	0	1	3	14	0	0	0	2	1	3	179	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	179	"AWI"	179	2236	3102	2616	9	0	0	2	0	273	0	0	1	19	0	13	1	6	0	5	149	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	188	"AWI"	188	2377	3287	2792	8	0	0	1	0	304	0	0	0	27	0	13	0	14	0	5	154	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	191	"AWI"	191	2426	3362	2848	11	0	0	0	0	287	0	0	2	20	0	0	0	8	0	5	126	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	194	"AWI"	194	2485	3412	2908	7	0	0	2	0	238	0	0	6	32	0	0	0	7	0	1	179	0	0	1	1	0	0	0	0	0	0	3	0	1	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	200	"AWI"	200	2567	3537	3023	6	0	0	1	0	305	0	0	0	23	0	0	0	15	0	4	140	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	203	"AWI"	203	2648	3577	3083	7	0	0	0	0	270	0	0	1	17	0	13	0	1	0	2	130	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	206	"AWI"	206	2703	3628	3142	5	0	0	1	0	228	0	0	2	22	0	8	0	4	0	5	105	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	209	"AWI"	209	2743	3689	3201	7	0	0	2	0	263	0	0	0	16	0	0	0	8	0	3	143	0	0	1	1	0	0	0	0	0	0	3	0	2	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	212	"AWI"	212	2818	3740	3255	6	0	0	0	0	302	0	0	2	10	0	0	0	3	0	2	139	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	218	"AWI"	218	2947	3862	3368	5	0	0	2	0	304	0	0	0	19	0	17	0	6	0	4	138	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	224	"AWI"	224	3129	3966	3473	5	0	0	0	0	260	0	0	1	26	0	0	0	6	0	9	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	230	"AWI"	230	3253	4088	3582	11	0	0	0	0	284	0	0	1	22	0	0	0	7	0	6	160	0	0	1	1	0	0	0	0	0	0	5	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	233	"AWI"	233	3341	4185	3674	10	0	0	1	0	231	0	0	1	28	0	0	0	7	0	8	180	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	236	"AWI"	236	3394	4336	3765	6	0	0	0	0	235	0	0	2	29	0	0	0	10	0	3	232	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	242	"AWI"	242	3491	4650	3938	5	0	0	0	0	237	0	0	3	16	0	0	0	1	0	4	225	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	248	"AWI"	248	3597	4918	4122	4	0	0	1	0	250	0	0	6	21	0	10	0	1	0	2	193	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	254	"AWI"	254	3722	5155	4307	7	1	0	0	0	280	0	0	2	15	0	14	0	2	0	4	203	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	260	"AWI"	260	3816	5456	4492	11	1	0	1	0	236	0	0	2	14	0	16	0	6	0	4	199	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	266	"AWI"	266	3979	5640	4684	10	1	0	2	0	216	0	0	0	15	0	20	0	4	0	5	215	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	272	"AWI"	272	4108	5865	4870	7	1	0	2	0	249	0	0	1	16	0	11	0	9	0	3	203	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	278	"AWI"	278	4233	6069	5065	7	1	0	1	0	205	0	0	0	9	0	16	0	4	0	1	253	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	284	"AWI"	284	4383	6277	5260	13	0	0	1	0	209	0	0	0	23	0	0	0	11	0	0	196	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	290	"AWI"	290	4506	6536	5445	7	2	0	0	0	261	0	0	3	21	0	16	0	6	0	3	177	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	296	"AWI"	296	4694	6705	5641	16	0	0	3	0	249	0	0	3	19	0	0	0	1	0	2	197	0	8	0	6	0	0	0	0	0	0	2	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	302	"AWI"	302	4851	6920	5832	14	0	0	1	0	248	0	0	3	7	0	0	0	5	0	3	203	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	305	"AWI"	305	4966	6996	5931	10	0	0	0	0	239	0	0	0	10	0	10	0	1	0	0	206	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	308	"AWI"	308	5046	7089	6029	10	0	0	2	0	225	0	0	2	11	0	0	1	5	0	1	245	0	0	1	0	0	0	1	0	0	0	2	0	0	1	2	3
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	314	"AWI"	314	5219	7271	6219	9	0	0	0	0	220	0	0	1	12	0	11	0	4	0	1	255	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	320	"AWI"	320	5360	7472	6407	4	0	0	5	0	220	0	0	4	13	0	12	0	8	0	0	202	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	326	"AWI"	326	5571	7614	6599	9	0	0	5	0	260	0	0	4	21	0	13	0	2	0	0	174	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	332	"AWI"	332	5758	7811	6792	17	0	0	0	0	258	0	0	1	13	0	13	0	4	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	338	"AWI"	338	5926	7963	6987	12	0	0	1	0	249	0	0	4	5	0	13	0	0	0	1	231	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	342	"AWI"	342	6049	8081	7109	12	0	0	2	0	229	0	0	1	14	0	13	0	5	0	3	277	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	345	"AWI"	345	6165	8142	7206	10	0	0	0	0	221	0	0	0	6	0	19	0	3	0	1	229	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	348	"AWI"	348	6251	8238	7302	13	1	0	3	0	223	0	0	2	16	0	0	0	7	0	0	289	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	351	"AWI"	351	6346	8334	7401	21	0	0	0	0	265	0	0	3	9	0	0	0	8	0	1	205	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	354	"AWI"	354	6476	8411	7491	17	0	0	2	0	241	0	0	0	21	0	0	0	14	0	1	221	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	357	"AWI"	357	6578	8491	7588	19	1	0	0	0	233	0	0	0	10	0	13	0	22	0	0	243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	360	"AWI"	360	6661	8584	7685	15	0	0	2	0	268	0	0	3	11	0	0	0	6	0	6	216	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	363	"AWI"	363	6810	8642	7774	14	0	0	0	0	265	0	0	1	11	0	0	1	8	0	0	219	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	366	"AWI"	366	6925	8696	7865	10	0	0	1	0	225	0	0	0	14	0	7	0	4	0	0	257	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	369	"AWI"	369	7017	8791	7958	23	0	0	0	0	262	0	0	1	15	0	0	0	13	1	0	235	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	372	"AWI"	372	7159	8857	8049	18	0	0	3	0	269	0	0	4	7	0	0	0	11	0	2	222	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	375	"AWI"	375	7288	8919	8142	21	0	0	1	0	222	0	0	0	9	0	0	0	2	0	0	241	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	378	"AWI"	378	7394	8992	8240	16	0	0	1	0	223	0	0	8	11	0	0	0	9	0	2	231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	382	"AWI"	382	7570	9101	8361	6	0	0	3	0	341	0	0	1	12	0	0	0	20	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	385	"AWI"	385	7716	9157	8451	6	0	0	1	0	355	0	0	0	7	0	0	0	52	0	0	116	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	388	"AWI"	388	7836	9225	8538	10	0	0	1	0	295	0	0	0	9	0	0	0	75	0	2	175	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	391	"AWI"	391	7984	9310	8631	6	0	0	2	0	312	0	0	1	12	0	0	0	14	0	2	178	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	394	"AWI"	394	8225	9363	8730	6	0	0	2	0	283	0	0	5	10	0	0	0	7	0	3	170	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	397	"AWI"	397	8393	9432	8836	5	0	0	4	0	361	0	0	3	17	0	0	0	7	0	1	111	0	0	1	1	0	0	0	0	0	1	5	0	1	0	1	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	400	"AWI"	400	8486	9570	8945	0	0	0	2	0	423	0	0	3	14	0	0	0	0	0	0	35	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	403	"AWI"	403	8653	9778	9163	0	0	0	3	0	415	0	0	2	19	0	0	0	0	0	1	32	0	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	407	"AWI"	407	8775	10205	9464	0	0	0	4	0	500	0	0	0	16	0	0	0	0	0	0	44	0	0	3	2	0	0	0	0	0	0	7	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	410	"AWI"	410	8833	10624	9674	1	0	0	0	0	628	0	0	0	10	0	0	0	0	0	0	25	0	0	3	1	0	0	0	0	0	1	9	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	413	"AWI"	413	9110	10701	9907	1	0	0	2	0	432	0	0	0	17	0	0	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	417	"AWI"	417	9312	10872	10232	1	1	0	3	0	458	0	0	0	9	0	0	0	0	0	0	112	0	0	6	4	1	0	0	0	0	1	10	0	0	0	0	1
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	420	"AWI"	420	9422	11106	10466	0	2	0	1	0	376	0	0	0	12	0	0	0	1	0	0	13	0	0	8	0	2	0	0	0	0	0	13	0	0	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	423	"AWI"	423	9552	11190	10589	0	1	0	4	0	189	0	0	0	15	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	1	9	0	1	0	0	0
24041	41764	"Lake Skaidejavri"	70.0508	27.846082	426	"AWI"	426	9638	11340	10701	0	1	0	3	0	48	0	1	0	4	0	0	0	0	0	0	29	0	0	5	0	0	0	0	0	0	0	4	0	1	0	0	0
