"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Adoxaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3430	4443	"Solnechnoe"	65.83333	34.33333	250	"AWI"	250	914	1697	1359	0.166666666666667	9	0	0	0.166666666666667	0	50.3333333333333	0	0	0.166666666666667	3.33333333333333	0	0.5	0	6.83333333333333	27.6666666666667	0	0.166666666666667	0	0	0	0	0	0	1	0	0	0.666666666666667	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	275	"AWI"	275	1160	1787	1489	0	7.24174653887114	0	0	0.106496272630458	0	30.6709265175719	0	0	0	34.0788072417465	0	1.2779552715655	0	4.47284345047923	20.9797657082002	0	0.212992545260916	0	0	0	0.106496272630458	0	0	0.53248136315229	0	0	0.106496272630458	0.106496272630458	0.106496272630458
3430	4443	"Solnechnoe"	65.83333	34.33333	300	"AWI"	300	1392	1877	1614	0	8.89453621346887	0	0	0	0	32.0203303684879	0	0	0.127064803049555	27.3189326556544	0	0.889453621346887	0	5.46378653113088	21.728081321474	0	0.254129606099111	0	0	0.254129606099111	0	1.90597204574333	0	1.143583227446	0	0	0	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	320	"AWI"	320	1594	2107	1806	0	1.66374781085814	0	7.70577933450088	0.0875656742556918	1.13835376532399	0	0	0	0	28.8091068301226	0	0	0.0875656742556918	5.51663747810858	19.2644483362522	0	34.5884413309983	0.0875656742556918	0	0	0.0875656742556918	0	0.175131348511384	0.525394045534151	0	0.262697022767075	0	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	335	"AWI"	335	1646	2495	1950	0	1.99692780337942	0	0.307219662058372	0.614439324116744	7.68049155145929	19.9692780337942	0	0	0.153609831029186	2.76497695852535	0	0.460829493087558	0.153609831029186	13.9784946236559	46.8509984639017	0.153609831029186	3.68663594470046	0	0	0.307219662058372	0.614439324116744	0	0	0.153609831029186	0	0	0	0	0.153609831029186
3430	4443	"Solnechnoe"	65.83333	34.33333	350	"AWI"	350	1705	2841	2094	0	2.50521920668058	0	0	0.417536534446764	1.67014613778706	0	0	0	0	1.25260960334029	0	0	0	16.0751565762004	74.1127348643006	0.208768267223382	2.08768267223382	0	0	0.208768267223382	0.417536534446764	0	0	0	0	0	0.417536534446764	0.208768267223382	0.417536534446764
3430	4443	"Solnechnoe"	65.83333	34.33333	362	"AWI"	362	1798	2948	2253	0	1.57593123209169	0	0	0	0.859598853868195	0	0	0	0.573065902578797	1.14613180515759	0	0.286532951289398	0	13.323782234957	80.2292263610315	0.143266475644699	1.14613180515759	0	0	0.143266475644699	0.286532951289398	0	0	0	0	0	0	0	0.286532951289398
3430	4443	"Solnechnoe"	65.83333	34.33333	375	"AWI"	375	1859	3125	2412	0	0	0	0	0.141242937853107	0.423728813559322	0	0	0	0	0.564971751412429	0	0.282485875706215	0	14.8305084745763	81.9209039548023	0	1.12994350282486	0	0	0.141242937853107	0	0	0	0.141242937853107	0	0	0	0	0.423728813559322
3430	4443	"Solnechnoe"	65.83333	34.33333	387	"AWI"	387	1899	3366	2548	0	2.51256281407035	0	0	0.16750418760469	0.670016750418761	0	0	0	0	1.6750418760469	0.16750418760469	0.33500837520938	0	13.9028475711893	77.0519262981575	0.16750418760469	1.6750418760469	0	0	0.33500837520938	0.16750418760469	0	0.16750418760469	0.16750418760469	0	0	0	0	0.837520938023451
3430	4443	"Solnechnoe"	65.83333	34.33333	400	"AWI"	400	2064	3491	2703	0	1.92307692307692	0	0	0.137362637362637	0.412087912087912	8.51648351648352	0	0	0.274725274725275	0.686813186813187	0	0.274725274725275	0	12.3626373626374	73.489010989011	0	1.0989010989011	0	0	0.274725274725275	0.137362637362637	0	0	0.137362637362637	0	0	0	0	0.274725274725275
3430	4443	"Solnechnoe"	65.83333	34.33333	415	"AWI"	415	2185	3618	2908	0	0	0	0	0.345423143350604	0.518134715025907	0	0	0	0.172711571675302	1.03626943005181	0	0.345423143350604	0	13.6442141623489	82.9015544041451	0	0.863557858376511	0	0	0	0	0	0	0	0	0	0	0	0.172711571675302
3430	4443	"Solnechnoe"	65.83333	34.33333	425	"AWI"	425	2237	3730	3041	0	2.37154150197628	0	0	0.592885375494071	0.988142292490119	0	0	0	0.197628458498024	2.37154150197628	0	0.395256916996047	0	10.4743083003953	81.0276679841897	0	0.592885375494071	0	0	0.197628458498024	0	0	0	0	0	0	0	0	0.790513833992095
3430	4443	"Solnechnoe"	65.83333	34.33333	435	"AWI"	435	2325	3891	3162	0	0	0	0.204918032786885	0.614754098360656	0.819672131147541	0	0	0	0	1.02459016393443	0	0.204918032786885	0	11.2704918032787	84.016393442623	0	1.4344262295082	0	0	0.409836065573771	0	0	0	0	0	0	0	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	450	"AWI"	450	2590	3950	3343	0	0	0	0	0	0.1953125	0	0	0	0.1953125	0.9765625	0	0.390625	0	14.6484375	82.03125	0	1.171875	0	0	0.1953125	0	0	0	0	0	0	0	0	0.1953125
3430	4443	"Solnechnoe"	65.83333	34.33333	462	"AWI"	462	2707	4031	3499	0	2.57452574525745	0	0	0.5420054200542	0.948509485094851	0	0	0	0.13550135501355	0.677506775067751	0	0.677506775067751	0	14.2276422764228	78.5907859078591	0	0.677506775067751	0	0.13550135501355	0.40650406504065	0	0	0	0	0	0	0	0.13550135501355	0.2710027100271
3430	4443	"Solnechnoe"	65.83333	34.33333	475	"AWI"	475	2807	4157	3670	0	3.05084745762712	0	0.169491525423729	0.508474576271186	1.1864406779661	0	0	0	0.677966101694915	1.1864406779661	0	0.169491525423729	0.169491525423729	9.32203389830508	81.3559322033898	0	1.01694915254237	0	0	0.508474576271186	0	0	0	0.169491525423729	0	0	0	0.169491525423729	0.338983050847458
3430	4443	"Solnechnoe"	65.83333	34.33333	487	"AWI"	487	3124	4219	3794	0	4.32525951557093	0	0	0.346020761245675	0.519031141868512	0	0	0	0.865051903114187	0.865051903114187	0	0.173010380622837	0	14.7058823529412	76.1245674740484	0	0.69204152249135	0	0	0.865051903114187	0	0	0	0	0	0	0	0	0.519031141868512
3430	4443	"Solnechnoe"	65.83333	34.33333	500	"AWI"	500	3515	4277	3924	0	2.36593059936909	0	0	0.315457413249211	0.157728706624606	0	0	0	0.315457413249211	0.946372239747634	0	0	0	17.3501577287066	75.7097791798107	0	1.41955835962145	0.157728706624606	0	0.473186119873817	0	0	0.157728706624606	0.157728706624606	0	0	0	0	0.473186119873817
3430	4443	"Solnechnoe"	65.83333	34.33333	515	"AWI"	515	3855	4380	4085	0	3.07941653160454	0	0.162074554294976	0.486223662884927	0.324149108589951	29.8217179902755	0	0	0.324149108589951	0.972447325769854	0	0.486223662884927	0	10.5348460291734	51.0534846029173	0.162074554294976	0.486223662884927	0	0.324149108589951	0.162074554294976	0.162074554294976	0	0	0.324149108589951	0	0	0.162074554294976	0.162074554294976	0.810372771474878
3430	4443	"Solnechnoe"	65.83333	34.33333	525	"AWI"	525	4113	5018	4576	0	4.739336492891	0	0	0.315955766192733	0.315955766192733	23.0647709320695	0.157977883096367	0	0.631911532385466	0.631911532385466	0	0.4739336492891	0	11.0584518167457	56.8720379146919	0	0.947867298578199	0	0	0.157977883096367	0	0	0	0	0	0	0	0.157977883096367	0.4739336492891
3430	4443	"Solnechnoe"	65.83333	34.33333	537	"AWI"	537	4308	6775	5586	0	3.00500834724541	0	0	0.667779632721202	0	25.3756260434057	0	0	0	2.83806343906511	0	0.333889816360601	0	10.3505843071786	55.0918196994992	0	0.667779632721202	0	0	0.333889816360601	0.333889816360601	0	0	0.1669449081803	0	0	0.1669449081803	0	0.667779632721202
3430	4443	"Solnechnoe"	65.83333	34.33333	550	"AWI"	550	4437	8762	6662	0	0	0	0	4.0983606557377	1.09289617486339	0	0	0	0.819672131147541	6.28415300546448	0	0.546448087431694	0.546448087431694	12.568306010929	65.5737704918033	0	6.55737704918033	0	0	0	0.546448087431694	0	0	0.546448087431694	0	0	0.273224043715847	0	0.546448087431694
3430	4443	"Solnechnoe"	65.83333	34.33333	562	"AWI"	562	4558	10602	7657	0	0	0	0	3.04	0.16	53.92	0	0	0.16	6.24	0	0.48	0.32	3.36	28	0	2.08	0	0.16	0.16	0.32	0	0	0.64	0.16	0	0	0	0.8
3430	4443	"Solnechnoe"	65.83333	34.33333	575	"AWI"	575	6306	10955	8655	0	0	0	0	9.30232558139535	0	0	0	0	0	7.30897009966777	0	0.332225913621262	0.664451827242525	10.9634551495017	58.1395348837209	0	4.65116279069767	0	0	0	1.99335548172757	0	0	4.98338870431894	0.996677740863787	0	0.664451827242525	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	587	"AWI"	587	8015	11128	9559	0	0	0	0	7.8740157480315	0.393700787401575	0	0	0.393700787401575	0	8.26771653543307	0.393700787401575	7.08661417322835	0.78740157480315	7.08661417322835	60.2362204724409	0	3.54330708661417	0.393700787401575	0.393700787401575	0	0.393700787401575	0	0	0.393700787401575	0	0	1.18110236220472	0	1.18110236220472
3430	4443	"Solnechnoe"	65.83333	34.33333	600	"AWI"	600	9506	11468	10585	0	0	0	0	13.3333333333333	0	0	0	0	0	0	0	0	0	3.33333333333333	70	0	6.66666666666667	0	0	0	0	0	0	3.33333333333333	0	0	0	0	3.33333333333333
3430	4443	"Solnechnoe"	65.83333	34.33333	609	"AWI"	609	10211	11907	11194	0	3.87374461979914	0	0.286944045911047	1.72166427546628	0.430416068866571	37.1592539454806	0	0	0.430416068866571	1.72166427546628	0	1.57819225251076	0.143472022955524	6.88665710186514	42.3242467718795	0	1.86513629842181	0	0	0.573888091822095	0.143472022955524	0	0.143472022955524	0.286944045911047	0.143472022955524	0	0	0	0.286944045911047
3430	4443	"Solnechnoe"	65.83333	34.33333	619	"AWI"	619	10663	12291	11562	0	2.68199233716475	0	0	1.14942528735632	0.574712643678161	0	0	0	0.766283524904214	1.91570881226054	0	1.14942528735632	0	11.6858237547893	76.6283524904215	0	2.10727969348659	0	0	0.191570881226054	0	0	0.191570881226054	0	0	0	0.383141762452107	0	0.574712643678161
3430	4443	"Solnechnoe"	65.83333	34.33333	630	"AWI"	630	10934	13307	11890	0	0	0	0	38.9380530973451	0	0	0	0.884955752212389	0	2.21238938053097	0.884955752212389	1.76991150442478	0.442477876106195	4.86725663716814	44.2477876106195	0	2.65486725663717	0	0	0	1.76991150442478	0	0	0	0	0	1.32743362831858	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	642	"AWI"	642	11070	14679	12235	0	0	0	0.147710487444609	26.5878877400295	1.18168389955687	0	0.147710487444609	0	0	2.21565731166913	0	1.62481536189069	0.147710487444609	10.0443131462334	52.437223042836	0	3.69276218611521	0	0.147710487444609	0	0.738552437223043	0	0	0	0	0.295420974889217	0.590841949778434	0	0
3430	4443	"Solnechnoe"	65.83333	34.33333	650	"AWI"	650	11150	15570	12455	0	0	0	0	22.1374045801527	0	14.1221374045802	0	0	0	6.87022900763359	0	0	0	10.3053435114504	41.9847328244275	0	1.90839694656489	0	0	0	1.90839694656489	0	0	0	0	0.763358778625954	0	0	0
