"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	545	"AWI"	545	11865	13331	12566	0	0	0	4	1	0	41	0	7	12	0	0	0	4	0	0	0	19	1	0	0	0	0	0	0	0	4	0	0	0	0	0	205	0	0	0	0	1	0	0	5	3	2	1	4	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	550	"AWI"	550	12070	13404	12662	0	0	0	3	1	0	14	0	17	15	0	0	0	3	0	0	0	20	1	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	555	"AWI"	555	12229	13491	12760	0	0	0	5	3	0	21	0	6	7	0	0	0	3	0	0	0	13	1	0	0	0	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	4	1	6	1	3	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	560	"AWI"	560	12315	13622	12867	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	565	"AWI"	565	12456	13764	13009	0	0	0	1	1	0	5	0	0	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	300	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	570	"AWI"	570	12671	13918	13238	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	575	"AWI"	575	12803	14106	13473	0	0	0	2	0	0	17	0	0	42	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	580	"AWI"	580	12901	14391	13701	0	0	0	0	0	0	11	0	0	51	0	0	0	1	0	0	0	10	14	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	4	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	585	"AWI"	585	12982	14733	13914	0	0	0	0	3	0	15	0	7	41	0	0	0	1	0	0	0	44	64	0	0	0	0	0	0	0	21	0	0	0	0	0	169	0	0	0	0	3	0	0	1	5	5	1	3	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	590	"AWI"	590	13310	14812	14085	0	0	0	2	1	0	23	0	3	62	0	0	0	0	0	0	1	23	173	0	0	0	0	0	0	0	78	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	11	0	2	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	597.5	"AWI"	597.5	13622.5	14989	14374.5	0	0	0	5	2	0	29	0	9	18	1	0	0	5	0	0	0	13	48	0	0	0	0	0	0	0	130	0	1	0	0	1	0	0	0	0	3	0	0	0	2	8	5	0	3	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	610	"AWI"	610	13896	15596	14792	1	0	4	4	3	0	28	0	0	58	1	0	0	2	0	0	3	13	100	3	0	0	0	0	0	0	79	0	7	0	0	12	427	0	0	0	0	4	0	0	5	2	4	1	1	0	2	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	615	"AWI"	615	13983	15796	14915	0	0	0	2	1	0	26	0	4	30	0	0	0	1	0	0	0	25	62	0	0	0	0	0	0	0	42	0	3	0	0	5	267	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	625	"AWI"	625	14140	16373	15131	0	0	0	1	1	0	27	0	5	33	0	0	0	0	0	0	0	16	123	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	1	9	8	2	5	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	630	"AWI"	630	14200	16646	15242	0	0	0	2	1	0	17	0	0	35	0	0	0	2	0	0	3	8	97	0	0	0	0	0	0	0	34	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	635	"AWI"	635	14291	16796	15363	0	0	0	2	4	0	39	0	0	45	1	0	0	1	0	0	0	7	131	0	0	0	0	0	0	0	21	0	3	1	0	0	0	0	0	0	0	0	0	0	2	6	6	2	6	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	645	"AWI"	645	14446	17247	15598	0	0	0	6	8	0	52	0	0	124	0	0	0	4	0	0	0	7	21	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	1	0	0	0	6	5	13	0	5	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	650	"AWI"	650	14502	17518	15713	1	0	0	0	3	0	27	0	0	63	0	0	0	2	0	0	3	9	41	0	0	0	0	0	0	0	40	0	4	0	0	15	0	0	0	0	1	0	0	0	2	4	2	1	3	0	0	0
