"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Myrica"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Taxus"	"Ulmus"	"Urticaceae"
9601	14125	"Mongan Bog"	53.32469	-7.98346	248	"AWI"	248	2212	2784	2458	22	0	0	2	0	0	23	0	0	148	22	0	0	12	0	0	2	1	0	0	0	0	17	0	0	0	0	0	25	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	256	"AWI"	256	2294	2868	2550	34	0	0	0	0	0	11	0	0	169	16	0	0	6	0	16	0	0	0	0	0	0	9	0	0	0	0	0	10	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	264	"AWI"	264	2362	2957	2640	29	0	0	1	0	0	11	0	0	122	67	0	0	9	0	0	3	0	0	0	0	0	15	0	0	0	0	0	7	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	296	"AWI"	296	2715	3260	2995	21	0	0	0	0	0	5	0	0	190	7	40	0	5	0	7	0	1	0	0	0	0	8	4	0	0	0	0	1	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	312	"AWI"	312	2895	3394	3166	32	0	0	0	0	0	13	0	0	150	23	25	0	15	0	16	3	1	0	4	0	0	35	0	0	0	1	0	22	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	313	"AWI"	313	2905	3401	3175	36	0	0	0	0	0	7	0	0	170	30	20	0	5	0	18	0	0	0	0	0	1	11	3	0	0	3	0	17	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	314	"AWI"	314	2914	3412	3185	35	0	0	0	0	0	11	0	0	153	24	19	0	4	0	24	1	2	0	0	0	0	25	0	0	0	0	0	21	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	315	"AWI"	315	2926	3421	3193	49	0	0	1	0	0	6	0	0	123	36	13	0	17	0	15	1	0	0	0	0	0	26	0	0	0	3	0	17	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	316	"AWI"	316	2935	3432	3201	37	0	0	2	0	0	3	0	0	153	40	22	0	11	0	16	0	2	0	0	0	0	26	0	0	0	2	0	17	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	317	"AWI"	317	2942	3441	3210	44	0	0	0	0	0	11	2	0	159	18	12	0	13	0	11	1	0	0	0	0	0	21	1	0	0	1	0	14	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	318	"AWI"	318	2951	3451	3219	38	0	0	1	0	0	9	0	0	170	14	28	0	4	0	15	0	2	0	0	0	0	22	0	0	0	1	0	9	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	319	"AWI"	319	2957	3465	3228	43	0	0	4	0	0	3	0	0	196	24	12	0	5	0	14	1	2	0	0	0	1	11	0	0	0	2	0	5	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	320	"AWI"	320	2963	3482	3236	48	0	0	1	0	0	11	0	0	169	15	28	0	4	1	28	0	0	0	0	0	0	12	0	0	0	0	0	7	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	321	"AWI"	321	2976	3489	3245	28	0	0	0	0	0	9	0	1	179	25	15	0	5	0	14	0	0	0	0	0	0	25	1	0	0	3	0	10	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	322	"AWI"	322	2984	3494	3254	36	0	0	1	0	0	11	0	0	171	16	0	0	2	1	14	0	1	0	0	0	0	27	0	0	0	0	0	13	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	323	"AWI"	323	2994	3502	3264	37	0	0	2	0	0	3	0	0	194	17	10	0	2	0	11	1	2	0	0	0	2	13	0	0	0	2	5	9	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	324	"AWI"	324	3003	3509	3273	49	0	0	2	0	0	7	0	0	172	15	0	0	4	0	8	0	0	0	0	0	0	21	0	0	0	1	1	8	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	325	"AWI"	325	3010	3518	3281	38	0	0	0	0	0	9	0	0	182	14	16	0	5	0	15	0	1	0	0	0	0	19	0	0	0	4	2	8	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	328	"AWI"	328	3032	3545	3307	36	0	0	3	0	0	8	0	0	176	6	26	0	3	0	13	0	1	0	0	0	0	19	0	0	0	0	0	11	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	344	"AWI"	344	3171	3693	3444	55	0	0	0	0	0	6	0	0	147	26	0	0	4	0	24	0	0	0	0	1	0	13	1	0	0	1	0	4	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	382	"AWI"	382	3551	3983	3762	20	0	0	0	0	0	4	0	0	188	2	19	0	13	0	0	0	0	0	0	0	0	18	1	0	0	1	0	21	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	398	"AWI"	398	3688	4152	3901	26	0	0	1	0	0	1	0	0	151	1	50	0	10	0	0	0	4	0	0	0	0	36	0	0	0	0	0	16	0
9601	14125	"Mongan Bog"	53.32469	-7.98346	472	"AWI"	472	4200	5035	4573	22	0	0	0	0	0	2	0	0	124	2	47	0	5	0	3	1	5	0	0	0	0	16	0	0	0	0	0	18	0
