"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Araliaceae"	"Arctostaphylos"	"Asteraceae"	"Betula"	"Buxus"	"Caprifoliaceae"	"Castanea"	"Cedrus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ligustrum"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15896	24465	"Le Jolan"	45.13944	2.85917	215	"AWI"	215	1218	3387	2211	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	10	0	2	150	0	5	12	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
15896	24465	"Le Jolan"	45.13944	2.85917	230	"AWI"	230	1323	3588	2371	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	2	102	0	3	14	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
15896	24465	"Le Jolan"	45.13944	2.85917	240	"AWI"	240	1483	3644	2470	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	42	1	9	18	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
15896	24465	"Le Jolan"	45.13944	2.85917	250	"AWI"	250	1620	3733	2570	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	81	0	11	4	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
15896	24465	"Le Jolan"	45.13944	2.85917	260	"AWI"	260	1731	3830	2672	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	46	0	1	5	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
15896	24465	"Le Jolan"	45.13944	2.85917	270	"AWI"	270	1811	3948	2782	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0	6	0	6	145	0	4	12	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
15896	24465	"Le Jolan"	45.13944	2.85917	280	"AWI"	280	1977	4060	2891	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	11	400	0	1	6	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1
15896	24465	"Le Jolan"	45.13944	2.85917	290	"AWI"	290	2174	4177	3008	1	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	14	70	0	11	27	0	0	1	6	0	38	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0
15896	24465	"Le Jolan"	45.13944	2.85917	300	"AWI"	300	2332	4301	3138	0	0	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	14	60	0	5	43	0	0	0	5	1	50	0	0	0	1	0	0	0	1	0	0	0	0	0	9	0
15896	24465	"Le Jolan"	45.13944	2.85917	310	"AWI"	310	2432	4445	3272	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	24	26	0	12	74	0	0	0	4	0	65	0	0	0	0	1	0	3	0	0	0	0	0	0	14	2
15896	24465	"Le Jolan"	45.13944	2.85917	320	"AWI"	320	2501	4617	3396	0	0	36	0	0	0	2	0	0	2	0	1	0	0	0	0	0	4	1	15	20	0	11	75	0	0	0	0	0	65	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0
15896	24465	"Le Jolan"	45.13944	2.85917	330	"AWI"	330	2732	4771	3606	0	0	24	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0	31	1	1	9	100	0	0	1	1	0	110	0	0	0	0	0	0	1	2	0	0	0	0	0	11	3
15896	24465	"Le Jolan"	45.13944	2.85917	450	"AWI"	450	5516	6922	6209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15896	24465	"Le Jolan"	45.13944	2.85917	570	"AWI"	570	6967	12215	8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15896	24465	"Le Jolan"	45.13944	2.85917	640	"AWI"	640	7833	14845	10476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15896	24465	"Le Jolan"	45.13944	2.85917	687	"AWI"	687	8575	16432	11637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
