"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	560	"AWI"	560	12315	13622	12867	0	0	0	0	0	0	0	0	0	61.5384615384615	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0	0	0	0	0	0	15.3846153846154	0	0	7.69230769230769	0	0	0	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	565	"AWI"	565	12456	13764	13009	0	0	0	0.3003003003003	0.3003003003003	0	1.5015015015015	0	0	4.8048048048048	0	0	0	0	0	0	0	1.8018018018018	0	0	0	0	0	0	0	0	0.3003003003003	0	0	0	0	0	90.0900900900901	0	0	0	0	0	0	0	0.3003003003003	0	0	0.3003003003003	0.3003003003003	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	570	"AWI"	570	12671	13918	13238	0	0	0	0	0	0	14.2857142857143	0	0	71.4285714285714	0	0	0	0	0	0	0	7.14285714285714	0	0	0	0	0	0	0	0	0	0	7.14285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	575	"AWI"	575	12803	14106	13473	0	0	0	2.35294117647059	0	0	20	0	0	49.4117647058824	0	0	0	0	0	0	0	11.7647058823529	1.17647058823529	0	0	0	0	0	0	0	9.41176470588235	0	0	0	0	0	0	0	0	0	0	3.52941176470588	0	0	0	2.35294117647059	0	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	580	"AWI"	580	12901	14391	13701	0	0	0	0	0	0	10.4761904761905	0	0	48.5714285714286	0	0	0	0.952380952380952	0	0	0	9.52380952380952	13.3333333333333	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0	0.952380952380952	0	0	0	0	0	2.85714285714286	0	0	0	1.9047619047619	3.80952380952381	0	0.952380952380952	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	585	"AWI"	585	12982	14733	13914	0	0	0	0	0.783289817232376	0	3.91644908616188	0	1.82767624020888	10.7049608355091	0	0	0	0.261096605744125	0	0	0	11.4882506527415	16.710182767624	0	0	0	0	0	0	0	5.48302872062663	0	0	0	0	0	44.1253263707572	0	0	0	0	0.783289817232376	0	0	0.261096605744125	1.30548302872063	1.30548302872063	0.261096605744125	0.783289817232376	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	590	"AWI"	590	13310	14812	14085	0	0	0	0.523560209424084	0.261780104712042	0	6.02094240837696	0	0.785340314136126	16.2303664921466	0	0	0	0	0	0	0.261780104712042	6.02094240837696	45.2879581151832	0	0	0	0	0	0	0	20.4188481675393	0	0	0	0	0.261780104712042	0	0	0	0	0	0	0	0	0.261780104712042	0.261780104712042	2.87958115183246	0	0.523560209424084	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	597.5	"AWI"	597.5	13622.5	14989	14374.5	0	0	0	1.76678445229682	0.706713780918728	0	10.2473498233216	0	3.18021201413428	6.36042402826855	0.353356890459364	0	0	1.76678445229682	0	0	0	4.59363957597173	16.9611307420495	0	0	0	0	0	0	0	45.9363957597173	0	0.353356890459364	0	0	0.353356890459364	0	0	0	0	1.06007067137809	0	0	0	0.706713780918728	2.82685512367491	1.76678445229682	0	1.06007067137809	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	610	"AWI"	610	13896	15596	14792	0.130890052356021	0	0.523560209424084	0.523560209424084	0.392670157068063	0	3.66492146596859	0	0	7.59162303664921	0.130890052356021	0	0	0.261780104712042	0	0	0.392670157068063	1.70157068062827	13.0890052356021	0.392670157068063	0	0	0	0	0	0	10.3403141361257	0	0.916230366492147	0	0	1.57068062827225	55.8900523560209	0	0	0	0	0.523560209424084	0	0	0.654450261780105	0.261780104712042	0.523560209424084	0.130890052356021	0.130890052356021	0	0.261780104712042	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	615	"AWI"	615	13983	15796	14915	0	0	0	0.421940928270042	0.210970464135021	0	5.48523206751055	0	0.843881856540084	6.32911392405063	0	0	0	0.210970464135021	0	0	0	5.27426160337553	13.0801687763713	0	0	0	0	0	0	0	8.86075949367089	0	0.632911392405063	0	0	1.05485232067511	56.3291139240506	0	0	0	0	0	0	0	0.210970464135021	0	0.843881856540084	0	0.210970464135021	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	625	"AWI"	625	14140	16373	15131	0	0	0	0.396825396825397	0.396825396825397	0	10.7142857142857	0	1.98412698412698	13.0952380952381	0	0	0	0	0	0	0	6.34920634920635	48.8095238095238	0	0	0	0	0	0	0	7.14285714285714	0	0	0	0	1.19047619047619	0	0	0	0	0	0	0	0	0.396825396825397	3.57142857142857	3.17460317460317	0.793650793650794	1.98412698412698	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	630	"AWI"	630	14200	16646	15242	0	0	0	0.947867298578199	0.4739336492891	0	8.05687203791469	0	0	16.5876777251185	0	0	0	0.947867298578199	0	0	1.4218009478673	3.7914691943128	45.9715639810426	0	0	0	0	0	0	0	16.1137440758294	0	0	0	0	2.8436018957346	0	0	0	0	0	0	0	0	0	1.4218009478673	1.4218009478673	0	0	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	635	"AWI"	635	14291	16796	15363	0	0	0	0.72202166064982	1.44404332129964	0	14.0794223826715	0	0	16.2454873646209	0.36101083032491	0	0	0.36101083032491	0	0	0	2.52707581227437	47.2924187725632	0	0	0	0	0	0	0	7.5812274368231	0	1.08303249097473	0.36101083032491	0	0	0	0	0	0	0	0	0	0	0.72202166064982	2.16606498194946	2.16606498194946	0.72202166064982	2.16606498194946	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	645	"AWI"	645	14446	17247	15598	0	0	0	1.73913043478261	2.31884057971015	0	15.0724637681159	0	0	35.9420289855072	0	0	0	1.15942028985507	0	0	0	2.02898550724638	6.08695652173913	0	0	0	0	0	0	0	26.9565217391304	0	0	0	0	0	0	0	0	0	0.289855072463768	0	0	0	1.73913043478261	1.44927536231884	3.76811594202899	0	1.44927536231884	0	0	0
14473	22660	"Lai Nair Schuls-Tarasp"	46.77611	10.27778	650	"AWI"	650	14502	17518	15713	0.452488687782805	0	0	0	1.35746606334842	0	12.2171945701357	0	0	28.5067873303167	0	0	0	0.904977375565611	0	0	1.35746606334842	4.07239819004525	18.552036199095	0	0	0	0	0	0	0	18.0995475113122	0	1.80995475113122	0	0	6.78733031674208	0	0	0	0	0.452488687782805	0	0	0	0.904977375565611	1.80995475113122	0.904977375565611	0.452488687782805	1.35746606334842	0	0	0
