"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Ericales"	"Fraxinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26145	45387	"Viitna Linajärv"	59.45139	26.01389	410	"AWI"	410	3126	4619	4060	26.441351888668	0	0.198807157057654	0.198807157057654	0	16.10337972167	0	0	1.59045725646123	0	0	9.74155069582505	28.4294234592445	0	0	0	1.98807157057654	0	0	0.198807157057654	9.9403578528827	5.16898608349901
26145	45387	"Viitna Linajärv"	59.45139	26.01389	430	"AWI"	430	3920	4764	4399	22	0	0	0	0	11.2	0	0	0.8	0	0	22.8	30.2	0	0	0	2	0	0	0	7.6	3.4
26145	45387	"Viitna Linajärv"	59.45139	26.01389	450	"AWI"	450	4338	5345	4801	28.5148514851485	0	0.396039603960396	0	0	30.2970297029703	0	0	1.98019801980198	0.594059405940594	0.99009900990099	8.71287128712871	19.4059405940594	0	0	0	1.18811881188119	0	0	0	3.76237623762376	4.15841584158416
26145	45387	"Viitna Linajärv"	59.45139	26.01389	470	"AWI"	470	4543	6274	5159	23.8	0	0	0	0	32.8	0	0	4	0	0.8	3.6	21.8	0	0	0	1.2	0	0	0	7.4	4.6
26145	45387	"Viitna Linajärv"	59.45139	26.01389	490	"AWI"	490	4738	6705	5551	26.6401590457256	0.198807157057654	0.397614314115308	0	0	28.2306163021869	0	0	3.97614314115308	0	0.397614314115308	4.97017892644135	21.272365805169	0	0	0	0.99403578528827	0	0	0	8.54870775347912	4.37375745526839
26145	45387	"Viitna Linajärv"	59.45139	26.01389	510	"AWI"	510	4997	7148	5943	21.3572854291417	0	0	0	0	30.938123752495	0	0	1.99600798403194	0	1.79640718562874	0.798403193612774	24.1516966067864	0	0	0	1.59680638722555	0	0	0.199600798403194	9.98003992015968	7.18562874251497
26145	45387	"Viitna Linajärv"	59.45139	26.01389	530	"AWI"	530	5211	7620	6369	29.3413173652695	0	0.199600798403194	0	0	27.9441117764471	0	0	2.9940119760479	0	0.798403193612774	0.399201596806387	21.7564870259481	0	0	0	1.79640718562874	0	0	0	6.58682634730539	8.18363273453094
26145	45387	"Viitna Linajärv"	59.45139	26.01389	550	"AWI"	550	5583	7916	6804	25.2	0	0	0	0	29	0	0	1	0	0.4	0.2	28	0	0	0	0.8	0	0	0	7.8	7.6
26145	45387	"Viitna Linajärv"	59.45139	26.01389	570	"AWI"	570	6061	8256	7226	21.6	0	0	0	0	27.8	0	0	0.2	0	0	0.4	42	0	0	0	0	0	0	0	4.4	3.6
26145	45387	"Viitna Linajärv"	59.45139	26.01389	590	"AWI"	590	6388	8595	7651	27.8884462151394	0.398406374501992	0	0	0	29.8804780876494	0	0	0.199203187250996	0	0.398406374501992	1.19521912350598	27.6892430278884	0	0	0	0.199203187250996	0	0	0	4.38247011952191	7.76892430278884
26145	45387	"Viitna Linajärv"	59.45139	26.01389	610	"AWI"	610	6930	8794	8052	24	0	0	0	0	43	0	0	0	0	0.6	0.4	25.6	0	0	0	0.2	0	0	0	2.6	3.6
26145	45387	"Viitna Linajärv"	59.45139	26.01389	630	"AWI"	630	7608	9051	8425	25.2	0	0	0	0	41	0	0	0	0	0	0.4	25.2	0	0	0	0	0	0	0	1.8	6.4
26145	45387	"Viitna Linajärv"	59.45139	26.01389	650	"AWI"	650	8365	9267	8789	13.4285714285714	0	0	0	0	52.8571428571429	0	0	0	0	0	0	30.2857142857143	0	0	0	0	0	0	0	0	3.42857142857143
26145	45387	"Viitna Linajärv"	59.45139	26.01389	670	"AWI"	670	8638	9560	9129	17.8	0	0	0	0	52.6	0	0	0	0	0.2	0.2	21.6	0	0	0	0.2	0	0	0	0	7.4
26145	45387	"Viitna Linajärv"	59.45139	26.01389	690	"AWI"	690	8959	9936	9439	20.8	0	0	0	0	46.6	0	0	0	0	0	0.2	22.2	0	0	0	0	0	0	0	0.2	10
26145	45387	"Viitna Linajärv"	59.45139	26.01389	710	"AWI"	710	9393	10138	9760	6.85920577617329	0	0	0	0	46.5703971119134	0	0	0	0	0	0	42.5992779783394	0	0	0	0	0	0	0	0	3.97111913357401
26145	45387	"Viitna Linajärv"	59.45139	26.01389	730	"AWI"	730	9590	10321	9956	1.3986013986014	0	0	0	0	47.5524475524476	0	0	0	0	0	0	48.2517482517483	0	0	0	0	0	0	0	0	2.7972027972028
26145	45387	"Viitna Linajärv"	59.45139	26.01389	750	"AWI"	750	9706	10547	10108	17.8	0	0	0	0	59.2	0	0	0	0	0	0.4	18.6	0	0	0	0.2	0	0	0	0	3.8
26145	45387	"Viitna Linajärv"	59.45139	26.01389	770	"AWI"	770	9820	10711	10248	16.7676767676768	0	0	0	0	49.2929292929293	0	0	0	0	0	0	30.5050505050505	0	0	0	0	0	0	0	0	3.43434343434343
26145	45387	"Viitna Linajärv"	59.45139	26.01389	790	"AWI"	790	9974	10853	10387	1.2	0	0	0	0	60	0	0	0	0	0	0	32.4	0	0	0	0	0	0	0	0	6.4
26145	45387	"Viitna Linajärv"	59.45139	26.01389	810	"AWI"	810	10104	11013	10521	0	0	0	0	0	96.1832061068702	0	0	0	0	0	0	2.29007633587786	0	0	0	0	0	0	0	0	1.52671755725191
26145	45387	"Viitna Linajärv"	59.45139	26.01389	830	"AWI"	830	10270	11101	10651	0	0	0	0	0	69.375	0	0	0	0	0	0	30.625	0	0	0	0	0	0	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	850	"AWI"	850	10433	11298	10833	0	0	0	0	0	88.5714285714286	0	0	0	0	0	0	11.4285714285714	0	0	0	0	0	0	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	870	"AWI"	870	10540	11663	11034	0	0	0	1.51515151515152	0	63.6363636363636	0	0	0	0	0	0	34.8484848484849	0	0	0	0	0	0	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	890	"AWI"	890	10699	11897	11228	0	0	0	0	0	63.5036496350365	0	0	0	0	0	0	36.4963503649635	0	0	0	0	0	0	0	0	0
26145	45387	"Viitna Linajärv"	59.45139	26.01389	900	"AWI"	900	10748	12085	11321	0	0	0	0	0	57.6923076923077	0	0	0	0	0	0	40.7692307692308	0	0	0	0	0	0	0	0	1.53846153846154
26145	45387	"Viitna Linajärv"	59.45139	26.01389	920	"AWI"	920	10966	12277	11523	2.63157894736842	0	0	0.789473684210526	0	63.4210526315789	0	0	0	0	0	0.263157894736842	30.7894736842105	0	0	0	0	0	0	0	0.526315789473684	1.57894736842105
26145	45387	"Viitna Linajärv"	59.45139	26.01389	930	"AWI"	930	11037	12431	11621	0.829875518672199	0	0	4.5643153526971	0	77.1784232365145	0	0	0	0	0	0	16.597510373444	0	0	0	0	0	0	0	0.4149377593361	0.4149377593361
