"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3312	4299	"Nemino"	62.75	34.58333	155	"AWI"	155	5388	6540	5859	0	0	0	1.12359550561798	0	0	0	0	0	0	0	1.12359550561798	0	10.1123595505618	0	0	0	34.8314606741573	39.3258426966292	0	1.12359550561798	0	0	1.12359550561798	0	4.49438202247191	0	1.12359550561798	0	0	4.49438202247191	0	0	0	1.12359550561798	0
3312	4299	"Nemino"	62.75	34.58333	160	"AWI"	160	5492	6762	6018	0	0	0	0	0	2.7027027027027	0	0	0	0	0	0	0	2.7027027027027	0	2.7027027027027	0	54.0540540540541	18.9189189189189	0	5.40540540540541	0	0	0	0	10.8108108108108	0	0	0	0	2.7027027027027	0	0	0	0	0
3312	4299	"Nemino"	62.75	34.58333	175	"AWI"	175	5839	7411	6504	0	0	0	0	0	0	0	1.01010101010101	0	0	1.01010101010101	0	0	5.05050505050505	0	0	0	22.2222222222222	54.5454545454545	0	1.01010101010101	0	0	1.01010101010101	0	10.1010101010101	0	0	0	0	1.01010101010101	0	2.02020202020202	0	1.01010101010101	0
3312	4299	"Nemino"	62.75	34.58333	180	"AWI"	180	5961	7632	6669	1.27388535031847	0	0	0	0.636942675159236	0	0	0	0	0	0.636942675159236	0	0	7.00636942675159	0	0	0	25.4777070063694	56.0509554140127	0	0	0	0	1.27388535031847	0	3.82165605095541	0	0	0	0	2.54777070063694	0	0	0	1.27388535031847	0
3312	4299	"Nemino"	62.75	34.58333	185	"AWI"	185	6088	7813	6839	0	0	0	0	0	0	0	0	0	0	0.62111801242236	0.62111801242236	0	1.24223602484472	0	0	0	38.5093167701863	57.1428571428571	0	0	0	0	0	0	0.62111801242236	0	0	0	0	0.62111801242236	0	0	0	0.62111801242236	0
3312	4299	"Nemino"	62.75	34.58333	190	"AWI"	190	6218	8009	7000	0.769230769230769	0	0	0.384615384615385	0	1.15384615384615	0	0	0	0	1.53846153846154	4.23076923076923	0	3.84615384615385	0	0	0	28.8461538461538	48.4615384615385	0	1.53846153846154	0.384615384615385	0	0.769230769230769	0.384615384615385	2.69230769230769	0	0.384615384615385	0	0	2.30769230769231	0	0	0.384615384615385	1.92307692307692	0
3312	4299	"Nemino"	62.75	34.58333	195	"AWI"	195	6346	8232	7163	0.864553314121038	17.2910662824208	0.288184438040346	0	0.576368876080692	0.288184438040346	0	0	0	0	1.44092219020173	2.30547550432277	0	4.03458213256484	0	0	0	26.5129682997118	38.328530259366	0	0.576368876080692	0	0	0.288184438040346	0.288184438040346	2.30547550432277	0	0	0.288184438040346	0.288184438040346	2.30547550432277	0	0.288184438040346	0	1.44092219020173	0
3312	4299	"Nemino"	62.75	34.58333	207	"AWI"	207	6656	8679	7551	0.996677740863787	0	0.332225913621262	0.996677740863787	0	0	0	0	0	0	1.66112956810631	2.32558139534884	0.332225913621262	2.6578073089701	0	0	0.332225913621262	34.8837209302326	42.8571428571429	0	1.32890365448505	0	0.664451827242525	0.664451827242525	0.332225913621262	3.65448504983389	0	0	0	0.332225913621262	1.99335548172757	0	0.332225913621262	0.664451827242525	2.6578073089701	0
3312	4299	"Nemino"	62.75	34.58333	220	"AWI"	220	7001	9204	7980	0.613496932515337	0	0	0	0.613496932515337	0	0	0.613496932515337	0	0	2.45398773006135	4.9079754601227	0	3.06748466257669	1.22699386503067	0	0	35.5828220858896	42.9447852760736	0	2.45398773006135	0	0	0	0	1.22699386503067	0	0	0	0	2.45398773006135	0	0	0	1.22699386503067	0.613496932515337
3312	4299	"Nemino"	62.75	34.58333	225	"AWI"	225	7135	9398	8149	1.08695652173913	0	0.543478260869565	1.08695652173913	0.543478260869565	2.71739130434783	0	0	0	0	1.6304347826087	5.43478260869565	0.543478260869565	4.89130434782609	0	0	0	28.804347826087	36.4130434782609	0	3.80434782608696	0	0	0	0	3.26086956521739	0	0.543478260869565	0	0	4.89130434782609	0	0	1.08695652173913	2.71739130434783	0
3312	4299	"Nemino"	62.75	34.58333	230	"AWI"	230	7260	9584	8307	1.42348754448399	0	0.711743772241993	0.711743772241993	2.84697508896797	1.06761565836299	0	0	0	0.711743772241993	5.33807829181495	2.49110320284698	1.06761565836299	4.27046263345196	0	0	0	18.5053380782918	39.1459074733096	0	5.33807829181495	0	1.06761565836299	0.355871886120996	0.711743772241993	4.62633451957295	0	0	0	0	3.20284697508897	1.77935943060498	1.77935943060498	0.711743772241993	1.77935943060498	0.355871886120996
3312	4299	"Nemino"	62.75	34.58333	235	"AWI"	235	7389	9771	8470	0.529100529100529	0	0	0.529100529100529	1.05820105820106	0	0	0	0	0	0.529100529100529	8.99470899470899	0	5.82010582010582	0	0	0	23.8095238095238	43.3862433862434	0	5.29100529100529	0	0	1.05820105820106	0	1.05820105820106	0	0.529100529100529	0	0	3.7037037037037	0	2.64550264550265	0	1.05820105820106	0
3312	4299	"Nemino"	62.75	34.58333	265	"AWI"	265	8212	10900	9454	1.52671755725191	14.1221374045802	0.381679389312977	1.52671755725191	2.29007633587786	0.763358778625954	0	0	0	0	1.52671755725191	4.58015267175572	0.381679389312977	2.67175572519084	0	0	0	20.9923664122137	32.4427480916031	0	5.72519083969466	0	0	0.763358778625954	0	3.05343511450382	0	0	0.381679389312977	0.381679389312977	1.90839694656489	0	1.52671755725191	0.763358778625954	1.52671755725191	0.763358778625954
