"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"
15825	24348	"Lake Racou"	42.55417	2.00833	77.5	"AWI"	77.5	1325	2006	1653	30	1	4	0	3	0	5	0	10	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	439	0	0	0	0	0	28	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	82.5	"AWI"	82.5	1397.5	2097	1736.5	30	0	1	1	1	0	1	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	22	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	87.5	"AWI"	87.5	1473	2160	1819	116	0	11	1	1	0	9	0	45	0	1	1	0	0	0	0	1	0	9	0	0	1	0	0	1	0	28	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	1324	1	0	0	0	0	53	42	0	1	0	0	0	4	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	92.5	"AWI"	92.5	1542	2240.5	1899	24	0	2	0	0	0	3	0	16	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	20	14	0	0	0	0	0	4	1	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	97.5	"AWI"	97.5	1604	2311.5	1975	21	0	2	1	2	0	3	0	14	0	0	0	1	0	0	2	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	24	5	0	0	0	0	0	7	0	0	0	0	0	0	1	3
15825	24348	"Lake Racou"	42.55417	2.00833	102.5	"AWI"	102.5	1703.5	2369.5	2050.5	7	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	1	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	168	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	107.5	"AWI"	107.5	1771.5	2417.5	2130	44	1	11	2	3	0	7	0	18	22	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	774	0	0	0	0	0	45	14	0	0	1	0	0	1	1	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	112.5	"AWI"	112.5	1848	2477.5	2203	41	0	1	0	0	0	4	0	18	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	1	0	0	0	0	20	4	0	0	0	0	0	2	0	0	0	0	0	0	0	1
15825	24348	"Lake Racou"	42.55417	2.00833	117.5	"AWI"	117.5	1923.5	2526.5	2279.5	37	0	3	0	1	0	4	0	16	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	555	0	0	13	0	0	16	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	122.5	"AWI"	122.5	2041	2584.5	2354	22	0	4	0	2	0	4	0	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	420	0	0	0	0	0	21	11	0	0	0	0	0	3	1	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	127.5	"AWI"	127.5	2175	2637.5	2437	16	0	2	0	2	0	6	0	16	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	303	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	132.5	"AWI"	132.5	2308	2687.5	2511.5	21	0	2	0	1	0	3	0	13	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	632	0	0	18	0	0	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	137.5	"AWI"	137.5	2409.5	2729	2581.5	10	0	1	0	1	0	1	0	15	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	246	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
15825	24348	"Lake Racou"	42.55417	2.00833	142.5	"AWI"	142.5	2479.5	2834	2659.5	53	1	2	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	1	11	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	152.5	"AWI"	152.5	2574.5	3092.5	2803.5	36	0	3	0	2	0	1	0	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15825	24348	"Lake Racou"	42.55417	2.00833	157.5	"AWI"	157.5	2619	3192.5	2881	47	0	8	0	1	0	5	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	815	0	0	0	0	0	10	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	162.5	"AWI"	162.5	2675	3287	2957	42	0	3	4	3	0	2	0	10	0	0	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	616	0	0	0	0	0	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
15825	24348	"Lake Racou"	42.55417	2.00833	167.5	"AWI"	167.5	2732	3379.5	3041.5	65	0	2	1	2	0	8	0	13	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	172.5	"AWI"	172.5	2800.5	3463.5	3116	34	2	6	2	1	0	4	0	29	0	0	0	1	0	0	0	2	0	8	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1306	0	0	0	0	0	58	5	0	0	0	0	0	1	1	0	1	0	0	1	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	177.5	"AWI"	177.5	2861	3547.5	3189	39	0	3	0	1	0	4	0	23	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	1	0	0	0	0	42	19	0	0	0	0	2	5	0	0	0	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	182.5	"AWI"	182.5	2916.5	3616.5	3265.5	31	0	4	2	2	0	3	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	469	1	0	0	0	0	36	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	187.5	"AWI"	187.5	2979.5	3677	3347.5	98	0	0	0	6	0	2	0	30	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	574	1	0	18	0	0	27	9	0	1	0	0	0	0	2	0	0	0	0	1	2	6
15825	24348	"Lake Racou"	42.55417	2.00833	192.5	"AWI"	192.5	3042	3744.5	3419.5	50	0	3	0	0	0	2	0	16	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057	0	0	0	0	0	29	7	0	0	0	0	0	1	1	0	0	0	0	1	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	197.5	"AWI"	197.5	3116.5	3795	3491	68	0	5	1	2	0	5	0	21	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1081	2	0	0	0	0	39	4	0	0	0	0	0	3	1	0	0	0	0	0	1	2
15825	24348	"Lake Racou"	42.55417	2.00833	202.5	"AWI"	202.5	3198	3858	3561	46	10	8	1	4	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	709	1	0	0	0	0	29	18	0	0	0	0	0	2	1	1	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	207.5	"AWI"	207.5	3264	3918	3633.5	49	0	5	0	2	0	6	0	40	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1026	1	0	0	0	0	45	8	0	0	0	0	0	1	1	0	0	0	0	0	2	1
15825	24348	"Lake Racou"	42.55417	2.00833	212.5	"AWI"	212.5	3354.5	3984.5	3707	33	1	4	2	0	1	3	0	21	0	1	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	1	0	0	0	0	48	7	0	0	0	0	0	4	1	0	0	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	217.5	"AWI"	217.5	3445	4037.5	3785.5	43	0	12	1	4	0	5	0	22	0	1	0	0	0	0	0	0	0	17	0	9	0	0	0	0	0	8	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1024	0	0	0	0	0	37	21	0	0	0	0	0	3	0	0	0	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	222.5	"AWI"	222.5	3610.5	4101.5	3861.5	57	0	5	0	2	0	4	0	32	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	737	0	0	0	0	0	35	11	0	0	0	0	0	1	2	0	0	0	1	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	227.5	"AWI"	227.5	3778.5	4192.5	3941	74	0	2	1	1	0	5	0	23	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	750	0	0	0	0	0	42	5	0	0	0	0	0	2	0	0	0	1	0	0	1	4
15825	24348	"Lake Racou"	42.55417	2.00833	232.5	"AWI"	232.5	3907.5	4419	4127.5	49	0	4	0	2	0	7	0	24	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	790	3	0	0	0	0	34	7	0	0	0	0	0	5	1	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	237.5	"AWI"	237.5	3977	4945	4385	72	0	6	0	2	0	1	0	40	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	933	0	0	0	0	0	63	5	0	0	0	0	0	3	0	0	1	0	0	0	2	3
15825	24348	"Lake Racou"	42.55417	2.00833	242.5	"AWI"	242.5	4141.5	5323.5	4618.5	11	0	0	0	1	0	5	0	42	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	464	2	0	0	0	0	20	5	0	0	0	0	0	1	1	0	0	0	0	1	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	247.5	"AWI"	247.5	4287	5482	4854.5	44	2	3	0	2	0	6	0	62	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	549	0	0	0	0	0	49	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0
15825	24348	"Lake Racou"	42.55417	2.00833	252.5	"AWI"	252.5	4528	5633.5	5086.5	43	0	7	0	2	0	10	0	87	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	866	0	0	0	0	0	75	14	0	0	0	0	0	1	2	0	0	2	0	0	3	10
15825	24348	"Lake Racou"	42.55417	2.00833	257.5	"AWI"	257.5	4763	5723.5	5340	79	0	8	0	1	0	4	0	100	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1076	0	0	0	0	0	85	4	0	0	0	0	0	2	2	0	3	0	0	0	0	11
15825	24348	"Lake Racou"	42.55417	2.00833	262.5	"AWI"	262.5	5153.5	5837	5573.5	66	0	3	1	1	0	16	0	81	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	62	5	0	0	0	0	0	0	0	0	0	0	0	1	3	4
15825	24348	"Lake Racou"	42.55417	2.00833	267.5	"AWI"	267.5	5632.5	5937.5	5801	44	0	3	0	1	0	10	0	93	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	769	0	0	0	0	0	52	3	0	0	0	0	0	2	0	0	0	0	0	0	3	0
15825	24348	"Lake Racou"	42.55417	2.00833	272.5	"AWI"	272.5	5780.5	6290.5	6015.5	46	0	2	1	2	0	11	0	68	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	626	0	0	0	0	0	26	3	0	0	0	0	0	2	0	0	0	0	0	0	0	4
15825	24348	"Lake Racou"	42.55417	2.00833	277.5	"AWI"	277.5	5847.5	6692	6193.5	94	0	0	0	1	0	5	0	64	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	934	0	0	0	0	0	50	4	0	0	0	0	0	1	1	0	0	0	0	0	2	9
15825	24348	"Lake Racou"	42.55417	2.00833	282.5	"AWI"	282.5	5971	7020.5	6395.5	97	0	1	0	5	0	2	0	51	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	757	0	0	0	0	0	45	8	0	0	0	0	0	1	2	0	0	1	0	0	6	11
15825	24348	"Lake Racou"	42.55417	2.00833	287.5	"AWI"	287.5	6081	7318.5	6627.5	54	1	3	2	2	0	7	0	33	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1139	0	0	0	0	0	48	2	0	0	0	0	0	1	1	0	0	0	0	1	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	292.5	"AWI"	292.5	6253.5	7566.5	6858	55	0	0	0	1	0	9	0	37	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	59	11	0	0	0	0	0	0	2	0	2	0	0	0	2	6
15825	24348	"Lake Racou"	42.55417	2.00833	297.5	"AWI"	297.5	6411	7746.5	7110.5	68	0	0	0	4	0	5	0	34	0	0	0	0	1	0	0	1	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	634	0	0	0	0	0	49	4	0	0	0	0	0	1	3	0	0	0	0	1	3	3
15825	24348	"Lake Racou"	42.55417	2.00833	302.5	"AWI"	302.5	6619	7910.5	7329.5	34	0	0	0	4	0	6	0	34	0	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	557	0	0	0	0	0	45	0	0	0	0	0	0	2	1	0	0	0	0	1	2	3
15825	24348	"Lake Racou"	42.55417	2.00833	307.5	"AWI"	307.5	6811.5	8014	7532.5	32	1	0	1	3	0	9	0	82	0	0	0	1	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	769	0	0	0	0	0	62	12	0	0	0	0	0	3	2	0	0	0	0	0	0	8
15825	24348	"Lake Racou"	42.55417	2.00833	312.5	"AWI"	312.5	7140.5	8129.5	7725	26	0	2	2	4	0	5	0	89	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	53	16	0	0	0	0	0	5	4	0	0	0	0	0	1	8
15825	24348	"Lake Racou"	42.55417	2.00833	317.5	"AWI"	317.5	7579	8217.5	7918	6	0	0	2	2	0	6	0	65	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	1	0	0	0	0	57	5	0	0	0	0	0	3	3	0	0	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	322.5	"AWI"	322.5	7983	8373	8176.5	25	0	0	0	3	0	7	0	71	0	0	0	1	0	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	866	0	6	0	0	0	53	6	0	0	0	0	0	1	4	0	0	0	0	1	1	10
15825	24348	"Lake Racou"	42.55417	2.00833	327.5	"AWI"	327.5	8127	8996.5	8486	16	0	0	0	1	0	11	0	43	0	0	0	0	0	0	0	2	0	49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	59	10	0	0	0	0	0	2	2	0	0	0	0	1	1	6
15825	24348	"Lake Racou"	42.55417	2.00833	332.5	"AWI"	332.5	8364	9440	8787.5	35	0	3	1	1	0	2	0	36	0	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	56	5	0	0	0	0	0	2	1	0	0	1	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	337.5	"AWI"	337.5	8529.5	9590	9133	2	0	0	1	0	0	5	0	71	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	25	2	0	0	0	0	0	3	2	0	3	0	0	0	0	3
15825	24348	"Lake Racou"	42.55417	2.00833	342.5	"AWI"	342.5	8955	9806	9420.5	10	0	1	1	0	0	10	0	94	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	22	8	0	0	0	0	0	6	2	0	0	1	0	1	0	5
15825	24348	"Lake Racou"	42.55417	2.00833	347.5	"AWI"	347.5	9542.5	10015.5	9688.5	0	0	0	0	4	0	13	0	60	0	1	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	575	0	0	0	0	0	29	7	0	0	0	0	0	7	1	0	1	0	0	0	0	2
15825	24348	"Lake Racou"	42.55417	2.00833	352.5	"AWI"	352.5	9678.5	10310	9943	4	0	0	1	4	1	2	0	34	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	597	3	0	0	0	0	26	3	0	0	0	0	0	2	1	0	0	0	0	0	0	4
15825	24348	"Lake Racou"	42.55417	2.00833	357.5	"AWI"	357.5	9751	10586	10135.5	0	1	0	0	1	0	15	0	147	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	22	2	0	0	0	0	0	6	1	0	0	0	0	1	0	3
15825	24348	"Lake Racou"	42.55417	2.00833	362.5	"AWI"	362.5	9903.5	10816	10330	5	0	0	1	3	0	12	0	67	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	25	6	0	0	0	0	0	6	2	0	0	0	0	0	0	0
15825	24348	"Lake Racou"	42.55417	2.00833	367.5	"AWI"	367.5	10049	10952	10552	0	0	0	0	2	0	18	0	65	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	629	0	0	0	0	0	10	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0
