"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3227	4187	"Lavau"	47.34194	-1.93417	100	"AWI"	100	1951	2945	2453	0	0	16	2	1	0	1	0	22	0	0	0	0	0	0	8	2	0	0	0	6	1	0	0	0	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	29	0	0	0	0	0	3	0	0	1	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	107	"AWI"	107	2183	3031	2630	0	0	27	1	0	1	0	0	20	0	0	0	0	0	0	4	1	0	0	3	4	1	0	0	0	0	1	1	0	106	0	0	0	1	0	0	236	0	0	0	0	46	0	0	0	0	0	6	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	115	"AWI"	115	2427	3152	2813	0	1	26	2	0	2	1	0	7	0	0	0	0	0	0	5	2	0	0	0	1	1	1	0	0	0	0	2	0	76	0	1	0	1	0	0	0	0	0	0	0	51	0	1	0	0	0	1	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	125	"AWI"	125	2799	3286	3010	0	0	15	0	0	1	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	125	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	130	"AWI"	130	2888	3380	3116	0	1	42	1	0	1	1	0	18	0	0	0	0	0	0	8	2	0	0	0	2	2	0	0	0	0	0	1	0	9	0	0	0	1	0	0	0	0	0	0	0	63	0	1	0	0	0	8	0	0	0	0	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	135	"AWI"	135	2927	3551	3220	0	0	40	2	0	0	2	0	21	0	1	0	0	0	0	12	1	0	0	2	4	1	0	0	0	0	0	1	0	14	0	0	0	2	0	0	0	0	0	0	0	69	0	0	0	0	0	2	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	140	"AWI"	140	2958	3762	3320	0	0	31	1	0	1	1	0	20	0	1	0	0	0	0	8	0	0	0	0	3	3	0	0	0	0	0	1	0	19	0	0	0	2	0	0	0	0	0	0	0	77	0	0	0	0	0	2	0	2	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	145	"AWI"	145	2982	3976	3411	0	0	34	1	0	0	2	0	15	0	0	0	0	0	0	11	0	0	0	1	2	0	0	0	0	0	0	3	0	25	0	0	0	1	0	0	193	0	0	0	0	84	0	0	0	0	0	2	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	150	"AWI"	150	3002	4202	3508	0	0	36	2	0	0	1	0	7	1	0	0	0	0	0	35	0	0	0	0	2	6	1	1	0	0	0	0	0	10	0	0	0	2	0	0	168	0	0	0	0	58	0	0	0	0	0	4	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	155	"AWI"	155	3139	4243	3596	0	0	41	2	1	1	1	0	16	0	0	0	0	0	0	38	0	0	0	0	1	4	0	0	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	1	0	78	0	0	0	0	0	1	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	160	"AWI"	160	3247	4278	3687	0	0	38	2	0	0	1	0	14	0	0	0	0	0	0	33	0	0	0	0	2	4	0	1	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	103	0	0	0	0	0	1	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	165	"AWI"	165	3329	4317	3783	0	0	29	4	2	3	0	0	6	0	0	1	0	0	0	34	1	6	0	1	2	4	0	0	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	2	0	0	0	2	0	0	1
3227	4187	"Lavau"	47.34194	-1.93417	170	"AWI"	170	3397	4364	3881	0	0	53	1	0	1	0	0	19	0	0	0	0	0	0	86	0	0	0	0	2	2	0	0	0	0	0	0	0	35	0	0	0	1	0	0	54	0	0	0	0	88	0	0	0	0	0	1	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	175	"AWI"	175	3454	4436	3980	0	0	32	1	0	1	1	0	21	0	0	0	0	0	2	77	1	0	0	0	2	3	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	96	0	0	0	0	0	4	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	180	"AWI"	180	3509	4521	4074	0	0	35	2	0	1	1	0	7	0	0	0	0	0	0	60	0	0	0	0	2	1	0	1	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	87	0	0	0	0	0	1	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	185	"AWI"	185	3560	4616	4165	0	0	33	2	0	1	1	0	6	0	0	0	0	0	0	23	0	3	0	0	2	1	0	0	0	0	0	1	0	60	0	0	0	1	0	0	0	0	0	0	0	104	0	0	0	0	0	2	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	190	"AWI"	190	3633	4692	4233	0	0	49	0	0	2	1	0	14	0	0	0	0	0	0	58	2	0	0	1	0	2	0	1	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	1	0	118	0	0	0	0	0	0	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	195	"AWI"	195	3736	4724	4290	0	0	36	0	0	0	0	0	12	0	0	0	0	0	0	42	1	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	108	1	0	0	0	0	1	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	200	"AWI"	200	3822	4756	4350	0	0	38	1	0	2	1	0	25	0	0	0	0	0	0	47	2	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	202	0	0	0	0	0	1	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	205	"AWI"	205	3892	4801	4414	0	0	52	0	0	1	0	0	132	0	0	0	0	0	0	21	10	0	0	0	1	1	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	112	0	0	0	0	0	2	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	210	"AWI"	210	3938	4861	4468	0	0	56	1	0	0	0	0	33	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	215	"AWI"	215	3975	4949	4522	0	0	49	8	0	1	0	0	31	0	0	0	0	0	0	27	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	115	0	0	0	0	0	1	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	225	"AWI"	225	4042	5181	4626	0	0	67	2	2	0	2	0	32	0	0	0	0	0	0	17	4	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	100	0	0	0	0	85	0	0	0	0	0	1	1	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	230	"AWI"	230	4094	5210	4668	0	1	54	0	0	0	1	0	72	0	1	0	0	0	0	21	27	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	90	0	0	0	0	0	3	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	235	"AWI"	235	4132	5249	4711	0	0	25	1	0	2	0	0	28	0	0	0	0	0	0	15	15	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	154	0	0	0	0	0	2	0	0	0	1	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	240	"AWI"	240	4165	5293	4752	0	0	60	1	0	2	1	0	30	0	0	0	0	0	0	38	17	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	61	0	0	0	0	0	4	0	0	0	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	245	"AWI"	245	4203	5342	4793	0	0	67	0	0	1	0	0	10	0	0	0	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	66	0	0	0	0	79	0	0	0	0	0	0	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	250	"AWI"	250	4235	5396	4836	0	0	96	2	0	1	1	0	18	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	255	"AWI"	255	4266	5468	4877	0	1	69	2	1	0	1	0	55	0	0	0	0	0	0	23	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0	0	0	0	2	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	260	"AWI"	260	4288	5542	4915	0	0	114	1	0	2	2	0	60	0	0	0	0	0	0	31	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	65	0	0	0	1	0	2	0	0	1	2	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	265	"AWI"	265	4331	5594	4957	0	0	39	0	0	1	1	0	20	0	0	0	0	0	0	15	23	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	127	0	0	0	0	0	0	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	270	"AWI"	270	4389	5615	4996	0	0	58	1	0	0	0	0	47	0	0	0	0	0	0	26	29	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	66	1	1	0	0	0	2	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	275	"AWI"	275	4429	5644	5037	0	1	63	2	0	1	0	0	85	0	0	2	0	0	1	22	21	0	0	1	0	7	0	0	0	0	1	1	0	0	10	0	0	2	0	0	0	0	0	0	0	67	0	0	0	0	0	4	0	0	3	1	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	280	"AWI"	280	4477	5681	5084	0	0	83	1	0	1	0	0	44	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	2	0	0	0	2	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	285	"AWI"	285	4518	5728	5124	0	0	91	1	0	1	0	0	196	0	0	0	0	0	0	36	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	57	0	0	0	0	0	2	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	290	"AWI"	290	4559	5776	5167	0	0	63	1	1	1	0	0	40	0	0	0	0	0	0	22	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	66	0	5	0	0	0	2	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	295	"AWI"	295	4585	5832	5213	0	0	44	3	0	2	2	0	9	0	0	0	0	0	0	36	7	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	111	0	2	0	0	0	1	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	300	"AWI"	300	4612	5895	5252	0	0	18	14	2	0	0	0	7	0	0	0	0	0	2	23	28	0	0	0	1	2	0	0	0	0	2	10	0	1	0	0	0	2	0	0	0	0	0	0	0	107	0	3	0	0	0	5	1	0	1	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	305	"AWI"	305	4672	5913	5292	0	0	38	4	1	0	2	0	7	0	0	0	0	0	0	22	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	219	0	3	0	0	0	7	0	0	0	3	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	310	"AWI"	310	4718	5935	5339	0	0	29	0	0	2	0	0	9	0	0	0	0	0	1	12	8	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	96	0	2	0	0	0	3	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	315	"AWI"	315	4754	5963	5382	0	0	84	2	1	1	0	0	35	0	0	0	0	0	1	13	25	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	75	0	6	0	1	0	19	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	320	"AWI"	320	4788	5998	5422	0	0	79	2	0	2	1	0	75	0	0	0	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	38	0	1	0	33	0	1	0	2	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	325	"AWI"	325	4815	6033	5463	0	0	128	0	1	0	0	0	62	0	1	0	0	0	0	25	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	79	0	31	0	0	0	30	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	330	"AWI"	330	4835	6080	5502	0	1	315	2	1	1	0	0	9	0	0	0	0	0	0	6	32	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	6	0	0	0	2	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	335	"AWI"	335	4852	6127	5543	0	0	23	2	0	0	1	0	3	0	0	0	0	0	1	6	22	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	56	0	0	0	2	0	1	0	0	0	0	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	340	"AWI"	340	4910	6162	5584	0	0	9	4	1	1	3	0	11	0	0	0	0	0	1	8	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	194	0	0	0	0	0	1	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	345	"AWI"	345	4973	6182	5625	0	0	30	1	0	0	0	0	24	0	0	0	0	0	0	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	94	0	0	0	0	0	14	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	350	"AWI"	350	5030	6199	5666	0	1	29	2	0	1	1	0	49	0	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	87	0	0	0	0	0	2	0	0	0	2	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	355	"AWI"	355	5081	6220	5712	0	0	38	0	0	1	1	0	67	0	0	0	0	0	0	2	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71	0	0	0	0	0	3	0	0	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	360	"AWI"	360	5123	6242	5758	0	0	75	1	0	1	0	0	76	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	3	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	365	"AWI"	365	5163	6270	5804	0	0	76	0	0	2	1	0	5	0	0	0	0	0	0	15	36	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	87	1	1	0	0	0	8	0	0	0	3	4	0	0
3227	4187	"Lavau"	47.34194	-1.93417	370	"AWI"	370	5193	6305	5847	0	0	93	2	0	3	0	0	22	0	0	0	0	0	0	16	76	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	68	0	0	0	0	0	20	0	0	0	3	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	375	"AWI"	375	5229	6350	5887	0	0	134	2	0	1	1	0	23	0	0	0	0	0	0	26	50	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	84	0	1	0	0	0	30	0	0	0	9	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	380	"AWI"	380	5310	6367	5926	0	0	48	2	0	1	2	0	2	0	0	0	0	0	0	17	141	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71	0	1	0	1	0	2	0	0	0	8	3	0	0
3227	4187	"Lavau"	47.34194	-1.93417	385	"AWI"	385	5384	6386	5966	0	0	46	1	0	2	1	0	3	0	0	0	0	0	0	3	18	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	117	0	0	0	0	0	10	0	0	0	1	8	0	0
3227	4187	"Lavau"	47.34194	-1.93417	390	"AWI"	390	5455	6402	6006	0	0	123	2	1	2	2	0	5	0	0	0	0	0	0	2	13	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	97	0	0	0	0	0	15	0	0	0	3	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	395	"AWI"	395	5511	6423	6047	0	1	131	1	0	2	2	0	3	0	0	0	0	0	0	7	62	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	86	0	5	0	1	0	11	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	400	"AWI"	400	5566	6449	6091	0	0	186	2	1	1	1	0	3	0	0	0	0	0	0	3	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	54	0	28	0	0	0	9	0	0	0	2	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	405	"AWI"	405	5601	6481	6132	0	0	147	1	0	1	0	0	3	0	0	0	0	0	0	12	50	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	3	0	55	0	13	0	0	0	8	0	0	0	6	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	410	"AWI"	410	5636	6520	6174	0	0	132	1	1	1	0	0	1	0	0	0	0	0	0	3	105	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	2	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	415	"AWI"	415	5703	6549	6209	0	0	252	1	0	1	2	0	0	0	0	0	0	0	0	7	95	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	5	0	0	0	3	1	0	1
3227	4187	"Lavau"	47.34194	-1.93417	420	"AWI"	420	5782	6565	6241	0	0	206	2	0	0	2	0	3	0	0	0	0	0	0	4	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	5	0	0	0	1	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	425	"AWI"	425	5853	6580	6272	0	0	94	3	0	0	1	0	0	0	0	0	0	0	0	1	32	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	87	0	0	0	0	0	9	0	0	0	1	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	430	"AWI"	430	5910	6597	6306	0	0	107	1	0	0	0	0	2	0	0	0	0	0	0	11	23	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	87	0	0	0	0	0	25	0	1	0	2	2	0	0
3227	4187	"Lavau"	47.34194	-1.93417	435	"AWI"	435	5958	6620	6338	0	0	52	1	0	1	2	0	2	0	0	0	0	0	0	6	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	70	0	6	0	0	0	1	0	0	0	3	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	440	"AWI"	440	6005	6645	6371	0	0	2	0	1	1	1	0	7	0	0	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	1	0	0	0	0	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	442	"AWI"	442	6017	6658	6385	0	0	4	0	1	0	0	0	4	0	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	1	1	0	0	0
3227	4187	"Lavau"	47.34194	-1.93417	444	"AWI"	444	6028	6673	6399	0	0	13	2	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	1	0	0
3227	4187	"Lavau"	47.34194	-1.93417	446	"AWI"	446	6038	6686	6414	0	0	5	3	0	0	1	0	2	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	1	2	0	0
