"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
16474	25765	"Buntes Moor"	46.995904	11.140446	100	"AWI"	100	1602	2169	1897	3	0	124	1	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	8	0	383	0	0	2	0	10	0	0	0	0	0	3	0	1	0	0	0	0	0	99	94	0	0	0	0	0	0	2	0	0	38	0	1	5	0	8	4	0	0	1	0	0	2	1	0
16474	25765	"Buntes Moor"	46.995904	11.140446	105	"AWI"	105	1693	2219	1969	5	2	79	0	0	0	0	4	0	0	10	0	1	0	0	0	0	0	0	0	9	0	587	0	0	3	0	27	0	0	0	0	0	7	0	0	0	0	2	0	0	89	99	0	0	0	0	0	0	2	0	0	0	0	5	10	0	0	1	0	0	5	0	0	3	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	110	"AWI"	110	1748	2290	2045	9	0	295	2	0	0	0	16	0	0	70	0	1	0	0	0	0	1	0	0	74	0	57	0	2	0	0	42	4	0	0	0	1	9	0	1	0	0	0	0	6	88	133	0	0	0	0	0	0	9	0	0	0	3	10	14	2	9	0	0	0	3	1	0	5	23	0
16474	25765	"Buntes Moor"	46.995904	11.140446	115	"AWI"	115	1808	2347	2101	5	0	233	2	0	0	0	11	0	0	86	0	0	0	4	0	0	0	0	0	47	0	19	0	0	5	0	58	1	0	0	0	2	6	0	2	0	0	0	0	5	98	80	0	0	0	0	0	0	11	0	1	0	0	17	4	1	0	2	0	1	5	1	0	16	54	0
16474	25765	"Buntes Moor"	46.995904	11.140446	120	"AWI"	120	1855	2394	2147	12	1	190	0	1	0	0	7	0	0	30	0	2	0	0	0	0	0	0	0	18	0	1426	0	0	2	0	31	0	0	0	0	0	14	0	4	0	4	0	0	3	124	123	0	0	0	0	1	0	6	0	0	0	0	6	2	1	0	7	0	0	1	0	0	5	1	0
16474	25765	"Buntes Moor"	46.995904	11.140446	125	"AWI"	125	1898	2461	2192	3	0	228	2	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	13	0	723	0	2	0	0	17	0	0	0	0	0	7	0	1	0	0	0	0	1	79	115	0	0	0	0	0	0	5	0	0	14	1	10	7	2	0	0	0	0	0	0	0	6	13	0
16474	25765	"Buntes Moor"	46.995904	11.140446	130	"AWI"	130	1950	2502	2237	7	0	275	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	0	0	26	0	494	0	1	4	0	18	0	0	0	0	0	15	0	1	0	0	7	0	1	71	93	0	0	0	0	1	0	6	0	1	0	0	8	2	1	0	0	0	0	3	0	0	4	23	0
16474	25765	"Buntes Moor"	46.995904	11.140446	132.5	"AWI"	132.5	1964	2521	2257	16	0	165	2	0	0	0	8	0	0	16	0	0	0	3	0	52	0	0	2	18	0	472	0	0	0	0	11	0	0	1	1	0	7	0	2	0	0	5	0	0	136	152	0	0	0	0	0	0	2	0	0	10	4	6	0	0	0	1	0	0	2	2	0	6	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	135	"AWI"	135	1982	2543	2278	8	0	339	4	0	0	0	18	0	0	36	0	1	0	0	0	0	0	0	0	43	0	36	0	0	7	0	40	1	2	0	0	0	13	0	0	0	0	0	0	5	136	150	0	0	0	0	0	0	9	0	0	0	0	6	3	1	0	0	0	0	5	0	0	12	13	0
16474	25765	"Buntes Moor"	46.995904	11.140446	140	"AWI"	140	2018	2607	2321	3	0	277	3	0	0	0	7	0	0	23	0	0	0	0	0	0	0	0	0	27	0	330	0	0	0	0	23	0	0	0	0	0	16	0	1	0	0	0	0	4	101	86	0	0	0	0	2	0	1	0	0	9	0	4	19	0	5	1	0	0	1	2	0	3	13	0
16474	25765	"Buntes Moor"	46.995904	11.140446	145	"AWI"	145	2064	2635	2364	8	0	137	2	0	0	0	6	0	0	26	0	1	0	0	0	0	0	0	0	26	0	48	0	0	0	0	13	0	0	0	0	0	6	0	2	0	0	0	0	1	68	73	0	0	0	0	0	1	2	0	0	0	0	13	53	0	0	1	0	0	4	1	0	13	85	0
16474	25765	"Buntes Moor"	46.995904	11.140446	150	"AWI"	150	2099	2678	2408	1	0	400	4	0	0	0	19	0	0	29	0	0	0	0	0	0	0	0	0	104	1	219	0	0	12	0	37	2	3	0	0	0	7	0	1	0	0	0	0	7	58	83	0	0	0	0	0	0	7	0	0	0	1	14	9	0	0	4	0	2	2	4	0	5	23	0
16474	25765	"Buntes Moor"	46.995904	11.140446	155	"AWI"	155	2136	2730	2449	10	0	165	2	0	0	0	9	0	0	26	0	0	0	10	0	0	0	0	0	18	0	970	0	0	0	0	26	3	3	0	0	0	6	0	1	0	0	0	0	2	102	78	0	0	0	0	0	1	4	11	0	0	1	20	41	0	11	1	0	0	0	5	0	9	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	160	"AWI"	160	2190	2756	2493	5	1	0	3	0	0	0	7	0	0	59	0	0	0	0	0	0	0	0	0	37	0	199	0	0	0	0	26	3	0	0	0	0	11	0	2	0	0	0	0	3	71	102	0	0	0	0	0	1	9	0	0	4	0	10	7	0	0	2	0	0	6	0	0	12	19	0
16474	25765	"Buntes Moor"	46.995904	11.140446	162.5	"AWI"	162.5	2212	2774	2516	3	0	42	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	0	11	4	0	0	0	0	0	0	1	0	0	0	0	1	20	26	0	0	0	0	0	0	4	0	1	0	0	1	1	1	0	0	0	0	1	0	0	2	2	0
16474	25765	"Buntes Moor"	46.995904	11.140446	165	"AWI"	165	2233	2795	2538	5	0	260	2	0	0	1	9	0	0	48	0	0	0	0	0	0	0	0	0	29	0	207	0	0	0	0	26	1	2	0	0	0	0	0	2	0	0	0	0	4	45	127	0	0	0	0	0	2	10	0	0	16	2	22	218	1	0	3	0	0	23	0	0	8	31	0
16474	25765	"Buntes Moor"	46.995904	11.140446	167.5	"AWI"	167.5	2256	2820.5	2560	4	0	298	1	0	0	0	17	0	0	63	0	0	3	0	0	0	0	0	0	44	0	436	0	0	0	0	32	9	0	0	0	0	13	0	0	0	0	0	0	0	44	79	0	0	0	0	0	1	9	0	1	0	0	6	5	3	0	3	0	0	6	0	0	11	27	0
16474	25765	"Buntes Moor"	46.995904	11.140446	170	"AWI"	170	2283	2838	2581	15	0	191	3	0	0	0	15	0	0	27	0	0	0	0	0	0	0	0	0	23	1	1126	0	0	3	0	28	0	0	0	0	0	3	0	1	0	0	1	0	3	96	105	0	0	0	0	0	2	4	0	0	71	0	13	7	0	0	1	0	0	2	0	0	9	4	0
16474	25765	"Buntes Moor"	46.995904	11.140446	172.5	"AWI"	172.5	2311.5	2852	2604.5	8	0	124	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	0	831	0	0	0	0	24	0	0	0	0	0	13	0	0	0	0	2	0	1	115	99	0	0	0	0	0	0	1	0	0	0	0	2	14	0	0	0	0	0	5	0	0	2	1	0
16474	25765	"Buntes Moor"	46.995904	11.140446	175	"AWI"	175	2337	2865	2627	2	0	348	2	0	0	0	11	0	0	54	0	0	0	0	0	0	0	0	0	64	0	133	0	1	0	0	20	1	0	0	0	0	5	0	0	0	0	0	0	9	45	59	0	0	0	0	0	0	7	0	1	0	1	10	14	1	0	1	0	0	14	1	0	9	21	0
16474	25765	"Buntes Moor"	46.995904	11.140446	180	"AWI"	180	2380	2900	2676	6	0	304	1	0	0	0	8	0	0	49	0	0	0	0	0	0	0	0	0	54	0	142	0	0	0	0	33	0	0	0	0	0	5	0	0	0	0	0	0	0	31	32	0	0	0	0	0	4	8	0	0	12	0	1	10	1	0	0	0	0	1	1	0	6	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	185	"AWI"	185	2436	2939	2720	3	1	492	3	0	0	0	21	0	0	64	0	0	0	6	0	0	0	0	0	69	0	37	0	0	0	0	47	4	0	0	0	0	8	0	1	0	0	0	0	6	78	116	0	0	0	0	0	0	6	0	1	0	2	9	18	1	0	1	0	0	6	4	0	18	16	0
16474	25765	"Buntes Moor"	46.995904	11.140446	190	"AWI"	190	2481	2977	2761	9	0	310	1	0	0	0	6	0	0	70	0	0	0	0	0	0	0	0	0	39	1	331	0	0	4	0	62	0	0	0	0	0	14	0	0	0	0	0	0	2	81	92	0	0	0	0	0	1	6	0	0	13	1	3	5	2	0	0	1	0	4	4	0	10	7	0
16474	25765	"Buntes Moor"	46.995904	11.140446	195	"AWI"	195	2513	3042	2796	6	0	402	3	0	0	0	14	0	0	89	0	0	0	0	0	0	0	0	0	66	0	116	0	0	0	0	31	2	0	0	0	0	5	0	0	0	0	0	0	5	52	53	0	0	0	0	0	0	7	0	0	14	0	3	16	0	0	1	0	0	12	2	0	0	9	0
16474	25765	"Buntes Moor"	46.995904	11.140446	200	"AWI"	200	2557	3083	2836	10	1	300	1	0	0	0	17	0	0	46	0	0	0	2	0	0	0	0	0	38	0	3506	0	0	0	0	27	0	0	0	0	0	16	0	0	0	0	2	0	0	90	126	0	0	0	0	1	2	9	0	0	21	0	9	17	0	11	4	0	0	6	0	0	3	9	1
16474	25765	"Buntes Moor"	46.995904	11.140446	205	"AWI"	205	2596	3129	2877	8	1	292	2	0	0	0	12	0	0	49	0	0	0	5	0	0	0	0	0	36	0	2093	0	0	0	0	56	3	0	0	0	0	5	0	0	0	0	0	0	4	134	164	0	0	0	0	1	0	13	0	1	15	1	11	12	0	0	1	0	0	1	4	0	12	7	0
16474	25765	"Buntes Moor"	46.995904	11.140446	210	"AWI"	210	2621	3189	2916	4	0	351	3	0	0	0	19	0	0	48	0	0	0	0	0	0	0	0	0	68	0	262	0	0	2	0	11	6	0	0	0	0	8	0	0	0	0	0	0	6	53	71	0	0	0	0	1	0	6	0	0	8	1	4	10	0	0	0	0	0	2	4	2	7	19	0
16474	25765	"Buntes Moor"	46.995904	11.140446	215	"AWI"	215	2682	3220	2955	9	2	246	0	0	0	0	7	0	0	35	0	0	0	5	0	0	0	0	0	39	1	840	0	0	0	0	24	2	0	0	0	0	7	0	1	0	0	0	0	2	86	109	0	0	0	0	0	1	17	0	1	0	1	14	22	3	0	1	0	0	4	2	0	8	11	0
16474	25765	"Buntes Moor"	46.995904	11.140446	220	"AWI"	220	2720	3263	2992	7	1	123	1	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	0	3	86	68	0	0	0	0	0	0	1	0	0	0	0	4	4	0	7	3	0	0	0	1	0	2	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	225	"AWI"	225	2761	3312	3031	7	1	278	1	0	0	0	8	0	0	60	0	0	0	0	0	0	0	0	0	42	0	142	0	0	10	0	34	6	0	0	0	0	6	0	1	0	0	0	0	2	86	113	0	0	0	0	0	0	5	0	1	0	0	9	12	0	0	1	0	0	1	2	0	13	14	0
16474	25765	"Buntes Moor"	46.995904	11.140446	230	"AWI"	230	2822	3344	3076	3	1	156	1	0	0	0	6	0	0	27	0	0	0	0	0	0	0	0	0	35	0	246	0	0	0	0	36	0	0	0	0	0	3	0	0	0	0	0	0	1	53	59	0	0	0	0	0	0	4	0	1	0	0	7	22	1	0	0	0	0	4	1	1	6	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	232.5	"AWI"	232.5	2843.5	3364	3097.5	2	0	306	1	0	0	0	8	0	0	47	0	0	0	4	0	0	0	0	0	53	0	103	0	0	0	0	30	1	0	0	0	0	7	0	1	0	0	0	0	2	53	50	0	0	0	0	0	0	7	0	1	0	0	4	8	0	6	0	0	0	4	0	0	0	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	235	"AWI"	235	2863	3386	3121	0	0	169	0	0	792	0	5	0	0	18	0	1	0	0	0	0	0	0	0	23	0	289	0	0	0	0	6	2	0	0	0	0	8	0	0	0	0	2	0	0	18	47	0	0	0	0	0	0	7	0	0	0	0	5	4	1	0	0	0	0	2	0	1	4	5	0
16474	25765	"Buntes Moor"	46.995904	11.140446	237.5	"AWI"	237.5	2879	3422	3142.5	11	0	240	2	0	0	0	20	0	0	45	0	0	0	0	0	0	0	0	0	71	0	88	0	0	22	0	66	1	0	0	0	0	3	0	0	0	0	0	0	1	157	161	0	0	0	0	0	1	9	0	1	0	1	5	4	0	7	1	0	0	5	2	0	13	1	0
16474	25765	"Buntes Moor"	46.995904	11.140446	240	"AWI"	240	2917	3446	3170	8	0	252	0	0	0	0	19	0	0	30	0	0	0	0	0	0	0	0	0	61	0	246	0	0	0	0	24	0	0	1	0	0	10	0	0	0	0	0	0	1	61	69	0	0	0	0	1	4	5	0	0	10	0	8	11	0	0	4	0	0	4	4	0	2	2	0
16474	25765	"Buntes Moor"	46.995904	11.140446	245	"AWI"	245	2974	3519	3227	2	0	275	3	0	0	0	10	0	0	33	0	0	0	0	0	0	0	0	0	47	0	161	0	0	0	0	34	3	0	0	0	0	6	0	0	0	0	0	0	1	67	64	0	0	0	0	0	0	9	0	0	0	0	13	22	1	0	2	0	0	5	1	0	13	9	0
16474	25765	"Buntes Moor"	46.995904	11.140446	250	"AWI"	250	3017	3618	3283	7	0	305	0	0	0	0	8	0	0	47	0	1	0	0	0	0	0	0	0	42	0	1344	0	0	0	0	39	1	0	0	0	1	11	0	2	0	0	0	0	3	97	76	0	0	0	0	0	0	9	0	1	6	1	11	2	1	6	0	0	0	2	2	0	3	6	0
16474	25765	"Buntes Moor"	46.995904	11.140446	255	"AWI"	255	3083	3699	3338	11	0	227	0	0	0	0	5	0	0	27	0	0	0	3	0	0	0	0	1	35	0	744	0	0	0	0	45	0	2	0	0	0	9	0	3	0	0	1	0	3	124	108	0	0	0	0	0	0	4	0	1	0	0	11	16	2	0	1	0	0	3	0	0	5	4	0
16474	25765	"Buntes Moor"	46.995904	11.140446	260	"AWI"	260	3147	3765	3397	11	0	343	3	0	0	0	11	0	0	37	0	1	0	0	0	0	0	0	0	43	0	1180	0	0	5	0	54	2	0	0	0	0	11	0	0	0	0	1	0	0	127	157	0	0	0	0	1	2	19	0	1	37	1	7	7	3	0	0	0	0	1	0	0	5	0	0
16474	25765	"Buntes Moor"	46.995904	11.140446	265	"AWI"	265	3185	3844	3452	3	1	228	1	0	0	0	7	0	0	25	0	0	0	0	0	0	0	0	0	15	0	1296	0	0	9	0	31	2	0	0	0	0	12	0	0	0	0	3	0	0	72	82	0	0	0	0	4	0	9	17	1	77	0	56	20	1	0	1	0	0	4	1	0	8	23	0
16474	25765	"Buntes Moor"	46.995904	11.140446	270	"AWI"	270	3266	3971	3560	10	0	246	1	0	0	0	8	0	0	31	0	1	0	0	0	0	0	0	0	23	0	1554	0	0	10	0	40	1	0	0	0	0	14	0	0	0	0	0	0	0	91	0	0	0	0	0	2	0	8	0	0	23	1	9	135	1	0	2	0	2	3	3	0	9	15	0
16474	25765	"Buntes Moor"	46.995904	11.140446	275	"AWI"	275	3316	4192	3671	12	0	239	0	0	0	0	19	0	0	21	0	0	0	5	0	0	0	0	0	34	0	241	0	0	15	0	34	5	5	2	0	0	8	0	0	0	0	0	0	0	72	108	0	0	0	0	1	1	8	0	0	0	0	25	13	1	0	2	0	0	3	4	0	12	14	0
16474	25765	"Buntes Moor"	46.995904	11.140446	280	"AWI"	280	3354	4497	3772	7	0	340	1	0	0	0	13	0	0	24	0	0	0	0	0	0	0	0	0	42	0	511	0	0	0	0	30	2	0	2	0	0	8	0	1	0	0	2	0	1	74	179	0	0	0	0	0	2	4	0	0	0	0	17	20	1	0	0	0	3	9	5	0	17	5	0
16474	25765	"Buntes Moor"	46.995904	11.140446	285	"AWI"	285	3452	4597	3898	10	1	311	3	0	0	0	19	0	0	60	0	2	0	0	0	0	0	0	0	26	0	222	0	1	0	0	34	0	0	1	0	0	2	0	0	0	0	0	0	2	59	62	0	0	0	0	3	1	14	0	0	0	1	16	7	0	0	1	0	0	6	1	0	5	5	0
16474	25765	"Buntes Moor"	46.995904	11.140446	290	"AWI"	290	3509	4760	4022	3	0	280	1	0	0	0	22	0	0	24	0	1	0	0	0	0	0	0	0	38	0	113	0	0	0	0	11	0	2	0	0	0	4	0	0	0	0	0	0	4	58	108	0	0	0	0	0	0	4	0	1	0	0	5	8	1	0	0	0	0	6	5	0	12	8	0
16474	25765	"Buntes Moor"	46.995904	11.140446	295	"AWI"	295	3571	4954	4132	15	0	184	2	0	0	0	15	0	0	14	0	0	0	0	0	0	0	0	0	22	0	218	0	0	0	0	50	0	0	1	0	0	5	0	0	0	0	0	0	0	126	119	0	0	0	0	0	0	15	0	1	0	0	5	9	1	6	0	0	0	6	1	0	8	13	0
16474	25765	"Buntes Moor"	46.995904	11.140446	300	"AWI"	300	3660	5063	4250	16	1	255	2	0	0	0	6	0	0	25	0	1	0	0	0	0	0	0	0	14	0	368	0	0	0	0	44	5	0	2	0	0	8	0	0	0	0	0	0	2	124	124	0	0	0	0	4	0	3	0	0	52	0	7	13	0	0	0	0	0	1	0	0	11	2	0
16474	25765	"Buntes Moor"	46.995904	11.140446	305	"AWI"	305	3723	5210	4371	30	0	201	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0	0	13	0	499	0	0	0	0	61	0	0	0	0	0	7	0	0	0	0	0	0	3	193	121	0	0	0	0	0	0	5	0	0	0	0	10	15	1	0	1	0	0	5	1	0	16	18	0
16474	25765	"Buntes Moor"	46.995904	11.140446	310	"AWI"	310	3806	5346	4482	24	0	203	0	0	0	0	4	0	0	22	0	2	0	2	0	0	0	0	0	23	0	690	0	0	0	0	52	1	0	0	0	0	3	0	1	0	0	0	0	0	159	101	0	0	0	0	4	0	5	0	0	0	0	5	7	1	0	2	0	0	0	1	0	2	3	0
16474	25765	"Buntes Moor"	46.995904	11.140446	315	"AWI"	315	3907	5431	4602	32	0	209	1	0	0	0	6	0	2	16	0	0	0	0	0	0	0	0	0	23	0	1537	0	0	0	0	25	0	0	0	0	0	5	0	0	0	0	0	0	0	206	156	0	0	0	0	3	0	9	0	0	0	1	7	10	2	0	0	0	0	3	3	0	10	5	0
16474	25765	"Buntes Moor"	46.995904	11.140446	320	"AWI"	320	3975	5553	4722	12	0	319	0	0	0	0	8	0	0	17	0	0	0	0	0	0	0	0	1	18	0	339	0	0	0	0	34	0	0	0	0	0	4	0	0	0	0	0	0	0	182	206	0	0	0	0	0	0	9	0	2	0	0	8	16	1	0	0	0	0	1	1	0	3	4	0
