"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tamarix"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	580	"AWI"	580	5158	5855	5537	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	102	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	182	0	0	0	0	0	0	0	16	12	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	596	"AWI"	596	5396	6008	5735	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	257	0	0	0	0	0	0	0	7	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	604	"AWI"	604	5514	6082	5835	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	243	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	612	"AWI"	612	5633	6148	5929	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	195	0	0	0	0	0	0	0	29	14	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	620	"AWI"	620	5759	6209	6023	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	308	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	628	"AWI"	628	5982	6250	6118	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	248	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	636	"AWI"	636	6111	6333	6237	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	10	7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	644	"AWI"	644	6189	6483	6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	305	0	0	0	0	0	0	0	6	6	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	652	"AWI"	652	6253	6675	6427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	266	0	0	0	0	0	0	0	6	13	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	664	"AWI"	664	6349	6847	6570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	672	"AWI"	672	6417	6954	6665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	98	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	278	0	0	0	0	0	0	0	20	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	680	"AWI"	680	6474	7059	6768	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	290	0	0	0	0	0	0	0	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	688	"AWI"	688	6572	7138	6865	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	318	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	696	"AWI"	696	6662	7215	6960	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	253	0	0	0	0	0	0	0	16	9	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	704	"AWI"	704	6767	7296	7059	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	321	0	0	0	0	0	0	0	18	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	712	"AWI"	712	6875	7374	7154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	295	0	0	0	0	0	0	0	4	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	718	"AWI"	718	6972	7412	7223	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	286	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	730	"AWI"	730	7200	7509	7356	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26049	45181	"Tubilla del Lago"	41.80833	-3.5725	736	"AWI"	736	7291	7567	7425	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	331	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
