"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14286	48358	"Popradské  pleso"	49.153142	20.079368	1127	"AWI"	1127	341	952	621	37	0	42	2	0	0	4	0	47	0	2	0	0	0	0	0	0	19	0	0	0	0	43	0	1	0	0	0	0	0	0	1	0	0	1	4	67	0	0	0	0	0	0	21	0	0	0	0	3	0	0	0	0	0	1	1	9	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1129.5	"AWI"	1129.5	400	1017.5	695.5	47	0	33	2	0	0	9	0	36	0	3	0	4	0	0	0	0	20	2	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	11	77	132	0	0	0	0	0	23	0	0	0	0	5	2	0	0	0	0	1	2	6	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1132	"AWI"	1132	454	1094	770	55	0	43	1	0	0	11	0	27	0	0	0	0	0	0	0	0	28	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	18	85	0	0	0	0	0	0	13	0	0	0	0	2	3	0	0	0	0	1	3	16	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1134.5	"AWI"	1134.5	527.5	1156.5	841	62	0	34	0	0	0	10	0	29	0	0	0	0	0	0	1	0	15	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	15	84	136	0	0	0	0	0	18	0	1	0	0	2	0	0	0	0	0	0	2	3	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1137	"AWI"	1137	579	1236	918	52	0	45	0	0	0	6	0	44	0	0	0	0	0	0	0	1	27	0	0	0	0	41	0	2	0	0	0	0	0	0	1	0	0	0	16	73	124	0	0	0	0	1	20	0	0	0	0	0	3	0	1	0	0	0	3	5	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1139.5	"AWI"	1139.5	647.5	1284.5	979	70	0	45	1	0	0	5	0	31	0	0	0	0	0	0	0	2	7	0	0	0	0	43	0	4	0	0	0	0	0	0	0	0	0	0	14	104	113	0	0	0	0	0	23	0	0	0	2	1	0	0	0	0	0	1	1	10	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1142	"AWI"	1142	705	1356	1044	61	1	32	1	0	0	8	0	46	0	0	0	0	0	0	0	0	21	0	0	0	0	32	0	3	0	0	0	0	0	0	1	0	0	1	18	67	0	0	0	0	0	0	21	0	0	0	0	5	0	0	0	0	1	0	3	10	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1144.5	"AWI"	1144.5	809	1397.5	1120	66	0	32	1	0	0	0	0	51	0	0	0	0	0	0	0	0	29	1	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	21	82	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1147	"AWI"	1147	877	1455	1195	75	0	55	1	0	0	4	0	43	0	1	0	0	0	0	0	0	19	1	0	0	0	25	0	3	0	0	0	0	0	0	2	0	0	1	12	103	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	2	6	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1149.5	"AWI"	1149.5	969	1497.5	1265.5	57	0	40	1	0	0	6	0	27	0	0	0	0	0	0	0	0	32	1	0	0	0	35	0	6	0	0	0	0	0	0	1	0	0	0	18	89	0	0	0	0	0	0	17	0	0	0	2	2	1	0	0	0	0	0	1	7	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1152	"AWI"	1152	1062	1553	1338	62	0	54	1	0	0	5	0	42	0	0	0	0	0	0	0	0	13	0	0	0	0	58	0	3	0	0	0	0	0	0	0	0	0	1	23	80	134	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	1	2	6	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1154.5	"AWI"	1154.5	1167	1597.5	1406.5	59	0	35	0	0	0	4	0	25	0	1	0	0	0	0	0	0	13	0	0	0	0	50	0	5	0	0	0	0	0	0	0	0	0	0	12	83	105	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	1	9	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1157	"AWI"	1157	1291	1647	1479	49	0	59	2	0	0	6	0	34	0	0	0	0	0	0	0	0	13	0	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0	20	68	126	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	1	5	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1159.5	"AWI"	1159.5	1413.5	1691.5	1547	48	1	35	0	0	0	5	0	48	0	0	0	0	0	0	0	0	21	1	0	0	0	30	0	4	0	0	0	0	0	0	1	0	0	1	18	89	125	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1162	"AWI"	1162	1460	1771	1614	53	0	49	1	0	0	2	0	61	0	2	0	0	0	0	0	0	23	1	0	0	0	33	0	4	0	0	0	0	0	0	0	0	0	0	16	65	129	0	0	0	0	0	16	0	0	0	0	1	2	0	0	0	0	1	3	11	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1164.5	"AWI"	1164.5	1490	1903	1672	64	0	46	0	0	0	5	0	40	0	1	0	0	0	0	0	0	24	1	0	0	0	38	0	3	0	0	0	0	0	0	0	0	0	0	18	98	0	0	0	0	0	0	12	0	0	0	0	2	5	0	0	0	0	1	0	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1167	"AWI"	1167	1545	1989	1736	70	0	50	1	0	0	12	0	36	0	0	0	0	0	0	0	0	21	2	0	0	0	46	0	2	0	0	0	0	0	0	1	0	0	0	17	102	112	0	0	0	0	0	21	0	0	0	1	1	0	0	0	0	0	2	1	9	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1169.5	"AWI"	1169.5	1585	2064	1796.5	47	1	34	2	0	0	8	0	50	0	1	0	0	0	0	0	0	24	1	0	0	0	45	0	3	0	0	0	0	0	0	0	0	0	0	20	76	109	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	1	4	10	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1172	"AWI"	1172	1638	2123	1862	49	0	33	0	0	0	3	0	48	0	0	0	0	0	0	0	0	15	1	0	0	0	36	0	5	0	0	0	0	0	0	0	0	0	0	22	79	0	0	0	0	0	0	28	0	0	0	1	0	1	0	0	0	0	1	1	9	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1174.5	"AWI"	1174.5	1675.5	2205.5	1921.5	43	0	52	1	0	0	3	0	56	0	0	0	0	0	0	0	0	17	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	20	75	96	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	1	1	1	11	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1177	"AWI"	1177	1731	2264	1988	46	0	44	0	0	0	1	0	58	0	1	0	0	0	0	0	0	22	0	0	0	0	40	0	1	0	0	0	0	0	0	1	0	0	0	18	61	0	0	0	0	0	0	16	0	0	0	2	1	4	0	0	0	1	0	1	6	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1179.5	"AWI"	1179.5	1775	2354	2051.5	39	1	34	1	0	0	2	0	70	0	1	0	0	0	0	0	0	26	1	0	0	0	38	0	5	0	0	0	0	0	0	0	0	0	0	22	75	0	0	0	0	0	0	23	0	0	0	7	3	2	0	0	0	0	0	4	6	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1182	"AWI"	1182	1835	2398	2117	56	0	37	0	0	0	9	0	60	0	0	0	0	0	0	0	0	24	2	0	1	0	31	0	0	0	0	0	0	0	0	1	0	0	0	11	74	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	2	1	6	3	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1184.5	"AWI"	1184.5	1894	2458.5	2178.5	51	0	51	1	0	0	3	0	73	0	0	0	0	0	0	0	0	21	0	0	0	0	33	0	5	0	0	0	0	0	0	1	0	1	0	18	103	111	0	0	0	0	0	19	0	0	0	1	2	1	0	0	0	0	1	3	9	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1187	"AWI"	1187	1954	2500	2245	44	1	38	1	0	0	3	0	46	0	2	0	0	0	0	0	0	18	4	0	0	0	25	0	4	0	0	0	0	0	0	3	0	0	1	21	85	123	0	0	0	0	0	24	0	0	0	1	0	1	0	0	0	0	0	1	7	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1189.5	"AWI"	1189.5	2021	2548.5	2302.5	48	0	43	2	0	0	6	0	48	0	0	0	0	0	0	0	0	28	1	0	0	0	26	0	3	0	0	0	0	0	0	0	0	0	0	16	79	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	1	1	7	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1192	"AWI"	1192	2091	2596	2366	59	0	46	2	0	0	1	0	43	0	0	0	0	0	0	0	0	26	0	0	0	0	27	0	4	0	0	0	0	0	0	0	0	0	0	16	82	0	0	0	0	0	0	16	0	0	0	0	1	1	0	0	0	0	0	1	8	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1194.5	"AWI"	1194.5	2174	2634.5	2427	63	0	36	1	0	0	6	0	50	0	0	0	0	0	0	0	0	19	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	20	96	0	0	0	0	0	0	15	0	1	0	0	1	0	0	0	0	0	0	1	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1197	"AWI"	1197	2250	2668	2494	53	0	46	1	0	0	4	0	35	0	1	0	0	0	0	0	0	25	1	0	0	0	26	0	3	0	0	0	0	0	0	0	0	0	0	26	84	0	0	0	0	0	0	27	0	0	0	1	1	1	0	0	0	0	1	4	16	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1199.5	"AWI"	1199.5	2348.5	2706	2564	46	1	57	0	0	0	3	0	57	0	0	0	0	0	0	0	0	26	0	0	0	0	27	0	3	0	0	0	0	0	0	1	0	0	0	19	63	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	3	11	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1202	"AWI"	1202	2414	2794	2631	60	1	52	0	0	0	3	0	50	0	0	0	0	0	0	0	0	31	1	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0	15	94	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	1	0	2	9	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1204.5	"AWI"	1204.5	2481.5	2879.5	2700	46	0	43	0	0	0	3	0	68	0	0	0	0	0	0	0	0	23	0	0	0	0	39	0	7	0	0	0	0	0	0	0	0	0	0	27	72	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	2	0	2	1	16	1	1
14286	48358	"Popradské  pleso"	49.153142	20.079368	1207	"AWI"	1207	2520	3015	2763	44	1	46	0	0	0	6	0	61	0	0	0	0	0	0	0	0	34	2	0	0	0	26	0	7	0	0	1	0	0	0	0	0	0	0	30	70	129	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	1	0	5	15	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1209.5	"AWI"	1209.5	2589	3085	2840.5	53	0	41	1	0	0	9	0	52	0	0	0	0	0	0	0	0	29	0	0	0	0	27	0	4	0	0	0	0	0	0	0	0	0	0	18	98	121	0	0	0	0	0	28	0	0	0	0	1	1	0	0	0	1	0	6	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1212	"AWI"	1212	2646	3194	2915	52	0	50	0	0	0	3	0	45	0	1	0	0	0	0	0	0	34	0	0	0	0	41	0	3	0	0	0	0	0	0	0	0	0	0	28	85	139	0	0	0	0	0	28	0	0	0	0	1	4	0	0	0	0	0	1	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1214.5	"AWI"	1214.5	2726.5	3249.5	2995.5	51	0	50	0	0	0	4	0	42	0	0	0	0	0	0	0	0	28	1	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	28	105	0	0	0	0	0	0	13	0	0	0	1	3	2	0	0	0	1	1	2	8	1	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1217	"AWI"	1217	2795	3325	3074	61	0	29	0	0	0	3	0	33	0	2	0	0	0	0	1	0	17	0	0	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	12	120	101	0	0	0	0	0	16	0	0	0	0	1	2	0	0	0	0	0	3	9	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1219.5	"AWI"	1219.5	2886.5	3366.5	3155.5	42	1	53	3	0	0	3	0	41	0	0	0	0	0	0	0	0	32	1	0	0	0	41	0	6	0	0	0	0	0	0	0	0	0	0	27	76	119	0	0	0	0	0	25	0	0	0	0	3	2	0	0	0	0	1	3	13	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1222	"AWI"	1222	2981	3420	3232	49	1	29	1	0	0	2	0	38	0	0	0	0	0	0	0	0	29	0	0	0	0	38	0	4	0	0	0	0	0	0	0	0	0	0	22	97	0	0	0	0	0	0	14	0	0	0	1	0	1	0	0	0	0	1	2	11	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1224.5	"AWI"	1224.5	3076.5	3460.5	3307	62	0	44	5	0	0	2	0	25	0	0	0	0	0	0	0	0	24	0	0	0	0	50	0	4	0	0	0	0	0	0	0	0	0	0	29	109	0	0	0	0	0	0	16	0	0	0	1	0	1	0	0	0	0	0	3	13	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1227	"AWI"	1227	3214	3506	3375	58	0	32	0	0	0	1	0	36	0	1	0	0	0	0	0	0	27	0	0	0	0	44	0	9	0	0	0	0	0	0	0	0	0	0	38	115	0	0	0	0	0	0	30	0	0	0	0	1	1	0	0	0	0	0	3	14	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1229.5	"AWI"	1229.5	3367.5	3557	3443	43	0	40	0	0	0	0	0	38	0	0	0	0	0	0	0	0	27	1	0	0	0	34	0	8	0	0	0	0	0	0	0	0	0	0	30	105	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1232	"AWI"	1232	3413	3643	3510	53	1	23	2	0	0	5	0	21	0	0	0	0	0	0	0	0	33	0	0	0	0	40	0	6	0	0	0	0	0	0	0	0	0	0	32	104	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1234.5	"AWI"	1234.5	3435.5	3796	3570	45	1	25	0	0	0	6	0	17	0	0	0	0	0	0	0	0	23	2	0	0	0	42	0	10	0	0	0	0	0	0	0	0	0	0	51	87	127	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1237	"AWI"	1237	3480	3878	3635	50	1	28	2	0	0	2	0	26	0	2	0	0	0	0	0	0	34	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	0	27	124	101	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	1	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1239.5	"AWI"	1239.5	3516.5	3975.5	3699	40	0	44	0	0	0	3	0	38	0	0	0	0	0	0	0	0	29	0	0	0	0	32	0	6	0	0	0	0	0	0	0	0	2	0	27	118	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	0	0	4	19	2	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1242	"AWI"	1242	3556	4032	3765	58	0	33	0	0	0	3	0	26	0	0	0	0	0	0	0	0	37	0	0	0	0	36	1	6	0	0	0	0	0	0	0	0	0	0	35	107	109	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	1	0	3	13	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1244.5	"AWI"	1244.5	3594	4112	3829	44	1	34	2	0	0	5	0	27	0	0	0	0	0	0	0	0	26	0	0	0	0	28	0	5	0	0	0	0	0	0	0	0	0	0	48	129	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	6	16	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1247	"AWI"	1247	3652	4166	3898	37	1	38	0	0	0	3	0	31	0	1	0	0	0	0	0	0	36	1	0	0	0	30	0	4	0	0	0	0	0	0	0	0	0	0	34	94	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	5	16	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1249.5	"AWI"	1249.5	3707	4235	3965.5	32	2	34	0	0	0	6	0	18	0	0	0	0	0	0	0	0	33	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	42	121	0	0	0	0	0	0	18	0	0	0	1	0	2	0	0	0	0	0	3	11	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1252	"AWI"	1252	3774	4291	4035	22	2	46	3	0	0	1	0	23	0	0	0	0	0	0	0	0	32	1	1	0	0	33	0	6	0	0	0	0	0	0	0	0	0	0	43	122	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	4	9	0	0
