"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16120	24900	"Port des Lamberts"	46.96083	4.01056	84	"AWI"	84	975	1312	1119	0	0	403	2	0	2	0	2	0	50	0	1	1	1	0	0	1	0	1	28	0	50	0	0	0	85	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	9	0	270	0	0	1	0	1	77	3	0	10	40	5	0	1	1	0	1	0	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	88	"AWI"	88	1034	1390	1192	1	0	96	4	1	1	0	3	0	6	0	2	0	0	0	0	0	0	0	19	0	226	0	0	0	100	0	3	0	0	0	0	0	0	0	3	0	0	0	2	3	1	2	0	224	0	0	0	0	0	64	8	0	10	18	3	0	0	2	0	2	0	0	1	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	92	"AWI"	92	1108	1469	1263	1	1	197	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	18	0	38	0	0	0	105	0	1	1	0	0	0	0	0	0	0	0	0	4	4	2	0	3	0	104	0	0	0	0	0	55	17	0	5	80	4	1	0	0	0	0	0	0	1	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	96	"AWI"	96	1192	1555	1339	0	1	48	2	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	11	0	0	0	31	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	28	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	102	"AWI"	102	1345	1753	1510	4	0	65	1	0	6	0	0	0	22	0	1	0	0	0	0	0	0	0	36	0	67	0	0	0	74	0	2	0	0	1	0	0	0	0	0	0	0	0	7	0	2	11	0	113	0	0	1	0	0	43	1	0	3	0	2	0	0	0	0	1	0	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	104	"AWI"	104	1373	1893	1584	1	0	64	2	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	28	0	40	0	0	0	46	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	16	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	108	"AWI"	108	1464	2069	1740	7	0	218	2	0	9	0	0	0	80	0	1	0	0	0	0	1	0	1	59	0	33	0	0	0	175	0	3	0	0	0	0	0	0	0	0	1	0	0	6	0	1	18	0	0	0	0	0	0	0	74	4	0	10	0	2	0	0	1	0	0	2	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	112	"AWI"	112	1588	2233	1901	2	0	184	1	0	14	0	0	0	48	0	0	0	0	0	0	1	0	0	20	0	10	2	0	0	50	0	2	0	0	3	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	26	4	0	22	1	5	0	0	2	1	0	0	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	114	"AWI"	114	1641	2316	1987	1	0	334	5	0	3	0	0	0	74	0	1	0	0	0	0	0	0	0	26	0	51	0	0	0	144	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	7	0	0	0	0	1	0	0	82	5	0	22	6	6	0	1	0	0	0	1	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	116	"AWI"	116	1720	2394	2064	3	0	518	0	0	1	0	6	0	108	0	0	0	0	0	0	0	0	0	29	0	53	2	0	0	108	0	5	0	0	1	0	0	0	0	4	0	0	1	0	1	0	3	0	0	0	0	0	0	0	47	4	0	2	9	1	0	0	3	0	1	1	1	3	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	120	"AWI"	120	1853	2530	2229	2	1	789	2	0	7	0	0	0	78	0	2	0	0	0	0	0	0	1	30	0	76	0	0	0	172	0	2	0	0	0	0	0	1	0	3	0	0	0	1	0	0	4	0	0	0	0	0	0	0	58	5	0	3	1	1	0	3	1	0	0	1	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	124	"AWI"	124	2155	2605	2382	3	0	1416	2	7	9	2	4	0	468	0	0	0	0	0	0	0	0	0	45	0	226	0	0	0	409	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	136	22	0	11	1	3	1	0	1	0	0	6	1	0	2	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	128	"AWI"	128	2356	2708	2509	12	0	1065	0	0	17	1	1	0	147	0	1	0	0	0	0	0	0	0	27	0	301	0	0	0	229	0	3	0	0	1	0	0	0	0	0	2	0	0	1	3	1	6	0	0	0	0	0	0	0	31	14	0	0	3	5	0	0	1	3	0	4	0	0	0	1
16120	24900	"Port des Lamberts"	46.96083	4.01056	132	"AWI"	132	2432	2836	2612	8	0	836	1	2	29	1	0	0	206	0	0	1	1	0	0	0	0	0	48	0	683	0	0	0	243	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	100	9	0	6	4	7	2	0	0	0	0	7	2	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	136	"AWI"	136	2489	2945	2702	1	0	198	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	322	0	0	0	48	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	23	0	0	1	1	5	0	0	0	0	0	3	1	2	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	140	"AWI"	140	2551	3063	2795	10	0	391	0	0	0	0	1	0	35	0	0	0	0	0	0	0	0	0	28	0	834	0	0	0	131	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	8	0	0	0	0	0	0	0	45	3	0	2	0	1	0	0	0	0	0	3	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	144	"AWI"	144	2632	3137	2884	7	0	331	1	0	1	0	0	0	58	0	0	0	2	0	0	0	0	0	27	0	664	0	0	0	58	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	46	4	0	0	2	2	0	0	0	0	0	3	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	148	"AWI"	148	2722	3213	2971	8	1	197	0	1	2	0	0	0	12	0	0	0	0	0	0	0	0	0	70	0	425	0	0	0	122	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	65	5	0	0	0	2	0	0	0	0	0	4	2	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	152	"AWI"	152	2804	3290	3058	3	0	140	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	20	0	275	0	0	0	38	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	18	10	0	0	0	5	0	0	0	0	0	3	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	156	"AWI"	156	2900	3357	3143	2	0	98	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	97	0	0	0	52	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	9	1	0	0	1	3	0	0	0	1	1	2	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	160	"AWI"	160	2995	3425	3230	6	0	95	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	29	0	245	0	0	0	42	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	164	"AWI"	164	3133	3487	3319	1	0	150	1	0	6	0	0	0	15	0	0	0	0	0	0	2	0	0	21	0	64	2	0	0	50	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	168	"AWI"	168	3216	3638	3414	5	0	159	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	34	0	221	2	0	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	25	6	0	0	1	0	0	0	0	0	0	4	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	172	"AWI"	172	3288	3836	3510	2	0	104	0	0	3	0	1	0	6	0	0	0	0	0	0	0	0	0	24	0	166	0	0	0	38	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	20	6	0	0	5	1	0	0	0	0	1	2	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	176	"AWI"	176	3353	4019	3615	2	0	103	0	0	1	0	0	0	18	0	0	0	0	0	0	1	0	0	24	0	54	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	11	0	0	4	1	2	0	0	1	0	0	3	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	180	"AWI"	180	3403	4195	3718	4	0	952	1	0	4	0	0	0	29	0	0	0	0	0	0	0	1	0	32	0	235	0	0	0	78	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	29	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	184	"AWI"	184	3478	4340	3827	11	0	230	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	47	0	176	0	0	0	59	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	53	6	0	0	0	2	0	0	2	0	0	25	2	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	186	"AWI"	186	3517	4423	3881	1	0	220	0	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	52	0	130	0	0	0	56	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	42	13	0	0	0	0	1	0	0	0	0	5	2	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	190	"AWI"	190	3589	4597	3991	2	0	266	1	0	3	0	0	0	15	0	0	0	0	0	0	1	0	0	85	0	200	0	0	0	53	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	60	7	0	2	0	1	0	0	2	0	0	13	0	0	1	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	192	"AWI"	192	3638	4652	4044	18	0	168	0	0	3	0	0	0	24	0	0	0	0	0	0	0	0	0	51	0	155	0	0	0	39	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	198	"AWI"	198	3746	4866	4205	1	1	438	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	1	113	0	35	0	0	0	28	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	21	2	0	3	0	3	0	0	0	0	0	46	1	0	0	0
16120	24900	"Port des Lamberts"	46.96083	4.01056	200	"AWI"	200	3776	4943	4256	0	0	456	0	0	4	1	1	0	25	0	1	0	0	0	0	4	0	0	139	0	55	0	0	0	25	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	20	2	0	2	0	6	0	0	0	0	0	38	1	0	0	0
