"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
14514	46655	"Il Fuorn"	46.66286	10.20994	96	"AWI"	96	4320	4745	4524	0	0	16	0	0	1	0	5	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	14	0	1	0	0	0	0	19	0	0	15	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	102	"AWI"	102	4515	4885	4692	1	0	13	0	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	26	0	7	0	0	0	0	1	0	0	0	1	0	1	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	108	"AWI"	108	4661	5102	4868	1	0	15	1	0	14	0	6	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	11	0	6	0	0	0	0	19	0	0	18	0	11	0	0	0	0	1	0	2	0	0	1	0	2	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	150	"AWI"	150	5877	6255	6071	1	0	6	0	0	2	0	4	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	33	0	0	25	0	7	0	0	0	0	1	0	0	0	0	0	0	4	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	156	"AWI"	156	6033	6514	6249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	162	"AWI"	162	6167	6713	6424	2	0	4	0	0	2	0	9	0	0	0	0	0	2	0	97	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	8	0	0	9	0	1	0	0	1	0	0	0	5	0	0	0	0	1	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	168	"AWI"	168	6341	6904	6604	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	174	"AWI"	174	6538	7121	6800	2	0	6	0	0	0	0	3	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	180	"AWI"	180	6720	7428	7056	1	0	16	0	0	4	0	5	1	1	0	0	0	3	0	236	0	0	0	0	0	0	0	0	6	0	3	0	1	0	0	14	0	0	43	0	6	0	0	0	0	2	0	8	0	0	0	0	3	0	1
14514	46655	"Il Fuorn"	46.66286	10.20994	186	"AWI"	186	6955	7665	7331	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	190	"AWI"	190	7121	7818	7511	2	1	15	0	0	1	0	4	0	0	0	0	0	7	0	2	0	0	7	0	0	0	0	0	2	0	2	0	0	0	0	61	0	0	10	0	10	0	0	0	0	2	2	0	0	0	0	2	8	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	191	"AWI"	191	7212	7830	7549	0	0	3	0	0	2	0	7	0	0	0	0	0	10	0	0	0	0	24	0	0	2	0	0	2	0	0	0	0	0	0	41	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	3	6	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	192	"AWI"	192	7292	7846	7592	1	0	23	0	0	2	0	4	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	67	0	0	14	0	7	0	0	0	0	0	3	1	0	0	0	1	5	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	193	"AWI"	193	7357	7865	7634	2	0	12	0	0	2	0	6	0	1	0	0	0	7	0	1	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	65	0	0	7	2	4	0	0	0	0	0	0	2	0	0	0	0	4	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	194	"AWI"	194	7403	7894	7680	0	0	17	0	0	3	0	5	0	0	0	0	0	7	0	3	0	0	21	0	0	0	0	0	1	0	3	0	0	0	0	70	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	195	"AWI"	195	7442	7936	7723	1	0	7	0	0	0	0	8	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	64	0	0	6	5	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	196	"AWI"	196	7538	7949	7761	1	0	5	0	0	0	0	19	0	0	0	0	0	7	0	2	0	0	15	1	0	0	0	0	4	0	1	0	0	0	0	59	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	197	"AWI"	197	7602	7976	7799	2	0	7	0	0	1	0	8	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	80	0	0	4	0	6	0	0	0	0	0	0	3	0	0	0	3	5	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	198	"AWI"	198	7641	8007	7840	1	0	2	0	0	0	0	4	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	46	0	0	7	0	3	0	0	0	0	0	1	0	0	0	0	0	6	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	199	"AWI"	199	7676	8067	7878	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	14	0	1	0	0	0	0	51	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	200	"AWI"	200	7699	8151	7914	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	204	"AWI"	204	7770	8438	8038	1	0	0	0	0	0	0	15	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	10	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0
