"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Convolvulaceae"	"Cornus"	"Corylus"	"Dioscoreaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Malus"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Smilacaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
2980	3883	"Arkutino Lake"	42.329472	27.724032	210	"AWI"	210	3505	4723	4121	0	0	2	0	1	1	9	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	0	1	0	0	18	8	0	0	0	0	0	2	0	0	0	0	1	51	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	3	0	0	0	0	0	1	0	5	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	220	"AWI"	220	3582	4956	4289	0	2	6	0	4	0	11	0	5	0	2	0	1	0	3	0	0	0	0	0	13	1	1	1	0	0	35	0	0	0	0	0	0	2	0	0	0	0	0	75	0	0	1	5	0	0	0	0	0	0	0	234	0	0	0	0	0	3	7	0	0	0	0	0	0	2	14	0	0	2
2980	3883	"Arkutino Lake"	42.329472	27.724032	230	"AWI"	230	3873	5036	4458	1	2	10	0	0	1	12	0	3	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	3	15	5	0	0	0	2	1	0	1	0	0	0	0	38	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	3	7	0	0	2
2980	3883	"Arkutino Lake"	42.329472	27.724032	240	"AWI"	240	4090	5122	4631	0	0	3	0	12	0	61	0	2	0	1	0	3	0	0	0	0	0	0	0	14	0	0	0	0	1	34	0	0	0	1	0	0	6	14	0	0	0	0	57	0	1	0	11	0	0	0	0	0	0	0	175	0	0	0	0	0	4	1	0	0	0	0	2	3	1	4	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	250	"AWI"	250	4231	5258	4816	0	0	8	0	3	0	8	0	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	3	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	26	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	3	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	260	"AWI"	260	4396	5353	4939	0	0	8	0	0	3	12	0	3	0	1	0	1	0	0	0	0	1	0	0	9	0	0	0	0	0	38	31	0	0	0	0	2	0	0	0	0	0	0	100	0	1	1	1	0	0	0	0	0	0	0	230	0	0	0	0	4	2	3	0	0	0	0	0	0	8	3	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	270	"AWI"	270	4549	5424	5050	0	0	3	0	1	1	5	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2
2980	3883	"Arkutino Lake"	42.329472	27.724032	281	"AWI"	281	4680	5561	5166	1	2	6	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	28	27	0	0	1	0	2	0	0	0	0	0	0	155	0	1	0	12	0	0	0	0	2	0	0	253	0	0	0	0	1	5	7	0	0	0	0	0	1	2	15	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	291	"AWI"	291	4794	5666	5253	1	1	2	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	2	0	0	0	30	4	0	0	0	0	0	1	2	0	0	0	0	90	0	0	0	4	0	0	0	0	0	0	0	185	0	0	0	0	1	1	0	0	0	0	0	0	0	5	11	0	0	3
2980	3883	"Arkutino Lake"	42.329472	27.724032	300	"AWI"	300	4880	5716	5318	3	0	2	0	0	0	8	0	3	0	1	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	15	12	0	0	0	0	0	0	0	0	0	0	0	61	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	6	12	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	310	"AWI"	310	4966	5797	5392	0	0	8	0	0	0	0	0	2	0	1	0	5	0	2	0	0	0	0	0	7	0	0	0	0	0	30	17	0	0	0	0	2	0	0	0	0	0	0	94	0	0	0	5	0	0	0	0	0	0	0	227	0	0	0	0	2	1	3	0	0	0	0	0	2	2	9	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	320	"AWI"	320	5044	5885	5463	0	4	8	0	0	2	9	0	5	0	2	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	38	12	0	0	1	0	0	0	0	0	0	0	0	140	0	0	1	3	0	0	0	0	0	0	0	273	0	0	0	0	1	6	0	0	0	0	0	0	1	2	16	0	2	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	330	"AWI"	330	5164	5933	5540	0	1	3	0	0	0	11	0	5	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	80	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	0	0	0	0	1	0	4	6	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	339	"AWI"	339	5240	5994	5611	1	1	3	0	3	0	9	0	1	0	1	0	1	0	2	0	0	0	0	0	2	0	1	1	0	0	15	12	0	0	0	1	2	0	0	0	0	0	0	63	0	0	0	3	0	0	0	0	3	0	0	143	0	0	0	0	3	3	1	0	0	0	0	0	0	1	3	1	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	350	"AWI"	350	5308	6091	5696	1	0	11	0	3	0	18	0	0	0	2	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	32	3	0	0	0	1	2	0	1	0	0	1	0	116	1	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	7	11	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	360	"AWI"	360	5441	6128	5762	0	4	7	0	5	1	15	0	2	1	0	0	2	0	1	0	0	0	0	0	10	0	0	0	0	0	23	15	0	0	0	0	4	0	1	1	0	0	0	113	0	0	2	5	0	0	0	0	2	0	0	243	0	0	0	0	4	6	1	0	0	0	0	0	3	3	7	1	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	370	"AWI"	370	5517	6186	5838	0	0	3	0	3	0	5	0	5	0	0	1	2	0	0	0	0	0	0	0	10	0	0	0	0	1	31	0	0	0	0	0	3	1	0	0	0	0	0	135	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	7	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	380	"AWI"	380	5575	6285	5910	0	1	5	0	7	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	0	1	35	16	0	0	0	0	3	0	0	0	0	0	0	174	0	0	1	10	0	0	0	0	0	0	0	239	0	0	0	0	1	4	0	0	0	0	0	1	0	6	18	1	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	390	"AWI"	390	5657	6342	5980	0	0	5	0	2	0	11	0	2	0	2	0	0	0	1	0	0	0	0	1	5	0	0	2	0	0	30	15	0	0	0	0	1	0	0	0	0	0	0	160	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	400	"AWI"	400	5716	6419	6050	0	0	4	0	0	0	6	0	0	0	1	0	1	0	1	0	0	0	0	0	5	0	1	0	0	1	21	17	0	0	0	0	1	0	0	0	0	0	0	82	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	410	"AWI"	410	5759	6509	6118	1	1	10	0	3	0	7	0	5	0	3	0	1	0	2	0	0	0	0	0	15	0	0	0	0	0	45	8	1	0	0	0	0	0	0	0	0	0	0	184	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	8	0	0	2
2980	3883	"Arkutino Lake"	42.329472	27.724032	420	"AWI"	420	5843	6580	6184	2	1	0	0	9	2	6	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	29	17	0	0	0	0	5	6	1	0	0	0	0	87	0	0	1	15	0	0	0	0	0	1	0	146	0	7	0	0	3	0	0	0	0	0	2	4	0	0	9	2	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	428	"AWI"	428	5903	6623	6238	2	1	6	0	2	0	9	0	2	0	3	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	35	2	0	0	0	0	1	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	162	0	0	0	0	1	1	9	0	0	0	0	0	0	4	0	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	435	"AWI"	435	5946	6681	6284	1	1	4	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	2	20	17	0	0	0	0	4	2	0	0	0	0	1	74	0	0	0	11	0	0	0	0	0	0	0	162	0	0	0	0	1	2	15	1	0	0	2	3	1	6	5	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	442	"AWI"	442	5974	6744	6331	3	0	3	0	4	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	22	0	1	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	20	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	450	"AWI"	450	6055	6800	6386	0	2	12	0	7	0	7	0	0	0	1	0	2	0	0	0	0	0	0	0	6	0	0	1	0	0	15	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	220	0	0	0	0	0	4	1	0	0	0	0	3	2	0	10	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	462	"AWI"	462	6186	6871	6474	0	1	2	0	3	0	10	0	3	0	1	0	0	0	0	0	0	0	0	0	9	0	5	0	0	2	14	0	0	0	0	0	1	2	0	0	0	0	0	19	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	2	2	8	0	0	2
2980	3883	"Arkutino Lake"	42.329472	27.724032	470	"AWI"	470	6236	6941	6534	0	0	0	0	5	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	12	0	0	0	0	2	5	0	0	0	1	0	9	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	482	"AWI"	482	6307	7084	6636	0	0	1	0	3	0	3	0	8	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	510	"AWI"	510	6433	7724	6886	0	1	2	0	0	0	6	0	4	0	1	0	0	0	3	0	0	0	0	0	18	0	2	0	0	3	5	0	0	0	0	0	1	1	0	0	0	0	0	10	0	0	3	9	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	522	"AWI"	522	6518	7876	7018	0	0	4	0	1	0	14	0	13	0	1	0	3	0	2	1	0	0	0	0	3	0	0	3	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0
2980	3883	"Arkutino Lake"	42.329472	27.724032	532	"AWI"	532	6569	8056	7116	0	0	4	0	4	0	12	0	0	0	0	0	5	0	9	0	0	0	0	0	20	0	0	0	0	13	2	0	1	0	0	0	0	11	1	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	79	3	8	0	0	1
2980	3883	"Arkutino Lake"	42.329472	27.724032	542	"AWI"	542	6603	8303	7206	2	0	2	0	2	0	5	0	3	0	0	0	6	0	22	1	0	0	0	0	19	0	1	0	0	1	1	0	6	1	0	0	0	7	24	0	0	0	0	0	0	0	5	20	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	35	3	9	0	0	0
