"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Ulmus"	"Urticaceae"
14497	22706	"Loch Laxford"	58.367324	-5.048628	28.5	"AWI"	28.5	405	635.5	531.5	0	0	1	0	0	0	0	0	5	0	0	0	0	0	2	18	108	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	30.5	"AWI"	30.5	444.5	655	554.5	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	14	104	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
14497	22706	"Loch Laxford"	58.367324	-5.048628	32.5	"AWI"	32.5	479	664.5	570	0	0	4	0	1	0	1	0	16	0	0	0	0	0	2	10	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	34.5	"AWI"	34.5	507	676.5	586	0	0	1	0	0	0	0	0	17	0	0	0	0	0	12	9	103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14497	22706	"Loch Laxford"	58.367324	-5.048628	36.5	"AWI"	36.5	527.5	690.5	603	0	0	6	0	0	0	1	1	38	0	0	0	0	0	14	6	118	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	38.5	"AWI"	38.5	542	709	620.5	0	0	9	0	0	0	1	0	42	0	0	0	0	0	34	21	132	0	0	0	0	0	1	6	0	6	0	0	0	0	1	0	0	0	0	0	1	0	2
14497	22706	"Loch Laxford"	58.367324	-5.048628	40.5	"AWI"	40.5	555	729.5	636	0	0	13	0	0	1	0	0	38	0	1	1	0	0	10	6	111	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	1
14497	22706	"Loch Laxford"	58.367324	-5.048628	42.5	"AWI"	42.5	574.5	739.5	646.5	0	0	4	0	0	1	0	0	43	0	0	0	0	0	17	28	0	0	0	0	1	0	1	1	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	44.5	"AWI"	44.5	589	751	657	0	0	5	0	0	0	0	0	33	0	0	0	0	0	25	10	167	0	0	1	0	1	1	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	46.5	"AWI"	46.5	602	765.5	669	0	0	8	0	0	0	1	0	48	0	0	0	0	0	13	10	145	0	0	0	0	0	3	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	48.5	"AWI"	48.5	613	778.5	681	0	0	18	1	0	0	2	0	46	0	0	0	0	0	23	31	117	0	0	1	0	0	1	6	0	4	0	0	0	0	1	0	0	0	4	1	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	50.5	"AWI"	50.5	627	795.5	693	0	0	19	1	2	0	2	0	62	0	0	0	0	0	29	44	121	0	0	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	4	0	0	1	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	52.5	"AWI"	52.5	655	813.5	710.5	0	0	39	0	0	0	1	0	79	0	0	0	0	0	52	25	168	0	1	0	1	0	4	1	0	2	0	0	0	0	3	0	0	1	0	1	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	54.5	"AWI"	54.5	671.5	837.5	727	0	0	38	0	0	0	0	0	1365	0	0	0	0	0	49	23	137	0	0	0	1	0	5	6	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	56.5	"AWI"	56.5	682	865.5	743	0	0	21	1	0	0	0	0	575	0	0	0	0	0	18	21	79	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	58.5	"AWI"	58.5	689.5	902.5	759	0	0	10	1	0	0	0	0	38	0	1	0	0	0	40	19	176	0	0	0	0	0	1	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	60.5	"AWI"	60.5	705.5	942	782	0	0	8	0	0	0	3	0	34	0	1	0	0	0	14	4	74	0	0	1	0	0	2	2	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	62.5	"AWI"	62.5	734.5	979	827.5	0	0	27	0	1	0	0	0	47	0	0	0	0	0	30	20	0	0	0	1	1	0	0	2	0	2	0	0	0	0	7	0	0	1	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	64.5	"AWI"	64.5	751	1027.5	873.5	0	0	13	0	0	0	0	0	49	0	1	0	0	0	25	8	130	0	0	0	0	0	2	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	66.5	"AWI"	66.5	764	1096	917	0	0	18	0	0	0	1	0	45	0	0	0	0	0	13	6	151	0	0	0	0	0	1	3	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	68.5	"AWI"	68.5	773.5	1176	958	0	0	13	0	0	0	0	0	49	0	1	0	0	0	13	7	90	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	70.5	"AWI"	70.5	799.5	1242	1000	0	0	11	0	0	0	1	0	47	0	1	0	0	0	16	31	120	0	0	0	0	0	2	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	2
14497	22706	"Loch Laxford"	58.367324	-5.048628	72.5	"AWI"	72.5	867	1258.5	1047	0	0	6	1	0	0	0	0	36	0	0	0	0	0	15	7	150	0	0	0	0	0	1	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	74.5	"AWI"	74.5	917	1274.5	1097	0	0	16	0	0	20	1	0	63	0	0	0	0	0	36	9	268	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	76.5	"AWI"	76.5	959.5	1299	1148.5	0	0	5	0	0	0	0	0	16	0	0	0	0	0	8	2	95	0	1	0	0	0	3	1	0	0	0	10	0	0	1	0	0	0	0	0	0	1	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	78.5	"AWI"	78.5	991.5	1333	1202.5	0	1	5	0	0	0	0	0	58	0	0	0	0	1	15	7	156	0	0	1	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	80.5	"AWI"	80.5	1021.5	1375.5	1248	0	0	20	0	0	0	0	0	41	0	0	1	0	0	34	7	142	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0
14497	22706	"Loch Laxford"	58.367324	-5.048628	82.5	"AWI"	82.5	1071.5	1392.5	1287	0	0	7	0	0	0	0	0	30	0	0	0	0	0	20	5	114	0	1	0	0	0	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
