"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	88	"AWI"	88	11163	11666	11413	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	61	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	90	"AWI"	90	11259	11685	11457	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	86	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	94	"AWI"	94	11369	11760	11571	0	0	0	0	6	0	8	12	0	0	0	0	0	0	0	291	0	0	0	26	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	96	"AWI"	96	11408	11896	11613	0	0	0	0	0	0	4	39	0	0	0	0	0	0	0	398	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	0	1	5	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	98	"AWI"	98	11434	12060	11649	0	1	0	0	1	0	24	1	0	0	0	0	0	0	0	850	2	0	0	23	0	0	0	0	280	0	36	0	1	0	0	0	0	1	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	100	"AWI"	100	11468	12231	11693	0	3	0	0	9	0	22	0	0	0	0	0	0	0	0	758	3	0	0	13	0	0	0	0	0	0	40	0	0	0	0	2	0	1	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	102	"AWI"	102	11666	12303	11846	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	507	3	1	0	4	0	1	0	0	0	0	32	0	0	0	0	2	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	104	"AWI"	104	11856	12372	11998	0	2	0	0	6	0	10	0	0	0	0	0	0	0	0	618	1	0	0	3	0	0	0	0	0	0	17	0	1	0	0	1	1	0	0	0	2	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	106	"AWI"	106	12026	12439	12151	0	1	0	0	5	0	21	0	0	0	0	0	0	0	0	420	0	1	0	4	1	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	4	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	108	"AWI"	108	12185	12510	12303	0	1	0	0	12	0	26	0	0	0	0	0	0	0	0	402	1	0	0	4	0	0	0	0	0	0	81	0	0	0	0	2	2	0	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	110	"AWI"	110	12326	12595	12475	0	3	0	0	6	0	15	0	0	0	0	1	0	0	0	301	0	1	0	1	0	0	0	0	0	0	44	0	0	0	0	4	0	1	0	0	2	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	114	"AWI"	114	12496	12703	12636	0	0	0	0	2	0	65	0	0	0	0	1	0	0	0	408	1	0	0	4	0	0	1	0	0	0	70	0	2	0	0	3	1	4	0	0	2	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	118	"AWI"	118	12542	12766	12697	0	3	0	0	2	0	17	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	122	"AWI"	122	12574	12930	12753	0	2	0	0	5	0	58	11	0	0	0	0	0	0	0	284	1	0	0	3	0	0	0	0	0	0	29	0	1	0	0	3	0	2	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	126	"AWI"	126	12711	13156	12923	0	0	0	0	2	0	16	2	0	0	0	0	0	0	0	117	1	0	0	5	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	130	"AWI"	130	12790	13546	13141	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	134	"AWI"	134	12836	13985	13354	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	118	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	138	"AWI"	138	13140	14200	13577	0	0	0	0	2	0	26	0	0	0	0	1	0	0	0	182	1	0	0	11	0	0	0	0	0	0	52	1	0	0	0	0	0	2	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	140	"AWI"	140	13309	14303	13698	0	1	0	0	0	0	66	0	0	0	0	0	0	0	0	202	1	1	0	5	0	0	0	0	0	0	40	0	0	0	0	2	0	6	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	142	"AWI"	142	13439	14430	13821	0	0	0	0	4	0	47	0	0	0	0	0	0	0	0	156	2	0	0	16	0	0	0	0	0	0	23	0	0	0	0	4	1	3	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	144	"AWI"	144	13521	14606	13949	0	0	0	0	3	0	19	0	0	0	0	2	0	0	0	227	1	0	0	2	0	0	0	0	0	0	21	0	0	0	0	3	0	4	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	146	"AWI"	146	13591	14765	14066	0	0	0	0	5	0	39	1	0	0	0	0	0	0	0	316	2	0	0	12	0	0	0	0	0	0	43	0	1	0	0	2	1	4	0	0	3	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	148	"AWI"	148	13691	14885	14181	0	0	0	0	17	0	129	0	0	0	0	0	0	0	0	722	5	0	0	64	0	0	0	1	0	0	85	2	0	0	0	6	1	14	0	0	7	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	150	"AWI"	150	13793	14977	14306	0	0	0	0	8	0	29	0	0	0	0	0	0	0	0	221	1	0	0	52	0	0	0	0	0	0	31	0	0	0	0	4	0	13	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	152	"AWI"	152	13871	15075	14426	0	0	0	0	13	0	56	0	1	0	0	2	0	0	0	406	2	0	0	53	0	0	0	0	0	0	46	0	0	0	0	4	3	15	0	0	4	0	0	1
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	154	"AWI"	154	13936	15185	14552	0	0	0	0	1	0	35	3	0	0	0	0	1	0	0	377	1	0	0	114	0	0	0	0	0	0	20	0	1	0	0	3	3	16	0	0	2	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	156	"AWI"	156	13984	15342	14667	0	2	0	0	6	0	38	0	0	0	0	0	0	0	0	250	7	0	0	108	0	0	0	0	0	0	46	0	0	0	0	5	1	15	0	0	2	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	158	"AWI"	158	14022	15527	14782	0	0	1	0	3	0	21	0	0	0	0	2	0	0	0	211	4	0	0	242	0	0	0	0	0	0	49	0	0	0	0	0	0	12	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	160	"AWI"	160	14167	15616	14892	0	0	0	0	0	0	21	3	0	0	0	0	0	0	0	627	12	0	0	443	0	0	0	0	0	0	42	0	0	0	0	3	1	3	0	0	3	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	162	"AWI"	162	14323	15675	15011	0	1	0	0	5	0	21	0	0	0	0	1	0	0	0	2310	18	0	0	258	0	0	1	0	0	0	59	1	0	0	0	2	2	11	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	164	"AWI"	164	14459	15723	15132	0	1	0	0	4	0	14	4	0	0	0	0	0	0	0	2198	8	0	0	159	0	0	0	0	0	0	71	0	0	0	0	0	2	8	0	0	3	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	166	"AWI"	166	14530	15791	15255	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	712	1	0	0	40	0	0	0	0	0	0	17	0	0	0	0	1	1	1	0	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	168	"AWI"	168	14597	15877	15386	0	2	0	0	7	0	3	1	0	0	0	0	0	0	0	763	1	0	0	7	0	0	0	0	0	0	35	0	1	0	0	0	0	0	1	0	1	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	170	"AWI"	170	14649	16009	15506	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	791	0	1	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	174	"AWI"	174	14805	16208	15651	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	268	1	1	0	2	0	0	0	0	0	0	19	0	0	0	0	1	0	1	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	178	"AWI"	178	14920	16465	15768	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
14639	22962	"Wachseldorn Untermoos"	46.82194	7.735	182	"AWI"	182	15028	16819	15880	0	3	0	0	8	0	1	0	0	0	0	0	0	0	0	288	1	0	0	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	2	0	0	0
