"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23799	41233	"Bigholm Burn"	55.12028	-3.0725	60	"AWI"	60	2026	4145	3061	0	0	0	0	1	0	39	0	0	5	0	0	180	0	0	0	0	0	0	0	30	0	0	0	1	0	5	0	0	65	0	0	0	0	0	0	2	0	32	0	4	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	65	"AWI"	65	2262	4417	3312	0	1	0	0	1	0	45	1	0	1	0	0	111	0	0	0	0	0	0	0	34	0	0	0	0	0	7	0	0	48	0	0	0	0	0	0	4	0	27	0	1	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	70	"AWI"	70	2510	4659	3579	0	0	0	0	0	0	92	0	0	1	0	0	220	0	0	0	0	0	0	0	28	0	0	0	0	0	4	0	0	31	0	0	0	0	0	0	5	0	44	0	0	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	75	"AWI"	75	2773	4911	3831	0	0	0	0	0	0	107	0	0	2	0	0	234	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	0	37	0	0	0	1	0	0	1	0	34	0	0	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	80	"AWI"	80	3047	5134	4093	0	0	0	0	0	0	153	1	0	1	0	1	246	0	0	0	0	0	0	0	7	0	0	0	1	0	4	0	0	28	1	0	0	0	0	0	2	0	44	0	0	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	90	"AWI"	90	3585	5596	4630	0	0	0	0	0	0	77	0	0	2	0	3	212	0	1	0	0	0	0	0	9	0	0	0	0	0	10	0	0	41	0	0	0	2	0	0	7	0	43	0	0	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	100	"AWI"	100	4150	6054	5163	0	0	0	0	0	0	165	0	0	1	0	36	255	0	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	19	0	0	1	0	0	0	11	0	33	0	0	0	0	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	110	"AWI"	110	4807	6493	5676	0	0	0	0	0	0	151	0	0	0	0	113	55	0	0	0	0	0	0	0	1	0	0	0	1	0	19	0	0	5	0	0	0	2	0	0	6	0	9	0	0	0	1	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	120	"AWI"	120	5576	6960	6173	8	0	0	0	0	0	85	0	0	1	0	37	25	0	0	3	0	0	0	0	0	0	0	0	0	0	31	0	0	20	0	0	0	13	0	0	2	0	15	0	0	0	23	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	130	"AWI"	130	6488	8095	7304	30	1	0	0	0	0	71	0	0	0	0	39	17	0	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	12	0	0	0	27	0	0	3	0	0	0	0	0	17	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	140	"AWI"	140	7928	8715	8353	100	1	0	0	0	0	57	0	0	0	0	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0	18	0	0	0	0	1	0	0	0	6	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	150	"AWI"	150	8400	9184	8718	55	0	0	1	0	0	72	0	0	0	0	24	8	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	48	0	0	0	19	0	0	2	0	3	0	0	0	22	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	160	"AWI"	160	8686	9648	9118	111	1	0	0	0	0	97	1	0	1	0	30	6	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	38	0	0	0	24	0	0	5	0	1	0	0	0	11	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	170	"AWI"	170	9040	10003	9513	65	0	0	0	0	0	69	0	0	0	0	30	1	0	0	9	0	0	0	0	0	0	0	4	0	0	1	0	0	21	0	0	0	23	0	0	3	0	10	0	0	0	12	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	180	"AWI"	180	9502	10331	9901	77	0	0	0	0	0	67	0	0	0	0	32	11	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	13	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	190	"AWI"	190	9942	10962	10440	81	0	0	1	0	0	64	0	0	1	0	40	7	0	0	0	0	0	0	1	0	0	0	11	0	0	1	0	0	6	0	0	0	16	0	0	0	0	2	0	0	0	1	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	200	"AWI"	200	10478	11677	11027	59	0	0	0	0	0	74	0	0	1	0	60	0	0	0	0	0	0	1	0	0	0	0	5	0	0	2	0	0	11	0	0	0	19	0	0	0	0	0	0	0	0	9	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	210	"AWI"	210	10864	12751	11633	69	0	0	1	0	0	47	0	0	0	0	88	9	0	0	96	0	0	2	0	0	0	0	6	0	0	1	2	0	8	0	0	0	50	0	0	0	0	3	0	0	0	5	0	0
23799	41233	"Bigholm Burn"	55.12028	-3.0725	220	"AWI"	220	11303	13671	12259	0	0	0	1	0	0	68	0	0	0	0	102	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	0	0	1	35	0	0	0	0	1	0	0	67	3	0	0
