"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	36	"AWI"	36	524	846	622	0	0	438	1	0	1	0	2	0	127	0	1	0	0	1	0	0	0	0	7	0	8	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	17	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	40	"AWI"	40	643	1005	739	1	0	713	0	0	1	0	1	0	53	0	1	0	0	1	0	0	0	0	67	0	8	0	0	0	0	53	1	4	0	0	0	2	0	0	0	0	0	3	1	0	3	0	0	0	0	0	0	59	0	0	0	1	7	1	0	0	0	0	0	0	6	1	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	44	"AWI"	44	756	1316	956	0	0	771	1	0	1	0	0	0	103	0	0	0	0	1	0	0	1	0	53	0	2	0	0	0	0	56	0	3	0	0	0	2	1	1	0	0	0	1	0	1	3	0	0	0	0	0	0	41	0	0	0	2	8	0	0	1	1	0	0	0	5	2	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	48	"AWI"	48	899	1583	1181	1	0	351	0	0	1	0	2	0	99	0	0	0	0	2	0	0	0	0	32	0	5	0	0	0	0	44	1	1	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	36	0	0	0	1	4	0	0	0	0	2	0	0	3	1	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	52	"AWI"	52	1055	1795	1394	0	1	431	0	0	1	0	0	0	95	0	0	0	0	1	0	0	0	0	41	0	18	0	0	0	0	39	1	1	0	0	0	3	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	39	0	0	0	0	3	1	0	0	1	2	0	0	3	0	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	56	"AWI"	56	1246	2013	1610	1	0	165	0	0	2	0	0	0	89	0	1	0	0	1	0	0	2	0	19	0	12	0	0	0	0	23	1	0	0	0	0	3	0	3	0	0	0	5	1	2	11	0	0	0	0	0	0	42	0	0	1	5	1	0	0	0	1	1	0	0	1	0	1	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	64	"AWI"	64	1737	2438	2065	0	0	610	1	0	2	0	0	0	191	0	0	0	0	0	0	1	1	0	79	0	27	0	0	0	0	146	2	0	0	0	0	2	0	0	0	0	1	3	0	0	4	0	0	0	0	0	0	102	0	0	0	4	6	0	0	0	1	0	0	0	2	1	0	0	1
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	68	"AWI"	68	2070	2634	2280	2	0	668	0	0	2	1	1	0	152	0	0	0	0	0	0	1	0	0	49	0	4	0	0	0	0	88	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	61	0	0	0	3	3	1	0	0	0	2	0	0	1	3	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	72	"AWI"	72	2493	3462	2934	1	0	699	2	0	2	0	1	0	172	0	0	0	0	0	0	1	0	0	49	0	13	0	0	0	0	105	0	2	0	1	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	92	0	0	1	1	2	0	0	2	0	2	0	0	6	1	1	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	76	"AWI"	76	3694	4103	3919	0	0	1990	1	0	0	1	1	0	15	0	0	0	0	0	0	0	0	0	103	0	7	0	0	0	0	2	0	27	0	0	0	51	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	271	0	0	0	0	0	0	0	5	1	6	4	0	18	5	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	80	"AWI"	80	4119	5267	4533	1	1	1941	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	118	0	14	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	4	0	0	1	15	0	0	0	0	0	0	329	4	0	0	0	3	0	1	4	0	14	0	0	31	4	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	84	"AWI"	84	4458	5950	5073	0	0	3354	0	0	4	2	0	0	20	0	0	0	0	0	0	0	0	0	203	0	42	0	0	0	0	2	1	49	0	0	0	8	0	1	0	0	4	0	1	0	21	0	0	0	0	1	0	230	0	0	1	0	3	0	1	2	0	0	0	0	41	19	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	88	"AWI"	88	4879	6584	5646	1	0	2195	0	0	1	0	0	0	9	0	1	0	0	0	0	0	0	0	85	0	12	0	0	0	0	0	0	27	0	0	0	2	0	0	0	1	4	0	0	1	12	0	0	0	0	0	0	118	0	0	0	0	1	0	0	1	1	3	0	0	17	6	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	92	"AWI"	92	5356	7075	6211	0	0	2443	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	137	0	7	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	146	0	0	0	0	1	0	0	0	0	5	0	0	35	12	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	96	"AWI"	96	5907	7509	6769	0	0	1324	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	52	0	24	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	113	0	0	0	0	1	0	0	1	0	2	0	0	19	12	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	100	"AWI"	100	6497	7939	7327	1	1	1334	0	0	2	1	0	0	10	0	0	0	0	0	0	0	0	0	110	0	25	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	133	0	0	0	0	2	0	0	1	0	3	0	0	24	6	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	104	"AWI"	104	7330	8165	7848	0	1	139	1	1	11	0	0	0	120	0	1	0	0	0	0	0	0	0	386	0	40	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	11	0	2	0	42	0	0	0	0	0	0	159	21	0	1	0	3	0	1	0	2	0	0	0	21	42	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	108	"AWI"	108	8233	8878	8508	0	1	29	0	0	2	0	1	0	205	0	0	0	0	0	0	0	0	0	398	0	9	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	49	0	0	0	17	0	0	0	0	0	0	131	0	0	0	1	5	0	0	0	1	0	0	0	2	26	0	3	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	112	"AWI"	112	8645	10516	9426	0	1	1	2	0	1	0	2	0	264	0	2	0	0	0	0	0	0	0	984	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	31	0	0	0	0	0	0	160	0	0	0	0	8	0	0	0	1	0	0	0	1	52	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	116	"AWI"	116	9408	11371	10432	0	0	2	1	0	3	2	1	0	240	0	1	0	0	0	0	0	0	0	794	0	25	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	34	0	0	0	0	0	0	98	0	0	1	0	19	0	0	1	1	2	0	0	1	31	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	120	"AWI"	120	10472	12056	11409	0	0	0	0	0	3	0	11	0	184	0	0	0	0	0	0	0	0	0	642	0	59	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	1	0	75	0	0	0	0	2	0	108	0	0	2	1	20	0	0	1	1	0	0	0	0	26	0	1	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	124	"AWI"	124	11711	12408	12100	0	0	2	1	0	3	0	16	0	202	0	1	0	1	0	0	1	0	0	502	0	60	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	111	0	0	0	0	1	0	67	0	0	1	6	20	0	0	0	0	0	0	1	0	11	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	128	"AWI"	128	12101	12789	12481	0	0	0	1	0	1	0	15	0	66	0	1	1	1	0	0	1	0	0	1	0	89	4	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	1	14	28	0	0	1	1	0	0	0	0	0	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	132	"AWI"	132	12502	12989	12787	0	0	0	1	0	3	0	11	0	45	0	1	0	2	0	0	1	0	0	2	0	130	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	91	0	0	0	0	0	0	8	0	0	1	3	28	0	0	0	0	0	0	0	0	0	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	136	"AWI"	136	12918	13510	13166	0	0	0	0	0	4	0	15	0	55	0	0	0	0	0	0	1	0	0	0	1	110	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	62	0	0	0	0	0	0	0	0	0	4	4	12	0	0	0	1	0	0	0	0	0	0	0	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	140	"AWI"	140	13124	14605	13631	0	0	2	0	0	3	0	1	0	111	0	1	0	0	0	0	0	0	0	883	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0	12	0	0	0	0	0	0	158	0	0	0	0	9	0	0	3	0	5	0	0	6	15	0	3	0
16342	25370	"Le Verny des Brûlons"	47.31778	4.12278	144	"AWI"	144	13414	15337	14148	0	0	1	1	0	9	0	12	0	85	0	5	0	0	0	0	0	0	2	6	1	250	0	2	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	1	22	0	0	0	1	0	0	5	0	0	0	0	0
