"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Malvaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	45	"AWI"	45	2315	2967	2642	0	0	22	0	0	0	0	0	21	0	0	0	0	0	0	1	41	0	4	0	0	0	75	2	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	2	0	0	0	0	59	0	0	0	0	0	7	0	0	0	0	0	4	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	50	"AWI"	50	2500	3151	2826	0	0	15	1	0	0	0	0	39	0	0	0	0	0	0	0	24	0	13	6	0	0	58	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	55	"AWI"	55	2684	3326	3009	0	1	14	0	0	0	0	0	42	0	0	0	0	0	0	0	29	0	0	0	0	0	88	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	60	"AWI"	60	2876	3484	3201	1	0	7	0	0	0	0	0	47	0	0	0	0	0	0	0	23	0	3	0	0	0	39	1	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	1	0	0	0	0	47	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	65	"AWI"	65	3116	3628	3384	0	0	16	0	0	0	0	0	49	0	0	1	0	0	0	0	20	0	3	0	0	0	29	3	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0	68	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	70	"AWI"	70	3362	3789	3557	1	1	21	0	0	1	0	0	126	0	0	0	0	0	0	0	34	0	6	0	0	0	17	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0	70	0	5	0	0	0	0	0	0	0	0	0	8	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	75	"AWI"	75	3470	3996	3710	1	0	23	1	1	1	1	0	119	0	0	0	0	0	0	0	32	0	5	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	3	0	0	0	1	55	0	3	0	0	0	1	0	0	1	1	0	6	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	80	"AWI"	80	3589	4198	3864	1	1	34	1	1	0	0	0	99	0	0	0	0	0	0	0	52	0	9	0	0	0	3	3	0	0	0	0	0	0	0	2	0	0	34	0	0	0	0	2	0	0	0	2	91	0	3	0	0	0	2	1	0	1	1	0	7	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	85	"AWI"	85	3712	4396	4019	0	0	18	0	0	0	0	0	176	0	0	0	0	0	0	0	22	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	4	0	0	0	0	78	0	1	0	0	0	3	0	0	0	0	0	13	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	90	"AWI"	90	3845	4569	4181	0	0	7	1	0	0	1	0	73	0	0	1	0	0	0	0	20	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	17	0	1	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	95	"AWI"	95	3980	4735	4342	0	0	11	0	1	0	1	0	172	0	0	0	0	0	0	0	25	0	16	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0	1	0	0	0	0	86	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	100	"AWI"	100	4117	4903	4503	1	0	5	0	0	0	0	0	52	0	0	0	0	0	0	0	27	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	2	0	0	0	0	76	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	105	"AWI"	105	4269	5066	4659	0	0	6	0	0	0	1	0	60	0	0	0	0	0	0	0	27	0	4	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	49	0	0	0	0	5	0	0	0	0	72	0	0	0	0	1	1	0	0	0	0	0	11	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	110	"AWI"	110	4413	5207	4818	0	0	6	0	0	1	1	0	70	0	0	0	0	0	0	0	28	0	15	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	24	0	0	0	0	4	0	0	0	0	66	0	2	0	0	0	0	0	0	0	0	0	15	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	115	"AWI"	115	4580	5364	4976	0	1	8	0	0	0	0	0	61	0	0	0	0	0	0	0	32	0	5	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	5	0	0	0	2	74	0	0	0	0	0	1	0	1	0	0	0	29	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	120	"AWI"	120	4741	5509	5127	1	0	9	0	0	0	0	0	106	0	0	0	0	0	0	0	34	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	25	0	0	1	0	1	0	0	0	2	73	0	1	0	0	2	2	0	0	0	0	0	22	5	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	125	"AWI"	125	4904	5659	5285	1	0	5	0	1	0	0	0	134	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	12	0	0	0	2	74	0	0	0	0	0	3	0	0	0	0	0	22	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	130	"AWI"	130	5084	5798	5442	1	1	7	0	0	0	2	0	150	0	0	0	0	0	0	0	19	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	3	54	0	0	0	0	0	1	0	0	0	0	0	11	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	135	"AWI"	135	5237	5966	5602	0	0	4	0	0	1	0	0	114	0	0	0	0	0	0	0	31	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	27	1	0	0	0	2	0	0	0	1	54	0	1	0	0	0	3	0	0	0	1	0	20	2	1	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	140	"AWI"	140	5375	6207	5760	0	0	4	2	0	0	0	0	52	0	1	0	0	0	0	0	21	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	3	0	0	0	0	52	0	1	0	0	0	8	0	0	0	0	0	16	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	145	"AWI"	145	5510	6425	5923	0	0	2	0	0	1	0	0	71	0	0	0	0	0	0	0	24	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	1	51	0	0	0	0	0	8	0	0	0	0	1	10	5	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	150	"AWI"	150	5642	6639	6088	0	0	2	0	1	0	1	0	100	0	0	0	0	0	0	0	29	0	2	0	0	0	0	3	1	0	0	0	0	0	0	4	1	1	10	0	0	0	0	1	0	0	0	2	38	0	1	0	0	0	1	0	1	1	0	0	14	2	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	155	"AWI"	155	5764	6858	6252	0	0	4	0	0	0	0	0	124	0	0	0	0	0	0	0	25	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	4	0	0	0	4	39	0	0	0	0	0	1	0	0	0	0	0	12	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	160	"AWI"	160	5898	7066	6420	0	0	1	0	1	0	0	0	66	0	0	1	0	0	0	0	83	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	5	0	0	0	0	67	0	0	0	0	0	5	0	0	1	0	0	13	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	165	"AWI"	165	6031	7250	6580	0	1	1	0	1	0	0	0	75	0	0	1	0	0	0	0	91	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	3	0	0	0	0	77	0	0	0	0	0	1	0	1	0	0	0	10	8	0	0	1
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	170	"AWI"	170	6158	7447	6742	0	1	0	0	2	1	0	0	74	0	0	1	0	0	0	0	56	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	5	0	0	0	1	54	0	1	0	0	0	3	1	0	1	0	0	15	4	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	175	"AWI"	175	6293	7645	6903	0	0	1	0	1	1	1	0	73	1	0	1	0	0	0	0	67	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	1	49	0	1	0	0	0	3	1	0	0	0	0	8	5	0	0	1
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	180	"AWI"	180	6431	7836	7072	0	0	1	0	2	1	1	0	74	1	0	1	0	0	0	0	165	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	17	0	0	0	0	2	0	0	0	0	85	0	1	0	0	1	1	1	0	2	0	0	1	4	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	182	"AWI"	182	6483	7914	7133	0	0	1	0	2	0	0	0	57	0	0	0	0	0	0	0	162	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	58	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0
