"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15991	24669	"Marais des Bourbes"	46.55	-1.81667	70	"AWI"	70	28	350	203	2	0	5	5	1	0	4	0	0	2	0	2	0	0	2	0	0	0	0	0	0	6	0	116	0	7	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	10	0	0	48	0	2	0	23	7	1	0	0	0	11	1	0	0	2	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	75	"AWI"	75	51	358	222	0	0	2	6	1	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	97	2	5	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	6	0	0	37	0	2	0	8	7	0	0	0	0	3	2	0	0	7	0	0	0	0	0	0	0	1	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	80	"AWI"	80	73	367	243	0	0	2	6	1	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	1	0	103	1	1	0	3	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	8	0	0	69	0	1	0	20	8	2	0	0	0	8	3	0	0	1	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	85	"AWI"	85	89	378	262	0	0	5	3	2	0	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	60	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	32	0	2	0	16	3	2	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	3	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	90	"AWI"	90	102	391	281	0	0	3	11	10	0	5	0	0	1	0	4	0	0	1	0	0	2	0	0	0	5	0	69	1	9	0	7	0	2	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	3	0	0	113	0	0	0	21	9	2	0	0	0	11	1	0	0	0	0	0	0	0	3	0	0	0	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	100	"AWI"	100	128	424	315	0	0	1	3	9	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	63	0	5	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	129	0	2	0	6	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	110	"AWI"	110	173	435	334	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	41	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	185	0	20	0	4	2	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	115	"AWI"	115	187	443	344	0	0	1	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	31	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	261	0	2	0	6	0	1	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	120	"AWI"	120	201	451	353	0	0	2	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	196	0	0	0	19	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	125	"AWI"	125	214	462	363	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	130	"AWI"	130	225	474	374	0	0	2	1	1	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	165	0	0	3	6	1	0	0	0	1	5	0	0	0	1	0	0	1	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	135	"AWI"	135	246	484	384	0	0	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	4	0	8	3	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	140	"AWI"	140	273	493	395	0	0	1	1	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	37	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	86	0	0	0	14	2	1	0	0	1	5	0	0	0	3	0	0	0	0	0	2	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	150	"AWI"	150	319	518	416	0	0	1	26	12	0	0	1	34	0	0	7	0	1	0	0	0	0	0	0	0	3	0	95	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	52	0	0	0	22	5	4	0	0	2	1	1	0	0	4	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	155	"AWI"	155	336	533	426	0	0	1	44	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	55	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	47	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	160	"AWI"	160	347	554	438	0	0	2	25	14	0	2	1	0	1	1	16	1	0	0	0	0	0	0	0	0	4	0	86	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	50	0	0	0	21	5	2	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	165	"AWI"	165	355	578	449	0	0	1	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	0	5	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	167	"AWI"	167	398	608	482	0	0	1	21	22	0	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	2	0	98	0	2	0	0	0	1	0	0	0	1	0	0	11	0	1	0	1	1	0	1	0	0	2	0	0	46	0	0	0	32	3	1	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	170	"AWI"	170	451	662	534	0	0	2	31	18	0	4	0	56	2	0	9	0	0	0	0	0	0	0	0	0	4	0	94	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	31	0	0	0	27	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	172.5	"AWI"	172.5	476	720	579	0	0	14	48	11	0	2	0	0	0	0	7	0	0	3	0	0	0	0	0	0	9	0	93	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	43	0	0	0	31	1	3	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	175	"AWI"	175	496	780	625	0	0	6	122	11	0	1	0	0	1	0	4	0	0	1	0	0	0	0	0	0	5	0	57	0	2	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	1	0	1	0	0	3	0	0	62	0	0	0	32	1	2	0	5	1	1	2	2	0	1	0	0	0	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	180	"AWI"	180	524	908	715	1	1	4	101	3	0	1	0	0	2	0	4	0	0	1	0	0	0	0	0	0	13	0	59	0	2	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	4	0	0	68	0	0	0	32	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	190	"AWI"	190	567	1196	891	0	0	7	85	3	0	4	0	0	3	0	1	0	0	0	0	3	0	0	0	0	10	0	26	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	3	0	2	62	0	0	0	43	0	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	192	"AWI"	192	576	1256	926	1	0	8	170	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	20	0	26	1	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	29	0	0	0	33	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	194	"AWI"	194	584	1316	961	0	0	2	51	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	25	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	43	0	0	0	32	1	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	196	"AWI"	196	591	1377	996	0	1	3	42	8	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	95	0	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	2	0	0	88	0	0	0	30	0	2	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	198	"AWI"	198	599	1437	1031	0	1	1	33	5	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	124	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	63	0	0	0	26	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	200	"AWI"	200	665	1455	1070	0	0	2	61	7	0	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	2	0	76	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	74	0	0	0	18	1	6	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	202	"AWI"	202	732	1472	1111	0	0	4	93	2	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	87	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	206	"AWI"	206	862	1508	1191	0	0	3	74	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	26	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	69	0	0	0	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	208	"AWI"	208	926	1529	1230	0	1	1	66	1	1	0	0	10	1	0	4	0	0	0	0	2	0	0	0	0	2	1	28	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	2	0	2	83	0	0	0	22	1	4	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	210	"AWI"	210	986	1550	1270	0	0	3	101	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	44	1	3	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	63	0	0	0	28	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	220	"AWI"	220	1236	1698	1470	0	0	5	174	4	1	2	1	0	1	0	4	0	0	0	0	2	1	0	0	0	2	0	24	0	2	0	0	0	3	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	2	44	0	0	0	18	1	2	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	225	"AWI"	225	1324	1817	1571	1	0	7	253	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	24	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	230	"AWI"	230	1388	1958	1671	0	0	4	201	2	0	3	0	8	1	0	1	0	0	0	0	2	0	0	0	0	4	0	16	0	2	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	53	0	0	0	16	1	2	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	240	"AWI"	240	1549	2055	1790	0	1	3	183	1	0	2	0	11	1	0	1	0	0	0	0	0	0	0	0	0	9	0	23	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	6	76	0	0	2	47	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	245	"AWI"	245	1611	2111	1843	0	0	6	180	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	0	0	30	3	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	250	"AWI"	250	1671	2179	1895	2	0	7	190	2	0	1	0	0	7	0	1	0	0	1	0	0	0	0	0	0	22	0	40	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	33	0	8	40	0	0	0	22	2	2	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	255	"AWI"	255	1717	2250	1949	0	0	3	122	2	0	5	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	11	0	0	0	0	65	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	258	"AWI"	258	1738	2299	1981	0	0	4	164	4	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	17	0	1	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	57	0	0	0	36	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	261	"AWI"	261	1758	2359	2013	0	1	4	88	2	0	5	0	0	1	0	1	0	1	0	0	2	0	0	0	0	5	1	28	0	1	0	0	0	5	1	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	1	0	2	106	0	0	0	43	1	1	0	0	1	4	0	0	0	1	0	0	0	0	1	1	0	1	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	264	"AWI"	264	1773	2427	2045	0	0	9	155	2	1	4	0	16	3	0	1	0	1	0	0	2	1	0	0	0	11	1	20	0	4	0	0	0	3	2	1	0	0	0	1	5	0	0	0	0	1	0	0	1	0	3	4	3	88	0	0	0	44	1	2	0	0	2	6	1	0	0	1	0	0	0	0	1	1	0	1	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	272	"AWI"	272	2176	2765	2424	0	0	4	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	14	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	274	"AWI"	274	2268	2852	2519	0	0	2	4	2	1	1	0	0	2	0	12	0	0	0	0	2	0	0	0	0	2	0	106	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	37	0	0	0	40	0	3	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	276	"AWI"	276	2355	2946	2615	0	0	4	8	2	0	4	0	4	1	0	26	0	1	0	0	0	1	0	0	0	1	0	55	0	0	0	0	0	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	34	0	0	0	40	0	0	0	0	4	5	0	0	0	1	0	0	0	0	1	0	0	0	1
15991	24669	"Marais des Bourbes"	46.55	-1.81667	278	"AWI"	278	2441	3045	2709	0	0	1	3	1	0	1	0	0	1	0	19	0	0	0	0	0	1	0	0	0	4	2	39	0	0	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	25	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	280	"AWI"	280	2523	3148	2803	0	1	3	8	2	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	11	0	34	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	45	2	1	0	0	0	5	2	0	0	1	0	0	0	1	1	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	285	"AWI"	285	2719	3424	3039	0	0	21	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	18	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	30	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	290	"AWI"	290	2905	3723	3270	0	1	9	13	2	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	38	0	55	2	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	61	0	0	0	85	3	7	0	0	1	1	1	0	0	1	0	0	0	1	3	0	0	1	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	295	"AWI"	295	3083	4031	3501	0	0	20	7	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	81	0	30	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	57	1	1	0	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	300	"AWI"	300	3324	4242	3730	0	0	13	12	1	0	4	0	0	4	0	1	0	0	0	0	0	0	0	0	0	52	0	25	0	1	0	0	0	2	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	75	0	0	0	75	4	1	0	0	1	3	0	0	0	2	0	1	0	1	1	1	0	1	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	302	"AWI"	302	3437	4300	3818	0	0	15	13	0	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	100	0	11	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	90	0	1	0	0	0	0	0	0	0	1	0	0	0	6	8	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	304	"AWI"	304	3553	4360	3908	0	0	12	21	3	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	31	0	26	0	2	0	0	0	3	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	55	0	1	0	97	3	5	0	0	1	2	2	0	0	1	0	0	0	1	1	1	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	306.5	"AWI"	306.5	3691	4435	4021.5	1	0	4	33	5	1	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	10	0	37	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	0	97	0	0	0	65	1	8	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	309	"AWI"	309	3817	4509	4133	0	1	3	34	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	21	0	31	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	77	0	0	0	72	3	3	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
