"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26059	45202	"Tank Hill Road"	51.49194	0.23417	93	"AWI"	93	3577	3835	3721	0	0	904	21	0	1	3	5	0	8	1	0	0	0	0	0	0	101	12	0	0	0	0	0	10	0	1	0	1	0	0	0	0	0	0	0	9	0	0	75	0	0	116	1	0	0	0	9	0	0	0	0	0	0	5	0	26	11	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	93.5	"AWI"	93.5	3581.5	3836.5	3724	0	3	222	14	0	4	1	8	0	2	2	0	0	0	0	0	0	53	49	0	0	0	2	0	6	0	0	0	1	0	0	0	0	0	0	0	3	0	0	174	0	0	60	4	0	0	12	4	0	0	0	0	0	0	1	0	10	8	1	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	95	"AWI"	95	3597	3843	3734	0	0	176	16	0	3	4	2	0	2	1	0	0	0	0	0	0	57	40	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	178	0	0	66	1	0	0	0	3	0	0	0	0	0	1	5	0	14	7	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	96	"AWI"	96	3606	3847	3742	0	0	233	28	0	0	2	3	0	4	4	0	0	0	0	0	0	103	38	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	10	0	1	62	0	0	119	1	0	0	0	3	0	0	0	0	0	0	5	0	20	22	2	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	97	"AWI"	97	3615	3852	3748	0	3	221	18	0	3	3	0	0	5	0	0	0	0	0	0	0	128	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	48	0	0	110	0	0	5	0	5	0	0	0	0	0	1	6	0	22	21	4	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	98	"AWI"	98	3625	3859	3755	0	2	173	24	0	5	2	0	0	4	0	0	0	0	0	0	0	101	25	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	56	0	0	133	3	0	1	0	6	0	0	0	0	0	1	1	0	16	14	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	99	"AWI"	99	3634	3866	3763	0	1	247	27	0	0	1	2	0	3	1	0	0	0	0	0	0	132	19	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	13	0	0	42	0	0	111	1	0	1	0	9	0	0	0	0	0	0	6	0	20	22	5	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	100	"AWI"	100	3642	3873	3770	0	3	210	28	0	1	6	0	0	8	1	1	0	0	0	0	0	104	15	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	13	0	0	52	0	0	121	0	0	1	0	5	0	0	0	0	0	0	7	0	22	17	1	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	101	"AWI"	101	3651	3881	3778	0	1	176	30	0	2	2	2	0	7	0	0	0	0	0	0	0	123	16	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	46	0	0	120	1	0	0	0	7	0	0	0	0	0	0	0	0	25	24	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	102	"AWI"	102	3656	3891	3785	3	0	253	19	0	0	4	0	0	5	5	0	0	0	0	0	0	80	37	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	1	7	0	1	94	0	0	104	6	0	2	0	10	0	0	0	0	0	0	4	0	21	16	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	104	"AWI"	104	3672	3898	3795	0	2	332	17	0	1	6	3	0	4	0	1	0	0	0	0	0	132	16	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	1	16	0	0	34	0	0	133	1	0	0	0	1	0	0	0	0	0	1	0	0	18	24	3	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	106	"AWI"	106	3686	3904	3806	0	4	331	16	0	3	1	1	0	10	1	0	1	0	0	0	0	112	22	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	150	0	0	1	0	5	0	0	0	1	0	0	4	0	37	20	1	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	110	"AWI"	110	3714	3923	3827	0	0	503	21	0	1	5	3	0	4	4	0	0	0	0	0	0	140	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	37	0	0	125	2	0	0	0	2	0	0	0	0	1	5	1	0	15	15	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	114	"AWI"	114	3744	3941	3848	0	0	306	20	0	0	2	1	0	7	0	0	0	0	0	0	0	114	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	145	1	0	1	0	3	0	0	0	0	1	1	0	0	23	13	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	118	"AWI"	118	3784	3954	3870	0	0	280	14	0	1	1	0	0	5	0	0	0	0	0	0	0	117	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	34	0	0	169	0	0	1	0	3	0	0	0	0	0	4	2	0	21	3	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	126	"AWI"	126	3841	3988	3914	0	0	469	6	0	1	8	0	0	3	2	0	0	0	0	0	0	89	15	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	9	0	0	36	0	0	190	1	0	0	0	7	0	0	0	0	0	2	5	0	20	13	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	134	"AWI"	134	3872	4055	3961	0	1	479	12	0	3	7	1	0	5	0	0	0	0	0	0	0	99	7	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	159	0	0	0	0	1	0	0	1	0	0	1	14	0	37	23	1	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	142	"AWI"	142	3903	4115	4010	0	2	468	11	0	4	6	0	0	5	0	0	0	0	0	0	0	90	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	165	1	0	1	0	2	1	0	0	0	0	1	9	0	69	15	0	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	150	"AWI"	150	3953	4173	4073	0	0	477	12	0	1	12	0	0	4	0	0	0	0	0	0	0	76	13	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	23	0	29	25	3	0
26059	45202	"Tank Hill Road"	51.49194	0.23417	158	"AWI"	158	4063	4260	4163	0	0	733	4	0	6	6	2	0	4	1	0	0	0	0	0	0	60	13	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	41	0	0	207	0	0	0	0	1	0	1	0	0	0	1	11	0	27	13	2	0
