"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	216	"AWI"	216	5572	5891	5753	3	0	0	72	0	0	0	0	4	0	23	0	0	0	1	0	0	0	0	0	159	0	18	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	8	67	0	0	0	1	0	0	131	0	0	0	0	1	0	0	0	0	0	16	18	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	218	"AWI"	218	5659	5913	5791	33	1	0	62	0	0	0	0	3	0	39	1	0	0	2	0	0	0	0	0	150	0	10	0	15	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	7	0	2	84	0	0	0	0	0	0	125	0	0	0	0	1	0	0	0	0	0	22	13	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	220	"AWI"	220	5724	5944	5831	1	1	0	76	1	0	0	0	1	0	26	0	0	0	1	0	0	0	0	0	192	0	9	0	24	0	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	57	0	0	0	0	0	1	139	0	0	0	0	0	0	0	0	0	0	16	23	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	222	"AWI"	222	5794	5984	5890	1	1	0	58	0	0	0	1	4	0	37	0	0	0	0	0	0	0	0	0	158	0	10	0	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	75	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	23	37	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	224	"AWI"	224	5853	6045	5949	4	2	0	63	0	0	0	2	1	0	18	0	0	0	0	0	0	0	0	1	192	0	6	0	0	0	0	7	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	65	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	22	32	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	226	"AWI"	226	5907	6116	6003	1	2	0	68	0	0	0	1	1	0	28	0	0	0	0	0	0	0	0	0	179	0	13	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	88	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	35	34	0	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	228	"AWI"	228	5959	6190	6064	2	3	0	69	0	0	0	1	1	0	23	1	0	0	0	0	0	0	0	0	153	0	11	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	230	"AWI"	230	6001	6270	6124	1	2	0	73	0	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	171	0	11	0	62	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2	61	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	40	34	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	232	"AWI"	232	6025	6338	6166	2	1	0	57	0	0	0	1	3	0	26	0	0	0	0	0	0	0	0	0	163	0	12	0	52	0	0	5	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1	73	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	33	52	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	234	"AWI"	234	6039	6426	6220	1	3	0	66	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	195	0	2	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	85	0	0	0	0	0	0	129	0	0	0	0	1	0	0	0	1	0	41	68	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	236	"AWI"	236	6052	6528	6267	2	2	0	37	0	0	0	0	3	0	23	0	0	0	0	0	0	0	0	0	168	0	3	0	33	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	121	0	0	0	0	1	0	0	0	0	0	34	46	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	238	"AWI"	238	6059	6633	6313	0	3	0	55	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	153	0	9	0	27	0	0	5	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	71	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	36	27	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	240	"AWI"	240	6068	6749	6363	2	2	0	37	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	0	122	0	33	0	25	0	0	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	2	82	0	0	0	2	0	0	118	0	0	0	0	0	0	0	0	1	1	23	28	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	242	"AWI"	242	6133	6766	6412	0	1	0	64	0	0	0	1	4	0	25	1	0	0	0	0	0	0	0	0	182	0	8	0	21	0	0	5	1	19	0	0	0	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	24	49	0	0	1
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	244	"AWI"	244	6173	6789	6462	1	4	0	51	0	0	0	1	2	0	36	0	0	0	0	0	0	0	0	0	169	0	4	0	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	77	0	0	0	0	0	0	112	0	0	0	0	2	0	0	0	0	0	28	40	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	246	"AWI"	246	6206	6824	6509	1	1	0	74	1	0	0	0	2	0	41	0	0	0	0	0	0	0	0	0	170	0	5	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	50	0	0	0	0	0	0	141	0	0	0	0	1	0	0	0	0	0	44	38	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	248	"AWI"	248	6235	6886	6557	2	1	0	61	0	0	0	0	2	0	33	0	0	0	0	0	0	0	0	0	179	0	19	0	11	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	250	"AWI"	250	6257	6958	6603	0	2	0	67	0	1	0	0	6	0	41	0	0	0	0	0	0	0	0	0	190	0	4	0	0	0	0	3	1	27	0	0	0	0	0	0	0	0	0	0	0	0	2	68	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	54	41	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	255	"AWI"	255	6409	7008	6739	7	1	0	41	1	0	0	0	2	0	52	0	0	0	1	0	0	0	0	0	143	0	9	0	8	0	0	5	0	23	0	0	0	0	0	0	0	0	0	0	1	0	3	70	0	0	0	0	0	0	135	0	0	0	0	1	0	0	0	0	0	32	27	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	260	"AWI"	260	6482	7111	6868	5	0	0	47	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	124	0	12	0	0	1	0	10	1	34	0	0	0	0	0	0	0	0	0	0	1	0	4	73	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	1	0	23	41	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	265	"AWI"	265	6752	7154	6968	0	2	0	57	0	0	0	0	1	0	44	0	0	0	0	0	0	0	0	0	151	0	2	0	3	0	0	6	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	1	0	35	44	2	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	270	"AWI"	270	6959	7228	7068	0	1	0	45	0	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	237	0	4	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	96	0	0	0	0	0	0	0	0	0	0	16	59	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	275	"AWI"	275	7001	7262	7114	1	1	0	39	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	145	0	14	0	4	0	0	3	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	1	0	0	131	0	0	0	0	1	0	0	0	0	0	29	43	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	280	"AWI"	280	7027	7314	7157	1	0	0	55	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	202	0	14	0	19	1	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	1	0	0	105	0	0	0	0	0	0	1	0	0	0	27	36	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	285	"AWI"	285	7077	7339	7201	0	0	0	42	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	181	0	11	0	12	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	63	0	0	0	0	1	0	122	0	0	0	0	1	0	0	0	0	0	19	45	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	290	"AWI"	290	7105	7383	7245	0	0	0	29	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	168	0	13	0	0	1	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	26	53	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	295	"AWI"	295	7167	7397	7281	1	0	0	45	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	184	0	6	0	0	0	0	3	0	32	0	0	0	0	0	0	0	0	0	0	0	0	2	53	0	0	0	0	0	0	92	0	0	0	0	0	0	1	0	1	0	20	48	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	300	"AWI"	300	7193	7420	7315	0	0	0	39	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	191	0	11	0	6	0	0	3	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	26	52	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	305	"AWI"	305	7280	7533	7403	5	0	0	26	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	109	0	18	0	3	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	0	0	92	0	0	0	0	1	1	0	0	0	0	28	50	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	310	"AWI"	310	7303	7679	7472	0	2	0	15	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	126	0	14	0	36	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	89	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	32	51	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	315	"AWI"	315	7376	7717	7551	0	0	0	31	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	210	0	5	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	102	0	0	0	0	0	0	69	0	0	0	0	1	0	0	0	1	0	24	47	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	320	"AWI"	320	7405	7787	7630	1	0	0	18	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	108	0	6	0	0	0	0	1	0	34	1	0	0	0	0	0	0	0	0	0	0	0	1	143	0	0	0	0	0	0	104	0	0	0	0	0	0	1	0	0	0	23	55	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	325	"AWI"	325	7563	7817	7692	0	2	0	19	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	204	0	3	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	117	0	0	0	0	0	0	93	0	0	0	0	0	0	1	0	0	0	25	40	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	330	"AWI"	330	7672	7862	7760	0	0	0	23	0	0	0	0	3	0	63	0	0	0	0	0	0	0	0	0	119	0	4	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	101	0	0	0	0	0	0	101	0	0	0	0	0	0	1	0	0	1	34	60	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	335	"AWI"	335	7697	7909	7792	0	2	0	27	0	0	0	0	2	0	43	0	0	0	0	0	0	0	0	0	163	0	3	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	120	0	0	0	0	0	1	111	0	0	0	0	0	0	1	0	0	0	31	48	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	340	"AWI"	340	7708	7972	7820	1	0	0	47	0	0	0	1	2	0	75	0	0	0	0	0	0	0	0	0	145	0	1	0	0	0	0	2	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	105	0	0	1	0	0	0	0	0	0	0	42	68	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	345	"AWI"	345	7734	7997	7852	0	1	0	34	0	0	0	0	1	0	52	0	0	0	0	0	0	0	0	0	241	0	1	0	5	1	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	2	78	0	0	0	0	0	0	59	0	0	1	0	0	0	1	0	0	0	23	48	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	350	"AWI"	350	7754	8037	7882	0	2	0	62	0	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	182	0	4	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	63	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	38	58	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	355	"AWI"	355	7787	8066	7913	0	1	0	31	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	194	0	1	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	27	52	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	360	"AWI"	360	7809	8111	7945	5	0	0	76	0	0	0	0	2	0	31	0	0	0	1	0	0	0	0	0	226	0	2	0	0	0	0	1	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	1	111	0	0	0	0	0	0	0	0	0	0	12	39	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	365	"AWI"	365	7850	8131	7976	0	1	0	19	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	311	0	3	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	79	0	0	0	0	1	0	0	0	0	0	20	54	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	370	"AWI"	370	7872	8160	8005	2	0	0	15	0	0	0	0	4	0	57	0	0	0	0	0	0	0	0	0	264	0	7	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	78	0	0	1	0	1	1	0	0	0	0	26	61	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	375	"AWI"	375	7926	8181	8047	0	0	0	2	0	0	0	0	2	0	31	0	1	0	1	0	0	0	0	0	368	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	72	0	0	0	0	1	0	1	0	0	1	20	39	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	380	"AWI"	380	7964	8243	8089	0	0	0	5	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	385	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0	12	24	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	385	"AWI"	385	8003	8322	8155	0	0	0	8	0	0	0	0	1	0	61	0	0	0	0	0	0	0	0	0	339	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	0	2	1	0	31	0	0	1	0	1	0	0	0	0	0	6	31	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	390	"AWI"	390	8023	8443	8216	0	0	0	1	0	0	0	0	5	0	82	0	0	0	0	0	0	0	0	0	332	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	30	0	0	0	0	1	0	0	0	0	0	4	50	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	395	"AWI"	395	8084	8495	8287	2	2	0	6	0	0	0	0	12	0	94	0	0	0	0	0	0	0	0	0	362	0	6	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	2	2	34	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	400	"AWI"	400	8122	8578	8360	0	0	0	7	0	0	0	0	3	0	101	2	0	0	0	0	0	0	0	0	279	0	4	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	2	0	0	36	0	0	1	0	2	0	0	0	0	0	2	24	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	405	"AWI"	405	8225	8625	8433	0	0	0	3	0	0	0	0	5	0	100	0	0	0	0	0	0	0	0	0	303	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	75	0	0	0	1	0	0	30	0	0	1	0	0	0	0	0	0	1	0	31	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	410	"AWI"	410	8270	8701	8510	0	0	0	5	0	0	0	0	7	0	105	0	0	0	0	0	0	0	0	0	281	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	1	0	0	36	0	0	0	0	6	0	0	0	0	0	3	60	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	415	"AWI"	415	8433	8765	8564	0	0	0	4	1	0	0	1	6	0	97	0	0	0	0	0	0	0	0	0	271	0	10	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	2	0	0	23	0	0	2	0	7	0	0	0	0	1	0	29	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	420	"AWI"	420	8549	8856	8623	0	0	0	5	0	0	0	0	1	0	102	0	0	0	0	0	0	0	0	0	290	0	8	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	132	0	0	0	2	0	0	34	0	0	0	0	3	0	0	0	0	0	1	33	0	0	0
24246	42683	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	425	"AWI"	425	8597	9024	8709	0	0	0	0	1	0	0	0	10	0	116	0	0	0	0	0	0	0	0	0	145	0	11	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	206	0	0	0	4	0	0	13	0	0	1	0	4	0	0	0	0	2	0	13	0	0	0
