"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Grossulariaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14572	22847	"Darzlubie Forest"	54.70555	18.16208	335	"AWI"	335	9965	10434	10208	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	3	0	3	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	6	2	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	340	"AWI"	340	10003	10514	10255	0	0	0	0	1	0	3	0	333	0	0	0	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	13	0	3	0	0	0	0	0	0	13	0	0	0	2	0	0	0	1	0	9	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	345	"AWI"	345	10081	10591	10316	0	0	0	0	0	0	8	0	336	0	1	0	1	0	0	2	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	691	0	0	0	4	0	2	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	7	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	351	"AWI"	351	10160	10729	10392	0	0	2	1	1	0	4	0	453	0	1	0	2	0	0	0	0	0	25	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	14	0	3	0	0	0	0	0	0	12	0	0	0	4	0	0	0	1	0	3	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	355	"AWI"	355	10231	10842	10480	0	0	0	0	1	0	2	0	0	0	1	0	5	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	3	0	2	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	360	"AWI"	360	10281	11021	10571	0	0	2	0	1	0	3	0	539	0	0	0	2	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	11	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	6	1	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	365	"AWI"	365	10434	11151	10752	0	0	2	0	1	0	2	0	333	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	730	0	0	0	2	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	370	"AWI"	370	10511	11447	10923	0	0	2	1	1	0	7	0	464	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	811	0	0	0	7	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	2	0	5	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	375	"AWI"	375	10684	11558	11126	0	0	0	0	3	0	13	0	571	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	748	0	0	0	8	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	2	0	0	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	380	"AWI"	380	10774	11842	11293	0	0	0	0	2	0	32	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	473	0	0	0	11	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	3	0	3	4	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	385	"AWI"	385	10890	12033	11422	0	0	1	3	0	0	35	0	213	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	2	0	0	0	0	0	0	0	0	177	0	0	0	3	0	0	0	0	0	0	3	0	39	0	0	5	0	0	0	0	2	0	0	13	0
14572	22847	"Darzlubie Forest"	54.70555	18.16208	389	"AWI"	389	10936	12284	11519	0	0	1	4	3	0	82	0	360	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	148	0	0	0	0	0	0	0	0	0	3	408	0	0	0	0	0	2	0	1	0	0	2	0	31	0	0	0	0	0	0	0	4	0	0	1	0
