"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15806	24302	"Aletschwald"	46.38972	8.02556	215	"AWI"	215	5230	6228	5767	19	0	8	0	0	0	0	4	0	0	42	0	0	16	0	1	0	14	22	0	0	0	0	2	0	0	0	0	8	0	0	0	2	330	0	9	0	4	0	0	0	0	2	3	0	0	0	0	0	5	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	225	"AWI"	225	5339	6285	5858	28	2	18	0	0	1	0	3	0	0	24	0	0	1	0	1	0	5	27	0	0	0	0	0	1	0	0	0	14	0	0	0	2	360	0	0	0	5	0	0	0	0	1	3	0	0	0	0	0	3	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	235	"AWI"	235	5410	6365	5947	19	0	11	1	0	3	0	4	0	0	18	0	0	0	0	0	0	3	28	0	0	0	0	0	1	0	0	0	3	0	0	0	1	302	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	4	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	245	"AWI"	245	5564	6413	6025	16	1	5	1	0	1	0	3	0	0	17	0	0	0	0	0	0	9	40	0	0	0	0	1	0	0	0	0	1	0	0	0	0	325	0	0	0	9	0	0	0	0	3	2	0	0	0	0	0	4	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	255	"AWI"	255	5702	6461	6112	28	0	7	0	0	2	0	3	0	0	27	0	0	0	0	0	0	10	40	0	0	0	0	1	0	0	0	0	5	0	1	0	0	412	0	41	0	9	0	0	0	0	1	4	0	0	0	0	0	10	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	265	"AWI"	265	5792	6537	6199	15	0	5	0	0	5	0	2	0	0	4	0	0	1	0	1	0	4	130	0	0	0	0	0	0	0	0	0	2	0	0	0	0	132	0	8	0	1	0	0	0	0	1	1	0	0	0	1	0	4	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	275	"AWI"	275	5920	6589	6277	11	0	0	0	0	1	0	1	0	0	49	0	1	1	0	1	0	5	119	0	0	0	0	0	0	0	1	0	2	0	0	1	1	198	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	1
15806	24302	"Aletschwald"	46.38972	8.02556	285	"AWI"	285	5993	6659	6355	9	0	0	0	0	3	0	0	0	0	17	0	0	0	0	2	0	4	123	0	0	0	0	0	0	0	0	0	7	0	0	0	2	142	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	295	"AWI"	295	6047	6779	6424	6	0	0	0	0	2	0	3	0	0	10	0	0	0	0	2	0	2	128	0	0	0	0	0	0	0	0	0	6	0	0	0	0	181	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	5	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	305	"AWI"	305	6112	6827	6489	4	1	8	0	0	4	0	1	0	0	10	0	0	1	0	2	0	21	46	0	0	0	0	0	1	0	0	0	2	0	0	0	1	209	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	7	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	315	"AWI"	315	6165	6917	6553	9	0	0	0	0	1	0	2	0	0	20	0	0	0	0	0	0	24	26	0	0	0	0	0	1	0	0	0	5	0	0	0	0	248	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	9	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	325	"AWI"	325	6206	7030	6613	15	0	4	0	0	2	0	3	1	0	20	0	0	0	0	0	0	13	39	0	0	0	0	0	0	0	0	0	8	0	0	0	0	317	0	0	0	3	0	0	0	0	1	1	0	0	0	1	0	9	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	335	"AWI"	335	6298	7082	6677	9	0	6	0	0	4	0	5	0	0	29	0	0	1	0	1	0	18	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	337	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	8	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	345	"AWI"	345	6356	7156	6745	8	1	10	0	0	7	1	2	0	0	18	0	1	0	0	2	0	19	207	0	0	0	0	0	0	0	0	0	9	0	0	0	0	312	0	0	0	2	0	0	0	0	3	2	0	0	0	2	0	6	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	355	"AWI"	355	6398	7248	6809	4	0	6	0	0	6	0	1	0	0	15	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	21	0	0	0	0	187	0	0	1	7	0	0	0	0	4	1	0	0	0	0	0	6	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	365	"AWI"	365	6497	7296	6872	3	0	7	0	1	0	0	2	0	0	11	0	0	1	0	1	0	12	21	0	0	0	0	0	0	0	0	0	26	0	0	0	0	213	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	3	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	375	"AWI"	375	6554	7353	6940	0	1	10	0	1	2	0	0	0	0	17	0	0	3	0	0	0	18	11	0	0	0	0	0	0	1	0	0	28	0	0	0	0	260	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	8	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	385	"AWI"	385	6612	7426	7001	1	0	8	0	0	6	0	4	0	0	43	0	0	0	0	0	0	22	13	0	0	0	0	0	0	0	0	0	38	0	0	0	0	171	0	0	0	10	0	0	0	2	7	1	0	0	0	3	0	4	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	390	"AWI"	390	6674	7452	7033	1	0	0	0	0	15	0	4	0	0	55	0	0	1	0	0	0	24	27	0	0	0	0	0	0	0	0	0	34	0	0	0	0	128	0	0	0	7	0	0	0	0	10	2	0	0	0	0	0	9	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	395	"AWI"	395	6723	7474	7065	0	1	9	0	0	9	0	1	0	0	59	0	0	1	0	3	0	33	19	1	0	0	0	0	0	0	2	0	36	0	0	0	0	192	0	0	0	4	0	0	0	0	4	0	0	0	0	2	0	9	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	400	"AWI"	400	6765	7509	7099	2	2	0	1	0	32	0	15	0	0	153	0	0	2	0	2	0	83	79	0	0	0	0	0	0	0	4	0	71	0	0	0	0	346	0	0	0	12	0	0	0	1	23	3	0	0	0	5	0	38	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	402.5	"AWI"	402.5	6781.5	7521.5	7116	1	0	4	0	0	8	0	3	0	0	61	0	0	2	0	2	0	43	26	0	0	0	0	0	1	0	1	0	7	0	0	0	0	227	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	6	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	405	"AWI"	405	6795	7536	7134	3	1	0	0	1	34	0	5	0	0	328	0	0	2	0	3	0	66	101	1	0	0	0	0	0	0	6	0	19	0	0	0	1	567	0	0	0	4	0	0	0	2	33	11	0	0	0	4	0	13	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	407.5	"AWI"	407.5	6807.5	7548.5	7150.5	0	0	5	0	0	9	0	6	1	0	168	0	0	0	0	1	0	19	41	0	0	0	0	0	1	1	0	0	8	0	0	0	1	386	0	0	1	6	0	0	0	0	3	1	0	0	0	3	0	3	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	412.5	"AWI"	412.5	6832	7591.5	7184.5	1	0	11	0	0	25	0	6	0	0	359	0	0	6	0	11	0	55	116	1	0	6	2	0	0	0	6	0	7	0	0	0	0	688	0	0	1	5	0	0	0	0	25	1	0	0	0	7	7	8	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	417.5	"AWI"	417.5	6894.5	7690.5	7262.5	2	0	45	0	2	25	0	17	0	0	558	0	1	8	0	9	0	47	187	1	0	5	0	0	0	1	15	0	14	0	0	0	0	1309	0	0	0	20	0	0	0	1	38	6	0	0	1	5	0	17	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	425	"AWI"	425	6957	7956	7371	1	1	45	0	0	15	0	30	0	0	277	0	0	2	0	11	0	5	82	2	0	0	0	0	0	0	20	0	6	0	0	0	0	1586	0	0	0	17	0	0	0	0	51	24	0	5	0	2	0	7	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	430	"AWI"	430	6991	8161	7441	1	0	0	1	0	3	0	19	0	0	80	0	0	1	0	0	0	5	29	0	0	0	0	0	0	0	3	0	9	0	0	0	0	1191	0	0	0	3	0	0	0	0	11	2	0	0	0	0	0	3	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	435	"AWI"	435	7010	8377	7508	8	0	26	7	0	9	0	37	0	0	65	1	0	1	0	2	0	6	36	3	0	0	0	0	0	0	25	0	12	0	0	0	3	1467	0	0	0	13	0	0	0	0	18	1	0	0	0	2	0	4	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	442.5	"AWI"	442.5	7041	8725.5	7602	0	0	5	3	0	5	0	36	0	0	43	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	10	0	4	0	0	0	0	0	0	74	0	4	0	0	0	0	4	0	0	0	0	1	0	2	0	0
