"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3392	4396	"Plesheevo Lake"	56.76882	38.77603	670	"AWI"	670	33978	45299	38850	1	1	0	1	1	8	0	78	0	0	0	1	1	5	1	0	5	0	0	0	0	0	14	0	0	0	7	0	0	1	1	0	2	1	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	680	"AWI"	680	34669	45985	39528	0	0	0	18	10	102	0	195	0	0	0	1	11	16	0	2	4	0	0	0	0	0	140	0	0	0	19	0	0	2	0	0	2	2	0	2
3392	4396	"Plesheevo Lake"	56.76882	38.77603	700	"AWI"	700	36016	47416	40838	0	0	0	10	5	50	0	100	0	0	0	0	2	13	0	0	15	0	0	0	0	0	120	0	0	0	15	0	0	0	0	0	0	3	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	720	"AWI"	720	37388	48949	42182	0	0	0	10	2	33	0	145	0	0	0	5	1	2	0	0	0	1	0	0	0	0	3	17	0	0	37	2	0	0	0	0	3	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	740	"AWI"	740	38780	50384	43541	0	0	0	13	2	37	0	117	0	0	0	5	4	6	0	0	0	2	0	0	0	0	5	0	0	1	20	0	0	0	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	760	"AWI"	760	40231	51881	44860	0	0	0	10	5	30	0	124	0	0	0	5	1	16	0	0	0	1	0	0	0	1	8	0	0	0	13	0	0	0	3	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	773	"AWI"	773	41193	52902	45706	0	1	0	22	1	34	0	44	2	0	0	1	2	64	0	0	20	1	0	0	0	1	1	6	0	0	47	0	0	2	0	3	2	1	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	785	"AWI"	785	42017	53714	46483	0	0	0	7	0	35	0	109	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	1	1	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	810	"AWI"	810	43924	55485	48153	0	0	0	19	8	91	0	56	0	0	0	1	6	14	0	0	5	0	0	0	0	1	1	0	0	0	13	0	0	2	0	0	2	2	0	2
3392	4396	"Plesheevo Lake"	56.76882	38.77603	840	"AWI"	840	45800	57899	50224	0	0	0	18	2	140	0	36	0	0	0	2	17	5	0	0	2	0	0	0	0	2	4	0	0	0	16	0	0	0	1	0	0	2	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	855	"AWI"	855	46664	58919	51236	0	0	0	15	3	117	0	29	0	0	0	1	10	0	0	3	13	0	0	0	0	2	3	0	0	0	3	0	0	0	1	0	3	1	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	880	"AWI"	880	48067	60764	53042	0	0	0	51	3	80	0	23	1	0	0	6	11	12	0	5	3	0	0	0	0	2	16	0	0	0	7	0	0	3	5	0	0	2	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	895	"AWI"	895	48969	61873	54045	0	0	0	18	0	25	0	61	5	0	0	5	5	5	0	2	0	2	0	0	0	0	12	0	0	0	20	0	0	3	3	0	2	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	900	"AWI"	900	49234	62263	54370	0	0	0	102	1	120	0	16	0	0	0	4	8	12	0	1	2	0	0	0	0	1	3	0	0	0	10	0	0	5	3	0	7	1	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	910	"AWI"	910	49870	62974	55053	0	0	0	19	5	90	0	32	0	0	0	2	9	30	0	2	6	0	0	0	0	1	9	0	0	0	27	0	0	3	5	0	25	1	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	925	"AWI"	925	50693	64013	56074	0	0	0	60	3	90	0	17	0	0	0	2	17	23	0	5	2	0	0	0	0	1	25	0	0	0	9	1	0	0	5	0	19	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	950	"AWI"	950	52225	66088	57839	0	0	0	17	1	55	0	24	0	0	0	6	14	10	0	2	4	0	0	0	0	3	21	41	0	0	5	0	0	0	7	0	9	1	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	958	"AWI"	958	52686	66628	58379	0	0	0	14	5	23	0	29	0	0	0	4	11	15	0	1	6	0	0	0	0	2	26	92	0	0	21	0	0	0	1	0	5	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	985	"AWI"	985	54230	68831	60267	3	0	0	6	3	13	0	51	1	0	0	3	10	11	0	0	0	2	0	0	0	3	32	0	0	0	11	0	0	3	5	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1005	"AWI"	1005	55487	70301	61641	0	0	0	6	5	25	0	31	0	0	0	5	20	16	0	1	4	0	0	0	0	4	34	0	0	0	14	0	0	1	0	0	10	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1010	"AWI"	1010	55775	70745	61972	0	1	0	5	2	13	0	22	2	0	0	3	11	16	0	2	3	0	0	0	0	5	27	0	0	0	6	0	0	2	0	1	5	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1020	"AWI"	1020	56293	71553	62671	0	0	0	8	1	21	0	0	0	0	0	0	7	2	0	0	10	0	0	0	0	5	66	101	0	0	1	0	0	3	4	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1025	"AWI"	1025	56611	71859	63004	0	1	0	4	2	12	0	28	0	0	0	5	14	26	0	2	4	0	1	0	0	3	37	0	0	0	6	0	0	1	1	1	6	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1035	"AWI"	1035	57223	72665	63691	2	0	0	5	0	5	0	42	0	0	0	0	12	7	0	0	0	2	0	0	0	2	35	0	0	0	20	0	0	2	2	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1040	"AWI"	1040	57489	73054	64054	1	0	0	3	2	18	0	106	0	0	0	2	5	10	0	3	0	1	1	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1043	"AWI"	1043	57729	73268	64270	0	0	0	10	1	20	0	35	0	0	0	1	30	22	0	4	7	0	0	0	0	6	30	0	0	0	14	0	0	2	4	0	6	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1045	"AWI"	1045	57868	73442	64412	0	0	0	8	2	23	0	21	0	0	0	1	20	9	1	1	7	0	0	0	0	5	32	0	0	0	20	0	0	4	6	0	10	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1050	"AWI"	1050	58208	73803	64777	2	0	0	5	2	16	0	54	1	0	0	3	10	15	0	0	0	1	0	0	0	3	30	0	0	0	17	1	0	5	3	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1068	"AWI"	1068	59252	75184	66005	0	0	0	9	4	14	0	36	0	0	0	2	29	18	0	2	5	0	0	0	0	0	10	0	0	0	21	0	0	3	2	0	11	0	0	2
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1080	"AWI"	1080	59988	76004	66837	0	0	0	5	1	12	0	75	2	0	0	3	10	8	0	2	0	0	0	0	0	5	28	0	0	0	22	0	0	3	3	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1099	"AWI"	1099	61161	77482	68113	0	0	0	4	4	20	0	48	0	0	0	4	18	9	0	1	7	0	0	0	0	1	47	0	0	0	9	0	0	0	3	0	10	1	0	2
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1110	"AWI"	1110	61848	78125	68900	3	0	0	3	0	7	0	21	1	0	0	1	7	10	0	2	0	0	0	0	0	5	75	0	0	0	15	0	0	0	3	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1120	"AWI"	1120	62424	78954	69574	0	0	0	2	0	4	0	8	0	0	0	3	5	28	0	1	5	0	0	0	0	0	17	171	0	0	18	2	0	1	0	0	25	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1140	"AWI"	1140	63572	80472	70940	0	0	0	1	0	2	0	41	1	0	0	1	23	25	0	1	13	0	0	0	0	3	65	129	0	0	12	0	0	0	0	0	2	0	0	4
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1165	"AWI"	1165	65174	82346	72669	3	0	0	5	2	6	0	63	2	0	0	3	8	8	0	3	0	3	0	0	0	3	40	0	0	0	18	0	0	2	4	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1180	"AWI"	1180	66093	83449	73698	0	0	0	2	0	1	0	16	0	0	0	0	3	6	0	0	3	0	0	0	0	0	95	141	0	0	7	0	0	0	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1185	"AWI"	1185	66439	83787	74056	1	0	0	1	0	0	0	8	0	0	0	0	0	17	0	0	4	0	0	0	0	0	66	0	0	0	13	0	0	0	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1189	"AWI"	1189	66713	84132	74324	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1210	"AWI"	1210	67957	85690	75773	0	3	0	1	1	1	0	4	0	0	0	0	82	34	1	0	1	0	0	1	0	0	4	0	0	0	21	0	0	5	0	0	0	0	23	16
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1240	"AWI"	1240	69809	87954	77802	0	0	0	1	0	0	0	9	0	0	0	0	23	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1260	"AWI"	1260	71058	89441	79151	0	0	0	1	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1270	"AWI"	1270	71707	90154	79826	0	0	0	0	0	1	0	7	0	0	0	0	51	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	2
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1275	"AWI"	1275	72003	90557	80176	0	0	0	1	0	1	0	0	0	0	0	0	107	3	0	0	3	1	1	0	0	2	0	0	0	0	4	0	0	7	0	0	0	0	0	21
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1299	"AWI"	1299	73388	92343	81820	0	0	0	0	1	1	0	6	0	0	0	0	146	13	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	4	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1302	"AWI"	1302	73576	92534	82004	0	0	0	3	0	1	0	12	0	0	0	0	60	13	0	0	0	0	0	0	0	2	2	0	0	0	8	0	0	2	0	0	0	0	0	6
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1310	"AWI"	1310	74054	93252	82540	0	0	0	12	0	1	0	0	0	0	0	0	90	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	4
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1320	"AWI"	1320	74715	93934	83272	0	0	0	2	1	1	0	0	0	0	0	0	106	2	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	70	0	0	5	0	0	50
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1340	"AWI"	1340	75982	95507	84645	0	0	0	0	3	7	2	6	0	0	0	0	5	9	0	1	0	0	0	0	0	0	4	0	0	0	39	0	0	0	0	1	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1350	"AWI"	1350	76564	96262	85331	0	1	0	5	3	5	0	17	6	0	0	0	7	22	1	0	1	0	0	0	0	0	1	0	0	0	13	0	0	21	0	0	0	0	0	50
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1368	"AWI"	1368	77727	97612	86613	0	0	0	55	5	117	0	28	0	0	0	1	11	12	0	0	10	0	0	0	0	0	56	0	0	0	22	0	0	6	0	0	10	0	0	10
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1390	"AWI"	1390	78971	99217	88102	0	0	0	12	4	140	0	12	0	0	0	1	2	5	0	0	6	0	0	0	0	0	32	0	0	0	31	0	0	1	0	0	2	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1398	"AWI"	1398	79564	99759	88666	0	0	0	4	0	34	0	13	2	0	0	0	0	1	1	0	2	0	0	0	0	0	79	6	0	0	16	0	0	0	0	0	0	1	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1405	"AWI"	1405	79966	100342	89147	0	0	0	8	0	17	0	6	0	0	0	0	1	1	3	0	1	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	3	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1430	"AWI"	1430	81416	102147	90875	0	0	0	39	0	45	0	16	0	0	0	0	3	2	0	0	1	0	0	0	0	0	102	0	0	0	3	0	0	0	0	0	18	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1445	"AWI"	1445	82380	103270	91946	0	0	0	16	1	21	0	16	0	0	0	0	5	2	0	1	4	0	0	0	0	0	108	0	0	0	1	0	0	1	0	1	3	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	1450	"AWI"	1450	82660	103612	92295	0	0	0	38	0	34	0	14	0	0	0	0	5	4	2	0	3	0	0	0	0	0	94	40	0	0	4	0	0	0	0	0	6	1	0	2
