"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
3265	45381	"Lake Maardu"	59.43333	25	431	"AWI"	431	9049	10089	9543	0	368	1	0	4	0	0	313	1	0	0	0	0	0	0	108	0	22	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	59	0	0	0	8	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	163	0	0
3265	45381	"Lake Maardu"	59.43333	25	440	"AWI"	440	9161	10211	9664	0	426	0	0	0	0	0	341	0	0	0	0	0	0	0	145	1	47	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	1	0	2	0	0	0	1	0	12	0	0	0	0	0	1	0	150	0	0
3265	45381	"Lake Maardu"	59.43333	25	449	"AWI"	449	9267	10329	9786	0	392	2	0	8	0	0	323	0	0	0	0	0	0	0	133	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	80	0	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	111	0	0
3265	45381	"Lake Maardu"	59.43333	25	461	"AWI"	461	9428	10481	9950	0	356	1	1	1	0	0	264	0	0	0	0	0	0	0	160	0	15	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	97	0	0	0	2	0	1	0	0	0	0	0	6	0	0	0	0	1	0	0	126	0	0
3265	45381	"Lake Maardu"	59.43333	25	470	"AWI"	470	9539	10602	10071	0	449	1	0	5	0	0	294	0	0	0	0	0	0	0	81	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	83	0	0	0	2	0	1	0	0	0	2	0	7	0	0	0	0	1	0	0	95	0	0
3265	45381	"Lake Maardu"	59.43333	25	479	"AWI"	479	9665	10702	10186	0	499	0	0	2	0	0	413	0	0	0	0	0	0	0	71	0	63	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	130	0	0	0	2	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	89	0	0
3265	45381	"Lake Maardu"	59.43333	25	491	"AWI"	491	9833	10856	10351	0	410	0	0	1	0	0	347	0	0	0	0	0	0	0	40	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	3	0	0	0	0	0	1	0	7	1	0	0	0	2	1	0	120	0	0
3265	45381	"Lake Maardu"	59.43333	25	500	"AWI"	500	9964	10961	10473	0	348	0	2	5	0	0	542	0	0	0	0	0	0	0	22	0	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	1	0	129	0	0
3265	45381	"Lake Maardu"	59.43333	25	509	"AWI"	509	10106	11069	10592	0	300	0	0	4	0	0	445	0	0	0	0	0	0	0	31	0	43	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	156	0	0	0	4	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	74	0	0
3265	45381	"Lake Maardu"	59.43333	25	515	"AWI"	515	10213	11139	10678	0	231	1	1	7	0	0	572	0	0	0	0	0	0	0	48	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	67	0	0
3265	45381	"Lake Maardu"	59.43333	25	521	"AWI"	521	10296	11226	10760	0	86	3	3	10	0	0	763	0	0	0	0	0	0	0	47	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	1	0	3	0	0	0	1	0	29	0	0	0	0	2	0	0	57	0	0
3265	45381	"Lake Maardu"	59.43333	25	524	"AWI"	524	10363	11279	10802	0	10	0	1	9	0	0	657	0	0	0	0	0	0	0	42	0	70	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	280	0	0	0	1	0	3	0	0	0	0	0	22	1	0	0	0	1	0	0	32	0	0
3265	45381	"Lake Maardu"	59.43333	25	530	"AWI"	530	10450	11377	10887	0	84	5	0	6	0	0	551	0	0	0	0	0	0	0	19	0	101	7	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	5	300	0	0	0	8	0	2	0	0	37	2	0	32	0	0	0	0	1	1	1	30	0	0
3265	45381	"Lake Maardu"	59.43333	25	532	"AWI"	532	10492	11416	10923	0	3	2	1	3	0	0	374	0	0	0	0	0	0	0	6	0	49	5	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	149	0	0	0	11	0	4	0	0	0	0	0	37	0	0	0	0	3	0	0	7	0	0
3265	45381	"Lake Maardu"	59.43333	25	535	"AWI"	535	10547	11470	10975	0	5	4	2	5	0	0	455	0	0	0	0	0	0	0	6	0	85	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	173	0	0	0	16	0	1	0	0	0	2	0	55	0	0	0	0	1	0	1	7	0	0
