"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Tilia"	"Ulmus"	"Urticaceae"
3527	4555	"Plateau de Prarion"	45.88472	6.74944	280	"AWI"	280	3675	5617	4592	170	7	0	5	0	0	3	31	0	0	0	1	0	11	100	1	0	43	0	0	0	0	0	0	0	14	44	0	8	31	3	0	0	0	14	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	300	"AWI"	300	3870	5897	4837	112	7	37	2	0	1	0	46	0	0	0	0	0	24	30	0	0	50	5	1	0	0	0	1	0	3	52	0	0	47	4	0	0	0	15	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	330	"AWI"	330	4130	6330	5210	110	4	0	4	0	0	0	32	1	0	0	0	0	33	31	0	0	37	1	0	0	0	0	0	0	2	64	0	0	40	5	0	1	4	22	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	340	"AWI"	340	4284	6416	5335	110	4	0	4	0	3	0	35	0	0	0	0	0	8	25	0	0	22	1	0	0	0	0	0	0	0	57	0	0	14	2	0	1	1	23	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	360	"AWI"	360	4511	6610	5599	125	8	0	4	0	4	6	68	0	1	0	1	0	27	58	1	0	22	5	1	0	0	0	0	0	4	71	0	14	36	3	0	1	4	27	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	380	"AWI"	380	4752	6828	5846	204	19	0	3	0	0	0	90	0	0	3	0	0	63	107	0	1	21	15	0	0	1	0	0	0	1	115	0	0	47	9	0	3	7	73	7
3527	4555	"Plateau de Prarion"	45.88472	6.74944	400	"AWI"	400	5028	7003	6106	150	12	0	4	0	0	0	48	0	0	3	0	0	20	32	1	0	7	9	0	0	0	0	0	0	1	44	0	0	18	5	0	3	1	28	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	410	"AWI"	410	5117	7130	6237	138	6	27	5	0	2	0	43	0	0	0	1	0	23	27	0	0	8	2	1	0	0	0	0	0	0	43	0	0	24	4	0	2	2	26	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	430	"AWI"	430	5503	7303	6470	143	13	0	4	0	3	0	39	0	0	2	0	0	31	19	0	0	7	3	0	0	0	1	0	0	0	30	0	0	15	4	5	3	1	31	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	440	"AWI"	440	5646	7397	6592	81	16	0	6	1	3	0	61	0	0	1	1	0	26	8	0	0	5	3	0	0	0	0	0	0	0	20	0	0	7	1	0	2	4	31	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	460	"AWI"	460	6010	7619	6848	182	20	0	8	0	1	0	28	0	0	0	0	0	14	15	1	0	7	2	0	0	0	0	0	0	0	40	0	0	10	5	0	0	3	23	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	465	"AWI"	465	6181	7663	6919	122	10	0	6	0	0	4	74	0	0	0	1	0	21	7	1	0	2	23	0	0	1	0	0	0	0	20	0	0	12	0	0	0	11	47	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	480	"AWI"	480	6612	7821	7147	120	5	0	3	0	0	0	72	0	0	0	0	0	25	7	0	0	6	16	0	0	0	0	0	0	0	30	0	0	18	1	0	1	7	30	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	490	"AWI"	490	6765	7969	7313	60	4	0	8	1	2	0	59	0	0	2	0	0	15	8	1	0	1	8	0	0	1	0	0	0	0	21	0	0	5	7	0	4	6	23	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	500	"AWI"	500	7062	8198	7579	68	13	0	12	1	1	0	134	0	0	5	0	0	40	14	0	0	0	17	1	0	0	0	0	0	0	28	0	0	26	9	5	10	15	53	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	510	"AWI"	510	7578	8525	8013	5	4	0	2	0	2	0	134	0	0	4	1	0	10	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	2	3	3	13	29	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	520	"AWI"	520	7926	9041	8455	7	7	17	14	0	1	6	143	0	0	4	0	0	51	28	2	0	0	4	0	0	0	0	0	0	0	64	0	0	24	4	2	3	24	35	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	524	"AWI"	524	8024	9298	8630	0	5	0	7	0	1	0	115	0	0	0	1	0	51	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	23	2	0	1	19	40	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	545	"AWI"	545	8713	10372	9489	0	0	0	8	0	2	0	110	0	1	1	1	0	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	2	18	42	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	550	"AWI"	550	8960	10512	9673	1	2	0	10	1	3	0	100	0	0	1	0	0	140	1	2	0	0	0	0	0	0	1	0	0	0	44	0	0	24	1	0	4	18	63	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	555	"AWI"	555	9166	10661	9854	0	0	0	6	0	0	0	58	0	0	0	0	0	92	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	2	12	30	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	560	"AWI"	560	9324	10862	10032	0	1	19	15	0	0	0	65	0	0	0	1	0	123	3	0	0	0	0	0	0	0	0	0	0	0	57	0	0	19	0	0	4	17	49	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	570	"AWI"	570	9604	11374	10391	0	0	0	30	0	0	0	56	0	0	0	1	0	65	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	23	2	0	7	4	31	1
3527	4555	"Plateau de Prarion"	45.88472	6.74944	580	"AWI"	580	9933	11996	10835	0	0	0	17	0	8	2	35	0	0	1	0	0	70	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	1	0	14	0	14	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	582	"AWI"	582	10171	12150	11048	0	0	0	17	0	4	0	24	0	0	0	0	0	15	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	6	0	1	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	585	"AWI"	585	10505	12409	11357	0	0	13	3	0	8	0	65	0	0	2	1	0	2	8	0	0	0	0	1	0	6	0	0	0	0	148	0	0	4	1	0	9	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	592	"AWI"	592	11147	13078	12081	0	0	0	1	0	16	4	5	0	0	0	3	0	0	10	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	5	2	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	597	"AWI"	597	11546	13644	12591	0	0	0	2	0	22	0	9	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	600	"AWI"	600	11758	14002	12899	0	0	0	5	0	11	9	16	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	602	"AWI"	602	11895	14253	13106	0	0	0	1	0	9	6	7	0	0	7	5	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	607	"AWI"	607	12253	14894	13626	0	0	0	0	0	2	0	4	0	0	1	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	610	"AWI"	610	12455	15317	13934	0	0	0	6	0	9	5	6	0	1	6	3	0	0	19	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	615	"AWI"	615	12745	15997	14439	0	0	0	1	0	17	4	10	1	0	7	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	620	"AWI"	620	13054	16710	14947	0	0	0	0	0	1	10	4	0	0	8	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
