"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acanthaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celtis"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Scrophulariaceae"	"Ulmaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
23788	41205	"Burmarrad ria"	35.935	14.41444	1000	"AWI"	1000	6004	6288	6196	0	0	0	1	0	0	3	9	0	0	0	1	0	1	0	0	0	10	0	5	0	0	0	1	0	0	0	11	0	0	0	0	0	1	0	3	190	0	1	0	0	0	10	1	0	0	0	1	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1010	"AWI"	1010	6055	6371	6257	0	0	0	3	0	0	5	2	0	0	0	3	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	5	190	0	0	0	0	0	14	4	0	0	0	3	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1020	"AWI"	1020	6119	6461	6317	0	0	0	6	0	0	2	5	0	0	0	2	0	1	0	0	0	9	1	10	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	2	190	0	0	0	0	0	9	1	0	0	0	1	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1030	"AWI"	1030	6167	6598	6376	0	0	0	14	1	0	2	6	0	0	0	1	0	0	0	0	0	10	1	2	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	2	180	0	0	16	0	0	12	1	0	0	0	5	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1040	"AWI"	1040	6239	6668	6444	0	0	0	9	0	0	1	1	0	0	4	5	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	14	1	0	0	0	1	0	0	4	140	0	0	41	0	0	12	1	0	0	0	9	0	2	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1050	"AWI"	1050	6286	6756	6512	0	0	0	3	1	1	1	3	0	0	0	1	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	165	0	0	0	0	0	21	3	0	0	0	1	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1060	"AWI"	1060	6351	6803	6580	0	0	0	2	0	0	0	3	0	0	0	1	0	2	0	0	1	5	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	200	0	0	20	0	0	4	1	0	0	0	0	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1070	"AWI"	1070	6397	6874	6652	0	0	0	3	1	0	4	4	0	0	2	2	0	0	0	0	0	5	0	4	0	0	0	1	0	0	0	17	0	0	0	0	1	0	0	0	190	0	0	0	0	0	9	2	0	0	0	3	0	0	0	0	0	1
23788	41205	"Burmarrad ria"	35.935	14.41444	1080	"AWI"	1080	6490	6912	6720	0	0	0	8	0	1	2	3	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	2	170	0	0	0	0	0	16	1	0	2	0	4	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1090	"AWI"	1090	6549	6974	6789	0	0	0	33	2	0	2	5	0	0	0	2	0	1	0	0	0	6	0	9	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	2	139	0	1	22	0	0	10	0	0	0	0	0	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1095	"AWI"	1095	6622	6991	6819	0	0	0	40	0	1	1	2	0	0	0	2	0	0	0	0	0	64	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	5	75	97	0	55	0	0	12	4	0	0	0	3	0	2	1	1	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1105	"AWI"	1105	6721	7041	6886	0	0	0	32	1	0	1	3	70	1	0	1	0	0	0	0	0	55	0	3	0	0	0	1	0	0	0	21	1	0	0	0	0	0	0	3	95	0	0	0	0	3	22	6	0	0	6	5	1	2	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1115	"AWI"	1115	6791	7090	6943	0	0	0	20	2	3	0	1	0	0	0	3	0	0	0	0	0	939	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	4	0	0	59	0	0	10	2	0	0	0	3	0	1	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1120	"AWI"	1120	6816	7106	6968	0	0	0	18	2	1	0	2	106	2	0	1	0	1	0	0	3	882	0	11	0	0	0	1	0	0	0	23	0	0	1	0	0	1	0	7	40	0	0	103	0	0	14	1	0	0	0	6	0	1	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1170	"AWI"	1170	6999	7312	7173	0	1	0	1	6	0	0	1	0	1	0	3	0	2	0	0	0	124	0	3	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	10	2	0	0	183	0	0	10	1	0	0	0	0	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1180	"AWI"	1180	7037	7338	7214	0	0	0	0	3	0	2	0	0	0	0	3	0	0	0	0	1	228	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	228	0	0	4	0	0	0	0	3	0	0	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1190	"AWI"	1190	7079	7368	7253	0	0	0	8	0	1	0	0	0	1	0	0	0	1	0	0	1	183	1	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	0	1	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0
23788	41205	"Burmarrad ria"	35.935	14.41444	1200	"AWI"	1200	7127	7399	7296	0	0	0	2	0	0	1	0	0	0	0	6	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
