"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3423	4436	"Sluggan Moss"	54.77694	-6.25833	488	"AWI"	488	12643	13167	12902	0	0	0	0	1	9	1	0	2	0	275	0	0	1	0	0	0	0	8	0	0	0	1	1	154	0	5	0	2	0	2	0	1	0	0	0	2	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	492	"AWI"	492	12740	13652	13083	0	4	0	0	1	1	1	0	1	0	380	0	0	1	0	0	0	0	5	1	0	0	0	0	25	0	0	0	8	0	4	5	5	0	0	0	1	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	496	"AWI"	496	12874	13973	13288	0	3	0	0	3	9	0	0	5	0	331	0	0	1	0	0	4	0	1	0	0	0	1	2	42	0	9	0	6	0	2	5	4	0	1	0	6	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	500	"AWI"	500	12982	14154	13501	0	2	0	0	0	8	0	0	1	0	367	0	0	0	0	0	0	0	7	1	0	0	0	1	30	0	0	0	5	0	1	0	0	0	0	0	2	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	502	"AWI"	502	13020	14279	13602	0	1	0	0	3	34	0	0	0	0	345	0	0	1	0	0	0	0	8	0	0	0	0	2	36	0	2	0	1	0	4	3	0	0	0	0	3	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	504	"AWI"	504	13150	14369	13703	0	1	0	0	1	19	0	0	0	0	400	0	0	0	0	0	0	0	2	3	0	0	0	0	22	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	506	"AWI"	506	13283	14433	13806	0	0	0	1	1	56	0	0	0	0	350	0	0	0	0	0	0	0	3	0	0	0	0	0	61	0	9	0	0	0	2	9	2	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	508	"AWI"	508	13370	14508	13909	0	0	0	4	2	4	2	0	8	0	346	0	0	0	0	0	0	0	5	0	0	0	0	0	75	0	2	0	2	0	2	9	2	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	510	"AWI"	510	13424	14617	14016	0	5	0	0	0	38	0	0	1	0	295	0	0	0	0	0	0	0	9	0	0	0	0	0	39	0	1	0	4	0	10	4	2	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	512	"AWI"	512	13522	14733	14110	0	0	0	0	4	199	0	0	0	0	167	0	0	0	0	0	0	0	3	6	0	0	1	0	38	0	0	0	4	0	5	2	8	0	5	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	514	"AWI"	514	13656	14774	14183	0	1	0	0	1	428	0	0	0	0	64	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	6	0	4	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	516	"AWI"	516	13759	14842	14264	0	0	0	0	0	42	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	3	0	2	6	2	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	520	"AWI"	520	13898	15042	14434	1	1	0	1	2	17	0	0	1	4	166	0	0	0	0	0	0	0	19	5	0	0	4	0	29	0	5	0	4	0	1	1	19	0	4	0	0	0	0	0	0
