"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Tilia"	"Ulmus"
3328	4320	"Oltush Lake"	51.69667	23.95667	245	"AWI"	245	6831	7750	7248	0	21	1	0	1	0	0	19	0	1	1	1	0	0	0	0	116	0	1	1	6	0	0	0	0	0	9	9
3328	4320	"Oltush Lake"	51.69667	23.95667	255	"AWI"	255	6954	7932	7412	0	19	1	0	0	0	0	7	1	0	0	0	0	0	0	1	139	0	0	0	6	0	0	1	0	0	1	3
3328	4320	"Oltush Lake"	51.69667	23.95667	265	"AWI"	265	7083	8110	7571	0	21	1	0	1	0	0	12	1	0	0	0	0	0	1	1	136	0	2	0	4	0	0	0	0	0	2	7
3328	4320	"Oltush Lake"	51.69667	23.95667	275	"AWI"	275	7222	8272	7727	0	35	0	0	2	0	0	11	1	1	0	0	0	0	0	1	111	0	1	0	1	0	0	0	0	0	4	7
3328	4320	"Oltush Lake"	51.69667	23.95667	285	"AWI"	285	7373	8420	7887	0	15	0	0	1	0	0	15	0	0	0	0	0	0	0	1	139	0	4	1	1	0	0	0	0	0	1	1
3328	4320	"Oltush Lake"	51.69667	23.95667	295	"AWI"	295	7517	8575	8045	0	2	1	0	1	0	0	14	1	0	0	0	0	0	0	1	180	0	1	0	1	0	0	0	0	0	1	2
3328	4320	"Oltush Lake"	51.69667	23.95667	305	"AWI"	305	7666	8719	8215	0	1	1	0	1	0	0	9	1	1	0	0	0	1	0	1	150	0	1	0	3	0	0	0	0	0	0	1
3328	4320	"Oltush Lake"	51.69667	23.95667	315	"AWI"	315	7846	8845	8385	0	3	1	0	1	0	0	1	0	0	0	1	0	0	0	2	157	0	4	1	1	0	0	0	0	0	0	3
3328	4320	"Oltush Lake"	51.69667	23.95667	325	"AWI"	325	8010	8961	8546	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	143	0	1	0	0	0	0	0	0	0	0	4
3328	4320	"Oltush Lake"	51.69667	23.95667	335	"AWI"	335	8190	9078	8702	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	150	0	1	1	1	0	0	0	0	0	0	2
3328	4320	"Oltush Lake"	51.69667	23.95667	345	"AWI"	345	8393	9189	8858	0	2	1	0	3	0	0	0	1	0	0	1	0	0	0	0	160	0	1	0	1	0	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	355	"AWI"	355	8611	9288	9015	0	0	3	0	8	0	0	1	0	0	0	1	0	0	0	0	171	0	1	0	0	0	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	365	"AWI"	365	8855	9379	9168	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	1	156	0	1	1	0	0	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	375	"AWI"	375	9145	9489	9355	0	15	0	0	2	0	0	2	0	0	0	0	0	0	1	1	144	0	2	0	4	0	0	0	0	0	0	4
3328	4320	"Oltush Lake"	51.69667	23.95667	385	"AWI"	385	9323	9812	9586	0	2	4	0	9	0	0	0	2	0	0	1	0	0	0	1	148	0	2	3	0	1	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	395	"AWI"	395	9613	10098	9863	0	1	2	0	4	0	0	1	1	0	0	0	0	0	0	0	154	0	0	6	0	0	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	405	"AWI"	405	9894	10434	10174	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	142	0	1	1	0	0	0	0	0	0	0	1
3328	4320	"Oltush Lake"	51.69667	23.95667	415	"AWI"	415	10195	10848	10488	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	1	0	0	1
3328	4320	"Oltush Lake"	51.69667	23.95667	425	"AWI"	425	10570	11072	10778	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0
3328	4320	"Oltush Lake"	51.69667	23.95667	435	"AWI"	435	10712	11547	11059	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	1	0	0	0	0	0	0
