"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Grossulariaceae"	"Hypericaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14574	22851	"Wolin II"	53.85885	14.61586	49	"AWI"	49	815	1238	982	0	0	50	0	4	0	3	0	31	0	0	0	0	0	0	0	3	1066	0	0	0	5	0	1	0	0	0	0	0	4	0	0	0	1	0	0	382	0	0	0	0	0	45	0	0	1	15	3	0	0	2	0	0	0	0	0	1	12
14574	22851	"Wolin II"	53.85885	14.61586	55	"AWI"	55	1220	1690	1442	0	1	212	0	59	0	14	0	174	0	4	0	0	0	0	1	81	210	0	0	0	36	0	2	0	0	0	1	0	0	0	0	0	8	2	1	332	0	0	0	0	0	153	0	9	2	15	4	0	0	0	0	0	0	0	12	9	5
14574	22851	"Wolin II"	53.85885	14.61586	60	"AWI"	60	1417	2381	1871	1	0	219	3	18	0	6	0	143	0	3	0	0	0	0	0	55	241	0	0	0	19	0	4	0	0	0	0	0	1	0	0	0	16	0	1	341	0	0	0	1	0	117	0	12	2	19	1	0	0	0	0	0	0	0	9	5	10
14574	22851	"Wolin II"	53.85885	14.61586	65	"AWI"	65	1836	2809	2369	0	0	159	0	27	0	14	0	111	0	3	0	0	0	0	0	36	416	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	8	0	2	501	0	0	0	0	0	115	0	0	4	8	4	0	0	0	0	0	0	0	2	9	7
14574	22851	"Wolin II"	53.85885	14.61586	70	"AWI"	70	2006	3490	2856	1	0	329	4	4	0	25	0	157	0	3	0	0	0	0	0	125	368	0	1	0	24	0	12	0	0	0	0	0	0	0	0	0	30	0	2	267	29	0	0	0	0	153	0	20	4	45	11	0	0	0	0	0	0	0	8	16	11
14574	22851	"Wolin II"	53.85885	14.61586	75	"AWI"	75	2747	3562	3212	0	0	229	4	16	0	7	0	210	0	2	0	0	0	0	0	94	211	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	22	0	2	308	0	0	0	0	0	119	0	0	1	20	1	0	0	0	0	0	0	0	9	11	4
14574	22851	"Wolin II"	53.85885	14.61586	80	"AWI"	80	3238	3773	3575	2	1	356	2	2	1	10	0	133	0	0	0	0	0	0	0	191	97	0	0	0	5	0	9	0	0	0	0	0	1	0	0	0	19	0	1	238	0	0	0	0	0	205	0	9	1	37	2	0	0	0	0	0	0	0	41	25	12
14574	22851	"Wolin II"	53.85885	14.61586	85	"AWI"	85	3330	3877	3659	0	0	305	0	14	0	14	0	148	0	0	0	0	0	0	0	121	143	0	0	0	13	0	14	0	0	0	0	0	0	0	0	0	21	0	4	245	0	0	0	0	0	225	0	0	3	40	4	1	0	0	0	1	0	1	23	10	15
14574	22851	"Wolin II"	53.85885	14.61586	90	"AWI"	90	3396	4055	3730	0	1	310	0	14	0	5	0	135	0	1	0	0	0	0	1	116	207	0	0	0	19	0	13	0	0	0	0	0	0	0	1	0	14	0	2	322	0	0	0	1	0	166	0	0	1	16	4	0	1	0	0	0	0	0	24	16	10
14574	22851	"Wolin II"	53.85885	14.61586	95	"AWI"	95	3493	4139	3820	0	0	237	0	25	0	8	0	114	0	1	0	0	0	0	0	136	198	166	0	0	10	2	14	0	0	0	0	0	0	0	0	0	22	0	1	310	0	0	0	1	0	140	0	0	3	39	2	0	0	0	0	0	0	0	19	12	7
14574	22851	"Wolin II"	53.85885	14.61586	99	"AWI"	99	3538	4254	3889	0	0	268	0	10	0	9	0	130	0	5	0	0	0	0	0	158	290	0	0	0	9	0	12	0	0	0	2	0	4	0	0	0	14	0	2	340	0	0	0	0	0	155	0	6	2	29	7	1	0	1	0	0	0	0	37	19	2
14574	22851	"Wolin II"	53.85885	14.61586	105	"AWI"	105	3650	4353	3990	1	2	305	0	5	0	6	0	136	0	0	0	0	0	0	0	289	114	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	8	0	1	133	0	0	0	2	0	232	0	0	1	34	1	0	0	0	0	0	1	0	65	21	4
14574	22851	"Wolin II"	53.85885	14.61586	110	"AWI"	110	3718	4466	4071	0	1	324	0	4	1	8	0	127	0	0	0	0	0	0	0	219	126	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	8	0	2	180	0	0	0	4	0	221	0	0	0	28	0	0	0	0	0	0	0	0	61	29	4
14574	22851	"Wolin II"	53.85885	14.61586	115	"AWI"	115	3808	4529	4161	0	0	283	0	0	0	4	0	117	0	1	0	0	0	0	0	254	105	0	0	0	2	0	13	0	0	0	0	0	1	0	0	0	3	0	3	140	0	0	0	1	0	168	0	0	0	10	0	0	0	0	0	0	0	0	37	9	4
14574	22851	"Wolin II"	53.85885	14.61586	120	"AWI"	120	3856	4633	4250	0	2	251	0	2	0	4	0	217	0	0	0	0	0	0	0	182	44	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	3	0	2	98	0	0	0	1	0	113	0	0	0	6	0	0	1	0	0	0	0	0	44	6	3
14574	22851	"Wolin II"	53.85885	14.61586	125	"AWI"	125	3987	4685	4337	0	1	286	0	2	0	13	0	128	0	1	0	0	0	0	0	175	125	0	0	0	7	0	13	0	0	0	0	0	1	0	0	0	8	0	2	219	0	0	0	2	1	190	0	8	0	30	2	0	0	0	0	0	0	1	36	16	3
14574	22851	"Wolin II"	53.85885	14.61586	130	"AWI"	130	4065	4762	4424	1	0	303	0	5	0	13	0	124	0	0	0	0	0	0	0	179	177	0	0	0	10	0	14	1	1	0	0	0	3	0	0	0	8	0	1	254	0	0	0	0	0	210	0	0	2	41	1	0	0	0	1	0	0	0	27	17	6
14574	22851	"Wolin II"	53.85885	14.61586	135	"AWI"	135	4209	4842	4512	0	0	197	0	4	0	5	0	79	0	0	0	0	0	0	0	199	30	0	0	0	6	1	12	0	0	0	0	0	0	0	0	0	1	0	1	186	0	0	0	0	1	240	0	0	7	9	3	0	0	0	0	0	0	0	46	21	3
14574	22851	"Wolin II"	53.85885	14.61586	140	"AWI"	140	4288	4958	4606	0	0	373	0	6	2	9	0	151	0	0	0	0	0	0	0	215	117	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	7	0	4	282	0	0	0	3	0	289	0	0	4	27	0	0	0	0	0	1	0	1	39	22	5
14574	22851	"Wolin II"	53.85885	14.61586	145	"AWI"	145	4538	5095	4759	0	0	156	0	8	0	4	0	127	0	6	0	0	0	0	0	96	217	0	0	0	6	0	15	0	1	0	0	0	0	0	0	0	4	0	2	291	0	0	0	1	0	168	0	0	5	12	1	0	0	0	0	0	0	1	12	10	3
14574	22851	"Wolin II"	53.85885	14.61586	149	"AWI"	149	4609	5241	4856	0	0	265	0	6	0	3	0	207	0	2	0	0	0	0	0	94	222	0	0	0	4	0	13	0	0	0	0	0	1	0	0	0	3	0	1	286	0	0	0	0	0	180	0	0	4	12	3	1	0	0	0	0	1	0	19	10	4
14574	22851	"Wolin II"	53.85885	14.61586	155	"AWI"	155	4889	5439	5165	0	0	294	0	6	0	2	0	182	0	0	0	0	0	0	0	115	133	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	3	0	6	243	0	0	0	1	1	219	0	3	8	8	1	0	0	0	0	0	0	0	21	12	1
14574	22851	"Wolin II"	53.85885	14.61586	160	"AWI"	160	5037	5723	5449	0	0	247	0	8	1	18	0	216	0	0	0	0	0	0	0	79	208	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	1	0	4	264	0	0	0	1	0	252	0	7	5	13	0	0	0	1	0	0	0	0	23	16	10
14574	22851	"Wolin II"	53.85885	14.61586	165	"AWI"	165	5366	5829	5621	1	0	180	0	8	1	5	0	118	0	0	0	0	0	0	0	94	226	0	0	0	1	0	9	0	0	0	0	0	1	0	0	0	1	0	0	192	0	0	0	0	0	235	0	0	3	6	5	0	1	0	0	0	0	0	26	13	2
14574	22851	"Wolin II"	53.85885	14.61586	170	"AWI"	170	5516	6131	5799	0	0	156	0	6	0	3	0	140	0	0	0	0	0	0	0	64	206	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	192	0	0	0	0	0	248	0	0	2	9	1	1	0	0	0	0	0	0	27	10	4
14574	22851	"Wolin II"	53.85885	14.61586	175	"AWI"	175	5625	6226	5923	0	0	178	0	4	0	7	0	118	0	0	0	0	0	0	0	93	163	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	2	234	0	0	0	0	0	251	0	0	2	7	1	0	0	0	0	0	0	2	19	8	3
14574	22851	"Wolin II"	53.85885	14.61586	180	"AWI"	180	5691	6404	6035	0	1	149	0	4	0	0	0	126	0	0	0	0	0	0	0	66	255	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	6	329	0	0	0	0	0	252	0	0	0	6	2	0	0	0	0	0	0	1	18	18	1
14574	22851	"Wolin II"	53.85885	14.61586	185	"AWI"	185	5831	6478	6152	0	1	200	0	4	0	3	0	111	0	0	0	0	0	0	0	71	265	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	394	0	0	0	0	0	246	0	0	0	5	2	0	0	0	0	0	0	0	16	23	3
14574	22851	"Wolin II"	53.85885	14.61586	190	"AWI"	190	5905	6610	6269	0	0	150	0	4	1	1	0	154	0	0	0	0	0	0	0	72	476	0	0	0	2	0	18	0	0	0	0	0	1	0	0	0	0	0	3	349	0	0	0	0	0	178	0	0	0	1	1	0	0	0	0	0	0	0	26	34	0
14574	22851	"Wolin II"	53.85885	14.61586	195	"AWI"	195	6087	6671	6379	0	0	187	0	6	1	2	0	159	0	0	0	0	0	0	0	65	417	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	1	360	0	0	0	0	0	232	0	0	4	5	1	0	1	0	0	0	0	0	24	36	1
14574	22851	"Wolin II"	53.85885	14.61586	199	"AWI"	199	6162	6753	6473	0	0	122	0	0	0	2	0	135	0	0	0	0	0	0	0	54	337	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	5	366	0	0	0	0	0	172	0	0	2	0	1	0	0	0	0	0	0	0	17	22	0
14574	22851	"Wolin II"	53.85885	14.61586	205	"AWI"	205	6332	6841	6591	0	1	148	0	2	0	4	0	170	0	0	0	0	0	0	0	33	31	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	4	500	0	0	0	0	0	135	0	0	1	12	2	0	0	0	0	0	0	0	18	16	3
14574	22851	"Wolin II"	53.85885	14.61586	210	"AWI"	210	6408	6966	6692	0	0	164	0	0	0	1	0	163	0	0	0	0	0	0	0	36	30	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	145	0	0	0	5	0	0	0	0	0	0	0	0	21	21	3
14574	22851	"Wolin II"	53.85885	14.61586	215	"AWI"	215	6494	7024	6769	1	0	125	0	0	0	2	0	161	0	0	0	0	0	0	0	39	15	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	150	0	0	0	7	0	0	1	0	0	0	0	0	15	25	0
14574	22851	"Wolin II"	53.85885	14.61586	220	"AWI"	220	6548	7117	6844	0	0	143	0	2	0	5	0	172	0	0	0	0	0	0	0	37	34	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	532	0	0	0	0	0	194	0	0	0	3	1	3	0	0	0	0	0	0	19	33	1
14574	22851	"Wolin II"	53.85885	14.61586	225	"AWI"	225	6647	7158	6924	1	0	176	0	2	1	3	0	184	0	0	0	0	0	0	0	36	22	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	425	0	0	0	1	0	147	0	0	0	8	1	0	0	0	0	0	0	0	21	35	2
14574	22851	"Wolin II"	53.85885	14.61586	230	"AWI"	230	6701	7237	7001	0	1	128	0	0	0	5	0	135	0	0	0	0	0	0	0	43	65	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	574	0	0	0	0	0	120	0	0	0	2	0	1	0	0	0	0	0	1	12	27	3
14574	22851	"Wolin II"	53.85885	14.61586	235	"AWI"	235	6826	7276	7076	0	1	199	0	2	0	2	0	149	0	0	0	0	0	0	0	37	54	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	427	0	0	0	0	0	139	0	0	0	4	0	0	0	0	0	0	0	1	18	23	6
14574	22851	"Wolin II"	53.85885	14.61586	245	"AWI"	245	7017	7387	7217	0	1	140	0	0	0	2	0	145	0	0	0	0	0	0	0	29	132	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	1	0	116	0	0	0	5	1	0	0	0	0	0	0	0	14	28	4
14574	22851	"Wolin II"	53.85885	14.61586	249	"AWI"	249	7064	7448	7273	0	0	94	0	0	2	1	0	87	0	0	0	0	0	0	0	33	127	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	608	0	0	0	0	0	110	0	0	0	0	1	0	0	0	0	0	0	0	11	17	1
14574	22851	"Wolin II"	53.85885	14.61586	255	"AWI"	255	7157	7538	7346	0	0	125	0	7	0	2	0	15	0	0	0	0	0	0	0	5	56	0	0	0	2	0	8	0	0	1	0	0	0	0	0	0	2	0	0	466	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	17	5	16
14574	22851	"Wolin II"	53.85885	14.61586	260	"AWI"	260	7207	7638	7404	0	0	257	0	0	0	2	0	49	0	0	0	0	0	0	0	24	56	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	775	0	0	0	0	0	68	0	0	0	1	0	0	0	0	0	0	0	0	80	12	2
14574	22851	"Wolin II"	53.85885	14.61586	265	"AWI"	265	7324	7946	7571	0	0	395	0	0	0	3	0	329	0	0	0	0	0	0	0	45	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	45	4	1
14574	22851	"Wolin II"	53.85885	14.61586	270	"AWI"	270	7381	8386	7726	0	0	232	0	0	1	0	0	173	0	0	0	0	0	0	0	42	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	599	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	16	2	1
14574	22851	"Wolin II"	53.85885	14.61586	275	"AWI"	275	7488	8600	7892	0	0	382	0	0	0	1	0	170	0	0	0	0	0	0	0	41	57	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	24	0	0	1	5	0	0	0	0	0	0	0	0	16	11	2
14574	22851	"Wolin II"	53.85885	14.61586	280	"AWI"	280	7542	8961	8054	0	0	265	0	0	0	3	0	136	0	0	0	0	0	0	0	95	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	43	0	0	0	0	1	0	1	1	0	0	0	0	22	16	1
