"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23901	41460	"Lago di Origlio"	46.05152	8.94329	31.25	"AWI"	31.25	-0.75	11.5	5.25	0	0	0	94	2	0	0	2	0	6	0	0	0	0	28	0	0	63	0	0	12	9	0	0	0	0	2	0	3	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	4	75	0	0	0	0	19	1	0	0	0	0	2	2	0	0	0	0	0	2	0	2	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	31.75	"AWI"	31.75	-0.25	12.5	5.75	0	0	0	68	2	0	0	1	0	6	0	1	0	0	22	0	0	61	0	0	11	7	0	0	0	0	5	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	2	0	0	0	2	8	0	0	0	67	0	0	0	0	13	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	32.25	"AWI"	32.25	0.25	13.5	6.5	0	1	0	85	1	0	0	5	0	6	0	0	0	0	32	0	0	61	0	0	15	5	0	0	0	0	2	0	8	0	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	0	3	3	12	0	0	1	0	0	1	0	0	20	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	32.75	"AWI"	32.75	0.75	14.5	7.5	0	0	0	52	0	0	0	1	0	4	0	1	0	0	25	0	0	82	0	0	12	11	0	0	3	0	3	0	4	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	3	10	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	33.25	"AWI"	33.25	1.5	15.25	8.25	0	0	0	56	0	0	0	3	0	10	0	1	0	0	30	0	0	87	0	0	8	11	0	0	0	0	1	0	4	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	33.75	"AWI"	33.75	2.5	15.75	8.75	0	0	0	53	0	0	0	1	0	6	0	1	0	0	26	0	0	101	1	0	7	7	0	0	0	0	2	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	1	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	34.25	"AWI"	34.25	3.25	16.5	9.5	0	0	0	0	0	0	0	4	0	12	0	0	0	0	35	0	0	106	0	0	9	8	0	0	0	0	1	0	3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	51	0	0	0	0	11	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	34.75	"AWI"	34.75	3.75	17.5	10.5	0	0	0	59	0	0	0	3	0	6	0	1	0	0	28	0	0	85	0	0	10	8	0	0	9	0	2	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	35.25	"AWI"	35.25	4.5	18.5	11.5	0	0	0	58	1	0	0	2	0	3	0	0	0	0	27	0	0	88	1	1	14	10	0	0	0	0	2	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	0	0	3	13	0	0	3	53	0	0	0	0	14	1	0	0	0	12	3	2	0	0	0	0	1	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	35.75	"AWI"	35.75	5.5	19.5	12.5	0	0	0	83	1	0	0	1	0	14	0	0	0	0	27	0	0	61	0	0	4	6	0	0	0	0	2	0	5	0	0	0	0	0	9	2	0	2	0	0	0	1	0	0	0	0	0	4	5	0	0	0	64	0	0	0	0	20	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	36.25	"AWI"	36.25	6.25	20.5	13.25	0	0	0	44	1	0	0	0	0	11	0	2	0	0	30	0	0	87	0	0	12	8	0	0	0	0	0	0	5	0	0	0	0	0	7	5	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	36.75	"AWI"	36.75	6.75	21.5	13.75	0	0	0	55	0	0	0	0	0	11	0	0	0	1	43	0	0	80	0	0	11	12	1	0	10	0	2	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	3	0	0	0	0	0	18	1	0	0	1	0	2	3	0	0	0	0	0	0	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	37.25	"AWI"	37.25	7.5	22.25	14.5	0	1	0	58	0	0	0	0	0	12	0	0	0	0	36	0	0	71	0	0	11	11	0	0	0	0	0	0	5	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	17	1	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	37.75	"AWI"	37.75	8.5	22.75	15.5	0	0	0	0	1	0	0	0	0	11	0	0	0	1	31	0	0	86	0	0	8	15	0	0	9	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	5	4	0	0	0	1	0	0	0	0	0	7	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	38.25	"AWI"	38.25	9.25	23.5	16.25	0	0	0	56	0	0	0	0	0	8	0	0	0	0	34	0	0	82	0	0	3	9	0	0	0	0	2	1	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	2	0	0	0	0	0	10	0	0	0	0	0	1	3	0	0	0	0	1	1	0	1	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	38.75	"AWI"	38.75	9.75	24.5	16.75	0	0	0	60	0	0	1	1	0	12	0	2	0	0	43	0	0	88	0	0	7	9	0	0	0	0	2	0	9	0	0	0	0	0	7	3	0	0	0	0	0	0	0	2	0	0	3	1	7	1	0	0	67	0	0	0	0	22	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	3
23901	41460	"Lago di Origlio"	46.05152	8.94329	39.25	"AWI"	39.25	10.25	25.5	17.5	0	0	0	41	2	0	0	1	0	11	0	1	0	0	28	0	0	105	0	0	3	3	0	0	0	0	1	0	2	0	0	0	0	0	4	1	0	1	0	0	1	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	12	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	3	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	39.75	"AWI"	39.75	10.75	26.5	18.5	0	0	0	74	0	0	0	1	0	10	0	0	1	0	40	0	0	100	0	0	5	10	0	0	0	0	2	0	5	0	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	40.25	"AWI"	40.25	11.5	27.5	19.25	1	1	0	66	1	0	0	2	0	5	0	0	0	0	35	0	0	89	1	0	8	8	0	0	0	0	3	0	4	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	1	0	15	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	40.75	"AWI"	40.75	12.5	28.5	19.75	0	0	0	76	2	0	0	2	0	9	0	2	0	0	46	0	0	97	1	0	16	10	0	0	0	0	2	0	0	1	0	0	0	0	8	2	0	0	0	0	0	0	0	1	0	0	0	1	8	0	0	2	68	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	41.25	"AWI"	41.25	13.25	29.25	20.5	0	0	0	58	0	0	0	1	0	11	0	0	0	0	44	0	0	79	1	0	6	7	0	0	8	0	3	0	4	0	0	0	0	0	12	2	0	1	0	0	0	0	0	0	0	0	0	2	6	0	0	0	63	0	0	0	0	14	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	2
23901	41460	"Lago di Origlio"	46.05152	8.94329	41.75	"AWI"	41.75	13.75	29.75	21.5	0	0	0	55	0	0	0	3	0	10	0	0	0	0	34	0	0	101	0	0	6	7	0	0	0	0	3	0	9	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	10	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	1	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	42.25	"AWI"	42.25	14.5	30.5	22.5	0	0	0	55	1	0	0	2	0	7	0	1	0	1	42	0	0	96	0	0	10	15	1	0	0	0	4	0	6	0	0	0	0	0	9	5	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	73	0	0	0	0	18	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	7	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	42.75	"AWI"	42.75	15.5	31.5	23.5	1	0	0	89	0	0	0	1	0	8	0	0	0	0	48	0	0	110	0	0	11	10	0	0	0	0	2	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1	0	0	0	0	0	8	0	0	0	0	0	1	3	0	0	0	1	0	1	0	0	2	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	43.25	"AWI"	43.25	16.25	32.5	24.25	1	0	0	64	0	0	0	0	0	5	0	0	0	0	46	0	0	156	0	1	14	7	0	0	0	0	3	0	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	62	0	0	0	0	20	2	0	0	0	0	3	2	0	0	0	0	1	0	0	3	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	43.75	"AWI"	43.75	16.75	33.5	24.75	0	0	0	62	2	0	0	2	0	9	0	1	0	0	41	0	0	114	0	0	10	8	0	0	13	0	1	0	4	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	2	4	0	0	0	0	2	1	0	0	1	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	44.25	"AWI"	44.25	17.5	34.25	25.5	0	0	0	0	0	0	0	2	0	5	0	0	0	1	46	0	0	115	0	0	9	4	0	0	0	0	3	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	1	0	0	2	0	1	3	0	0	0	0	1	1	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	44.75	"AWI"	44.75	18.5	34.75	26.5	0	0	0	92	0	0	0	1	0	3	0	1	0	1	48	0	0	105	0	0	6	5	0	0	0	0	2	0	0	0	0	0	0	0	9	3	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	71	0	0	0	0	20	0	0	0	0	0	3	2	0	0	0	0	1	2	0	0	1	1	3
23901	41460	"Lago di Origlio"	46.05152	8.94329	45.25	"AWI"	45.25	19.25	35.5	27.25	1	0	0	64	0	0	0	2	0	5	0	1	0	0	55	0	0	143	0	0	10	8	0	0	0	0	1	0	4	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	4	5	0	0	2	74	0	0	0	0	19	2	0	0	0	11	1	2	0	0	0	0	1	1	0	0	0	0	1
23901	41460	"Lago di Origlio"	46.05152	8.94329	45.75	"AWI"	45.75	19.75	36.5	27.75	1	0	0	90	2	0	0	4	0	7	0	3	0	0	47	0	0	159	0	0	8	12	0	0	0	0	2	0	2	0	0	0	0	0	8	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	16	0	0	0	1	0	1	0	0	0	0	1	1	2	0	1	0	0	0
23901	41460	"Lago di Origlio"	46.05152	8.94329	46.25	"AWI"	46.25	20.25	37.5	28.25	0	4	0	83	1	0	0	6	0	10	0	3	1	1	70	0	0	110	0	0	8	6	0	0	0	0	3	0	0	1	0	0	0	0	6	3	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	1	0	1
