"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	45	"AWI"	45	367	2522	1364	59	0	164	1	0	14	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	89	0	0	0	0	15	1	1	0	0	6	0	1	0	0	0	10	309	324	0	72	0	0	0	0	6	0	0	0	1	4	4	0	0	0	0	0	1	2	0	0	0	8	0	1
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	50	"AWI"	50	554	2625	1526	20	0	256	0	1	17	0	0	4	0	0	36	0	0	0	0	0	0	0	0	0	0	18	0	117	0	0	10	0	30	2	1	0	0	22	0	1	0	0	0	6	184	400	0	111	0	0	0	0	3	0	0	0	2	3	7	0	0	0	0	0	1	3	0	0	2	22	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	55	"AWI"	55	721	2701	1703	9	1	391	4	0	9	0	0	11	0	0	57	0	1	0	0	0	0	0	0	0	0	17	0	99	0	0	4	0	29	1	1	0	0	20	0	2	0	0	0	15	145	169	0	182	0	2	0	0	15	0	1	0	2	11	3	0	0	0	0	0	1	10	1	0	2	23	0	1
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	60	"AWI"	60	856	2802	1875	26	3	302	1	0	7	0	0	9	0	0	13	0	0	0	0	0	0	0	0	0	0	18	0	66	0	0	7	0	29	0	0	0	0	20	0	2	0	0	0	17	283	217	0	129	0	0	0	0	16	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	1	20	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	65	"AWI"	65	951	2954	2044	10	0	362	3	0	7	0	0	9	0	0	27	0	1	1	0	0	0	0	0	0	0	15	0	96	0	0	3	0	25	1	0	0	0	37	0	0	0	0	0	11	199	100	0	186	0	1	0	0	6	0	0	0	3	11	1	0	0	0	0	0	0	1	1	0	0	33	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	70	"AWI"	70	1071	3143	2198	21	1	328	1	0	5	0	0	14	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	99	0	0	0	0	11	1	0	0	0	33	0	1	0	0	0	4	144	98	0	232	0	1	0	0	9	0	0	0	1	7	3	0	0	0	0	1	0	3	1	0	0	49	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	75	"AWI"	75	1394	3201	2348	23	0	343	1	0	4	0	0	9	0	0	14	0	0	0	0	0	0	0	1	0	0	15	0	91	0	0	0	0	13	0	0	0	0	23	0	2	0	0	0	6	234	183	0	113	0	1	0	0	10	0	1	0	2	11	3	0	0	0	0	0	0	1	1	0	1	45	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	80	"AWI"	80	1654	3271	2495	4	0	487	2	0	8	0	0	12	0	0	18	0	0	0	0	0	0	0	1	0	0	27	0	124	0	0	5	0	31	2	0	0	0	37	0	1	0	0	0	10	144	242	0	181	0	3	0	0	9	0	1	0	1	10	6	0	0	0	0	0	0	3	1	0	0	45	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	85	"AWI"	85	1862	3357	2652	14	0	281	1	0	2	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	94	0	0	0	0	12	3	1	0	0	15	0	1	0	0	0	8	152	161	0	141	0	0	0	0	8	0	0	0	0	5	3	0	0	0	0	0	0	2	1	0	1	29	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	90	"AWI"	90	2007	3475	2810	29	0	277	1	0	9	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	14	0	57	0	0	9	0	30	1	5	0	0	11	0	2	0	0	0	8	208	292	0	102	0	2	0	0	11	0	0	0	0	8	6	0	0	0	0	0	0	4	2	0	1	20	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	95	"AWI"	95	2205	3606	2958	33	0	271	1	0	12	0	0	1	0	0	18	0	0	0	3	0	0	0	0	0	0	17	0	82	0	0	0	0	61	6	0	0	0	10	0	1	0	0	0	5	271	248	0	110	0	4	0	0	8	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	4	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	100	"AWI"	100	2382	3710	3099	52	0	297	1	0	7	0	0	5	0	0	23	0	0	0	5	0	0	0	0	0	0	21	0	109	0	0	0	0	42	11	1	0	0	9	0	0	0	0	0	6	199	308	0	87	0	4	0	0	18	0	0	0	1	7	11	0	0	0	0	0	0	1	1	1	5	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	105	"AWI"	105	2521	3884	3241	48	1	219	1	1	7	0	0	3	0	0	26	0	0	0	2	0	0	0	0	0	0	17	0	88	0	0	0	0	52	3	1	0	0	6	0	1	0	0	0	1	274	275	0	50	0	1	0	0	8	0	0	0	0	2	6	0	0	0	0	0	0	1	2	0	5	6	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	110	"AWI"	110	2621	4153	3370	25	1	245	0	1	9	0	0	3	0	0	24	0	0	0	0	0	0	0	0	0	0	27	1	91	0	0	6	0	42	3	1	0	0	6	0	1	0	0	0	8	235	389	0	61	0	0	0	1	13	0	1	0	1	3	12	0	0	0	0	0	0	1	1	0	9	9	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	115	"AWI"	115	2696	4518	3483	19	0	189	0	1	9	0	0	4	0	0	23	0	1	0	0	0	0	0	0	0	0	18	0	194	0	0	0	0	21	3	0	0	0	6	0	0	0	0	0	16	199	317	0	54	0	1	0	0	7	0	0	0	0	2	5	0	0	0	0	0	0	2	1	0	10	7	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	120	"AWI"	120	2820	4679	3618	9	1	274	1	1	12	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	34	0	131	0	0	0	0	11	8	2	0	0	6	0	1	0	0	0	19	167	284	0	54	0	1	0	0	17	0	0	0	0	5	6	0	0	0	0	0	0	5	7	0	13	4	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	125	"AWI"	125	2909	4826	3755	10	2	274	0	0	5	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	33	0	135	0	0	0	0	30	8	0	0	0	3	0	0	0	0	0	13	214	367	0	70	0	1	0	0	8	0	0	0	0	5	3	0	0	0	0	0	0	5	6	0	15	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	130	"AWI"	130	2971	5026	3881	3	1	265	0	0	10	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	26	0	125	0	0	15	0	12	8	1	0	0	4	0	1	0	0	0	7	160	299	0	82	0	2	0	0	6	0	1	0	0	5	10	0	0	0	0	0	0	12	4	0	17	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	135	"AWI"	135	3031	5263	4009	14	2	305	0	1	6	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	25	1	145	0	0	0	0	12	8	1	0	0	12	0	0	0	0	0	17	190	296	0	86	0	1	0	0	13	0	0	0	1	3	7	0	0	0	0	0	0	5	3	0	21	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	140	"AWI"	140	3099	5513	4131	11	2	337	0	0	11	0	0	2	0	0	23	0	0	0	3	0	0	0	0	0	0	40	0	141	0	0	22	0	15	11	0	0	0	10	5	0	0	0	0	16	167	295	0	79	0	2	0	0	5	0	0	0	0	5	10	0	0	0	0	0	0	4	6	0	18	9	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	145	"AWI"	145	3237	5625	4266	12	1	288	1	0	13	0	1	1	0	0	38	0	0	0	3	0	0	0	0	0	0	35	1	126	0	0	0	0	9	14	1	0	0	10	0	2	0	0	0	11	170	235	0	84	0	1	0	0	15	0	0	0	2	8	4	0	0	0	0	1	0	4	1	0	21	8	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	150	"AWI"	150	3327	5793	4404	8	3	369	0	1	14	0	0	5	0	0	32	0	0	0	3	0	0	0	0	0	0	55	0	142	0	0	8	0	11	14	1	0	0	2	0	0	0	0	0	16	192	377	0	103	0	1	0	0	12	0	0	0	1	5	5	0	0	0	0	0	0	5	4	0	23	2	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	155	"AWI"	155	3419	5978	4539	12	1	330	0	0	12	1	0	2	0	0	42	0	0	0	0	0	0	0	1	0	0	30	0	135	0	0	0	0	8	15	2	0	0	9	2	1	0	0	0	11	186	293	0	98	0	0	0	0	19	0	0	0	0	5	7	0	0	0	0	0	0	1	4	0	25	5	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	160	"AWI"	160	3497	6202	4668	8	1	317	0	0	8	0	0	5	0	0	29	0	0	0	3	0	0	0	0	0	0	42	1	137	0	0	11	0	5	16	0	0	0	10	0	1	0	0	0	14	166	304	0	95	0	2	0	0	15	0	0	0	0	3	7	0	0	0	0	0	0	10	2	0	24	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	165	"AWI"	165	3616	6390	4795	19	0	319	0	0	9	0	0	4	0	0	28	0	0	0	0	0	0	0	0	0	0	19	0	110	0	0	0	0	19	13	0	0	0	6	0	0	0	0	0	15	169	241	0	78	0	3	0	0	8	0	0	0	0	3	6	0	0	0	0	0	0	0	7	0	15	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	170	"AWI"	170	3742	6482	4922	8	1	289	1	0	8	0	0	5	0	0	35	0	0	0	2	0	0	0	0	0	0	33	0	106	0	0	0	0	14	10	1	0	0	8	0	1	0	0	0	18	162	266	0	88	0	2	0	0	19	0	2	0	1	4	13	0	0	0	0	0	0	7	3	0	20	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	175	"AWI"	175	3820	6637	5056	16	1	277	0	1	10	0	0	5	0	0	44	0	0	0	0	0	0	0	0	0	0	43	0	107	0	0	0	0	18	9	1	0	0	8	0	0	0	0	0	9	181	266	0	68	0	0	0	0	17	0	0	0	1	4	11	0	0	0	0	0	0	3	1	0	16	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	180	"AWI"	180	3900	6818	5185	7	3	281	0	0	10	0	0	1	0	0	28	0	0	0	4	0	0	0	0	0	0	45	1	125	0	0	22	0	12	13	2	0	0	13	0	1	0	0	0	11	157	300	0	91	1	6	0	0	10	0	0	0	1	7	6	0	0	0	4	0	0	7	4	0	17	8	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	185	"AWI"	185	3975	7034	5316	13	1	279	0	1	11	0	0	4	0	0	48	0	0	0	0	0	0	0	0	0	0	29	1	113	0	0	0	0	18	11	1	0	0	13	0	1	0	0	0	13	181	357	0	73	0	1	0	0	7	0	0	0	0	7	10	0	0	0	0	0	0	4	2	0	12	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	190	"AWI"	190	4112	7136	5457	8	1	287	0	1	8	0	0	2	0	0	19	0	0	0	4	0	0	0	0	0	0	62	0	115	0	0	0	0	23	8	0	1	0	8	0	0	0	0	0	4	155	290	0	72	1	4	0	0	14	0	1	0	0	6	8	0	0	0	0	0	0	4	5	0	18	9	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	195	"AWI"	195	4246	7275	5590	11	0	258	0	1	7	0	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	23	1	124	0	0	22	0	16	7	1	0	0	10	0	0	0	0	0	14	185	252	0	66	0	2	0	0	6	0	0	0	0	4	8	0	0	0	0	0	0	8	3	0	18	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	200	"AWI"	200	4336	7411	5730	11	0	203	1	0	9	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	37	0	91	0	0	3	0	6	14	3	0	0	7	0	0	0	0	0	14	126	232	0	71	0	1	0	0	14	0	0	0	0	2	6	0	0	0	0	0	0	7	3	0	19	9	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	205	"AWI"	205	4405	7604	5861	9	0	262	0	1	9	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	32	0	128	0	0	0	0	6	9	0	0	0	11	0	1	0	0	0	5	151	286	0	75	0	0	0	0	19	0	0	0	0	6	9	0	0	0	0	0	0	1	4	0	26	10	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	210	"AWI"	210	4518	7793	5992	3	0	258	0	0	6	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	40	0	92	0	0	5	0	3	20	0	0	0	13	0	1	0	0	0	4	124	221	0	53	0	2	0	0	12	0	0	0	0	8	11	0	0	0	0	0	0	3	4	0	30	8	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	215	"AWI"	215	4665	7883	6118	7	1	392	0	2	5	0	0	2	0	0	34	0	0	0	2	0	0	0	1	0	0	31	0	122	0	0	0	0	6	9	1	0	0	11	0	1	0	0	0	4	217	308	0	79	0	1	0	0	10	0	0	0	0	7	7	0	0	0	0	0	0	6	6	0	24	14	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	220	"AWI"	220	4756	7992	6256	6	2	283	0	0	7	0	0	3	0	0	36	0	0	0	5	0	0	0	0	0	0	48	0	117	0	0	0	0	2	15	0	0	0	9	0	1	0	0	0	0	142	248	0	52	0	1	0	0	20	0	0	0	0	7	13	0	0	0	0	0	0	5	3	0	28	7	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	225	"AWI"	225	4859	8103	6400	3	0	297	0	1	5	0	0	3	0	0	47	0	0	0	2	0	0	0	0	1	0	32	0	148	0	0	0	0	2	18	0	0	0	13	0	2	0	0	0	3	167	236	0	59	0	2	0	0	18	0	0	0	0	5	2	0	0	0	0	0	0	3	4	0	17	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	230	"AWI"	230	4940	8276	6526	0	2	309	0	0	7	0	0	3	0	0	38	0	0	0	0	0	0	0	0	0	0	68	0	120	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	97	260	0	71	0	1	0	0	16	0	1	0	0	12	7	0	0	0	0	0	0	4	4	0	30	10	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	235	"AWI"	235	5113	8404	6657	0	1	311	0	0	10	0	0	2	0	0	28	0	0	0	2	0	0	0	0	0	0	38	0	131	0	0	4	0	4	19	1	0	0	7	0	0	1	0	0	0	150	258	0	66	0	1	0	0	14	0	0	0	1	4	5	0	0	0	0	0	0	6	4	0	28	21	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	240	"AWI"	240	5253	8524	6793	0	2	240	0	0	3	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	36	1	134	0	0	0	0	2	16	0	0	0	9	0	1	0	0	0	0	102	177	0	54	0	1	0	0	15	4	0	0	0	2	7	0	0	0	0	0	0	7	7	0	25	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	245	"AWI"	245	5401	8653	6931	4	4	273	0	0	6	0	0	3	0	0	33	0	0	0	0	0	0	0	0	0	0	61	0	147	1	0	0	0	1	15	0	0	0	7	0	0	0	0	0	0	191	307	0	56	0	2	0	0	19	0	0	0	0	4	7	0	0	0	0	0	0	7	8	0	44	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	250	"AWI"	250	5505	8787	7065	2	3	280	0	0	3	0	0	2	0	0	34	0	0	0	0	0	0	0	0	0	0	81	0	117	0	0	0	0	0	12	0	0	0	16	0	2	0	0	0	0	112	258	0	57	0	6	0	0	17	0	0	0	0	5	9	0	0	0	0	0	0	6	8	0	35	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	255	"AWI"	255	5618	8937	7198	0	2	266	0	0	7	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	66	3	135	0	0	0	0	2	14	0	0	0	13	0	0	0	1	0	0	142	300	0	79	0	1	0	0	11	0	0	0	0	4	5	0	0	0	0	0	0	5	14	0	45	19	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	260	"AWI"	260	5887	9022	7336	0	2	277	1	0	7	0	0	5	0	0	47	0	0	0	0	0	0	0	1	0	0	102	1	122	0	0	0	0	0	17	0	0	0	13	0	2	0	0	0	0	126	296	0	58	0	3	0	0	14	0	0	0	0	5	10	0	0	0	0	0	0	2	7	0	55	16	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	265	"AWI"	265	6057	9133	7464	0	3	180	0	0	3	0	0	2	0	0	40	0	0	0	2	0	0	0	0	0	0	70	1	146	0	0	2	0	0	11	0	0	0	7	0	2	0	0	0	0	138	295	0	50	0	1	0	0	12	0	0	0	1	3	2	0	0	0	0	0	0	4	12	0	30	11	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	270	"AWI"	270	6185	9292	7602	0	2	201	0	0	31	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	88	1	115	0	0	0	0	0	6	1	0	0	15	0	1	0	0	0	0	84	277	0	50	0	2	0	0	6	0	0	0	1	3	5	0	0	0	0	0	0	1	7	0	30	9	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	272.5	"AWI"	272.5	6268.5	9369.5	7677	0	3	276	0	0	10	0	0	2	0	0	44	0	0	0	0	0	0	0	0	0	0	89	0	174	0	0	0	0	0	15	0	0	0	13	0	1	0	0	0	0	86	300	0	80	0	5	0	0	19	0	0	0	0	6	7	0	0	0	0	0	0	7	10	1	69	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	275	"AWI"	275	6324	9446	7749	0	2	290	0	0	16	0	0	1	0	0	49	0	0	0	0	0	0	0	0	0	0	98	0	155	1	0	0	0	0	21	0	0	0	11	0	2	0	0	0	0	160	361	0	78	0	4	0	0	17	0	0	0	0	10	4	0	0	0	0	0	0	6	10	0	84	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	277.5	"AWI"	277.5	6377	9514.5	7822	0	3	224	0	0	8	0	0	4	0	0	22	0	0	0	0	0	0	0	0	0	0	69	0	136	0	0	0	0	0	5	0	0	0	9	0	2	0	0	0	0	62	222	0	33	0	5	0	0	12	0	0	0	1	2	1	0	0	0	0	0	0	5	2	0	25	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	280	"AWI"	280	6523	9557	7887	0	2	265	1	0	9	0	0	1	0	0	53	0	0	0	0	0	0	0	0	0	0	87	0	141	0	0	0	0	0	9	0	0	0	10	0	2	0	0	0	0	112	278	0	45	0	4	0	0	13	0	1	0	1	6	8	0	0	0	0	0	0	2	5	0	41	12	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	282.5	"AWI"	282.5	6667.5	9610	7957.5	0	1	190	0	0	7	0	0	2	0	0	32	0	0	0	0	0	0	0	0	0	0	68	0	116	0	0	0	0	0	8	0	0	0	9	0	1	0	0	0	0	99	257	0	35	0	3	0	0	11	0	0	0	0	5	3	0	0	0	0	0	0	5	3	0	38	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	285	"AWI"	285	6778	9657	8028	0	0	307	0	0	12	0	0	2	0	0	49	0	0	0	0	0	0	0	0	0	0	122	1	71	0	0	0	0	0	14	0	0	0	19	0	4	0	0	0	0	43	390	0	50	0	1	0	0	13	0	0	0	1	4	6	0	1	0	0	0	0	7	15	0	43	15	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	287.5	"AWI"	287.5	6892.5	9714.5	8092.5	0	0	313	0	0	11	0	0	1	0	0	59	0	0	0	0	0	0	0	0	0	0	89	1	151	0	0	0	0	0	7	0	0	0	14	0	1	0	0	0	0	54	255	0	61	0	0	0	0	11	0	0	0	0	7	3	0	0	0	0	0	0	7	10	0	76	13	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	290	"AWI"	290	6974	9768	8165	0	1	296	0	0	9	0	0	1	0	0	28	0	0	0	0	0	2	0	0	0	0	42	1	117	0	0	0	0	0	1	0	0	0	13	0	2	0	0	0	0	76	355	0	53	0	0	0	0	7	0	1	0	0	6	5	0	0	0	0	0	0	5	4	0	35	3	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	292.5	"AWI"	292.5	7060	9837.5	8236	0	3	212	1	0	9	0	0	4	0	0	47	0	0	0	0	0	0	0	0	0	0	123	0	36	0	0	0	0	0	25	0	0	0	11	0	2	0	0	0	0	20	531	0	53	0	0	0	0	17	0	0	0	0	8	4	0	0	0	0	0	0	3	2	0	47	7	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	295	"AWI"	295	7131	9927	8311	0	2	315	1	0	10	0	0	6	0	0	58	0	0	0	2	0	0	0	0	0	0	141	2	60	0	0	0	0	0	12	0	0	0	16	0	4	0	0	0	0	19	317	0	64	0	0	0	0	10	0	0	0	0	3	3	0	0	0	0	0	0	3	10	0	55	18	0	0
16475	25767	"Franz Senn-Hütte"	47.08333	11.16667	297.5	"AWI"	297.5	7207	10009.5	8379.5	0	3	267	0	0	12	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	111	0	56	0	0	0	0	0	8	0	0	0	21	0	3	0	0	0	0	19	275	0	72	0	0	0	0	18	0	0	0	1	3	6	0	0	0	0	0	0	5	12	0	61	20	0	0
