"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
2972	3872	"Ampoix"	45.63333	2.93333	780	"AWI"	780	9870	10868	10307	0	0	0	0	0	1	2	0	45	0	1	0	0	0	0	0	0	306	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	65	0	0	0	0	1	2	0	0	0	0	0	54	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	785	"AWI"	785	9918	10910	10355	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	1	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	34	0	0	0	0	0	6	0	0	0	0	0	52	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	790	"AWI"	790	9957	10960	10404	0	0	0	0	1	0	1	0	43	0	0	0	0	0	1	0	0	400	8	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2	45	0	1	0	0	1	5	0	0	0	1	0	48	1	0	0
2972	3872	"Ampoix"	45.63333	2.93333	800	"AWI"	800	10013	11078	10498	0	0	0	0	2	0	2	0	78	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	90	0	0	0	0	0	2	38	0	0	0	0	1	5	0	0	0	0	0	9	0	1	0
2972	3872	"Ampoix"	45.63333	2.93333	810	"AWI"	810	10063	11234	10581	0	0	0	0	0	0	2	0	96	0	0	0	0	0	0	0	0	160	6	0	0	0	0	0	0	0	0	0	1	0	0	0	100	0	0	0	0	1	0	37	0	2	0	0	3	6	0	0	0	0	0	9	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	820	"AWI"	820	10167	11308	10677	0	0	0	1	0	0	2	0	80	0	0	0	0	0	1	0	0	121	2	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	32	0	0	0	0	4	4	0	0	0	1	0	13	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	830	"AWI"	830	10246	11414	10768	0	0	0	0	7	0	0	0	175	0	0	0	0	0	0	2	0	70	5	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	1	77	0	1	0	3	9	9	0	0	0	0	0	4	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	840	"AWI"	840	10303	11535	10861	0	0	0	0	4	0	3	0	84	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	1	0	0	0	150	0	0	0	0	0	0	42	0	1	0	0	5	8	0	0	0	0	0	2	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	850	"AWI"	850	10410	11602	10951	0	0	0	0	7	0	2	0	191	0	0	0	0	0	1	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	1	34	0	0	0	0	6	11	0	0	0	1	0	4	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	860	"AWI"	860	10511	11669	11041	0	0	0	0	2	0	1	0	91	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	17	0	1	0	1	2	6	0	0	0	0	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	870	"AWI"	870	10572	11761	11133	0	0	0	0	9	0	6	0	105	0	0	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	165	0	0	0	0	0	1	23	0	0	0	0	0	6	0	0	0	3	0	1	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	880	"AWI"	880	10686	11842	11225	0	0	0	0	2	0	2	0	67	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	200	0	0	0	0	0	0	6	0	0	0	0	7	25	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	882	"AWI"	882	10716	11851	11246	0	0	0	0	5	0	0	0	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	11	0	1	0	1	6	19	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	885	"AWI"	885	10752	11878	11276	0	0	0	0	8	0	5	0	47	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	1	2	0	1	0	1	14	14	0	0	0	2	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	887	"AWI"	887	10778	11892	11296	0	0	0	0	0	0	2	0	31	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	59	0	0	0	0	0	0	6	0	2	0	1	11	4	0	0	0	0	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	890	"AWI"	890	10807	11914	11324	0	0	0	0	3	0	4	0	72	0	0	0	0	0	5	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	5	0	0	0	0	8	27	0	0	0	0	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	892	"AWI"	892	10826	11932	11344	0	0	0	0	3	0	2	0	72	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	7	2	0	1	0	0	2	20	0	0	0	0	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	900	"AWI"	900	10891	12010	11431	0	0	0	1	5	0	7	0	105	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	90	0	4	0	0	0	1	2	1	1	0	1	21	20	0	0	0	2	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	902	"AWI"	902	10903	12040	11454	0	0	0	2	14	0	14	6	160	0	2	0	1	0	0	7	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	1	16	28	0	0	0	6	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	905	"AWI"	905	10922	12096	11486	0	0	0	0	14	0	13	0	108	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	117	0	0	0	0	0	0	7	0	1	0	0	22	15	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	907	"AWI"	907	10940	12117	11509	0	0	0	0	14	0	15	0	115	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	3	0	0	0	88	0	0	0	0	0	0	1	0	0	0	0	19	33	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	912	"AWI"	912	11019	12151	11567	0	0	0	0	10	0	16	0	146	0	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	6	0	0	0	0	13	22	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	917	"AWI"	917	11082	12193	11630	0	0	0	0	16	0	19	0	99	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	94	0	0	0	0	0	0	3	0	1	0	3	13	15	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	920	"AWI"	920	11119	12226	11668	0	0	0	0	9	0	13	0	36	0	2	0	2	0	0	2	0	0	44	0	0	0	0	0	0	0	0	0	20	0	0	0	63	0	0	0	0	0	1	1	0	1	0	2	14	15	0	0	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	925	"AWI"	925	11166	12297	11731	0	0	0	6	3	0	47	0	6	0	1	0	2	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	5	0	0	0	41	0	0	0	0	0	0	0	1	0	0	6	11	1	0	2	0	3	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	930	"AWI"	930	11214	12361	11791	0	0	0	3	3	0	82	0	2	4	0	0	5	0	0	7	0	0	42	0	4	0	0	0	0	0	0	0	5	0	0	0	45	0	0	0	0	1	0	1	0	0	0	7	11	3	0	1	0	6	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	932	"AWI"	932	11224	12394	11818	0	0	0	7	10	0	90	0	12	1	0	0	7	0	0	3	0	0	30	0	0	0	0	0	0	0	0	0	4	0	0	0	45	0	0	0	0	0	0	0	0	0	0	4	15	5	0	0	0	3	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	937	"AWI"	937	11256	12496	11875	0	0	0	6	3	0	66	9	10	0	0	0	4	0	0	5	0	3	59	0	0	0	0	0	0	0	0	0	7	0	0	0	73	0	0	0	0	0	0	2	0	0	0	5	3	2	0	3	0	3	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	940	"AWI"	940	11286	12532	11906	0	0	0	6	8	0	67	7	9	0	1	0	7	0	0	13	0	1	46	0	1	0	0	0	0	0	0	0	6	0	0	0	64	0	0	1	0	0	0	0	0	3	0	7	19	4	0	0	0	9	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	942	"AWI"	942	11316	12541	11928	0	0	0	4	1	0	92	15	4	1	1	0	2	0	1	7	0	0	40	0	1	0	0	0	0	0	1	0	15	0	0	0	38	0	0	0	0	0	0	0	0	0	0	6	22	3	0	0	0	4	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	945	"AWI"	945	11367	12558	11963	0	0	0	4	7	0	110	0	16	2	5	0	1	0	0	5	0	0	50	0	1	0	0	1	0	0	0	0	16	0	0	0	66	0	0	1	0	0	0	0	0	0	0	8	17	11	0	1	0	5	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	947	"AWI"	947	11396	12569	11986	0	0	0	8	4	0	92	0	8	1	0	0	6	0	0	8	0	0	45	0	1	0	0	1	0	0	0	0	8	0	0	0	57	0	0	0	0	0	0	2	0	1	0	8	15	3	0	1	0	8	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	952	"AWI"	952	11451	12593	12048	0	0	0	5	2	0	56	0	3	1	0	0	2	0	0	5	0	0	37	1	2	0	0	1	0	0	0	0	7	0	0	0	34	0	0	0	0	0	0	0	0	0	0	4	13	3	0	1	0	1	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	957	"AWI"	957	11504	12619	12110	0	0	0	14	3	0	135	0	4	3	0	0	8	0	0	7	0	0	37	0	0	0	0	1	0	0	0	0	3	0	0	0	86	0	0	0	0	1	0	5	0	0	0	9	18	2	0	0	0	8	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	960	"AWI"	960	11528	12645	12148	0	0	0	13	2	0	168	0	10	0	2	0	10	0	0	6	0	0	22	0	2	0	0	0	0	0	0	0	2	0	0	0	69	0	0	0	0	2	0	0	0	0	0	13	73	4	0	1	0	6	0	0	0	0	0
2972	3872	"Ampoix"	45.63333	2.93333	962	"AWI"	962	11551	12659	12170	0	0	0	6	10	0	50	0	11	0	0	0	8	0	0	5	1	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	55	0	0	0	0	2	0	1	0	0	0	3	16	6	0	1	0	1	0	0	0	0	0
