"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26514	"Schwemm"	47.65811	12.299518	110	"AWI"	110	550	1126	865	45	2	96	2	0	0	1	0	0	0	45	0	3	0	7	0	0	2	0	0	0	44	80	0	0	0	1	0	0	106	0	4	0	0	2	19	0	1	0	0	0	0	0	15	125	0	0	155	0	8	60	0	1	0	1	37	3	0	0	1	0	13	0	2	1	8	0
16674	26514	"Schwemm"	47.65811	12.299518	120	"AWI"	120	755	1183	953	86	0	189	2	5	0	4	0	0	0	64	0	2	0	10	0	0	1	0	0	2	173	52	1	0	0	0	0	0	269	0	1	0	0	1	27	0	4	1	0	0	0	0	0	158	0	0	227	0	9	96	0	0	0	1	42	6	0	0	0	0	11	0	4	2	5	0
16674	26514	"Schwemm"	47.65811	12.299518	130	"AWI"	130	876	1282	1059	36	1	145	1	5	1	8	1	0	0	53	0	2	0	6	0	0	1	0	0	0	95	40	2	0	0	0	0	0	224	0	0	0	0	2	8	0	2	0	0	0	0	0	0	77	0	0	182	0	18	72	0	0	0	2	45	7	0	0	0	1	17	0	1	1	10	0
16674	26514	"Schwemm"	47.65811	12.299518	140	"AWI"	140	951	1482	1162	98	2	110	3	0	0	5	0	0	0	54	0	0	0	0	0	0	1	0	0	0	29	20	0	0	0	0	0	0	398	2	12	0	0	0	3	0	0	0	0	0	0	0	0	104	0	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	4	0	0	10	0	0
16674	26514	"Schwemm"	47.65811	12.299518	150	"AWI"	150	1071	1639	1331	103	5	90	0	0	0	1	0	0	0	163	0	0	0	0	0	0	0	0	0	0	23	26	0	0	0	0	0	0	382	2	18	0	0	0	3	0	0	0	0	0	0	0	0	45	0	0	0	0	0	30	0	0	0	0	3	1	0	0	0	0	3	0	0	29	3	0
16674	26514	"Schwemm"	47.65811	12.299518	160	"AWI"	160	1130	1902	1483	104	0	162	0	1	0	0	0	0	0	101	0	3	0	0	0	0	1	0	0	0	34	14	0	0	0	0	0	0	361	0	14	0	0	0	1	0	1	0	0	0	0	0	0	84	0	0	44	0	0	43	0	0	0	1	6	0	0	0	0	0	4	0	1	48	6	0
16674	26514	"Schwemm"	47.65811	12.299518	170	"AWI"	170	1221	2153	1635	61	1	109	0	1	0	3	0	0	0	81	0	0	0	2	0	0	1	0	0	0	30	38	0	0	0	0	0	0	325	1	9	0	0	0	9	0	2	0	0	0	0	0	0	82	0	0	0	0	0	34	0	0	0	1	24	4	0	0	0	0	7	0	0	16	6	0
16674	26514	"Schwemm"	47.65811	12.299518	180	"AWI"	180	1449	2229	1799	49	1	136	0	0	0	1	0	0	0	48	0	0	0	0	0	0	0	0	0	0	36	25	0	0	0	0	0	0	461	1	24	0	0	0	2	0	0	0	0	0	0	0	0	72	0	0	0	0	2	41	0	0	0	1	7	1	0	0	0	0	6	0	0	10	2	0
16674	26514	"Schwemm"	47.65811	12.299518	190	"AWI"	190	1603	2385	1970	85	0	198	0	3	0	3	0	0	0	149	0	0	0	0	0	0	0	0	0	0	106	26	0	0	0	0	0	0	483	3	19	0	0	0	7	0	1	0	0	0	0	0	0	62	0	0	0	0	0	38	0	0	0	0	1	2	0	0	0	0	8	0	3	26	11	0
16674	26514	"Schwemm"	47.65811	12.299518	200	"AWI"	200	1775	2569	2135	94	2	170	0	2	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	60	24	0	0	0	0	0	0	369	0	15	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	52	0	0	0	1	14	1	0	0	0	0	5	0	0	26	21	0
16674	26514	"Schwemm"	47.65811	12.299518	210	"AWI"	210	1931	2708	2297	70	0	214	1	2	0	2	0	0	0	123	0	0	0	1	0	0	0	0	0	0	130	33	0	0	0	0	0	0	476	0	16	0	0	0	4	0	0	0	0	0	0	0	0	53	0	0	0	0	1	43	0	4	0	0	2	6	0	0	0	0	11	0	0	29	5	0
16674	26514	"Schwemm"	47.65811	12.299518	220	"AWI"	220	2011	3003	2446	185	1	154	1	1	0	3	0	0	0	52	0	1	0	0	0	0	0	0	0	0	53	11	0	0	0	0	0	0	398	0	12	0	0	0	5	0	0	0	0	0	0	0	0	109	0	0	0	0	0	22	0	6	0	0	2	3	0	0	1	0	4	0	1	26	6	0
16674	26514	"Schwemm"	47.65811	12.299518	230	"AWI"	230	2144	3196	2598	135	3	210	2	0	0	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	89	19	0	0	0	0	0	0	402	2	24	0	0	0	4	0	0	0	0	0	0	0	0	109	0	0	0	0	0	41	0	5	0	2	2	1	0	0	0	0	12	0	2	13	6	0
16674	26514	"Schwemm"	47.65811	12.299518	240	"AWI"	240	2246	3303	2768	145	2	130	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	136	14	5	0	0	0	0	0	329	0	13	0	0	0	8	0	0	0	0	0	0	0	0	87	0	0	0	0	0	31	0	0	0	1	2	0	0	0	0	0	0	0	4	16	5	0
16674	26514	"Schwemm"	47.65811	12.299518	250	"AWI"	250	2310	3503	2929	146	2	187	0	0	0	2	0	0	0	23	0	1	0	0	0	0	0	0	0	0	185	15	0	0	0	0	0	0	470	0	11	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	41	0	0	0	0	1	3	0	0	0	0	1	0	4	6	4	0
16674	26514	"Schwemm"	47.65811	12.299518	260	"AWI"	260	2500	3590	3064	105	0	266	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	160	9	0	0	0	0	0	0	414	0	9	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	52	0	0	0	1	2	0	0	0	0	0	4	0	2	6	3	0
16674	26514	"Schwemm"	47.65811	12.299518	270	"AWI"	270	2649	3659	3205	141	2	175	0	2	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	134	25	1	0	0	0	0	0	591	0	14	0	0	0	1	0	0	0	0	0	0	0	0	155	0	0	0	0	0	48	0	0	0	0	2	0	0	0	0	0	0	0	4	12	4	1
16674	26514	"Schwemm"	47.65811	12.299518	280	"AWI"	280	2759	3785	3349	124	3	172	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	141	23	0	0	0	0	0	0	336	0	17	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	21	0	0	0	0	1	1	0	0	0	0	0	0	2	25	3	0
16674	26514	"Schwemm"	47.65811	12.299518	290	"AWI"	290	3064	3846	3469	44	1	91	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	75	6	0	0	0	0	0	0	413	0	9	0	0	0	2	0	0	0	0	0	0	0	0	112	0	0	0	0	0	17	0	0	0	0	1	2	0	0	0	0	1	0	4	23	0	0
16674	26514	"Schwemm"	47.65811	12.299518	300	"AWI"	300	3282	3929	3606	121	0	190	0	1	0	4	0	0	0	16	0	2	0	0	0	0	0	0	0	0	106	15	0	0	0	0	0	0	411	0	41	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	18	0	0	0	1	0	1	0	0	0	0	0	0	7	24	1	0
16674	26514	"Schwemm"	47.65811	12.299518	310	"AWI"	310	3403	4083	3734	124	1	176	0	2	0	1	0	0	0	13	0	1	0	0	0	0	0	0	0	0	98	23	0	0	0	0	0	0	359	0	20	0	0	0	1	0	0	0	0	0	0	0	0	105	0	0	0	0	0	29	0	0	0	1	2	0	0	0	0	0	0	0	1	12	3	1
16674	26514	"Schwemm"	47.65811	12.299518	320	"AWI"	320	3485	4167	3830	150	4	135	0	1	0	1	0	0	0	18	0	2	0	0	0	0	0	0	0	0	100	71	0	0	0	0	0	0	269	0	22	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	30	0	1	0	0	0	1	0	0	0	0	3	0	8	8	3	0
16674	26514	"Schwemm"	47.65811	12.299518	330	"AWI"	330	3538	4313	3918	47	3	215	0	0	1	2	0	0	0	12	0	1	0	0	0	0	0	0	0	0	108	57	0	0	0	0	0	0	265	0	10	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	26	0	0	0	0	3	0	0	0	1	0	3	0	7	16	3	0
16674	26514	"Schwemm"	47.65811	12.299518	340	"AWI"	340	3630	4433	4009	118	2	274	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	106	76	0	0	0	0	0	0	294	0	14	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	9	20	0	0
16674	26514	"Schwemm"	47.65811	12.299518	350	"AWI"	350	3737	4493	4109	90	2	400	0	3	0	2	0	0	0	44	0	0	0	0	0	0	0	0	0	0	147	66	0	0	0	0	0	0	234	5	21	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	32	0	3	0	3	0	1	0	0	2	0	0	0	5	10	1	1
16674	26514	"Schwemm"	47.65811	12.299518	360	"AWI"	360	3796	4605	4207	103	1	353	0	1	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	73	53	0	0	0	0	0	0	238	4	13	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	2
16674	26514	"Schwemm"	47.65811	12.299518	370	"AWI"	370	3944	4677	4297	47	0	353	0	0	1	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	90	75	0	0	0	0	0	0	213	0	30	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	45	9	0	0
16674	26514	"Schwemm"	47.65811	12.299518	380	"AWI"	380	4091	4724	4386	130	3	258	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	123	57	0	0	0	0	0	0	262	0	52	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	42	0	0	0	0	0	1	0	0	0	0	0	0	12	10	1	1
16674	26514	"Schwemm"	47.65811	12.299518	390	"AWI"	390	4180	4785	4474	107	2	168	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	80	52	0	0	0	0	0	0	206	0	21	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	0	0	19	7	2	3
16674	26514	"Schwemm"	47.65811	12.299518	400	"AWI"	400	4319	4957	4630	101	0	90	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	164	37	0	0	0	0	0	0	76	3	11	0	0	0	0	0	0	0	2	0	0	0	0	209	0	0	0	0	0	32	0	5	0	1	0	0	0	0	1	0	0	0	16	15	0	3
16674	26514	"Schwemm"	47.65811	12.299518	410	"AWI"	410	4393	5248	4788	103	0	170	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	150	171	0	0	0	0	0	0	31	0	17	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	40	0	4	0	3	0	1	0	0	0	0	0	0	8	48	0	0
16674	26514	"Schwemm"	47.65811	12.299518	420	"AWI"	420	4455	5581	4930	141	1	115	0	9	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	136	489	0	0	0	0	0	0	48	0	31	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	47	0	0	0	8	0	2	0	0	0	0	0	0	8	14	0	0
16674	26514	"Schwemm"	47.65811	12.299518	430	"AWI"	430	4603	5669	5095	173	2	91	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	155	426	0	0	0	0	0	0	44	0	17	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	28	0	0	0	2	0	2	0	0	1	0	0	0	13	14	2	0
16674	26514	"Schwemm"	47.65811	12.299518	440	"AWI"	440	4692	5796	5270	180	3	119	0	3	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	151	177	0	0	0	0	0	0	56	0	24	0	0	0	1	0	0	0	0	0	2	0	0	362	0	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	0	0	9	24	2	0
16674	26514	"Schwemm"	47.65811	12.299518	450	"AWI"	450	4825	5961	5431	134	0	122	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	163	130	0	0	0	0	0	0	42	0	13	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	13	0	0	0	2	1	0	0	0	0	0	0	0	8	29	0	0
16674	26514	"Schwemm"	47.65811	12.299518	460	"AWI"	460	5134	6013	5584	263	1	77	0	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	126	168	0	0	0	0	0	0	22	0	27	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	6	34	1	0
16674	26514	"Schwemm"	47.65811	12.299518	470	"AWI"	470	5322	6088	5751	237	2	84	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	136	145	0	0	0	0	0	0	41	0	25	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	51	0	0	0	8	0	0	0	0	0	0	0	0	14	64	0	0
16674	26514	"Schwemm"	47.65811	12.299518	480	"AWI"	480	5548	6199	5906	117	2	86	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	98	130	0	0	0	0	0	0	42	0	26	0	0	0	1	0	0	0	0	0	0	0	0	458	0	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	12	45	0	0
16674	26514	"Schwemm"	47.65811	12.299518	490	"AWI"	490	5771	6318	6072	32	5	73	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	82	66	0	0	0	0	0	0	12	0	36	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	56	0	0	0	2	0	0	0	0	0	0	0	0	15	70	0	0
16674	26514	"Schwemm"	47.65811	12.299518	500	"AWI"	500	5862	6631	6229	8	3	70	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	167	166	0	0	0	0	0	0	11	0	29	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	54	0	0	0	3	0	0	0	0	0	0	0	0	14	45	0	0
16674	26514	"Schwemm"	47.65811	12.299518	505	"AWI"	505	5923	6772	6303	8	2	57	0	2	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	123	153	0	0	0	0	0	0	8	0	38	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	17	89	1	0
16674	26514	"Schwemm"	47.65811	12.299518	520	"AWI"	520	6141	6947	6539	7	3	108	0	2	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	192	160	0	0	0	0	0	0	19	0	87	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	65	0	0	0	13	1	0	0	0	1	0	0	0	26	88	0	0
16674	26514	"Schwemm"	47.65811	12.299518	530	"AWI"	530	6227	7159	6690	1	2	70	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	188	155	0	0	0	0	0	0	5	0	76	0	0	0	0	0	0	0	1	0	1	0	0	369	0	0	0	0	0	55	0	0	0	0	0	0	0	0	1	0	0	0	35	114	0	0
16674	26514	"Schwemm"	47.65811	12.299518	540	"AWI"	540	6347	7250	6786	0	2	59	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	83	55	0	0	0	0	0	0	12	1	50	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	53	0	1	0	0	0	1	0	0	0	0	0	0	21	89	0	0
16674	26514	"Schwemm"	47.65811	12.299518	550	"AWI"	550	6446	7340	6881	3	1	67	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	228	183	0	0	0	0	0	0	2	0	42	0	0	0	0	0	1	0	0	0	0	0	0	431	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	34	123	0	0
16674	26514	"Schwemm"	47.65811	12.299518	560	"AWI"	560	6508	7438	6970	8	5	73	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	195	119	0	0	0	0	0	0	6	0	51	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	28	124	2	0
16674	26514	"Schwemm"	47.65811	12.299518	570	"AWI"	570	6593	7479	7023	1	0	46	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	103	142	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	21	129	1	0
16674	26514	"Schwemm"	47.65811	12.299518	580	"AWI"	580	6648	7538	7076	3	3	50	0	2	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	221	251	1	0	0	0	0	0	8	0	31	0	0	0	2	0	0	0	0	0	0	0	0	344	0	0	0	0	0	60	0	0	0	2	0	4	0	0	1	0	0	0	15	135	1	0
16674	26514	"Schwemm"	47.65811	12.299518	590	"AWI"	590	6714	7592	7131	0	5	65	0	0	2	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	215	218	0	0	0	0	0	0	1	0	35	0	0	0	1	0	0	0	0	0	0	0	0	115	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	28	133	0	0
16674	26514	"Schwemm"	47.65811	12.299518	600	"AWI"	600	6818	7640	7186	1	9	58	0	55	0	0	0	0	0	42	0	1	0	0	0	0	0	0	0	0	235	59	1	0	0	0	0	0	2	0	62	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	43	0	1	0	5	0	0	0	0	0	0	0	0	72	131	1	0
16674	26514	"Schwemm"	47.65811	12.299518	610	"AWI"	610	6892	7694	7243	0	4	42	0	4	2	1	0	0	0	20	0	3	0	0	0	0	0	0	0	0	262	82	0	0	0	0	0	0	2	4	49	0	0	0	0	0	0	0	0	0	3	0	0	54	0	0	0	0	0	43	0	0	0	2	0	1	0	0	0	0	0	0	25	78	0	0
16674	26514	"Schwemm"	47.65811	12.299518	620	"AWI"	620	6973	7748	7293	5	10	40	1	2	0	2	0	0	0	28	0	0	0	0	0	0	0	0	0	0	243	171	0	0	0	0	0	0	3	0	103	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	53	0	1	0	1	0	3	0	0	0	0	0	0	32	119	0	0
16674	26514	"Schwemm"	47.65811	12.299518	630	"AWI"	630	7097	7795	7340	5	7	58	0	2	0	4	0	0	0	28	0	0	0	0	0	0	0	0	0	0	287	186	0	0	0	0	0	0	2	0	91	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	20	115	1	0
16674	26514	"Schwemm"	47.65811	12.299518	640	"AWI"	640	7169	7854	7391	12	3	73	0	5	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	150	129	0	0	0	0	0	0	42	0	29	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	37	0	0	0	2	1	0	0	0	0	0	0	0	29	87	1	0
16674	26514	"Schwemm"	47.65811	12.299518	650	"AWI"	650	7301	7984	7539	0	4	65	1	6	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	249	139	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	4	2	0	0	159	0	0	0	0	0	54	0	0	0	1	1	1	0	0	0	0	0	0	29	143	1	0
16674	26514	"Schwemm"	47.65811	12.299518	660	"AWI"	660	7371	8266	7710	0	7	56	0	6	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	274	146	0	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	6	0	0	126	0	0	0	0	0	38	0	1	0	2	1	2	0	0	1	0	0	1	36	85	0	0
16674	26514	"Schwemm"	47.65811	12.299518	670	"AWI"	670	7415	8672	7878	0	1	25	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	175	214	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	28	0	0	0	3	0	0	0	0	1	0	0	0	17	78	1	0
16674	26514	"Schwemm"	47.65811	12.299518	680	"AWI"	680	7592	8861	8102	0	7	58	0	2	2	1	0	0	0	34	0	1	0	0	0	0	0	0	0	0	368	53	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	73	0	0	0	0	1	1	0	0	0	0	0	0	43	233	0	0
16674	26514	"Schwemm"	47.65811	12.299518	690	"AWI"	690	7706	9102	8334	0	6	57	0	2	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	262	153	0	0	0	0	0	0	0	0	109	0	0	0	0	0	1	0	0	0	0	0	0	239	63	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	27	135	0	0
16674	26514	"Schwemm"	47.65811	12.299518	700	"AWI"	700	7814	9422	8543	1	2	49	0	3	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	270	110	0	0	0	0	0	0	0	3	125	0	0	0	1	0	0	0	0	0	0	0	0	339	0	0	0	0	0	48	0	0	0	1	0	2	0	0	1	0	1	0	16	163	1	0
16674	26514	"Schwemm"	47.65811	12.299518	710	"AWI"	710	8173	9525	8744	0	6	29	0	6	0	0	0	0	0	10	0	1	0	0	0	0	0	1	0	0	293	139	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	2	0	0	239	0	0	0	0	0	35	0	1	0	0	0	1	0	0	1	0	0	1	15	128	0	0
