"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Colchicaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26642	46648	"Pfafforetsee"	46.29951	7.58686	21.5	"AWI"	21.5	-41.5	-37	-39.5	2	0	0	5	0	0	0	5	0	54	2	1	0	0	19	0	0	0	0	0	0	11	0	3	2	0	0	0	1	0	3	0	0	0	6	1	0	2	0	0	0	0	0	14	245	0	0	77	0	8	0	5	0	0	0	0	0	1	0	9	1	0	0	0	1	0	0	0	0	0	2	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	23.5	"AWI"	23.5	-40	-35.5	-37.5	1	0	44	0	0	0	0	4	0	68	0	4	0	0	9	0	0	0	0	0	0	7	0	7	3	0	0	0	0	3	4	0	0	0	4	5	0	2	0	0	2	0	1	19	258	0	0	60	0	3	1	14	0	0	0	1	0	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0	1
26642	46648	"Pfafforetsee"	46.29951	7.58686	25.5	"AWI"	25.5	-38.5	-33.5	-36.5	1	2	52	0	0	0	0	7	0	92	0	0	0	0	18	0	0	0	0	0	0	29	0	5	3	0	0	0	2	1	3	0	0	0	5	2	0	4	1	0	1	0	1	14	208	0	0	72	0	5	1	9	0	0	0	2	0	0	0	15	1	0	1	0	0	0	0	1	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	27.5	"AWI"	27.5	-37	-32.5	-34.5	0	0	57	0	0	0	0	8	0	72	0	1	0	0	20	0	0	2	0	0	0	17	0	5	2	0	0	0	0	1	6	0	0	0	1	2	0	2	1	0	3	0	1	21	232	0	0	74	0	6	0	7	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	29.5	"AWI"	29.5	-36	-30.5	-33.5	1	0	37	0	0	0	0	5	0	67	0	0	0	0	18	0	0	2	0	0	0	20	0	6	0	0	0	0	2	3	1	0	0	0	2	1	0	3	0	0	0	0	0	16	216	0	0	53	0	5	1	9	0	0	0	2	0	1	0	7	1	0	0	0	0	0	1	0	0	0	1	0	1
26642	46648	"Pfafforetsee"	46.29951	7.58686	31.5	"AWI"	31.5	-33.5	-28.5	-31	1	0	31	0	0	0	0	6	0	63	0	1	0	0	16	0	0	1	0	0	0	17	0	5	0	0	0	0	0	2	2	0	0	0	1	3	0	2	0	0	0	0	0	11	196	0	0	0	0	0	0	5	0	0	0	0	0	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	33.5	"AWI"	33.5	-32	-25	-28.5	1	0	56	0	0	0	0	4	0	65	0	2	0	0	2	0	0	1	0	1	0	13	0	12	2	0	0	0	0	1	5	0	0	0	2	5	0	2	0	0	0	0	0	18	242	0	0	67	0	2	0	7	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	2	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	35.5	"AWI"	35.5	-30	-21	-26	0	0	47	0	0	0	0	2	0	19	0	0	0	0	6	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	1	0	0	0	6	11	0	0	0	0	0	0	0	5	54	0	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	37.5	"AWI"	37.5	-26	-20	-23.5	0	0	36	0	0	0	0	3	0	8	0	0	0	0	8	0	0	0	0	0	0	14	0	3	3	0	0	0	2	0	0	0	0	0	7	3	0	3	0	0	0	0	0	2	39	0	0	0	0	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	39.5	"AWI"	39.5	-23.5	-18	-21	0	0	83	0	0	0	0	3	0	24	0	0	1	0	0	0	0	0	0	0	0	19	0	6	4	0	0	0	3	0	0	0	0	0	5	1	0	0	0	0	1	0	0	9	116	0	0	64	0	2	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	1	0	1
26642	46648	"Pfafforetsee"	46.29951	7.58686	41.5	"AWI"	41.5	-20	-15	-18	0	0	64	0	0	0	0	5	0	19	0	0	0	0	12	0	0	1	0	0	0	8	0	7	2	0	0	0	1	0	0	0	0	0	5	17	0	1	0	0	0	0	1	6	84	0	0	53	0	2	0	5	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	43.5	"AWI"	43.5	-18.5	-9.5	-14	0	0	59	0	0	0	0	1	0	13	1	0	0	0	7	0	0	1	0	0	0	9	0	1	2	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	9	158	0	0	0	0	2	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	45.5	"AWI"	45.5	-15	-4.5	-10.5	0	0	25	0	0	0	0	2	0	10	0	1	0	0	8	0	0	0	0	0	0	6	0	4	3	0	0	0	0	0	0	0	0	0	2	9	0	0	1	0	0	0	0	3	33	0	0	41	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	47.5	"AWI"	47.5	-8	-0.5	-4.5	1	0	33	0	0	0	0	1	0	14	0	1	0	0	0	0	0	1	0	0	0	9	0	2	2	0	0	0	0	0	0	0	0	0	4	11	0	1	0	0	0	0	0	8	56	0	0	0	0	1	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	49.5	"AWI"	49.5	-4.5	7	1	1	0	49	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	5	0	8	3	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	8	69	0	0	60	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	51.5	"AWI"	51.5	4.5	14.5	9.5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	53.5	"AWI"	53.5	13	23.5	18.5	0	0	8	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	55.5	"AWI"	55.5	24.5	36	30	0	0	108	0	0	0	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	32	0	10	1	0	0	0	2	0	1	1	0	0	6	17	0	1	0	0	0	0	0	12	230	0	0	46	0	2	0	10	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	1	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	57.5	"AWI"	57.5	43	55.5	49	0	0	127	0	0	0	0	3	0	27	0	1	0	0	24	0	0	1	0	0	0	30	0	3	6	0	0	0	2	0	0	0	0	0	10	16	0	2	0	0	0	0	0	13	197	0	0	57	0	1	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	59.5	"AWI"	59.5	57.5	78	68	0	0	55	0	0	0	0	4	0	54	0	0	0	0	44	0	0	1	0	0	0	25	0	9	3	0	0	0	3	0	1	0	0	0	4	34	0	1	0	1	0	0	0	8	196	0	0	36	0	1	0	11	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	5	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	61.5	"AWI"	61.5	75.5	101	88	1	0	64	0	0	0	0	3	0	50	1	0	0	0	0	0	0	1	0	0	0	34	0	13	4	0	0	0	3	0	3	0	0	0	8	42	0	2	0	1	0	0	0	9	173	0	0	40	0	3	0	8	0	0	0	0	0	1	0	7	0	0	0	0	0	1	0	0	1	1	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	64.5	"AWI"	64.5	85	158	117	2	0	70	0	0	0	0	6	0	98	0	0	0	0	0	0	0	0	0	0	0	42	0	12	10	0	0	0	2	0	2	1	0	1	10	38	0	0	0	0	0	0	0	24	176	0	0	40	0	2	0	14	0	0	0	0	0	1	0	8	1	0	0	0	0	0	0	0	0	1	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	69.5	"AWI"	69.5	105.5	254.5	158.5	1	0	23	0	0	0	0	19	0	62	0	0	0	0	0	0	0	1	0	0	0	13	0	15	12	0	0	0	3	1	0	0	0	0	5	91	0	0	0	0	0	0	0	11	172	0	0	62	0	0	0	14	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	74.5	"AWI"	74.5	130.5	326	204	1	1	28	0	0	0	0	19	0	34	0	0	0	0	32	0	0	0	0	0	0	16	0	7	8	0	0	0	5	0	1	0	0	0	3	85	0	4	0	0	0	0	4	6	59	0	0	77	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	79.5	"AWI"	79.5	158	386.5	251.5	1	0	42	0	0	0	0	1	0	38	0	0	0	0	31	0	0	3	0	0	0	14	0	8	9	0	0	0	6	0	0	0	0	0	2	58	0	2	0	0	0	0	0	18	27	0	0	122	0	0	0	20	0	0	0	0	0	6	0	3	1	0	0	0	0	0	0	1	0	0	5	0	1
26642	46648	"Pfafforetsee"	46.29951	7.58686	84.5	"AWI"	84.5	191	448.5	298.5	1	0	22	0	0	0	0	27	0	17	0	0	0	0	0	0	0	2	0	0	0	12	0	12	14	0	0	0	3	0	0	0	0	0	3	43	0	1	0	0	0	0	1	10	68	0	0	74	0	1	0	21	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	2	0	0	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	89.5	"AWI"	89.5	225.5	505.5	345.5	0	0	14	0	0	0	0	29	0	19	1	1	0	0	15	0	0	1	0	0	0	10	0	7	3	0	0	0	3	0	0	0	0	0	2	21	0	1	0	0	0	0	1	14	66	0	0	52	0	1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	94.5	"AWI"	94.5	259.5	556	393.5	2	0	28	0	0	0	0	37	0	27	0	0	0	0	38	0	0	1	0	0	0	20	0	12	22	0	0	0	12	1	1	0	0	0	2	25	0	3	0	0	0	0	1	14	158	0	0	81	0	0	0	20	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	99.5	"AWI"	99.5	298.5	599.5	439.5	1	0	57	0	0	0	0	8	0	144	0	0	0	0	0	0	0	0	0	0	0	19	0	1	5	0	0	0	7	0	5	0	0	0	0	13	0	1	0	0	0	0	0	15	179	0	0	0	0	9	0	9	0	0	0	0	0	2	0	6	0	1	0	0	0	3	0	0	0	1	2	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	104.5	"AWI"	104.5	341	646.5	484	0	1	147	0	0	0	0	10	0	114	0	0	0	0	0	0	0	0	0	0	1	39	0	6	13	0	0	0	4	1	1	0	0	0	1	24	0	2	0	0	0	0	3	11	88	0	0	45	0	0	0	10	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	1	0	0	5	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	109.5	"AWI"	109.5	382	696.5	531	1	0	112	0	0	0	0	18	0	87	0	0	0	0	24	0	0	0	0	0	0	51	0	5	28	0	0	0	9	0	0	0	0	0	1	27	0	1	0	0	0	0	0	12	127	0	0	115	1	2	0	15	1	0	0	0	0	1	0	19	0	0	0	0	0	0	0	1	3	1	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	114.5	"AWI"	114.5	422.5	739	576.5	2	0	69	0	0	0	0	13	0	29	0	0	0	0	98	0	0	0	0	0	0	25	0	8	4	0	0	0	8	0	1	0	0	0	4	37	0	1	0	0	0	0	1	10	165	0	1	42	0	2	0	12	2	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	0	0	2	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	119.5	"AWI"	119.5	468	779	623	4	0	66	0	0	0	0	11	0	24	0	0	0	0	0	0	0	0	0	0	1	25	0	2	3	0	0	0	16	0	3	0	0	0	2	62	0	1	0	0	0	0	1	27	149	0	0	65	0	0	0	21	1	0	0	1	0	3	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1
26642	46648	"Pfafforetsee"	46.29951	7.58686	124.5	"AWI"	124.5	512	821	668	2	0	71	0	0	0	0	14	0	52	0	0	0	0	10	0	0	0	0	0	0	25	0	5	7	0	0	0	10	0	1	0	0	0	2	56	0	2	1	0	0	0	2	11	227	0	0	0	0	1	0	8	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	129.5	"AWI"	129.5	565	863	715	2	0	181	0	0	0	0	13	0	58	0	0	0	0	0	0	0	3	0	0	1	31	0	2	10	0	0	0	5	2	0	0	0	0	5	52	0	0	1	0	0	0	4	16	105	0	0	27	0	0	0	11	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	134.5	"AWI"	134.5	622	898.5	761.5	3	0	87	0	0	0	0	5	0	15	0	0	0	0	0	0	0	1	0	0	0	6	0	2	5	0	0	0	7	2	0	0	0	0	5	285	0	1	1	0	0	0	0	10	75	0	0	17	0	0	0	16	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	139.5	"AWI"	139.5	671	935.5	805.5	0	0	36	0	0	0	0	12	0	24	0	0	0	0	18	0	0	2	0	0	0	2	0	0	6	0	0	0	7	0	0	0	0	0	10	143	0	2	1	0	0	0	0	22	57	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
26642	46648	"Pfafforetsee"	46.29951	7.58686	144.5	"AWI"	144.5	733	974.5	848.5	9	0	119	0	0	0	0	10	0	37	0	1	0	0	0	0	0	0	0	0	0	10	0	6	7	0	0	0	13	1	3	0	0	0	12	84	0	0	1	0	0	0	1	19	263	0	0	24	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0
