"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15915	24507	"Challerie"	47.85861	1.69972	674	"AWI"	674	4874	5700	5268	1	0	9	0	2	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	72	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	129	0	2	0	0	2	0	2	0	0	1	2	0	0	10	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	679	"AWI"	679	4939	5818	5350	0	1	2	0	2	2	1	0	2	0	2	0	0	2	0	0	0	0	0	0	0	22	0	120	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	85	0	1	0	0	1	0	4	0	0	0	3	0	0	4	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	684	"AWI"	684	5039	5853	5439	0	2	4	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33	0	47	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	100	0	1	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	690	"AWI"	690	5123	5922	5543	0	0	13	1	0	1	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	67	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	123	0	1	0	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	693	"AWI"	693	5158	5963	5594	0	0	13	1	2	2	2	0	2	0	2	0	0	1	0	1	0	0	0	0	0	36	0	90	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	77	0	2	0	0	3	0	7	0	0	0	2	0	0	6	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	698	"AWI"	698	5261	6021	5674	0	1	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	17	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	93	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	703	"AWI"	703	5379	6049	5754	0	1	21	1	4	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	49	0	17	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	5	2	0	0	0	0	0	138	0	1	0	0	0	0	3	0	0	0	1	0	0	8	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	708	"AWI"	708	5453	6101	5842	0	0	14	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	51	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	116	0	2	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	713	"AWI"	713	5534	6167	5925	0	0	13	0	0	3	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	48	0	50	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	118	0	1	0	0	2	0	1	0	0	0	1	0	0	4	6	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	716	"AWI"	716	5653	6180	5961	0	0	13	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	38	0	23	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	101	0	2	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	1
15915	24507	"Challerie"	47.85861	1.69972	728	"AWI"	728	5982	6295	6130	0	0	7	1	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	68	1	31	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	133	0	1	0	0	0	0	2	0	0	0	0	0	0	7	10	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	735	"AWI"	735	6057	6463	6232	0	1	17	0	1	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	70	0	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	160	0	0	0	0	0	0	1	0	0	0	0	0	0	11	11	0	0	0	1
15915	24507	"Challerie"	47.85861	1.69972	742	"AWI"	742	6093	6722	6328	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	25	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	747	"AWI"	747	6111	6927	6388	0	1	15	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	0	73	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	87	0	0	0	0	0	0	2	0	0	0	0	0	0	7	6	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	756	"AWI"	756	6213	7055	6524	0	1	10	0	4	1	6	0	4	0	0	0	1	0	0	0	0	0	0	0	0	64	0	57	0	0	0	0	0	2	9	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	9	1	0	0	0	0	0	79	0	1	0	0	2	0	0	0	0	0	3	1	0	3	4	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	760	"AWI"	760	6240	7115	6583	0	0	9	2	2	1	11	0	2	1	0	0	0	0	0	0	0	0	0	0	0	95	0	30	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	2	0	17	0	0	1	100	0	2	1	0	1	0	2	0	0	0	2	0	0	8	13	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	765	"AWI"	765	6274	7255	6655	0	0	10	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	69	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	1	0	0	6	3	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	770	"AWI"	770	6342	7299	6732	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	21	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	25	0	0	0	110	0	1	0	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	780	"AWI"	780	6415	7485	6877	1	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	76	0	75	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	77	0	2	0	0	0	0	1	0	0	0	0	0	0	11	32	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	790	"AWI"	790	6553	7616	7013	1	1	5	0	8	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	47	0	67	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	71	0	2	0	0	0	0	1	0	2	0	0	0	0	14	18	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	798	"AWI"	798	6625	7725	7133	0	0	5	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	51	0	26	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	70	0	2	0	0	1	0	1	0	0	0	0	0	0	11	28	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	806	"AWI"	806	6758	7810	7245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	810	"AWI"	810	6802	7852	7308	0	1	6	0	7	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	81	0	17	0	0	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	65	0	2	0	0	2	0	0	0	0	0	0	0	0	19	12	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	887	"AWI"	887	8347	9290	8600	0	0	3	0	3	1	2	0	16	0	0	0	0	0	0	0	0	0	0	0	2	167	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	23	0	0	0	0	0	0	7	0	0	0	3	0	0	0	5	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	892	"AWI"	892	8718	9388	8922	0	0	0	0	6	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	1	136	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	21	0	1	0	0	0	0	15	0	0	0	2	0	0	0	7	0	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	896	"AWI"	896	8976	9503	9183	0	0	0	1	5	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	132	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	68	0	0	0	4	0	0	0	10	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	900	"AWI"	900	9225	9690	9435	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	104	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	16	0	0	0	0	0	0	94	0	0	0	12	0	0	0	4	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	905	"AWI"	905	9466	9926	9675	0	0	1	0	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	86	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	5	0	0	0	0	0	0	51	0	0	1	3	0	0	0	7	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	910	"AWI"	910	9592	9960	9754	0	0	2	1	0	0	27	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	75	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	920	"AWI"	920	9697	10120	9921	0	0	0	1	0	0	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	2	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	930	"AWI"	930	9925	10293	10123	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	940	"AWI"	940	10031	10703	10303	0	0	1	0	4	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	6	0
15915	24507	"Challerie"	47.85861	1.69972	949	"AWI"	949	10188	10868	10524	0	0	8	0	5	0	2	0	26	0	2	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	79	3	0	0	0	0	0	11	0	1	0	0	1	0	15	0	0	0	3	0	0	2	3	0	0	2	0
15915	24507	"Challerie"	47.85861	1.69972	953	"AWI"	953	10233	11000	10618	0	0	0	0	3	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	49	0	0	0	0	1	0	10	0	0	0	1	0	0	1	0	0	0	2	0
15915	24507	"Challerie"	47.85861	1.69972	957	"AWI"	957	10309	11108	10704	0	0	0	0	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0
15915	24507	"Challerie"	47.85861	1.69972	965	"AWI"	965	10523	11186	10863	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	1	0	1	0
15915	24507	"Challerie"	47.85861	1.69972	968	"AWI"	968	10576	11236	10926	0	0	1	0	7	0	0	0	9	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	975	"AWI"	975	10711	11403	11072	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	980	"AWI"	980	10889	11456	11168	0	0	2	0	0	0	9	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	1	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	984	"AWI"	984	11019	11517	11251	0	0	1	0	2	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	1	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	988	"AWI"	988	11117	11599	11331	0	0	4	1	1	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	1	0	1	0	0	5	0	2	0	0	1	2	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	993	"AWI"	993	11323	11833	11554	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	1	0	0	0	0	0	2	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	997	"AWI"	997	11414	12225	11835	1	0	2	0	3	0	12	0	11	1	0	0	0	0	0	0	0	0	0	0	0	1	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	6	0	0	0	1	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	1002	"AWI"	1002	11498	12780	12177	0	0	1	1	4	0	5	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	169	1	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	1007	"AWI"	1007	11557	13371	12513	0	0	1	2	2	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	173	2	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	1	2	2	1	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	1012	"AWI"	1012	12150	13524	12871	2	0	1	1	1	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15915	24507	"Challerie"	47.85861	1.69972	1015	"AWI"	1015	12565	13572	13084	0	0	1	0	3	0	27	0	6	0	0	0	1	0	0	0	0	0	0	0	0	2	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	2	0	0	7	0	2	0	0	1	1	0	0	0	0	0	0	0	0
