"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
355	363	"Chernikhovo"	53.41667	26.43333	105	"AWI"	105	6303	8548	7579	0	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	1	270	1	0	0	3	0	0	0	0	1	0	2	2
355	363	"Chernikhovo"	53.41667	26.43333	110	"AWI"	110	6750	8637	7781	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	267	1	0	0	2	0	0	0	0	1	0	2	2
355	363	"Chernikhovo"	53.41667	26.43333	115	"AWI"	115	7084	8746	7983	0	0	1	0	1	0	0	1	0	0	0	3	1	0	0	0	0	0	1	130	0	0	0	4	0	0	0	0	0	0	2	3
355	363	"Chernikhovo"	53.41667	26.43333	120	"AWI"	120	7292	8932	8203	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	289	0	0	0	1	0	0	0	0	0	0	4	3
355	363	"Chernikhovo"	53.41667	26.43333	125	"AWI"	125	7633	9046	8379	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	1	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	130	"AWI"	130	7930	9187	8552	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	280	0	0	0	0	2	0	0	1	0	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	135	"AWI"	135	8087	9429	8732	0	0	0	0	1	0	0	3	0	1	0	4	0	0	0	0	0	1	1	280	0	0	0	0	1	0	0	1	1	0	1	2
355	363	"Chernikhovo"	53.41667	26.43333	140	"AWI"	140	8210	9719	8895	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	284	0	0	0	0	0	0	0	0	0	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	145	"AWI"	145	8369	9879	9039	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	287	0	0	0	0	0	0	0	0	1	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	150	"AWI"	150	8478	10080	9179	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	260	1	0	0	0	0	0	0	0	0	0	0	2
355	363	"Chernikhovo"	53.41667	26.43333	155	"AWI"	155	8559	10372	9308	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	260	0	0	0	0	0	0	0	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	160	"AWI"	160	8730	10538	9441	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	260	0	0	0	0	1	0	0	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	165	"AWI"	165	8854	10706	9585	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	270	0	0	0	0	0	0	0	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	170	"AWI"	170	8954	10936	9721	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	175	"AWI"	175	9160	11150	9895	0	0	2	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	280	1	0	0	0	1	0	0	0	2	0	0	4
355	363	"Chernikhovo"	53.41667	26.43333	180	"AWI"	180	9466	11496	10139	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	210	0	0	0	0	1	0	0	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	185	"AWI"	185	9627	11938	10404	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	198	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	190	"AWI"	190	9720	12453	10658	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	192	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	195	"AWI"	195	10194	12900	11243	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	160	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	200	"AWI"	200	10493	13440	11883	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	205	"AWI"	205	10662	14278	12455	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	163	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	210	"AWI"	210	11259	14929	13061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	190	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	215	"AWI"	215	12451	15040	13711	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	202	0	0	0	0	0	0	0	0	1	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	220	"AWI"	220	13510	15184	14374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	168	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	225	"AWI"	225	14223	15473	15059	0	0	0	0	2	0	8	0	0	1	0	1	0	0	0	2	0	0	4	199	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	230	"AWI"	230	15005	15657	15368	0	0	0	0	6	0	49	0	0	1	0	0	0	0	0	0	0	0	4	223	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	235	"AWI"	235	15213	16406	15651	0	0	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	3	180	0	0	0	0	0	0	0	0	0	0	0	0
355	363	"Chernikhovo"	53.41667	26.43333	240	"AWI"	240	15304	17365	15901	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	150	0	0	0	0	1	0	0	0	0	0	1	1
355	363	"Chernikhovo"	53.41667	26.43333	245	"AWI"	245	15427	18057	16178	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	9	150	0	0	0	0	0	0	0	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	250	"AWI"	250	15561	18515	16462	0	10	0	0	6	0	0	0	0	0	4	9	3	4	0	0	0	0	4	170	0	0	0	0	2	0	4	0	0	1	5	2
355	363	"Chernikhovo"	53.41667	26.43333	255	"AWI"	255	15639	19074	16721	0	4	1	1	4	0	11	0	0	0	2	0	0	6	1	0	1	0	1	128	0	0	0	0	1	0	2	0	0	0	0	1
355	363	"Chernikhovo"	53.41667	26.43333	260	"AWI"	260	15716	19701	16991	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	159	0	0	0	0	1	0	0	0	0	2	1	0
