"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2620	"AWI"	2620	1348	1688	1500	0	85	0	0	2	0	0	0	0	0	37	2	0	0	0	0	0	4	0	0	14	0	0	1	213	510	0	0	0	38	70	0	0	0	0	1	17	0	2	2	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2624	"AWI"	2624	1416	1781	1600	0	61	1	0	1	0	0	0	0	0	26	6	0	0	0	0	1	5	0	1	13	0	0	4	263	766	0	0	0	21	52	0	0	0	0	1	8	0	3	7	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2628	"AWI"	2628	1539	1858	1691	0	69	0	0	2	0	0	0	0	0	29	1	0	8	0	0	1	3	1	0	11	0	0	3	595	722	2	0	0	8	39	0	0	0	0	0	5	0	4	4	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2632	"AWI"	2632	1629	1941	1783	0	58	0	0	1	0	0	0	0	0	42	4	0	0	0	0	1	5	0	0	7	0	0	2	231	627	0	0	0	23	68	0	0	0	0	1	6	0	8	5	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2636	"AWI"	2636	1687	2084	1870	0	54	1	0	1	0	0	1	0	0	27	5	0	0	0	0	0	2	0	0	3	0	0	1	300	681	0	0	0	17	40	0	0	0	0	0	5	0	8	3	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2640	"AWI"	2640	1762	2186	1955	0	52	0	0	2	0	0	0	0	0	22	1	0	0	0	0	0	2	0	0	11	0	0	3	112	520	0	0	0	49	61	0	0	0	0	0	7	0	10	3	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2644	"AWI"	2644	1833	2282	2040	0	54	0	0	4	0	0	0	0	0	35	3	0	0	0	0	0	0	0	0	7	0	0	3	111	668	0	0	0	39	73	0	0	0	1	0	5	0	9	4	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2648	"AWI"	2648	1895	2381	2128	1	71	0	0	1	0	0	0	0	0	48	3	0	4	0	0	2	6	0	1	9	0	0	0	357	792	0	0	0	20	24	0	0	0	0	2	1	0	9	3	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2652	"AWI"	2652	1982	2459	2211	0	92	0	0	4	0	0	0	0	0	44	9	0	3	0	0	0	7	0	3	28	0	0	1	3	506	0	0	0	48	95	0	1	0	1	2	11	0	11	10	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2656	"AWI"	2656	2080	2539	2286	1	63	0	0	1	0	0	0	0	0	47	4	0	0	0	0	0	1	0	0	13	0	0	0	74	747	0	0	0	24	49	0	0	0	0	1	5	0	4	5	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2660	"AWI"	2660	2154	2623	2361	1	79	2	0	2	0	0	0	0	0	66	3	0	0	0	0	0	3	0	2	17	0	0	1	3	485	0	0	0	27	76	0	0	0	0	0	4	0	7	6	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2664	"AWI"	2664	2227	2701	2444	1	50	1	0	0	0	0	0	0	0	52	7	0	0	0	0	0	3	0	1	19	0	0	4	4	507	0	0	0	20	121	0	0	0	0	0	2	0	8	7	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2668	"AWI"	2668	2302	2774	2525	0	86	0	0	1	0	0	0	0	0	43	4	0	0	0	0	0	4	0	0	15	0	0	1	1	428	0	0	0	15	87	0	0	0	0	0	9	1	6	5	2	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2672	"AWI"	2672	2381	2860	2603	0	76	1	0	2	0	0	0	0	0	48	8	0	0	0	0	1	2	0	1	20	0	0	1	1	550	0	0	0	29	84	0	0	0	0	1	9	0	8	3	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2676	"AWI"	2676	2450	2958	2688	0	98	1	0	1	0	0	0	0	0	62	5	0	4	0	0	2	9	1	1	3	0	0	0	5	1035	0	0	0	15	101	0	0	0	0	0	3	0	9	5	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2680	"AWI"	2680	2534	3016	2769	3	81	0	0	1	0	0	1	0	0	61	5	0	0	0	0	0	5	0	1	18	0	0	5	1	438	0	0	0	39	98	0	0	0	0	0	6	1	17	6	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2684	"AWI"	2684	2628	3083	2845	0	98	0	0	2	0	0	0	0	0	42	15	0	0	0	0	0	2	0	2	9	0	0	2	0	618	0	0	0	84	76	0	0	0	0	1	17	0	6	4	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2688	"AWI"	2688	2726	3150	2922	0	64	0	0	2	0	0	0	0	0	43	5	0	0	0	0	0	5	0	0	12	0	0	2	11	675	0	0	0	34	60	0	0	0	0	0	3	0	7	9	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2692	"AWI"	2692	2831	3223	3005	0	81	1	0	3	0	0	0	0	0	58	2	0	0	0	0	0	7	0	0	11	0	0	4	6	424	0	0	0	60	66	0	0	0	0	1	2	0	14	7	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2696	"AWI"	2696	2912	3356	3113	0	73	0	0	2	0	0	0	0	0	32	3	0	0	0	0	2	2	0	1	8	0	0	1	57	592	0	0	0	24	42	0	0	0	0	0	8	0	8	9	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2700	"AWI"	2700	2987	3511	3222	0	59	0	0	1	0	0	0	0	0	37	8	0	4	0	0	1	3	0	1	17	0	0	0	1	449	0	0	0	62	78	0	1	0	0	1	10	0	8	11	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2704	"AWI"	2704	3060	3640	3337	0	143	0	0	2	0	0	0	0	1	57	9	0	2	0	0	1	6	0	0	2	0	0	0	0	494	0	0	0	41	72	0	2	0	0	2	3	0	15	6	3	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2708	"AWI"	2708	3166	3716	3447	0	69	0	0	0	0	0	0	0	0	65	3	0	0	0	0	0	3	0	1	6	0	0	2	0	775	0	0	0	28	46	0	0	0	0	2	3	0	14	4	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2712	"AWI"	2712	3270	3804	3550	0	85	0	0	4	0	0	0	0	0	61	5	0	0	0	0	1	5	0	0	14	0	0	0	1	456	0	0	0	90	70	0	1	0	0	0	0	0	23	7	2	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2716	"AWI"	2716	3375	3899	3653	0	67	0	0	1	0	0	1	0	0	43	1	0	0	0	0	0	3	0	0	19	0	0	1	9	550	0	0	0	45	50	0	0	0	0	2	7	0	8	8	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2720	"AWI"	2720	3547	3964	3751	1	135	0	0	2	0	0	0	0	0	53	2	0	0	0	0	0	8	0	0	2	0	0	0	0	396	0	0	0	44	81	0	2	0	0	1	3	0	23	10	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2724	"AWI"	2724	3638	4058	3845	0	92	2	0	1	0	0	0	0	0	64	6	0	0	0	0	1	2	0	0	8	0	0	0	0	425	0	0	0	50	72	0	0	0	0	0	12	0	18	12	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2728	"AWI"	2728	3715	4178	3932	0	92	0	0	2	0	0	0	0	0	50	4	0	0	0	0	0	14	0	0	12	0	0	1	3	428	0	0	0	24	98	0	1	0	0	1	4	0	17	8	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2732	"AWI"	2732	3776	4293	4026	0	132	0	0	2	0	0	0	0	0	103	6	0	0	0	0	0	2	0	0	13	0	0	0	0	534	0	0	0	38	60	0	0	0	0	2	3	0	25	20	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2736	"AWI"	2736	3871	4375	4117	0	72	0	0	0	0	0	0	0	0	48	5	0	0	0	0	0	6	0	0	17	0	0	2	1	488	0	0	0	97	60	0	0	0	0	1	5	0	16	7	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2740	"AWI"	2740	3969	4471	4202	0	93	0	1	2	0	0	0	0	0	47	2	0	0	0	0	0	6	0	1	4	0	0	0	0	190	0	0	0	34	57	0	0	0	0	0	2	1	15	10	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2744	"AWI"	2744	4061	4559	4286	0	87	0	0	0	0	0	1	0	0	41	3	0	0	0	0	0	3	0	0	12	0	0	0	1	290	0	0	0	70	87	0	0	0	0	1	1	0	16	15	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2748	"AWI"	2748	4177	4657	4384	0	66	1	0	1	0	0	0	0	0	64	2	0	0	0	0	0	3	0	0	8	0	1	0	5	519	0	0	0	22	77	0	0	0	0	0	1	0	24	10	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2752	"AWI"	2752	4274	4780	4503	0	95	0	0	1	0	0	0	0	0	40	1	0	0	0	0	0	5	0	0	16	0	0	2	0	324	0	0	0	44	71	0	0	0	0	0	3	0	32	10	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2756	"AWI"	2756	4351	4968	4623	1	88	0	1	0	0	0	0	0	0	66	4	0	0	0	0	0	10	0	1	4	0	0	0	0	348	0	0	0	29	104	0	0	0	0	0	3	0	17	5	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2760	"AWI"	2760	4425	5119	4754	0	131	0	0	0	0	0	0	0	0	47	2	0	0	0	0	0	7	0	0	13	0	0	1	0	376	0	0	0	32	74	0	0	0	0	0	4	0	26	23	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2764	"AWI"	2764	4542	5210	4887	0	87	0	0	1	0	0	0	0	0	49	7	0	0	0	0	1	3	0	0	5	0	0	0	0	484	0	0	0	31	65	0	0	0	0	0	4	0	29	6	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2768	"AWI"	2768	4675	5318	5015	0	103	0	0	2	0	0	0	0	0	41	3	0	0	0	0	0	4	0	3	12	0	0	0	4	532	0	0	0	66	69	0	0	0	0	0	3	0	18	18	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2772	"AWI"	2772	4796	5436	5145	1	127	0	0	0	0	0	0	2	0	81	4	0	4	0	0	0	11	0	1	5	0	0	0	0	648	0	0	0	31	67	0	0	0	0	0	8	0	64	46	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2776	"AWI"	2776	4954	5502	5270	0	126	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	12	0	0	8	0	0	1	1	401	0	0	0	72	70	0	0	0	0	0	5	0	22	18	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2780	"AWI"	2780	5163	5565	5394	0	114	1	0	1	0	0	1	0	0	52	11	0	4	0	0	1	13	0	1	7	0	0	0	0	366	0	0	0	41	76	0	0	0	0	0	9	0	26	17	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2784	"AWI"	2784	5286	5710	5521	0	96	1	0	1	0	0	0	0	0	62	2	0	3	0	0	0	12	0	0	2	0	0	2	0	389	0	0	0	82	38	0	0	0	0	1	6	0	38	22	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2788	"AWI"	2788	5377	5946	5639	0	103	0	0	2	0	0	0	0	0	44	2	0	0	0	0	0	5	0	1	15	0	0	0	0	587	0	0	0	46	44	0	0	0	0	1	3	0	18	21	2	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2792	"AWI"	2792	5494	6075	5770	0	110	1	0	1	0	0	0	0	0	53	2	0	4	0	0	0	16	0	5	6	0	0	0	6	461	0	0	0	57	56	0	0	0	0	0	3	0	39	28	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2796	"AWI"	2796	5604	6221	5901	0	95	2	0	0	0	0	0	0	0	66	5	0	0	0	0	0	3	0	0	13	0	0	0	0	338	0	0	0	36	37	0	0	0	0	0	5	0	36	20	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2800	"AWI"	2800	5701	6341	6038	0	115	0	0	0	0	0	0	1	0	49	8	0	0	0	0	0	8	0	2	2	0	0	0	1	536	0	0	0	69	38	0	0	0	0	0	5	0	37	20	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2804	"AWI"	2804	5844	6425	6163	0	89	0	0	0	0	0	0	0	0	70	4	0	0	0	0	0	7	0	0	5	0	0	0	0	426	0	0	0	47	26	0	0	0	0	0	7	0	35	27	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2808	"AWI"	2808	6052	6516	6275	0	83	0	0	1	0	0	0	0	0	76	4	0	3	0	0	0	5	0	1	4	0	0	0	0	459	0	0	0	50	23	0	0	0	0	0	6	0	31	25	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2812	"AWI"	2812	6231	6643	6400	0	85	0	0	0	0	0	0	0	0	107	2	0	3	0	0	0	3	0	1	3	0	0	0	0	409	0	0	0	65	25	0	0	0	0	0	7	0	22	24	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2816	"AWI"	2816	6312	6938	6555	0	113	0	0	1	0	0	0	0	0	114	10	0	0	0	0	0	5	0	0	3	0	0	0	0	539	0	0	0	31	25	0	0	0	0	2	5	0	34	19	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2820	"AWI"	2820	6423	7128	6733	0	87	0	0	0	0	0	0	0	0	87	6	0	0	0	0	0	4	0	4	1	0	0	0	0	480	0	0	0	29	23	0	0	0	0	1	1	0	16	19	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2824	"AWI"	2824	6547	7325	6908	0	88	0	0	0	0	0	0	0	0	94	3	0	0	0	0	0	1	0	0	2	0	0	0	10	608	0	0	0	53	17	0	0	0	0	1	2	0	11	28	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2828	"AWI"	2828	6651	7494	7089	0	99	0	0	0	0	0	0	0	0	102	9	0	0	0	0	0	3	0	2	1	0	0	0	0	951	0	0	0	13	17	0	0	0	0	0	7	1	4	26	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2832	"AWI"	2832	6862	7593	7261	0	111	0	0	1	0	0	0	0	0	110	1	0	5	0	0	0	2	0	0	1	0	0	0	0	757	0	0	0	41	24	0	0	0	0	0	5	0	4	27	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2836	"AWI"	2836	7119	7702	7423	0	92	0	0	0	0	0	0	0	0	93	2	0	0	0	0	0	3	0	0	3	0	0	0	1	626	0	0	0	26	25	0	0	0	0	0	4	0	5	25	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2840	"AWI"	2840	7373	7833	7593	0	110	0	0	1	0	0	0	0	0	120	5	0	5	0	0	0	1	0	3	0	0	0	0	0	646	0	0	0	22	11	0	0	0	0	0	7	0	1	28	2	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2844	"AWI"	2844	7547	8098	7772	0	82	0	0	0	0	0	0	0	0	118	1	0	0	0	0	0	2	0	0	0	0	0	0	0	653	0	0	0	21	8	0	0	0	0	0	8	0	2	13	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2848	"AWI"	2848	7661	8344	7964	0	122	0	0	1	0	0	0	0	0	73	4	0	0	0	0	0	1	0	0	0	0	0	0	4	660	0	0	0	31	14	0	0	0	0	1	6	0	2	14	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2852	"AWI"	2852	7780	8619	8150	0	117	0	0	1	0	0	0	0	0	85	6	0	2	0	0	0	2	0	1	0	0	0	0	0	1026	0	0	0	81	13	0	0	0	0	0	5	0	5	33	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2856	"AWI"	2856	7888	8856	8343	0	95	0	0	0	0	0	0	0	0	55	2	0	3	0	0	0	0	0	1	4	0	0	0	0	750	0	0	0	39	4	0	0	0	0	2	5	0	1	17	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2860	"AWI"	2860	8080	8977	8546	0	120	0	0	1	0	0	0	0	0	86	5	0	0	0	0	0	2	0	0	6	0	0	0	0	669	0	0	0	39	4	0	0	0	0	3	9	1	1	14	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2864	"AWI"	2864	8293	9109	8732	0	120	0	0	2	0	0	0	1	0	86	4	0	0	0	0	0	3	0	1	0	0	0	0	0	679	0	0	0	62	12	0	0	0	0	1	5	0	2	25	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2868	"AWI"	2868	8480	9270	8924	0	93	0	0	1	0	0	0	0	0	72	3	0	7	0	0	0	2	0	0	2	0	0	0	0	1133	0	0	0	17	7	0	1	0	0	1	5	0	0	12	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2872	"AWI"	2872	8694	9419	9100	0	94	1	0	1	0	0	0	0	0	92	5	0	0	0	0	0	2	0	1	2	0	1	0	0	829	0	0	0	49	11	0	0	0	0	1	10	0	0	9	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2876	"AWI"	2876	8844	9610	9266	0	7	0	0	1	0	0	0	0	0	123	0	0	7	1	0	0	1	0	1	5	0	0	0	0	1307	0	0	0	17	6	0	0	0	0	0	9	0	0	10	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2880	"AWI"	2880	8975	9844	9424	0	37	0	0	0	0	0	0	0	0	102	8	1	0	0	0	0	0	0	1	1	0	0	0	0	1067	0	0	0	21	7	0	0	0	0	4	9	0	0	8	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2884	"AWI"	2884	9110	10069	9595	0	51	1	0	0	0	0	0	1	0	68	2	0	10	0	0	0	1	0	1	0	0	0	0	0	1140	0	0	0	17	3	0	0	0	0	2	16	0	0	7	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2888	"AWI"	2888	9291	10193	9768	0	2	0	0	3	0	0	1	0	0	76	5	4	11	0	0	0	0	0	1	4	0	0	0	0	1143	0	0	0	24	2	0	0	0	0	2	14	0	0	8	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2892	"AWI"	2892	9468	10323	9941	0	4	0	0	0	0	0	0	0	0	119	8	1	9	0	0	0	0	0	2	1	0	0	0	0	1338	0	0	0	16	4	0	0	0	0	2	8	0	0	9	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2896	"AWI"	2896	9616	10473	10119	0	1	1	0	3	0	399	0	0	0	61	10	7	0	0	0	0	2	0	1	4	0	0	0	0	948	0	0	0	15	2	0	0	0	0	1	23	0	0	13	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2900	"AWI"	2900	9840	10565	10270	0	1	3	0	1	0	478	1	0	0	47	18	13	0	0	0	0	1	0	11	11	0	0	0	0	844	0	0	0	18	4	0	0	0	0	4	19	0	0	7	3	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2904	"AWI"	2904	9972	10724	10412	0	0	3	0	0	0	575	0	0	0	14	10	11	16	0	0	0	2	0	8	3	0	0	0	0	751	0	0	0	11	1	0	0	0	0	5	19	0	0	9	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2908	"AWI"	2908	10077	10964	10537	0	0	3	0	1	0	555	1	0	0	0	12	3	0	0	0	0	0	0	3	3	0	0	0	0	789	0	0	0	1	0	0	0	0	0	2	23	0	0	15	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2912	"AWI"	2912	10169	11172	10660	0	1	2	0	6	0	500	0	0	0	0	17	1	0	0	0	0	2	0	9	4	0	0	0	1	899	0	0	0	3	3	0	0	0	0	4	28	0	2	3	0	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2916	"AWI"	2916	10301	11335	10780	0	0	5	0	8	0	521	0	0	0	13	28	2	0	0	0	0	1	0	7	3	0	0	0	0	782	0	0	0	5	1	0	0	0	0	2	33	1	0	8	1	0
3234	4200	"Lilla Gloppsjön"	59.80167	14.62333	2918	"AWI"	2918	10338	11458	10837	1	0	3	0	10	0	291	0	0	0	0	7	2	0	0	0	0	0	0	3	2	0	0	0	3	382	0	0	0	9	2	0	0	0	3	4	10	0	0	3	0	0
