"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3416	4427	"Lac Saint Léger"	44.42	6.33639	380	"AWI"	380	2982	3721	3278	113	2	37	0	2	1	6	0	54	0	0	0	0	0	0	0	0	6	1	33	0	0	0	0	0	0	30	9	0	0	2	0	0	0	0	0	0	0	0	0	227	0	5	0	0	78	0	0	0	0	0	2	2	5	0	0	0	0	1	1	4	1	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	390	"AWI"	390	3050	3804	3356	116	1	84	0	2	0	3	0	71	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	19	6	0	0	1	0	0	0	0	0	0	3	1	0	192	0	7	0	0	90	0	0	0	0	0	2	0	3	1	0	0	1	0	0	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	400	"AWI"	400	3096	3925	3431	73	3	72	0	0	0	1	0	29	0	0	0	0	0	0	0	0	6	0	12	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	64	0	1	0	0	34	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	410	"AWI"	410	3181	4002	3508	175	3	67	0	3	0	4	0	68	1	0	0	0	0	0	0	0	7	0	25	0	0	0	0	1	1	22	3	0	0	0	0	0	0	0	0	0	1	1	1	246	0	1	0	0	84	1	0	0	0	0	2	0	3	0	0	0	0	0	2	3	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	420	"AWI"	420	3229	4122	3587	16	6	59	0	1	0	7	0	80	0	0	0	0	0	0	0	0	10	1	12	0	0	0	0	1	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	205	0	3	0	0	76	0	0	1	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	430	"AWI"	430	3322	4203	3663	65	0	48	0	0	0	2	0	44	0	0	0	0	0	0	0	0	6	0	13	1	0	0	0	0	0	12	1	0	0	0	1	0	0	0	0	0	3	0	0	101	0	1	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	440	"AWI"	440	3380	4307	3742	21	2	100	0	2	0	4	0	60	2	0	0	0	0	0	0	0	10	1	12	0	0	0	0	0	2	13	0	0	0	3	0	0	0	0	0	0	0	0	0	37	0	6	16	1	62	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	450	"AWI"	450	3492	4417	3855	80	1	32	0	0	2	0	0	9	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	6	2	0	0	0	1	0	0	0	0	0	1	0	0	260	0	3	0	0	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	460	"AWI"	460	3556	4607	3972	67	0	55	0	0	0	1	0	25	0	0	0	0	0	0	0	0	4	0	22	1	0	0	0	0	0	8	3	0	1	0	1	0	0	0	0	0	0	0	0	100	0	5	0	0	38	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	470	"AWI"	470	3676	4748	4136	142	1	20	0	4	2	2	0	51	1	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	61	0	1	0	0	37	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	480	"AWI"	480	3742	5019	4284	350	1	14	0	1	1	4	0	29	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	2	13	0	0	0	0	0	0	1	0	0	2	0	0	130	0	1	0	0	54	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	490	"AWI"	490	3879	5148	4454	150	0	10	0	0	1	1	0	35	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	82	0	1	0	0	31	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	500	"AWI"	500	3964	5380	4614	150	3	5	0	1	1	6	0	44	1	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	1	16	0	0	1	0	0	0	0	0	0	0	0	0	95	0	1	0	0	57	0	0	0	0	0	0	1	5	0	0	0	2	1	3	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	510	"AWI"	510	4112	5501	4776	90	34	3	0	1	0	6	0	81	0	0	0	0	1	0	0	0	12	0	6	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	1	0	0	0	86	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	0	1	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	520	"AWI"	520	4206	5690	4933	110	1	6	0	1	0	3	0	52	1	0	0	0	0	0	0	0	7	2	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	97	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	530	"AWI"	530	4387	5798	5100	130	3	2	0	1	0	11	0	30	0	0	0	0	0	1	0	0	15	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	55	0	1	0	0	42	0	0	0	0	0	0	0	2	0	0	0	0	2	0	5	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	540	"AWI"	540	4487	5964	5268	145	2	2	0	2	1	0	0	9	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	50	0	1	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	1
3416	4427	"Lac Saint Léger"	44.42	6.33639	550	"AWI"	550	4686	6067	5428	71	2	12	0	0	0	1	0	33	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	13	9	1	0	1	3	0	0	0	0	0	0	0	0	130	0	1	0	0	62	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	560	"AWI"	560	4815	6214	5594	136	4	6	0	0	0	2	0	20	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	91	1	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	570	"AWI"	570	5034	6298	5753	95	2	19	0	1	0	1	0	22	0	0	0	0	0	0	0	0	2	2	12	0	0	0	0	0	0	6	5	0	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	0	39	0	0	0	0	0	0	0	3	0	0	0	0	0	3	4	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	580	"AWI"	580	5157	6438	5918	288	3	33	0	2	0	6	0	83	0	0	1	0	0	0	0	0	14	0	6	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	1	0	0	123	0	2	0	0	46	0	0	0	0	0	0	0	1	0	0	0	0	1	0	10	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	590	"AWI"	590	5371	6523	6062	131	0	4	0	2	1	4	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	70	0	4	0	0	31	0	0	0	0	4	0	0	1	0	0	0	0	0	0	5	0	1	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	595	"AWI"	595	5455	6584	6142	140	0	28	0	3	0	3	0	41	0	0	0	0	0	0	0	0	7	0	5	0	0	0	1	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	0	85	1	2	0	0	38	0	0	0	0	0	1	1	3	0	0	0	1	1	2	2	0	0	0
3416	4427	"Lac Saint Léger"	44.42	6.33639	600	"AWI"	600	5509	6667	6220	105	2	5	0	1	0	6	0	55	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	0	2	13	0	0	1	0	0	0	0	0	0	4	0	0	70	0	2	0	0	38	0	0	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	0
