"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16653	26429	"Miesberg"	47.64907	12.27363	270	"AWI"	270	10208	10956	10570	0	4	36	0	0	7	0	5	0	0	159	0	0	0	0	0	0	192	36	0	0	0	0	0	0	4	0	0	3	0	0	0	0	20	309	0	37	0	0	28	1	0	0	2	1	5	2	0	0	0	1	39	0	91	0
16653	26429	"Miesberg"	47.64907	12.27363	280	"AWI"	280	10292	11081	10701	0	1	40	1	0	2	0	3	0	0	178	0	0	0	0	0	0	172	37	0	0	0	0	0	0	16	0	0	4	0	0	0	0	11	317	0	31	0	0	19	0	0	0	2	1	1	1	0	1	0	1	29	0	86	0
16653	26429	"Miesberg"	47.64907	12.27363	285	"AWI"	285	10418	11110	10783	0	3	34	1	0	3	0	4	0	0	185	0	0	1	0	0	0	150	18	0	0	0	0	0	0	4	0	0	1	0	0	0	0	23	257	0	30	0	0	24	1	0	0	1	1	7	0	0	0	0	2	36	0	87	1
16653	26429	"Miesberg"	47.64907	12.27363	290	"AWI"	290	10507	11149	10881	0	2	35	0	0	4	0	9	0	0	172	0	0	1	0	0	0	155	29	0	0	0	0	0	0	4	0	0	3	0	0	0	1	13	371	0	47	0	0	25	0	0	0	2	1	3	1	0	2	0	1	26	0	82	0
16653	26429	"Miesberg"	47.64907	12.27363	295	"AWI"	295	10576	11210	10973	0	0	23	2	0	8	0	12	0	0	280	0	0	0	0	0	0	26	53	2	0	0	0	0	0	1	0	0	10	0	0	0	1	2	366	0	80	0	0	2	2	0	0	6	6	3	0	0	1	0	7	3	0	12	0
16653	26429	"Miesberg"	47.64907	12.27363	300	"AWI"	300	10615	11330	11040	0	0	3	1	0	11	0	17	0	0	218	0	0	0	0	0	0	13	43	1	0	0	0	0	0	1	0	0	10	0	0	0	0	0	557	0	80	0	0	1	0	0	0	1	5	4	0	0	0	0	5	2	0	7	0
16653	26429	"Miesberg"	47.64907	12.27363	305	"AWI"	305	10821	11496	11189	0	0	1	1	0	18	0	20	0	0	252	0	1	0	0	0	0	5	44	1	0	0	0	0	0	1	0	0	21	0	0	0	0	0	624	0	83	0	0	0	3	1	0	4	3	9	0	0	0	0	3	1	0	1	0
16653	26429	"Miesberg"	47.64907	12.27363	310	"AWI"	310	10925	11772	11342	0	0	1	0	0	6	0	11	0	0	207	0	0	0	0	0	0	2	37	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	525	1	73	0	1	0	6	0	0	2	3	12	0	0	2	0	5	0	1	0	0
16653	26429	"Miesberg"	47.64907	12.27363	315	"AWI"	315	11006	12106	11495	0	1	0	0	0	6	0	7	0	0	217	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	500	1	66	0	1	0	0	0	0	2	3	7	0	0	1	0	5	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	320	"AWI"	320	11072	12461	11655	0	0	0	0	0	8	0	8	0	0	241	0	0	0	0	0	0	0	53	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	550	0	71	0	0	0	1	0	0	3	6	6	0	0	0	0	7	0	1	0	1
16653	26429	"Miesberg"	47.64907	12.27363	325	"AWI"	325	11184	12730	11840	0	0	0	1	0	9	0	11	0	0	227	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	613	0	66	0	0	0	1	0	0	3	3	12	0	0	0	0	3	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	330	"AWI"	330	11262	13138	12018	0	0	0	0	0	3	0	7	0	0	190	0	0	0	0	0	0	1	42	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	503	1	82	0	0	0	1	0	0	1	4	4	0	0	0	0	6	0	0	0	1
16653	26429	"Miesberg"	47.64907	12.27363	335	"AWI"	335	11330	13619	12177	0	0	1	0	0	6	0	16	0	0	237	0	1	0	0	0	0	0	43	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	716	1	68	0	0	0	3	0	0	3	5	2	0	0	1	0	10	0	1	0	0
16653	26429	"Miesberg"	47.64907	12.27363	340	"AWI"	340	11378	14179	12328	0	0	1	0	0	4	0	16	0	0	247	0	0	0	0	0	0	0	31	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	607	2	71	0	0	0	3	0	0	3	3	5	0	0	0	0	9	0	1	0	0
16653	26429	"Miesberg"	47.64907	12.27363	345	"AWI"	345	12127	14364	12813	0	0	0	0	0	2	0	29	0	0	323	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	577	0	62	0	0	0	1	0	0	5	3	14	0	0	0	0	4	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	350	"AWI"	350	12722	14647	13343	0	0	1	0	0	12	0	26	0	0	211	0	0	0	0	0	3	0	106	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	322	0	160	0	0	0	5	0	0	3	7	26	0	0	1	0	12	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	355	"AWI"	355	13065	14933	13913	0	0	2	5	6	7	0	88	0	0	91	0	1	1	0	0	25	1	358	1	0	0	11	0	0	0	2	0	30	0	0	0	1	0	32	3	332	0	0	0	9	0	0	6	14	16	0	0	4	0	53	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	360	"AWI"	360	13292	15384	14455	0	0	0	7	1	7	0	80	0	0	59	0	1	0	0	0	25	0	272	0	0	0	0	0	0	0	2	0	31	0	0	0	0	0	24	5	290	0	0	0	2	0	0	8	13	16	0	0	5	0	28	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	365	"AWI"	365	14360	15864	15383	0	0	2	8	16	0	0	111	0	0	53	0	0	0	0	0	30	0	442	1	0	2	0	0	0	0	1	0	7	1	0	0	0	0	48	8	213	0	2	0	2	0	0	8	9	33	0	0	8	0	24	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	370	"AWI"	370	15217	16901	16259	0	0	1	21	0	0	0	110	0	0	30	0	0	0	0	0	27	1	534	0	0	0	0	0	0	0	4	0	9	1	0	0	0	0	37	3	121	0	1	0	3	0	0	3	7	26	0	0	6	0	17	0	0	0	0
16653	26429	"Miesberg"	47.64907	12.27363	375	"AWI"	375	15820	18259	17151	0	0	5	16	0	3	0	109	0	0	28	0	0	0	0	0	17	1	436	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	53	7	179	0	0	0	1	0	0	6	11	21	0	0	13	0	15	2	0	2	0
16653	26429	"Miesberg"	47.64907	12.27363	380	"AWI"	380	16195	19646	18061	0	0	10	23	0	2	0	215	0	0	32	0	1	0	0	0	48	1	45	0	4	0	0	0	0	0	4	0	4	0	1	0	0	0	49	2	330	0	0	0	10	0	17	10	4	7	0	0	7	0	17	0	0	0	0
