"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3223	4183	"Landshaftnoe"	64.56667	30.53333	275	"AWI"	275	1505	2773	2160	0.294117647058824	0	0	0	0.588235294117647	0	31.1764705882353	0	0.294117647058824	10.2941176470588	0	0	0	0	0	0	0.588235294117647	0	0	5	48.2352941176471	0	1.17647058823529	0	0	0.588235294117647	0.294117647058824	0	0.294117647058824	0	0	0	0	0	0	1.17647058823529	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	300	"AWI"	300	1698	2961	2366	0	0	0	0	0	0	0	0	0	17.2972972972973	0	0	0	0	0	0	0	0	0	14.0540540540541	66.4864864864865	0	0.540540540540541	0	0	0.540540540540541	0	0	0	0	1.08108108108108	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	325	"AWI"	325	1911	3122	2570	0.531914893617021	0	0	0	0.531914893617021	0	0	0	0.531914893617021	19.1489361702128	0	0	0	0	0	0	0.531914893617021	0	0	14.3617021276596	63.8297872340426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531914893617021	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	350	"AWI"	350	2123	3287	2767	1.64609053497942	0	0	0	0	0	0	0	0.823045267489712	11.9341563786008	0	0	0	0	0	0	0.411522633744856	0	0.411522633744856	25.5144032921811	53.0864197530864	0	1.23456790123457	0	0	0.411522633744856	0.823045267489712	1.64609053497942	0	0	1.23456790123457	0	0	0	0	0.823045267489712	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	375	"AWI"	375	2389	3471	2972	0.469483568075117	0	0	0	0	0.469483568075117	0	0	0.938967136150235	7.04225352112676	0	0	0	0	0	0	0.469483568075117	0	0	21.1267605633803	67.6056338028169	0	1.40845070422535	0	0	0	0	0	0	0	0	0	0	0	0.469483568075117	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	400	"AWI"	400	2680	3611	3167	1.52284263959391	0	0	0	1.52284263959391	0	0	0	0.50761421319797	6.5989847715736	0	0	0	0	0	0	0.50761421319797	0	0	23.8578680203046	62.4365482233503	0	0	0	0	0	0.50761421319797	0	0	0.50761421319797	0.50761421319797	0	0	0	0.50761421319797	1.01522842639594	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	425	"AWI"	425	3058	3770	3359	2.58064516129032	0	0	0	0	0	0	0	0.645161290322581	16.1290322580645	0	0	0	0.645161290322581	0	0	0.645161290322581	0	0	27.741935483871	46.4516129032258	0	3.2258064516129	0	0	0	0	0	0	0	0.645161290322581	0	0	0	0	1.29032258064516	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	450	"AWI"	450	3410	4155	3663	0.662251655629139	0	0	0	0	0	0	0	2.64900662251656	11.9205298013245	0	0	0	0	0	0	0	0	0	17.8807947019868	66.887417218543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	475	"AWI"	475	3615	5210	4170	1.59574468085106	0	0	0	0	0	0	0	0.531914893617021	7.97872340425532	0	0	0	0	0	0.531914893617021	0	0	0	32.9787234042553	53.1914893617021	0	2.65957446808511	0	0	0	0	0	0	0	0.531914893617021	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	500	"AWI"	500	3900	5934	4729	0.537634408602151	6.98924731182796	0	0.537634408602151	0	0	0	0	0.537634408602151	7.52688172043011	0	0	0	0	0	0	0.537634408602151	0	0	26.8817204301075	52.6881720430108	0.537634408602151	0.537634408602151	0	0	0	1.61290322580645	0	0.537634408602151	0	0	0	0	0	0	0.537634408602151	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	525	"AWI"	525	4251	6555	5292	0.591715976331361	0	0	0	0	0	0	0	2.36686390532544	20.7100591715976	0	0	0	0	0	0	0	0	0	27.810650887574	46.1538461538462	0	0	0	0	0.591715976331361	0	0	0	0.591715976331361	0	0	0	0	0	1.18343195266272	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	550	"AWI"	550	4680	7138	5851	0.740740740740741	0	0	0	0.37037037037037	0	0	0	0.740740740740741	16.6666666666667	0	0	0.37037037037037	0	0	0	0	0	0	33.3333333333333	45.1851851851852	0	0.740740740740741	0	0	0	0.740740740740741	0	0	0.37037037037037	0	0	0	0	0	0.740740740740741	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	575	"AWI"	575	5189	7621	6423	0	0	0	0	0.763358778625954	0	0	0.763358778625954	1.52671755725191	18.3206106870229	0	0	0	0	0.763358778625954	0	0	0	0	19.0839694656489	56.4885496183206	0	1.52671755725191	0.763358778625954	0	0	0	0	0	0	0	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	600	"AWI"	600	5744	8062	6991	0	0	0	0	0.446428571428571	0	0	0	0.446428571428571	13.8392857142857	0	0	0.446428571428571	0	0	0	0	0	0	16.0714285714286	60.2678571428571	0	3.57142857142857	0	0.446428571428571	0.446428571428571	0.446428571428571	0	0	0.892857142857143	0.892857142857143	0	0	0	0	1.78571428571429	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	625	"AWI"	625	6315	8435	7555	0	0	0	0.555555555555556	1.11111111111111	0	0	0	4.44444444444444	15.5555555555556	0.555555555555556	0	0.555555555555556	0	0	0	0	0	0	0	63.3333333333333	0	3.88888888888889	0.555555555555556	1.11111111111111	0.555555555555556	0.555555555555556	0	0	1.66666666666667	1.11111111111111	0	0	0	0.555555555555556	3.88888888888889	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	650	"AWI"	650	6968	8779	8099	0	0	0	0	0.862068965517241	0	0	0	3.44827586206897	9.91379310344828	0	0	0.431034482758621	0	0	0	0	0	0	0	77.5862068965517	0	2.1551724137931	0	0.431034482758621	1.29310344827586	0	0	0	0	1.72413793103448	0	0	0	0.431034482758621	1.72413793103448	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	700	"AWI"	700	8655	9828	9104	0.769230769230769	0	0	0	3.07692307692308	0.769230769230769	0	0	0	28.4615384615385	0	0	2.30769230769231	0	0	0	0	0	0	2.30769230769231	43.8461538461538	0	10.7692307692308	0	0.769230769230769	0	0.769230769230769	0	0.769230769230769	0	2.30769230769231	0.769230769230769	0.769230769230769	0.769230769230769	0	0.769230769230769	0
