"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16473	25763	"Moor Alpenrose"	47.02382	11.803354	75	"AWI"	75	2829	3752	3416	11	3	353	1	0	24	1	5	0	69	0	0	0	0	10	2	0	0	0	17	0	421	0	0	0	31	1	2	2	0	0	15	0	1	0	0	0	3	80	187	0	0	0	2	0	20	0	2	0	2	37	9	0	0	0	6	0	0	1	17
16473	25763	"Moor Alpenrose"	47.02382	11.803354	80	"AWI"	80	3099	3866	3625	12	2	362	1	0	1	0	6	0	47	0	0	0	0	2	0	0	0	0	14	0	206	0	0	0	19	0	0	1	0	0	26	0	0	0	0	0	1	51	154	0	0	0	1	0	10	0	0	0	1	11	6	0	0	2	2	0	0	2	9
16473	25763	"Moor Alpenrose"	47.02382	11.803354	85	"AWI"	85	3194	3919	3682	8	0	297	0	0	21	0	7	0	20	0	0	0	0	3	0	0	0	0	13	0	351	0	0	0	16	1	1	0	1	0	15	0	1	1	0	0	1	59	138	0	0	0	3	0	10	0	0	0	2	19	6	0	0	0	5	0	0	4	9
16473	25763	"Moor Alpenrose"	47.02382	11.803354	90	"AWI"	90	3281	4005	3736	15	0	204	1	0	4	0	1	0	21	0	0	0	0	0	0	1	0	0	6	0	635	0	0	0	23	1	3	0	0	0	1	0	0	0	5	0	2	81	173	0	0	0	1	0	5	0	0	0	0	23	6	0	0	0	2	0	0	5	13
16473	25763	"Moor Alpenrose"	47.02382	11.803354	95	"AWI"	95	3362	4055	3795	8	1	272	1	0	12	0	3	0	18	0	0	2	0	4	0	0	0	0	8	0	417	0	0	0	37	0	0	0	0	0	3	0	3	0	0	0	0	70	149	0	0	0	1	0	7	0	0	0	0	21	45	0	0	0	6	0	0	1	7
16473	25763	"Moor Alpenrose"	47.02382	11.803354	100	"AWI"	100	3450	4131	3851	1	0	361	0	0	30	0	1	0	36	0	0	0	0	1	1	0	0	0	12	0	331	0	0	0	13	0	0	0	0	0	4	0	3	0	0	0	5	23	101	0	0	0	2	0	9	0	0	0	0	19	14	0	0	0	0	0	0	2	5
16473	25763	"Moor Alpenrose"	47.02382	11.803354	105	"AWI"	105	3527	4178	3909	12	0	249	0	0	7	0	1	0	40	0	0	0	0	1	0	1	0	0	15	0	258	0	0	0	21	1	0	0	0	0	3	0	1	0	0	0	0	60	173	0	0	0	0	0	6	0	0	0	0	20	14	0	0	0	2	1	0	2	7
16473	25763	"Moor Alpenrose"	47.02382	11.803354	110	"AWI"	110	3602	4244	3965	8	0	212	1	0	18	0	5	0	23	0	0	2	0	2	0	0	0	0	15	0	1137	0	0	0	23	0	0	1	0	0	6	0	0	0	2	0	1	45	139	0	0	0	0	0	7	0	0	0	0	42	12	0	12	0	4	1	0	2	8
16473	25763	"Moor Alpenrose"	47.02382	11.803354	115	"AWI"	115	3709	4278	4019	15	3	442	1	1	25	0	4	0	46	0	0	0	0	4	0	1	1	0	26	0	254	1	5	0	41	0	2	0	0	0	16	2	2	0	0	0	0	87	318	0	0	0	0	0	22	0	0	0	0	38	25	0	20	0	12	0	0	4	6
16473	25763	"Moor Alpenrose"	47.02382	11.803354	120	"AWI"	120	3781	4338	4075	4	0	261	1	0	11	0	7	0	12	0	0	3	0	5	0	0	0	0	9	0	27	0	23	0	14	1	2	0	0	0	4	0	0	0	0	0	2	41	178	0	0	0	0	0	7	0	0	0	0	29	14	0	13	0	3	0	0	5	4
16473	25763	"Moor Alpenrose"	47.02382	11.803354	125	"AWI"	125	3899	4366	4132	7	3	275	1	0	25	0	4	0	22	0	0	10	0	2	0	0	0	0	17	0	10	1	0	0	19	2	5	0	0	0	2	0	2	0	0	0	1	95	342	0	0	0	0	1	14	0	1	0	0	36	10	0	18	0	5	2	0	2	10
16473	25763	"Moor Alpenrose"	47.02382	11.803354	130	"AWI"	130	3982	4408	4201	5	0	235	0	0	18	0	3	0	16	0	0	10	0	2	0	0	0	0	12	0	21	0	0	0	23	0	0	0	0	0	2	0	1	0	0	0	1	78	476	0	0	0	0	0	5	0	0	0	0	11	12	0	0	0	2	0	0	2	3
16473	25763	"Moor Alpenrose"	47.02382	11.803354	135	"AWI"	135	4151	5348	4602	1	2	327	0	0	19	0	2	0	19	0	0	0	0	1	0	0	0	0	9	0	30	0	0	0	19	2	1	0	0	0	1	0	4	0	0	0	0	123	429	0	0	0	1	1	9	0	0	0	0	16	23	0	0	0	9	1	0	3	0
16473	25763	"Moor Alpenrose"	47.02382	11.803354	140	"AWI"	140	4238	6445	4986	11	3	399	1	0	17	0	2	0	34	0	0	10	0	3	0	0	0	0	16	0	84	0	0	0	18	6	2	1	0	0	1	0	0	0	0	0	0	149	180	0	0	0	0	0	7	0	2	0	2	17	28	0	0	0	7	1	0	8	3
16473	25763	"Moor Alpenrose"	47.02382	11.803354	145	"AWI"	145	4531	6706	5519	7	3	295	0	0	29	0	0	0	26	0	0	0	3	4	0	0	1	0	11	0	9	0	0	0	29	3	2	1	0	0	4	0	1	1	0	0	0	225	116	0	0	0	0	0	16	0	0	0	1	10	19	0	10	0	20	2	0	8	3
16473	25763	"Moor Alpenrose"	47.02382	11.803354	150	"AWI"	150	4696	7297	5999	3	0	361	0	0	19	0	1	0	17	0	0	5	0	2	0	0	0	1	17	0	33	0	0	0	21	4	2	0	0	0	1	0	0	0	1	0	2	102	68	0	0	0	0	0	10	0	0	0	1	77	6	0	0	0	11	0	0	8	8
16473	25763	"Moor Alpenrose"	47.02382	11.803354	155	"AWI"	155	5338	7487	6507	1	0	395	0	0	8	0	2	0	21	0	0	0	0	1	0	0	0	0	9	0	12	0	0	0	1	6	0	0	0	0	5	0	0	0	0	0	0	86	69	0	0	0	0	0	10	0	0	0	0	144	9	0	0	0	3	1	0	11	6
16473	25763	"Moor Alpenrose"	47.02382	11.803354	160	"AWI"	160	5673	7835	7046	2	1	239	0	0	14	0	2	0	21	0	0	0	0	2	0	0	0	0	20	0	9	0	0	0	1	12	0	0	0	0	7	0	0	0	0	0	0	184	92	0	0	0	0	0	14	0	0	0	0	85	13	0	0	0	7	7	1	28	0
16473	25763	"Moor Alpenrose"	47.02382	11.803354	165	"AWI"	165	6751	7944	7444	0	3	423	1	0	6	0	1	0	16	0	0	0	0	1	0	0	0	0	16	0	6	0	0	0	3	6	2	0	0	0	1	0	0	2	0	0	0	113	74	0	0	0	1	0	14	0	0	0	0	175	16	0	0	0	9	0	1	16	2
16473	25763	"Moor Alpenrose"	47.02382	11.803354	170	"AWI"	170	7600	8171	7863	0	0	355	1	0	21	0	0	0	18	0	0	0	0	2	0	0	0	0	14	1	8	0	0	0	0	8	1	0	0	0	1	0	0	0	1	0	0	109	102	0	0	0	1	2	8	0	1	0	0	2969	18	0	0	0	10	5	0	18	1
16473	25763	"Moor Alpenrose"	47.02382	11.803354	172.5	"AWI"	172.5	7765	8555.5	8118	0	0	227	0	0	58	0	3	0	25	0	0	0	0	3	0	0	0	0	17	0	8	0	0	0	7	8	0	1	0	0	2	0	1	0	0	0	2	94	259	0	0	0	1	0	15	0	0	0	0	113	14	0	0	0	9	6	0	27	3
16473	25763	"Moor Alpenrose"	47.02382	11.803354	175	"AWI"	175	7850	9079	8362	0	0	145	0	0	79	0	0	0	38	0	0	0	0	9	0	0	0	0	35	0	10	0	0	0	0	3	0	1	0	0	3	0	0	2	1	0	0	165	138	0	0	0	0	0	10	0	0	0	1	398	19	0	0	0	14	4	0	26	0
16473	25763	"Moor Alpenrose"	47.02382	11.803354	177.5	"AWI"	177.5	7908	9644	8605.5	0	0	210	0	0	48	0	1	0	30	0	0	0	0	3	0	0	0	0	25	0	11	1	0	0	0	6	1	1	0	0	8	0	1	1	0	0	0	131	98	0	0	0	0	0	14	0	0	0	0	67	18	0	0	0	10	1	1	31	3
16473	25763	"Moor Alpenrose"	47.02382	11.803354	180	"AWI"	180	7947	10236	8847	0	1	288	1	1	49	1	3	0	34	0	0	0	0	2	0	0	0	0	57	0	16	0	0	0	0	16	0	0	0	0	4	0	2	1	0	0	0	177	205	0	0	0	0	0	21	0	0	0	1	18	14	0	7	0	12	8	0	46	13
16473	25763	"Moor Alpenrose"	47.02382	11.803354	182.5	"AWI"	182.5	8296.5	10344	9123	0	0	141	2	1	62	0	1	0	29	0	0	0	0	1	0	0	0	0	56	0	20	0	0	0	0	12	1	0	0	0	7	0	2	5	0	0	0	159	262	0	0	0	2	0	15	0	0	0	1	26	17	0	0	0	3	34	1	34	10
16473	25763	"Moor Alpenrose"	47.02382	11.803354	185	"AWI"	185	8497	10534	9417	0	1	208	0	0	36	0	1	0	26	0	0	0	0	4	0	0	0	0	39	0	37	0	0	0	0	5	0	1	0	0	7	0	0	3	0	0	0	92	255	0	0	0	0	0	9	0	0	0	1	72	7	0	0	0	3	1	2	26	6
16473	25763	"Moor Alpenrose"	47.02382	11.803354	187.5	"AWI"	187.5	8649.5	10771	9701.5	0	1	354	0	0	63	1	2	0	47	0	0	0	0	1	0	0	0	0	113	0	78	0	0	0	0	2	0	0	0	0	2	0	5	0	0	0	1	79	322	0	0	0	2	0	5	0	0	0	0	53	4	0	0	0	10	2	5	57	5
16473	25763	"Moor Alpenrose"	47.02382	11.803354	190	"AWI"	190	8789	11107	9973	0	0	894	1	0	62	0	2	0	59	0	0	8	0	5	0	0	0	0	125	0	61	0	0	0	0	2	1	1	0	0	11	0	6	0	0	0	0	32	368	0	0	0	0	0	4	0	0	0	0	26	4	0	0	0	15	2	0	58	4
16473	25763	"Moor Alpenrose"	47.02382	11.803354	192.5	"AWI"	192.5	9095.5	11272	10191.5	0	0	278	0	0	14	0	4	0	94	0	0	0	0	1	0	0	0	0	109	0	376	0	0	0	0	0	1	0	0	0	11	0	19	0	0	0	0	5	522	0	0	0	16	0	6	0	0	0	1	14	6	0	0	0	12	5	27	54	5
16473	25763	"Moor Alpenrose"	47.02382	11.803354	195	"AWI"	195	9320	11491	10410	0	0	85	1	0	8	0	1	0	116	0	0	0	0	1	0	1	0	0	4	0	346	2	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	1	512	0	0	0	0	0	5	0	0	0	0	23	5	0	0	0	5	1	21	16	0
16473	25763	"Moor Alpenrose"	47.02382	11.803354	197.5	"AWI"	197.5	9462.5	11824.5	10627	0	1	60	5	0	9	0	15	0	101	0	0	4	0	3	0	1	0	0	7	0	69	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	2	0	317	0	0	0	1	0	7	0	0	0	5	30	67	0	0	0	10	1	60	4	0
16473	25763	"Moor Alpenrose"	47.02382	11.803354	200	"AWI"	200	9588	12223	10833	0	0	43	3	0	17	0	17	0	101	0	0	0	0	3	0	0	0	0	8	0	131	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	1334	0	0	0	0	0	1	0	0	0	2	29	25	2	16	0	10	0	27	11	2
