"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Casuarina"	"Cedrus"	"Ceratonia"	"Cistaceae"	"Corylus"	"Crataegus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Laurus"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Phoenix"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Thymelaeaceae"	"Urticaceae"	"Vitaceae"	"Ziziphus"	"Zygophyllaceae"
26027	45113	"Ein Gedi"	31.41889	35.38833	259	"AWI"	259	1384	1685	1533	1	1	310	3	0	80	0	0	0	8	0	8	0	0	1	0	0	0	0	7	2	0	0	0	0	2	1	1	0	3	65	0	0	3	0	22	12	51	0	104	0	0	3	10	0	7	8	8	0	0	0	7	3	3	0	0	3
26027	45113	"Ein Gedi"	31.41889	35.38833	282	"AWI"	282	1547	1845	1691	0	0	313	7	0	57	0	0	0	13	0	9	0	0	0	0	0	0	0	9	7	0	3	0	0	0	0	0	0	0	90	0	0	1	0	19	9	22	1	82	1	0	16	15	0	0	5	5	2	0	0	2	4	0	2	1	4
26027	45113	"Ein Gedi"	31.41889	35.38833	312	"AWI"	312	1679	2167	1901	0	1	330	15	0	53	0	0	0	17	0	0	0	0	1	0	0	0	0	7	3	0	3	0	0	1	0	1	0	0	33	0	0	1	0	2	13	27	0	80	0	0	28	38	4	10	1	7	2	0	0	6	2	4	0	0	2
26027	45113	"Ein Gedi"	31.41889	35.38833	334	"AWI"	334	1751	2467	2048	0	0	355	7	0	48	0	0	0	20	0	17	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	3	26	0	0	2	0	8	4	22	0	79	1	0	12	11	0	6	2	6	2	0	0	2	3	0	1	1	1
26027	45113	"Ein Gedi"	31.41889	35.38833	349	"AWI"	349	1848	2543	2168	0	0	230	7	0	31	0	208	0	13	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	1	24	0	0	0	0	5	3	0	0	41	2	0	11	8	0	0	1	3	0	0	0	0	1	0	3	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	363	"AWI"	363	1902	2674	2275	0	0	264	1	0	19	3	0	0	21	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1	2	0	0	18	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	387	"AWI"	387	2126	2806	2451	0	0	265	7	0	9	1	0	0	12	0	8	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	1	0	3	10	0	0	0	0	5	1	19	0	29	0	0	4	4	0	0	0	0	2	0	0	1	0	0	0	0	1
26027	45113	"Ein Gedi"	31.41889	35.38833	428	"AWI"	428	2693	3154	2927	0	0	180	12	0	17	1	0	0	7	0	0	0	0	0	0	0	0	1	6	3	0	12	0	0	0	0	0	0	4	18	0	0	0	3	6	12	24	0	63	0	0	66	11	0	0	0	0	1	0	0	0	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	458	"AWI"	458	2913	3394	3178	0	0	228	5	0	23	2	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	25	0	0	4	0	1	9	0	0	0	0	0	32	2	0	0	1	2	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	482	"AWI"	482	3042	3533	3296	0	0	173	9	0	23	0	0	0	22	0	0	0	0	0	0	0	1	0	4	5	0	0	0	1	0	0	1	0	1	46	0	0	0	0	2	2	0	0	33	0	0	35	21	0	0	1	1	1	0	0	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	507	"AWI"	507	3158	3636	3396	0	0	185	4	0	13	0	0	0	9	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	37	0	1	0	0	2	1	6	0	37	0	0	21	5	0	0	1	4	1	0	1	2	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	532	"AWI"	532	3278	3733	3494	0	0	151	11	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	5	6	0	0	1	0	0	0	2	0	3	63	0	0	3	0	3	5	9	0	33	1	0	26	14	0	0	0	1	0	0	2	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	570	"AWI"	570	3396	3806	3570	0	0	255	4	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	5	175	2	0	4	0	2	8	18	0	34	0	0	46	9	0	0	0	4	0	1	0	0	0	1	0	0	2
26027	45113	"Ein Gedi"	31.41889	35.38833	596	"AWI"	596	3468	3889	3648	0	0	290	5	0	5	3	0	0	5	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	40	0	0	0	0	4	7	0	0	19	0	0	18	4	0	0	3	0	0	0	0	1	1	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	620	"AWI"	620	3576	4027	3772	0	0	262	7	0	50	3	0	0	8	0	5	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	1	42	0	0	0	0	1	0	0	0	14	0	0	11	0	0	0	1	2	1	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	645	"AWI"	645	3689	4217	3934	0	0	138	165	0	14	0	0	0	8	0	7	0	0	0	0	0	0	0	0	2	0	14	0	0	1	0	0	0	0	41	0	0	0	1	1	4	0	0	0	0	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	1
26027	45113	"Ein Gedi"	31.41889	35.38833	669	"AWI"	669	3794	4425	4101	1	0	122	19	0	15	0	0	0	15	0	13	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	64	0	0	2	6	3	0	27	0	77	0	0	43	8	0	22	1	12	2	1	0	2	0	0	0	0	5
26027	45113	"Ein Gedi"	31.41889	35.38833	697	"AWI"	697	3942	4570	4298	0	0	235	10	0	12	0	0	0	11	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	10	13	0	0	0	0	19	1	0	0	1	6	2	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	746	"AWI"	746	4344	4817	4588	0	0	174	9	0	13	0	0	0	13	0	8	0	0	0	0	0	0	0	4	3	0	3	0	0	0	0	2	0	0	69	0	0	0	2	4	8	0	0	36	0	0	26	4	0	0	0	4	1	0	0	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	773	"AWI"	773	4439	5004	4703	0	0	231	8	0	12	1	0	0	32	0	12	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	1	0	1	20	0	0	0	0	1	1	12	0	18	0	0	13	4	0	0	0	3	0	0	0	0	1	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	800	"AWI"	800	4532	5146	4823	0	0	134	9	0	13	0	0	0	8	0	15	0	0	0	0	0	0	0	4	4	0	0	0	0	1	0	0	0	1	52	0	0	5	0	2	1	11	0	49	0	0	23	5	0	0	0	3	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	837	"AWI"	837	4693	5281	4994	0	0	257	8	0	22	0	0	2	14	0	0	0	0	0	0	0	0	1	5	2	0	4	0	0	1	0	0	0	1	57	0	0	2	0	2	5	20	0	50	0	0	29	2	0	0	0	2	0	0	0	4	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	885	"AWI"	885	4919	5446	5216	0	0	230	4	0	19	0	0	0	13	0	0	0	0	0	0	0	0	0	2	4	0	3	0	0	0	0	1	0	0	45	0	1	4	0	2	5	11	0	43	0	0	22	4	0	0	0	1	1	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	935	"AWI"	935	5248	5597	5435	0	0	160	10	1	42	0	0	0	16	0	0	0	0	0	0	0	0	0	3	4	0	3	0	0	0	0	2	0	0	93	0	0	5	0	7	5	12	0	42	1	0	21	7	0	0	1	9	0	0	0	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	986	"AWI"	986	5498	5804	5654	0	0	200	1	0	12	0	0	0	23	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	17	0	1	1	1	0	0	0	0	19	1	0	2	3	0	0	1	3	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1036	"AWI"	1036	5632	5984	5808	0	0	200	6	0	39	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	17	0	0	1	0	0	0	10	0	20	1	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1086	"AWI"	1086	5752	6114	5942	0	0	177	9	0	23	0	0	0	21	0	8	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	9	0	0	1	0	1	0	0	0	7	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1138	"AWI"	1138	5915	6238	6075	0	0	261	6	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	11	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1189	"AWI"	1189	6013	6402	6202	0	0	144	7	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1239	"AWI"	1239	6115	6532	6322	0	0	174	9	0	4	1	0	0	6	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	8	0	24	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1294	"AWI"	1294	6236	6673	6452	0	0	168	11	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	21	0	0	6	2	0	0	0	4	0	0	0	0	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1342	"AWI"	1342	6359	6777	6567	0	0	238	8	0	24	0	0	0	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1392	"AWI"	1392	6495	6879	6686	0	0	164	6	0	7	0	0	0	9	0	8	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	24	0	0	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1443	"AWI"	1443	6605	7013	6800	1	0	157	4	0	10	0	0	0	15	1	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	7	0	0	0	0	2	0	0	0	1	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1493	"AWI"	1493	6706	7149	6910	0	0	150	2	0	8	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	21	0	0	7	2	0	2	0	1	0	0	1	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1543	"AWI"	1543	6830	7282	7020	0	0	317	6	0	13	0	0	0	12	0	0	0	0	0	0	0	0	0	9	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	30	0	0	20	1	0	0	1	5	0	0	0	1	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1593	"AWI"	1593	6944	7417	7126	0	0	247	5	0	13	0	0	0	23	1	0	0	0	0	0	0	0	0	11	6	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	5	0	0	47	0	0	17	3	0	0	0	10	0	0	2	2	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1640	"AWI"	1640	7779	8230	8028	1	0	245	11	0	11	0	0	0	25	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	3	0	0	64	0	0	31	2	0	0	0	8	1	0	1	2	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1673	"AWI"	1673	7915	8345	8147	0	0	205	4	0	13	0	0	0	16	1	4	0	0	0	0	0	0	0	1	20	0	1	0	1	0	0	0	0	0	2	0	0	0	0	2	5	0	0	64	0	0	16	7	0	11	0	3	0	0	0	0	0	1	0	0	1
26027	45113	"Ein Gedi"	31.41889	35.38833	1710	"AWI"	1710	8017	8498	8252	0	0	209	12	0	15	0	0	0	19	0	15	0	0	0	0	1	0	0	4	14	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	2	0	0	65	0	0	13	2	0	0	0	11	0	0	0	1	1	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1732	"AWI"	1732	8086	8576	8314	0	0	251	11	0	19	0	0	0	19	0	12	0	0	0	0	0	0	0	3	7	0	1	0	0	0	0	2	0	0	3	0	0	0	0	2	3	0	0	100	0	0	28	3	0	0	3	14	0	0	0	1	3	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1759	"AWI"	1759	8157	8673	8389	0	0	217	4	0	25	1	0	0	6	0	8	0	0	0	0	1	0	0	5	5	0	1	0	1	0	0	2	0	1	2	0	0	0	0	0	6	0	0	135	0	0	36	5	0	45	3	8	0	0	0	1	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1787	"AWI"	1787	8230	8760	8468	1	0	230	7	0	18	0	0	0	16	0	7	0	0	0	0	0	0	0	7	5	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	2	0	0	73	0	0	31	2	0	0	0	9	0	0	0	1	0	0	0	0	1
26027	45113	"Ein Gedi"	31.41889	35.38833	1819	"AWI"	1819	8331	8857	8556	0	1	196	4	0	9	0	0	0	14	0	6	0	0	0	0	0	0	0	2	6	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	51	0	0	11	1	0	0	0	5	0	0	0	1	1	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1847	"AWI"	1847	8447	8955	8650	0	0	189	12	0	25	0	0	0	9	0	9	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	4	19	0	100	0	0	36	10	0	0	2	17	0	0	0	2	1	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1875	"AWI"	1875	8553	9084	8806	0	0	260	7	0	26	1	0	0	16	0	2	0	0	0	0	1	0	0	3	6	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	62	1	0	24	2	0	0	2	4	0	0	0	0	0	1	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1907	"AWI"	1907	8690	9252	8983	0	0	206	10	0	15	0	0	0	20	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	36	0	0	32	0	0	0	1	10	0	0	0	0	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	1949	"AWI"	1949	8819	9590	9170	0	0	195	8	0	42	0	0	0	12	0	7	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	90	0	0	42	10	0	0	2	9	0	0	0	3	0	2	0	0	0
