"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Syringa"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
2985	3889	"Lake Varna"	43.192612	27.815084	340	"AWI"	340	4755	5932	5533	12	1	2	0	0	0	10	0	0	0	0	0	2	0	0	0	2	0	25	6	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	1	6	0	5	13	0	0	62	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	360	"AWI"	360	4833	6012	5598	1	1	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	25	2	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	6	2	2	13	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	5	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	370	"AWI"	370	4971	6048	5651	1	0	2	0	0	0	12	0	8	0	0	0	3	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	380	"AWI"	380	5164	6079	5716	2	0	5	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	68	0	0	2	3	1	0	1	0	2	0	5	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	400	"AWI"	400	5505	6139	5853	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	440	"AWI"	440	5774	6367	6121	3	5	6	0	0	0	6	0	3	0	3	0	7	0	6	0	0	0	2	11	0	0	0	0	7	0	0	0	1	6	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	460	"AWI"	460	5867	6689	6260	1	0	2	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	4	12	1	0	0	0	2	0	0	2	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	500	"AWI"	500	6064	7222	6528	4	0	5	0	0	2	0	0	3	0	0	0	5	0	0	0	0	0	9	2	2	2	0	0	0	0	0	0	3	7	0	2	0	0	0	0	0	0	1	10	0	0	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	2	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	730	"AWI"	730	7661	8416	8099	5	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	2	5	5	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	760	"AWI"	760	8002	8532	8269	2	0	1	0	0	0	78	0	1	0	0	0	2	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	790	"AWI"	790	8101	8881	8434	3	0	0	0	3	0	72	0	2	0	2	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0
2985	3889	"Lake Varna"	43.192612	27.815084	890	"AWI"	890	8382	9874	8947	1	0	0	0	0	3	15	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2985	3889	"Lake Varna"	43.192612	27.815084	910	"AWI"	910	8411	10085	9046	0	0	12	0	0	1	15	0	4	0	0	0	1	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
